dataset_name,target_value,depth,Apriori_DP_fixed (PS)-real_time_taken,Apriori_DP_fixed (PS)-failed,Apriori_DP_fixed (PS)-sgs_evaluated,Apriori_DP_fixed (PS)-sgs_eval_interesting,Apriori_DP_fixed (PS)-sgs_quality_interesting,Apriori_DP_fixed (PS)-sgs_top_k_interesting,Apriori_DP_fixed (PS)-e_est,Apriori_DP_fixed (PS)-ei_est,Apriori_DP_fixed (PS)-time_to_est,Apriori_DP_fixed (PS)-sdfastest-esgs,Apriori_DP_fixed (PS)-ub
Mushroom_UCI_,p,5,0.1789972782135009,0,5020,557,2331,576,4518.740867579909,2273.4236559139786,0.17727351188659668,11402,175230472
wall24,Slight-Right-Turn,2,0.1218500137329101,0,4190,263,1669,404,4190.0,295.75,0.12641668319702148,8645,4561
wall24,Slight-Right-Turn,3,0.1327736377716064,0,4622,335,2101,503,4343.833333333333,546.0,0.13721227645874023,9313,142976
wall24,Slight-Right-Turn,5,0.133707046508789,0,4662,366,2141,526,4599.58125,699.1334429824561,0.13931918144226074,9482,61267040
thyroid_allbp,increased binding protein.,2,0.0503180027008056,0,1894,402,657,252,1894.0,557.3725490196078,0.057253122329711914,3844,2081
thyroid_allbp,increased binding protein.,3,0.1454026699066162,0,4592,2020,2817,578,4084.7526881720432,3000.5620915032678,0.06961703300476074,4834,43745
thyroid_allbp,increased binding protein.,5,1.803581714630127,0,31959,25976,25129,893,28160.53440860215,48961.46062091503,0.08317756652832031,5817,8303633
analcatdata_creditscore,1,2,0.0065052509307861,0,112,60,53,28,112.0,54.25,0.0060999393463134766,281,232
analcatdata_creditscore,1,3,0.007544994354248,0,181,107,82,46,232.89583333333331,129.20833333333334,0.007114887237548828,421,1562
analcatdata_creditscore,1,5,0.0076806545257568,0,203,124,92,55,246.66250000000002,121.54479166666667,0.0074558258056640625,418,27896
primary,1,2,0.0149059295654296,0,614,285,273,170,614.0,306.8095238095238,0.022511959075927734,1769,1432
primary,1,3,0.0355024337768554,0,1961,867,1226,379,2242.1363636363635,1449.047619047619,0.033765316009521484,2566,24858
primary,1,5,0.1208455562591552,0,4467,2538,3475,567,8308.18712121212,9783.594444444445,0.04448819160461426,3369,3187368
breast_tissue_merged,car,2,0.0099413394927978,0,336,98,174,65,336.0,97.32142857142857,0.012154102325439453,876,667
breast_tissue_merged,car,3,0.0113904476165771,0,438,151,253,103,469.1845238095238,135.41666666666666,0.014454364776611328,1044,7807
breast_tissue_merged,car,5,0.0126833915710449,0,452,163,264,111,535.2113095238095,185.03720238095238,0.01571059226989746,1117,443704
pima,1,2,0.0134003162384033,0,465,311,216,178,465.0,327.5,0.013848304748535156,900,466
pima,1,3,0.0634124279022216,0,1934,404,1366,231,2194.1666666666665,676.25,0.02533698081970215,1481,4526
pima,1,5,0.0652704238891601,0,1960,409,1392,232,2632.3229166666665,693.75,0.022675275802612305,1579,174437
Divorce,1,2,0.1210317611694336,0,6486,198,6081,414,6486.0,192.62962962962962,0.3504493236541748,30240,36586
Divorce,1,3,0.1239902973175048,0,6717,280,6312,488,6623.333333333333,340.0617283950617,0.3670485019683838,30685,3280726
Divorce,1,5,0.1248984336853027,0,6822,384,6417,494,6643.733333333334,511.08641975308643,0.38109707832336426,30958,11740092625
asbestos,(3)_Above_legal_limit,2,0.0048780441284179,0,36,18,13,8,36.0,18.0,0.00299072265625,57,37
asbestos,(3)_Above_legal_limit,3,0.0044748783111572,0,39,20,14,9,38.666666666666664,18.22222222222222,0.0026514530181884766,64,93
asbestos,(3)_Above_legal_limit,5,0.0045092105865478,0,39,20,14,9,41.33333333333333,20.444444444444443,0.002785921096801758,68,93
bupa,1,2,0.0096983909606933,0,300,244,131,122,300.0,242.52631578947367,0.008442163467407227,553,301
bupa,1,3,0.0253946781158447,0,1312,339,634,165,1406.3157894736842,404.8421052631579,0.012688398361206055,953,2325
bupa,1,5,0.0261616706848144,0,1342,346,661,167,1554.5894736842106,448.10526315789474,0.013608694076538086,998,55455
U_LVL2_0_Uninteresting_Non-Random-Synthetic__2_5_3125_,0,2,0.0120801925659179,0,325,275,0,0,325.0,275.0,0.01060795783996582,625,326
