dataset_name,target_value,depth,DFS_BSD_DP_FC (PS)-real_time_taken,DFS_BSD_DP_FC (PS)-failed,DFS_BSD_DP_FC (PS)-sgs_evaluated,DFS_BSD_DP_FC (PS)-sgs_eval_interesting,DFS_BSD_DP_FC (PS)-sgs_quality_interesting,DFS_BSD_DP_FC (PS)-sgs_top_k_interesting,DFS_BSD_DP_FC (PS)-e_est,DFS_BSD_DP_FC (PS)-ei_est,DFS_BSD_DP_FC (PS)-time_to_est,DFS_BSD_DP_FC (PS)-sdfastest-esgs,DFS_BSD_DP_FC (PS)-ub
grammatical_b5,1,2,3.1470839977264404,0,150657,3683,125426,708,116377.7825,2509.81,0.41823673248291016,25185,700337
grammatical_b5,1,3,31.711375951766968,0,1563395,39888,1367365,1051,725485.5004166666,22528.876666666667,0.6720540523529053,27093,275933568
ED_LVL_1_2_EqualDist_Random-Synthetic__2_5_100000_,0,2,0.1022851467132568,0,276,276,139,133,276.0,276.0,0.15252423286437988,2427,326
ED_LVL_1_2_EqualDist_Random-Synthetic__2_5_100000_,0,3,0.1772294044494629,0,1526,1526,768,280,1630.1666666666665,1526.0,0.210052490234375,4327,2626
ED_LVL_1_2_EqualDist_Random-Synthetic__2_5_100000_,0,5,0.4533064365386963,0,7776,4651,3955,406,12286.416666666666,4651.0,0.2952728271484375,6627,68406
pitt1_4,S,2,0.0077388286590576,0,205,66,94,34,198.025,71.29,0.026114702224731445,1726,301
pitt1_4,S,3,0.0112960338592529,0,389,92,174,44,444.3775,95.14,0.026740074157714844,2169,2325
pitt1_4,S,5,0.0118200778961181,0,435,93,192,44,503.46521875,88.9675,0.027292966842651367,2172,55455
ND_LVL_2_3_NormalDist_Random-Synthetic__2_10_1000000_,0,2,4.014175891876221,0,4601,2801,2224,281,4601.0,2630.0,4.08701491355896,10002,5051
ND_LVL_2_3_NormalDist_Random-Synthetic__2_10_1000000_,0,3,28.085230588912964,0,76601,27704,39431,475,73283.0,25799.0,5.402299404144287,15145,166751
ND_LVL_2_3_NormalDist_Random-Synthetic__2_10_1000000_,0,5,422.2965874671936,0,1266011,90637,664413,546,1118030.75,79922.0,6.014453649520874,17562,79375496
gesture_va,P,2,0.2749745845794678,0,8065,2578,4281,398,8065.0,2857.96,0.30260419845581055,12830,8257
gesture_va,P,3,1.8705878257751465,0,73653,3940,50863,564,116825.96,10844.733333333334,0.293057918548584,17494,349633
gesture_va,P,5,4.756482124328613,0,200677,5605,154711,664,212827.04,7952.616,0.28455114364624023,16990,275584033
connectionist_vowel,4,2,0.0355820655822753,0,1536,644,583,304,1527.3225,500.035,0.07040071487426758,5661,1771
connectionist_vowel,4,3,0.1079838275909423,0,5366,928,2723,406,5769.42875,1092.645,0.07972836494445801,6632,34280
connectionist_vowel,4,5,0.2820708751678467,0,15076,1419,8013,737,15437.08415625,2055.01875,0.08533763885498047,6837,5495792
breast_cancer_wis_pro,R,2,0.2042269706726074,0,11507,1657,4649,380,10348.88,1537.8,0.14515089988708496,13656,11936
breast_cancer_wis_pro,R,3,1.4184236526489258,0,87639,2173,38757,460,66647.78,3127.64,0.17136907577514648,15536,608840
breast_cancer_wis_pro,R,5,2.428960084915161,0,152673,2907,66789,486,210508.11958333332,11460.473333333333,0.18047881126403809,16157,699135746
diggle_table_a2,8,2,0.0096142292022705,0,289,104,76,70,255.6575,101.98,0.023415565490722656,1634,529
diggle_table_a2,8,3,0.0185785293579101,0,837,216,255,199,573.96125,153.63166666666666,0.030462980270385742,2107,5489
diggle_table_a2,8,5,0.0371887683868408,0,1969,496,591,335,946.6864270833333,234.61683333333332,0.038460731506347656,2396,242825
page,5,2,0.0296506881713867,0,737,330,244,184,737.6375,230.905,0.056447505950927734,3842,821
page,5,3,0.0646955966949462,0,2393,591,1043,360,1777.085,427.335,0.0650947093963623,4340,10701
page,5,5,0.1206836700439453,0,5181,898,2487,551,5091.716328125,1203.63975,0.07201719284057617,4724,760099
steel-plates-fault,2,2,0.1420273780822754,0,6263,2115,3352,466,5954.8625,1331.545,0.13961434364318848,10715,6442
steel-plates-fault,2,3,0.6777925491333008,0,33570,5709,19588,863,40801.285,7663.983333333334,0.17411160469055176,12762,240578
steel-plates-fault,2,5,0.861396312713623,0,43005,7657,23081,1318,650715.73,87511.85058333333,0.18927502632141113,13725,147043850
mechanical,4,2,0.0213024616241455,0,372,266,155,145,341.2975,244.135,0.045258522033691406,2632,466
mechanical,4,3,0.0635299682617187,0,2186,937,748,320,1865.5375,763.075,0.0680396556854248,4084,4526
mechanical,4,5,0.1375823020935058,0,5583,1363,1862,459,5333.9669218750005,1449.64675,0.07969260215759277,4661,174437
OnlineShoppersIntention,True,2,0.1268360614776611,0,3467,752,1429,297,3281.6,779.8,0.14467334747314453,7992,4096
OnlineShoppersIntention,True,3,0.573408842086792,0,20929,2823,10797,657,14159.566666666668,3088.0666666666666,0.15876078605651855,9013,121576
OnlineShoppersIntention,True,5,3.9743881225585938,0,159533,12072,90325,979,277852.2579166667,43876.85333333333,0.19063401222229004,10964,46626034
ED_LVL_2_1_EqualDist_Random-Synthetic__2_10_10000_,1,2,0.1344661712646484,0,4601,4601,2264,355,4601.0,4601.0,0.157667875289917,10002,5051
ED_LVL_2_1_EqualDist_Random-Synthetic__2_10_10000_,1,3,2.6517975330352783,0,124601,6102,68469,478,129101.0,5816.0,0.2874743938446045,18902,166751
ED_LVL_2_1_EqualDist_Random-Synthetic__2_10_10000_,1,5,3.423908233642578,0,162831,6102,88598,478,163556.0,6401.0,0.29766011238098145,19014,79375496
glass,3,2,0.0125303268432617,0,414,221,174,137,395.15,225.37,0.034461259841918945,2633,497
glass,3,3,0.0323760509490966,0,1512,428,699,273,1203.0575,317.575,0.04402780532836914,3402,4992
glass,3,5,0.0457239151000976,0,2141,579,1079,329,2256.72153125,442.45,0.049675703048706055,3745,206368
molecular_promoter,+,2,0.4472706317901611,0,25605,1046,9894,442,25611.5725,1079.25,0.22384095191955566,22830,26107
molecular_promoter,+,3,1.2643468379974363,0,69973,961,42561,539,76124.65291666667,1537.0333333333333,0.24197936058044434,23530,1975583
molecular_promoter,+,5,1.7588741779327393,0,98845,905,68960,534,92981.84316666667,1651.7061666666666,0.24649262428283691,23434,5024313128
blood,1,2,0.0063927173614501,0,113,98,46,46,113.0,97.24,0.02048206329345703,1518,137
blood,1,3,0.0102384090423583,0,321,179,102,84,343.5866666666667,168.46666666666667,0.02974987030029297,2391,697
blood,1,5,0.0115118026733398,0,385,204,123,96,478.2033333333333,200.26,0.0333554744720459,2618,2517
weight,B,2,1.896592140197754,0,108220,767,59420,391,99350.25,1190.55,0.3688187599182129,37489,172579
weight,B,3,3.231334924697876,0,183962,861,117906,466,194248.62083333332,1796.1166666666668,0.43330883979797363,37778,33710824
weight,B,5,4.632802724838257,0,262919,893,187560,521,418469.19125000003,3619.6,0.4359169006347656,37793,575871962176
ozone1,1,2,0.7543506622314453,0,35291,1156,13106,467,35242.52,1238.76,0.3365299701690674,25788,41042
ozone1,1,3,2.260997772216797,0,111599,4352,69963,807,94028.44,7732.626666666667,0.34153175354003906,26437,3899182
ozone1,1,5,23.699903964996334,0,1219503,47878,899595,1774,1837642.912,265778.96266666666,0.3540821075439453,27359,15671998629
U_LVL2_2_Uninteresting_Non-Random-Synthetic__2_5_312500_,0,2,0.2905478477478027,0,276,276,0,0,276.0,276.0,0.3462052345275879,2427,326
U_LVL2_2_Uninteresting_Non-Random-Synthetic__2_5_312500_,0,3,0.4600811004638672,0,1526,1526,0,0,1628.0833333333333,1526.0,0.4882998466491699,4327,2626
U_LVL2_2_Uninteresting_Non-Random-Synthetic__2_5_312500_,0,5,1.032327651977539,0,7776,4651,0,0,12087.458333333332,4651.0,0.6642117500305176,6627,68406
ionosphere,b,2,0.1566288471221923,0,8070,639,3571,357,8068.2,685.8,0.15967392921447754,12830,8257
ionosphere,b,3,0.4150857925415039,0,22717,989,11981,513,27238.546666666665,1884.7333333333333,0.1518847942352295,13666,349633
ionosphere,b,5,1.2529449462890625,0,72532,3772,36091,703,35852.922666666665,1327.2293333333334,0.17047953605651855,13537,275584033
grammatical_b7,1,2,3.1015784740448,0,151802,3645,96245,919,119958.9,2580.325,0.46755075454711914,26586,701521
grammatical_b7,1,3,26.181166887283325,0,1333008,46268,1003780,2015,536870.40625,27424.975,0.6897201538085938,27865,276633905
wine_quality,4,2,0.0431234836578369,0,1015,793,440,237,1014.84,713.08,0.08186578750610352,4548,1082
wine_quality,4,3,0.1734375953674316,0,6711,1557,3810,433,7658.466666666667,1731.9033333333334,0.10323476791381836,6802,16262
wine_quality,4,5,0.5165054798126221,0,22547,3029,13443,774,44909.813395833335,10314.989666666666,0.11900520324707031,7876,1550201
VehicleCouponRecommendation,0,2,0.1249165534973144,0,3756,1389,1798,308,3892.16,1652.65,0.15758609771728516,9093,4187
VehicleCouponRecommendation,0,3,0.7199516296386719,0,29107,5793,14635,580,33290.92333333333,9342.453333333333,0.19939470291137695,11612,125672
VehicleCouponRecommendation,0,5,4.854736089706421,0,210127,35127,88658,1073,395944.4058125,56095.098666666665,0.2177262306213379,12759,49302800
auto7_2,class3,2,0.023249864578247,0,734,696,348,218,734.785,685.645,0.05245232582092285,3841,781
auto7_2,class3,3,0.1418941020965576,0,6894,2502,3564,468,6627.62,2193.32,0.08237004280090332,6604,9920
auto7_2,class3,5,0.5212936401367188,0,27075,3610,14942,582,38746.69725,8382.6655,0.09604167938232422,7717,667928
wave,0,2,0.1064465045928955,0,3445,1449,1701,413,3445.0,830.92,0.1231224536895752,8386,3571
wave,0,3,0.9532055854797364,0,42513,3255,28964,663,24562.6,3947.04,0.15649199485778809,10509,98855
wave,0,5,2.874836206436157,0,133841,5359,104173,772,30777.843125,1863.462,0.1484994888305664,9922,32900372
cnae9,4,2,15.863161563873293,0,827777,369733,350349,838,728226.95,385267.7,1.2626280784606934,92725,1662577
grammatical_a9,1,2,1.653336763381958,0,81614,3326,64153,528,62378.8,2738.15,0.4731178283691406,14094,711029
grammatical_a9,1,3,30.16852879524231,0,1559731,61789,1259072,699,795629.5541666667,39320.8,0.5608470439910889,18026,282279309
teaching,2,2,0.0099217891693115,0,340,48,102,21,396.6425,49.62,0.02764153480529785,1661,1771
teaching,2,3,0.0122284889221191,0,474,60,134,25,626.1,53.36,0.023917436599731445,1867,34280
teaching,2,5,0.0125994682312011,0,494,60,143,25,768.4165624999999,61.095,0.0256345272064209,1939,5495792
auto6_1,class8,2,0.243753433227539,0,11864,5063,5641,418,11859.275,5301.225,0.18064641952514648,15557,12091
auto6_1,class8,3,3.561270236968994,0,188257,6011,117973,657,222595.59583333333,11991.541666666666,0.26312780380249023,21668,620776
auto6_1,class8,5,5.598218679428101,0,291220,6023,194310,677,531367.01578125,15743.768750000001,0.27152204513549805,22214,722277712
ED_LVL_2_4_EqualDist_Random-Synthetic__2_10_10000000_,1,2,42.55272889137268,0,4601,4601,2314,357,4601.0,4601.0,50.219890117645264,10002,5051
ED_LVL_2_4_EqualDist_Random-Synthetic__2_10_10000000_,1,3,526.0844473838806,0,124601,64957,62297,453,128951.0,67121.0,82.68285918235779,18902,166751
ozone8,1,2,0.7411675453186035,0,34467,1458,15004,500,33950.52,1625.4,1.1942627429962158,24988,41042
ozone8,1,3,2.6437904834747314,0,130543,5424,86322,909,123839.05,8756.226666666666,0.3453857898712158,25962,3899182
ozone8,1,5,30.609426021575928,0,1564433,61825,1148044,1621,2018503.625875,199752.64133333333,0.3632237911224365,26986,15671998629
U_LVL1_4_Uninteresting_Non-Random-Synthetic__2_2_40000_,0,2,0.0139446258544921,0,9,9,0,0,9.0,9.0,0.016344785690307617,306,11
U_LVL1_4_Uninteresting_Non-Random-Synthetic__2_2_40000_,0,3,0.0136795043945312,0,9,9,0,0,9.0,9.0,0.015635967254638672,306,11
U_LVL1_4_Uninteresting_Non-Random-Synthetic__2_2_40000_,0,5,0.013099193572998,0,9,9,0,0,9.0,9.0,0.01569843292236328,306,11
bach, C#d,2,0.0307035446166992,0,609,190,208,171,499.9,174.36,0.04377031326293945,2151,1226
bach, C#d,3,0.1032741069793701,0,3657,700,1195,407,1635.8333333333333,456.32666666666665,0.056290626525878906,2892,19650
bach, C#d,5,0.6258323192596436,0,29473,2859,8564,988,8480.591354166667,2130.182,0.0737605094909668,3822,2138410
ED_LVL_3_3_EqualDist_Random-Synthetic__2_20_1000000_,1,2,33.57186579704285,0,76401,76401,38263,210,76401.0,76401.0,16.550748348236084,40302,80201
polish_bankruptcy_1year,1,2,0.7675402164459229,0,32173,1470,13123,403,32179.085,1725.66,0.5063357353210449,25558,32897
polish_bankruptcy_1year,1,3,2.5030665397644043,0,114785,4412,65729,642,129882.61916666667,9383.76,0.3784365653991699,26616,2796417
polish_bankruptcy_1year,1,5,23.714529752731323,0,1243073,124189,546864,983,2012603.0091666665,169967.87283333333,0.3742387294769287,27382,8987138113
coil2000,1,2,3.051623821258545,0,131569,10352,38688,722,109484.65,10098.3,0.6638436317443848,37552,211576
coil2000,1,3,15.59272837638855,0,645993,85468,209707,1318,1494693.5791666666,215864.55,0.7717275619506836,42425,45771376
coil2000,1,5,499.3387734889984,0,19322677,4043617,6981544,3781,105060420.84145834,14394276.4825,0.8301808834075928,45762,959528325406
robot2,back_col,2,0.0113430023193359,0,317,287,151,133,329.82,264.9,0.04372978210449219,2530,407
robot2,back_col,3,0.0294139385223388,0,1229,382,735,202,1275.0716666666667,376.7866666666667,0.04640626907348633,3597,3683
robot2,back_col,5,0.0524032115936279,0,2461,431,1523,236,2477.522645833333,482.9425,0.0520625114440918,3938,122438
EqualDist_Random-Synthetic__2_7_5349_,1,2,0.0237324237823486,0,553,553,269,197,555.4,555.4,0.05228900909423828,3437,631
EqualDist_Random-Synthetic__2_7_5349_,1,3,0.1132497787475586,0,4722,3935,2441,430,4990.425,3694.608333333333,0.08928442001342773,6302,7176
EqualDist_Random-Synthetic__2_7_5349_,1,5,0.6813366413116455,0,32602,5596,19168,512,27339.2396875,4855.645833333333,0.1145317554473877,8149,384168
U_LVL1_1_Uninteresting_Non-Random-Synthetic__2_2_40_,1,2,0.0035247802734375,0,9,9,0,0,9.0,9.0,0.006552457809448242,306,11
U_LVL1_1_Uninteresting_Non-Random-Synthetic__2_2_40_,1,3,0.0037226676940917,0,9,9,0,0,9.0,9.0,0.00587773323059082,306,11
U_LVL1_1_Uninteresting_Non-Random-Synthetic__2_2_40_,1,5,0.0034029483795166,0,9,9,0,0,9.0,9.0,0.005916118621826172,306,11
auto6_3,class1,2,0.2216622829437255,0,11864,2467,5586,480,11866.25,2638.325,0.1719048023223877,15557,12091
auto6_3,class1,3,1.7334983348846436,0,96356,2947,61815,624,121176.5125,5041.858333333334,0.21469712257385254,18745,620776
auto6_3,class1,5,2.6654512882232666,0,149901,2994,93045,634,265857.1485416667,8555.320833333333,0.21723556518554688,18812,722277712
grammatical_b1,1,2,4.996332406997681,0,247493,4737,173545,738,208860.36,3515.36,0.6217527389526367,42301,719401
grammatical_b1,1,3,38.20656156539917,0,1950306,42038,1521012,1039,1148836.815,34034.94666666667,0.8644490242004395,43927,287281600
EqualDist_Random-Synthetic__2_10_7463_,1,2,0.0473971366882324,0,1163,1163,567,262,1166.25,1166.25,0.08634591102600098,4952,1276
EqualDist_Random-Synthetic__2_10_7463_,1,3,0.3646676540374756,0,15637,11107,8065,552,15894.75,9656.916666666666,0.1374342441558838,9286,20876
EqualDist_Random-Synthetic__2_10_7463_,1,5,2.609809875488281,0,120548,16690,70676,666,134565.8328125,17582.895833333332,0.17247295379638672,11877,2369936
volcanoes-a1,4,2,0.0064845085144042,0,61,42,22,22,57.825,41.315,0.0168302059173584,1014,79
volcanoes-a1,4,3,0.0081410408020019,0,121,61,41,41,113.80583333333334,63.755,0.02317047119140625,1477,299
volcanoes-a1,4,5,0.0078697204589843,0,121,61,41,41,110.72583333333334,59.70333333333333,0.022608041763305664,1453,299
vert3,NO,2,0.0098583698272705,0,265,191,128,115,255.69,164.875,0.028287649154663086,2226,301
vert3,NO,3,0.0251474380493164,0,1137,293,516,177,876.43125,222.835,0.03989553451538086,3126,2325
vert3,NO,5,0.0331668853759765,0,1589,299,724,186,1239.51859375,237.57416666666666,0.04183053970336914,3315,55455
CongressionalVotingRecords_UCI_,republican,2,0.0265040397644042,0,1111,349,490,211,1102.505,235.765,0.05243396759033203,4650,1177
CongressionalVotingRecords_UCI_,republican,3,0.0636467933654785,0,3079,559,1936,348,2792.1354166666665,699.89,0.061185359954833984,5184,18473
CongressionalVotingRecords_UCI_,republican,5,0.1834461688995361,0,9394,1127,7583,653,13123.980671875,3450.5610833333335,0.06698870658874512,5540,1925357
pitt2_2,WOOD,2,0.0072157382965087,0,161,52,58,27,151.61,49.16,0.01743912696838379,1325,277
pitt2_2,WOOD,3,0.0098376274108886,0,340,77,123,40,359.60333333333335,83.36666666666667,0.02382659912109375,1824,2048
pitt2_2,WOOD,5,0.0114808082580566,0,401,79,145,41,409.2641770833333,82.3575,0.025922298431396484,1886,44552
statlog_vehicle,opel,2,0.0557320117950439,0,2521,887,1044,302,2521.0,778.24,0.08284521102905273,7174,2629
statlog_vehicle,opel,3,0.2225089073181152,0,11817,1439,5978,492,11469.82,2541.52,0.10118317604064941,8400,62269
statlog_vehicle,opel,5,0.7695684432983398,0,41349,3731,24810,798,51557.239,8314.833999999999,0.10921001434326172,8724,15082603
pitt2_1,DECK,2,0.0074265003204345,0,192,72,76,39,183.63,71.295,0.020511388778686523,1625,277
pitt2_1,DECK,3,0.0116541385650634,0,421,118,169,58,435.70458333333335,110.84833333333333,0.026681184768676758,2140,2048
pitt2_1,DECK,5,0.0128264427185058,0,492,125,196,60,611.1461770833333,129.42791666666668,0.03006458282470703,2300,44552
grammatical_a8,1,2,3.3675339221954346,0,162800,2081,126582,741,126565.15,1057.025,0.43665552139282227,27592,708646
grammatical_a8,1,3,17.889995574951172,0,913579,10574,744282,1125,347747.06875,7794.65,0.6734585762023926,28277,280860826
grammatical_a8,1,5,398.3273251056671,0,20290781,189788,16718397,1338,4928322.530546875,175698.07583333334,0.6928150653839111,28848,19803075833479
grammatical_a6,1,2,2.0405216217041016,0,96141,2587,70677,716,71466.7375,1785.82,0.5516111850738525,16198,715807
grammatical_a6,1,3,22.656128883361816,0,1137101,48553,878860,1525,540832.8725,32713.136666666665,0.5959947109222412,18446,285130587
auto6_2,class5,2,0.2447514533996582,0,11864,1282,5726,233,11863.15,6057.625,0.23693013191223145,15557,12091
auto6_2,class5,3,1.1793866157531738,0,60056,3184,34194,429,266474.4166666667,12753.366666666667,0.2822861671447754,22813,620776
auto6_2,class5,5,2.781707525253296,0,148694,2849,84104,499,408038.8665104167,11716.739583333334,0.2795546054840088,22470,722277712
auto1,class1,2,0.0260941982269287,0,801,798,405,231,801.0,790.0,0.054991722106933594,3942,821
auto1,class1,3,0.2154164314270019,0,9789,7480,4968,428,9739.366666666667,8160.666666666667,0.09531641006469727,7524,10701
auto1,class1,5,1.8967080116271973,0,91373,21119,48980,841,176546.9375,45413.15666666667,0.13452577590942383,10653,760099
ED_LVL_2_3_EqualDist_Random-Synthetic__2_10_1000000_,1,2,4.114681005477905,0,4601,4601,2297,361,4601.0,4601.0,4.111417055130005,10002,5051
ED_LVL_2_3_EqualDist_Random-Synthetic__2_10_1000000_,1,3,43.10262417793274,0,124601,65070,61808,475,128201.0,68276.0,6.385701656341553,18902,166751
ED_LVL_2_3_EqualDist_Random-Synthetic__2_10_1000000_,1,5,421.5839519500733,0,1181851,65070,602366,475,1146751.625,63821.0,7.333171367645264,22750,79375496
heart_cleverland,3,2,0.0211453437805175,0,802,479,379,218,803.7,346.4,0.14634990692138672,3944,904
heart_cleverland,3,3,0.0768537521362304,0,3854,849,2047,385,3491.9333333333334,885.2,0.06259417533874512,5108,12384
heart_cleverland,3,5,0.1683464050292968,0,9110,1027,5232,509,10152.947916666666,1761.0033333333333,0.06637811660766602,5301,974982
analcatdata_boxing1,1,2,0.0070414543151855,0,189,32,64,14,173.47,28.93,0.02047419548034668,2026,301
analcatdata_boxing1,1,3,0.0091128349304199,0,309,32,106,14,216.555,31.03,0.02150869369506836,2052,2325
analcatdata_boxing1,1,5,0.0091204643249511,0,309,32,106,14,226.81,32.08,0.02163219451904297,2074,2325
qsar,RB,2,0.1543655395507812,0,7343,1213,2758,371,7061.055,1149.55,0.13732004165649414,11430,8257
qsar,RB,3,0.547177791595459,0,27250,4517,14372,506,38072.3325,10634.73,0.16700124740600586,12939,349633
qsar,RB,5,6.220191240310669,0,301958,57771,195474,1134,646182.9303125,177865.9755,0.1860027313232422,14080,275584033
internet,ad.,2,52.94335222244263,0,2517727,1210103,1154131,900,2274711.34,1230041.665,2.5063788890838623,168910,4831387
robot4,normal,2,0.0118756294250488,0,261,185,105,104,273.53,171.39,0.08308982849121094,2130,407
robot4,normal,3,0.0233991146087646,0,757,249,390,204,700.6141666666666,224.96,0.04006147384643555,2682,3683
robot4,normal,5,0.0331146717071533,0,1309,315,742,295,1243.5576666666666,298.02383333333336,0.044439077377319336,2905,122438
mw1,2,2,0.1440024375915527,0,7427,987,2669,366,7192.045,1062.775,0.14110922813415527,11728,8002
mw1,2,3,0.5905754566192627,0,33911,4879,13927,724,29703.57625,6947.29,0.147200345993042,12820,333502
mw1,2,5,8.277074098587036,0,514469,75755,222591,1709,399331.979875,111273.84025,0.15088915824890137,13032,254565277
polish_bankruptcy_5year,1,2,0.7589514255523682,0,32140,1436,10137,424,32105.06,1879.33,0.33852148056030273,25557,32641
polish_bankruptcy_5year,1,3,2.7136940956115723,0,127973,7675,66906,706,85584.97166666666,8018.086666666667,0.3366200923919678,26125,2763776
polish_bankruptcy_5year,1,5,31.566081285476685,0,1539641,57726,1139950,1375,1257556.1693333334,120989.0105,0.3485560417175293,26707,8812312832
grammatical_b8,1,2,3.470511674880981,0,170859,1149,134315,531,136091.24,1220.29,0.48729658126831055,30173,686207
grammatical_b8,1,3,9.265422582626345,0,463023,5223,384070,660,350760.7275,5010.565,0.707190990447998,30767,267621512
grammatical_b8,1,5,457.7001178264618,0,24280488,822856,18283397,744,1761606.73065625,24006.657,0.7167103290557861,31090,18270601185176
ND_LVL_3_4_NormalDist_Random-Synthetic__2_20_10000000_,0,2,284.2414302825928,0,53601,21561,25838,431,49724.4,21561.0,161.52132320404053,28302,80201
heart_va,3,2,0.0056729316711425,0,63,40,28,22,60.025,39.8,1.7133984565734863,915,92
heart_va,3,3,0.0063588619232177,0,115,69,48,34,126.69166666666666,70.35000000000001,0.019202709197998047,1384,378
heart_va,3,5,0.0068118572235107,0,133,78,55,37,162.27708333333334,76.25,0.022124290466308594,1556,1093
volcanoes-b5,4,2,0.0093896389007568,0,61,57,20,20,61.0,56.68,0.021809816360473633,1114,79
volcanoes-b5,4,3,0.0113008022308349,0,125,90,37,37,135.86,89.14,0.03130602836608887,1739,299
volcanoes-b5,4,5,0.0117185115814208,0,125,90,37,37,133.64,91.64,0.03230547904968262,1746,299
wilt,w,2,0.0121252536773681,0,181,159,78,78,181.0,155.6,0.03266763687133789,1922,211
wilt,w,3,0.0234770774841308,0,629,356,304,202,598.5,262.53333333333336,0.047363996505737305,2826,1351
wilt,w,5,0.0328407287597656,0,1049,398,586,257,1007.0864583333333,301.1616666666667,0.05309772491455078,3059,21700
ND_LVL_1_2_NormalDist_Random-Synthetic__2_5_100000_,0,2,0.1021497249603271,0,276,276,144,134,276.0,276.0,0.14529919624328613,2427,326
ND_LVL_1_2_NormalDist_Random-Synthetic__2_5_100000_,0,3,0.1727993488311767,0,1526,1311,775,253,1623.9166666666667,1338.5,0.20914125442504883,4327,2626
ND_LVL_1_2_NormalDist_Random-Synthetic__2_5_100000_,0,5,0.3634850978851318,0,5426,2841,2822,355,7958.666666666666,3012.0416666666665,0.26901745796203613,5915,68406
ED_LVL_1_1_EqualDist_Random-Synthetic__2_5_10000_,0,2,0.0195331573486328,0,276,276,136,132,276.0,276.0,0.04794716835021973,2427,326
ED_LVL_1_1_EqualDist_Random-Synthetic__2_5_10000_,0,3,0.0512807369232177,0,1526,1526,782,293,1619.75,1526.0,0.07113337516784668,4327,2626
ED_LVL_1_1_EqualDist_Random-Synthetic__2_5_10000_,0,5,0.156886339187622,0,5911,2471,3305,417,6637.067708333333,2010.375,0.09227228164672852,5846,68406
mfeat-karhunen,8,2,0.7338602542877197,0,31317,633,13132,348,31590.585,1828.28,0.30907130241394043,25258,32897
mfeat-karhunen,8,3,1.3414485454559326,0,60741,632,41426,395,106084.875,1890.6116666666667,0.3333241939544678,26055,2796417
mfeat-karhunen,8,5,1.7077069282531738,0,77765,632,58271,403,145359.19535416667,2233.4358333333334,0.33569884300231934,25819,8987138113
I_LVL1_1_Interesting_Non-Random-Synthetic__2_2_40_,1,2,0.0035381317138671,0,7,6,4,4,7.82,6.07,0.006923675537109375,206,11
I_LVL1_1_Interesting_Non-Random-Synthetic__2_2_40_,1,3,0.0037860870361328,0,7,6,4,4,7.655,5.905,0.005530357360839844,206,11
I_LVL1_1_Interesting_Non-Random-Synthetic__2_2_40_,1,5,0.0036261081695556,0,7,6,4,4,7.745,5.995,0.005604982376098633,206,11
Iris_UCI_,Iris-virginica,2,0.0059084892272949,0,105,35,42,27,89.78,33.7,0.014545917510986328,1118,137
Iris_UCI_,Iris-virginica,3,0.0071187019348144,0,177,41,69,32,158.59,40.34,0.01867222785949707,1406,697
Iris_UCI_,Iris-virginica,5,0.0073323249816894,0,185,41,73,32,174.17375,43.38,0.02000570297241211,1436,2517
I_LVL1_4_Interesting_Non-Random-Synthetic__2_2_40000_,1,2,0.0136246681213378,0,7,6,4,4,7.775,6.025,0.013682365417480469,206,11
I_LVL1_4_Interesting_Non-Random-Synthetic__2_2_40000_,1,3,0.0134143829345703,0,7,6,4,4,7.67,5.92,0.014443635940551758,206,11
I_LVL1_4_Interesting_Non-Random-Synthetic__2_2_40000_,1,5,0.0142786502838134,0,7,6,4,4,7.745,5.995,0.014733076095581055,206,11
thyroid_ann,2,2,0.0590031147003173,0,1219,674,471,235,1186.945,576.69,0.07628488540649414,4556,1486
thyroid_ann,2,3,0.2760961055755615,0,7713,2275,3281,598,6060.280833333333,2669.996666666667,0.10009574890136719,5953,26290
thyroid_ann,2,5,3.003468513488769,0,87107,11266,46677,1185,63222.614,27980.369666666666,0.11318635940551758,6715,3505051
seeds,2,2,0.0094132423400878,0,257,121,112,70,262.415,123.85,0.026319265365600586,2030,407
seeds,2,3,0.0188548564910888,0,769,203,366,144,640.94875,167.95,0.03305196762084961,2570,3683
seeds,2,5,0.0251822471618652,0,1165,230,564,185,772.149640625,157.89275,0.03907918930053711,2534,122438
hv_no_noise,0,2,1.4189107418060305,0,79601,20201,26667,365,79601.0,20201.0,0.40819621086120605,40302,80201
hv_no_noise,0,3,44.4250054359436,0,2666801,667001,704898,431,2189819.0,667001.0,0.5584115982055664,50102,10667001
statlog_australian,1,2,0.034318208694458,0,1328,583,587,252,1291.0,385.5,0.06258416175842285,4959,1654
statlog_australian,1,3,0.0970845222473144,0,4597,1001,2417,456,4600.729166666667,970.4166666666666,0.07037615776062012,5823,30914
statlog_australian,1,5,0.2513308525085449,0,12213,1783,7153,761,22430.4140625,5217.820833333333,0.08156013488769531,5928,4613030
hiv_schilling,1,2,0.2026095390319824,0,10321,572,3159,310,10308.25,598.18,0.18519377708435059,14862,12881
hiv_schilling,1,3,0.6301140785217285,0,33681,577,9671,313,24496.331666666665,534.54,0.18011879920959473,15334,682801
