dataset_name,target_value,depth,DFS_BSD_DP_FC_qf05 (PS)-real_time_taken,DFS_BSD_DP_FC_qf05 (PS)-failed,DFS_BSD_DP_FC_qf05 (PS)-sgs_evaluated,DFS_BSD_DP_FC_qf05 (PS)-sgs_eval_interesting,DFS_BSD_DP_FC_qf05 (PS)-sgs_quality_interesting,DFS_BSD_DP_FC_qf05 (PS)-sgs_top_k_interesting,DFS_BSD_DP_FC_qf05 (PS)-e_est,DFS_BSD_DP_FC_qf05 (PS)-ei_est,DFS_BSD_DP_FC_qf05 (PS)-time_to_est,DFS_BSD_DP_FC_qf05 (PS)-sdfastest-esgs,DFS_BSD_DP_FC_qf05 (PS)-ub
auto6_2,class5,2,0.255047082901001,0,11864,11418,5726,234,11865.5,11768.0,0.30722808837890625,24027,12091
auto6_2,class5,3,8.258348226547241,0,420589,37898,236097,744,579192.25,340785.5,0.5388128757476807,46930,620776
auto6_2,class5,5,37.00714015960693,0,1995270,49134,1019984,844,8071688.075,268654.3333333333,0.6151931285858154,53936,722277712
auto1,class1,2,0.0270361900329589,0,801,801,405,224,801.0,801.0,0.026313066482543945,1602,821
auto1,class1,3,0.2267601490020752,0,9919,9873,5015,509,10060.333333333334,9921.0,0.04727649688720703,3082,10701
auto1,class1,5,8.089229345321655,0,388255,154367,199143,908,606504.6916666667,498679.5333333333,0.0737452507019043,5768,760099
ED_LVL_2_3_EqualDist_Random-Synthetic__2_10_1000000_,1,2,4.110911846160889,0,4601,4601,2297,430,4601.0,4601.0,4.091328859329224,10002,5051
ED_LVL_2_3_EqualDist_Random-Synthetic__2_10_1000000_,1,3,42.87761402130127,0,124601,65070,61808,676,128426.0,65486.0,6.35656213760376,18902,166751
ED_LVL_2_3_EqualDist_Random-Synthetic__2_10_1000000_,1,5,374.0442864894867,0,1181851,65070,602366,676,1139111.0,62756.0,7.3400044441223145,22679,79375496
heart_cleverland,3,2,0.0222673416137695,0,802,604,379,226,802.7619047619048,595.2857142857143,0.12259864807128906,1682,904
heart_cleverland,3,3,0.1334214210510254,0,6847,2232,3253,392,7406.809523809524,2745.6031746031745,0.035495758056640625,2862,12384
heart_cleverland,3,5,0.4512543678283691,0,24626,3695,13245,453,32630.434523809523,6972.484126984127,0.0393521785736084,3127,974982
analcatdata_boxing1,1,2,0.0072884559631347,0,189,32,64,14,180.75,35.125,0.006823062896728516,506,301
analcatdata_boxing1,1,3,0.0099925994873046,0,309,32,106,14,195.33333333333334,28.125,0.007285356521606445,506,2325
analcatdata_boxing1,1,5,0.0095546245574951,0,309,32,106,14,233.10416666666666,33.375,0.00742030143737793,520,2325
qsar,RB,2,0.1581873893737793,0,7343,2762,2758,368,7075.20703125,2439.53125,0.1744401454925537,14594,8257
qsar,RB,3,1.3030555248260498,0,63882,15901,34722,500,88086.53125,31363.9140625,0.24587535858154297,19598,349633
qsar,RB,5,28.69859504699707,0,1442870,335713,905708,904,3646820.8063964844,1241623.828515625,0.30650925636291504,23839,275584033
internet,ad.,2,54.378835916519165,0,2535449,1210513,1163291,896,2283728.416103604,1202602.1689189188,64.60774540901184,5199686,4831387
robot4,normal,2,0.0119099617004394,0,261,186,105,104,273.55357142857144,178.96428571428572,0.06428313255310059,618,407
robot4,normal,3,0.0231935977935791,0,797,290,408,201,953.4583333333334,457.89285714285717,0.015446186065673828,881,3683
robot4,normal,5,0.0354790687561035,0,1389,343,786,303,2705.9113839285715,772.2047619047619,0.018123626708984375,1033,122438
mw1,2,2,0.1415889263153076,0,7427,3235,2669,367,7201.089285714285,3478.035714285714,0.15608453750610352,14744,8002
mw1,2,3,1.4540915489196775,0,84639,16810,33511,783,90287.10714285714,23382.119047619046,0.2204573154449463,19704,333502
mw1,2,5,44.42489957809448,0,2789293,550061,1032806,1506,2008143.5654017858,546550.4821428572,0.2613346576690674,22045,254565277
polish_bankruptcy_5year,1,2,0.7420094013214111,0,32140,13035,10137,515,32111.086274509806,12765.24705882353,0.7769513130187988,64772,32641
polish_bankruptcy_5year,1,3,10.337464809417725,0,495356,105691,311275,1014,743040.9,181756.92549019607,1.0293948650360107,84312,2763776
polish_bankruptcy_5year,1,5,881.5187623500824,0,45531960,7252300,28182944,2124,56238317.93235294,16985801.403398693,1.1256709098815918,88879,8812312832
grammatical_b8,1,2,7.33082389831543,0,342285,3067,210763,660,305242.7002561913,1968.9197267292911,8.81129765510559,697918,686207
grammatical_b8,1,3,27.541120767593384,0,1306285,25390,1021133,893,666716.0640478224,13623.408767435241,9.141958713531494,703086,267621512
ND_LVL_3_4_NormalDist_Random-Synthetic__2_20_10000000_,0,2,286.4553163051605,0,53601,21561,25838,572,49990.05,22265.9,454.5193271636963,112002,80201
heart_va,3,2,0.0055887699127197,0,63,40,28,22,59.0,39.07692307692308,1.712273120880127,132,92
heart_va,3,3,0.0066893100738525,0,115,69,48,34,128.6153846153846,78.43589743589745,0.004622697830200195,197,378
heart_va,3,5,0.0072150230407714,0,133,78,55,37,171.01121794871796,87.18589743589743,0.004948139190673828,223,1093
volcanoes-b5,4,2,0.0103487968444824,0,61,57,20,20,61.0,54.0,0.006189823150634766,146,79
volcanoes-b5,4,3,0.0120661258697509,0,125,90,37,37,131.08333333333334,86.5,0.007548809051513672,222,299
volcanoes-b5,4,5,0.0117394924163818,0,125,90,37,37,132.91666666666666,80.16666666666667,0.007472038269042969,218,299
wilt,w,2,0.0126318931579589,0,181,159,78,78,181.0,159.0,0.009536027908325195,402,211
wilt,w,3,0.0256373882293701,0,701,503,308,199,794.6666666666666,573.5,0.013297319412231445,672,1351
wilt,w,5,0.041745901107788,0,1365,711,663,253,2117.5583333333334,753.6,0.015418291091918945,818,21700
ND_LVL_1_2_NormalDist_Random-Synthetic__2_5_100000_,0,2,0.1079533100128173,0,276,276,144,134,276.0,276.0,0.08254289627075195,627,326
ND_LVL_1_2_NormalDist_Random-Synthetic__2_5_100000_,0,3,0.1753711700439453,0,1526,1314,775,287,1584.3333333333333,1296.0,0.09955596923828125,1102,2626
ND_LVL_1_2_NormalDist_Random-Synthetic__2_5_100000_,0,5,0.3656113147735595,0,5431,2850,2822,352,8104.583333333333,2818.5,0.11745738983154297,1485,68406
ED_LVL_1_1_EqualDist_Random-Synthetic__2_5_10000_,0,2,0.0202858448028564,0,276,276,136,131,276.0,276.0,0.021492719650268555,627,326
ED_LVL_1_1_EqualDist_Random-Synthetic__2_5_10000_,0,3,0.0516159534454345,0,1526,1526,782,302,1634.3333333333333,1526.0,0.02369856834411621,1102,2626
ED_LVL_1_1_EqualDist_Random-Synthetic__2_5_10000_,0,5,0.1934583187103271,0,7601,4458,4210,394,12287.5625,4501.0,0.03168678283691406,1665,68406
mfeat-karhunen,8,2,0.699878454208374,0,32013,6883,13132,370,32138.46484375,10103.453125,0.7633318901062012,65026,32897
mfeat-karhunen,8,3,2.7527194023132324,0,130857,2846,104932,581,617596.55859375,61216.48828125,0.996157169342041,80948,2796417
mfeat-karhunen,8,5,5.675171613693237,0,274065,2745,244189,779,19390794.667708334,547010.1496744792,1.0885696411132812,88122,8987138113
I_LVL1_1_Interesting_Non-Random-Synthetic__2_2_40_,1,2,0.003716230392456,0,7,6,4,4,7.25,5.5,0.003217458724975586,14,11
I_LVL1_1_Interesting_Non-Random-Synthetic__2_2_40_,1,3,0.0040278434753417,0,7,6,4,4,7.625,5.875,0.0017025470733642578,14,11
I_LVL1_1_Interesting_Non-Random-Synthetic__2_2_40_,1,5,0.0039710998535156,0,7,6,4,4,7.25,5.5,0.0016837120056152344,14,11
Iris_UCI_,Iris-virginica,2,0.0063955783843994,0,105,35,42,27,90.125,34.0,0.003999233245849609,194,137
Iris_UCI_,Iris-virginica,3,0.0075392723083496,0,177,41,69,32,170.0625,45.5,0.0050563812255859375,250,697
Iris_UCI_,Iris-virginica,5,0.0079262256622314,0,185,41,73,32,170.5,42.0,0.005415201187133789,243,2517
I_LVL1_4_Interesting_Non-Random-Synthetic__2_2_40000_,1,2,0.0145978927612304,0,7,6,4,4,7.25,5.5,0.00741124153137207,14,11
I_LVL1_4_Interesting_Non-Random-Synthetic__2_2_40000_,1,3,0.0139005184173583,0,7,6,4,4,8.375,6.625,0.00860142707824707,14,11
I_LVL1_4_Interesting_Non-Random-Synthetic__2_2_40000_,1,5,0.0140843391418457,0,7,6,4,4,7.25,5.5,0.00859689712524414,14,11
thyroid_ann,2,2,0.0630023479461669,0,1219,963,471,257,1179.2314814814815,942.2962962962963,0.04857802391052246,2486,1486
thyroid_ann,2,3,0.3465981483459472,0,10843,6522,4535,602,13496.654320987655,8952.25925925926,0.07555365562438965,4355,26290
thyroid_ann,2,5,6.677710294723511,0,227077,80572,114976,1060,369781.7214506173,206476.54320987655,0.10341691970825195,6220,3505051
seeds,2,2,0.0097990036010742,0,257,121,112,70,260.5625,122.5,0.010595560073852539,590,407
seeds,2,3,0.0200939178466796,0,801,208,373,144,819.875,206.125,0.011917591094970703,808,3683
seeds,2,5,0.0291962623596191,0,1281,247,607,186,1294.11015625,283.09375,0.013886213302612305,858,122438
hv_no_noise,0,2,1.3755512237548828,0,79601,20201,26667,420,79601.0,20201.0,1.5368804931640625,160002,80201
hv_no_noise,0,3,43.53108406066895,0,2666801,667001,704898,505,2206797.5,667001.0,2.0411574840545654,199202,10667001
statlog_australian,1,2,0.033426284790039,0,1328,786,587,271,1289.798245614035,628.6315789473684,0.0402529239654541,2852,1654
statlog_australian,1,3,0.1181418895721435,0,5540,1621,2903,488,8089.103801169591,2497.9298245614036,0.05101370811462402,3852,30914
statlog_australian,1,5,0.333838939666748,0,16499,2806,9827,863,37748.463267543855,5296.6140350877195,0.05570340156555176,4295,4613030
hiv_schilling,1,2,0.2037785053253173,0,10321,1638,3159,365,10290.90625,1494.875,0.26308465003967285,23682,12881
hiv_schilling,1,3,1.238274335861206,0,76861,1616,15621,366,50180.028125,1260.85,0.2945544719696045,25958,682801
hiv_schilling,1,5,1.236633539199829,0,77081,1616,15672,366,59286.730208333334,1474.9875,0.2963087558746338,26428,847361193
heart-long-beach,4,2,0.0195817947387695,0,728,464,315,185,694.4583333333334,455.1666666666667,0.021012544631958008,1472,904
heart-long-beach,4,3,0.115912914276123,0,6295,2144,2383,343,5060.1875,1968.7777777777778,0.030646324157714844,2379,12384
heart-long-beach,4,5,0.6295559406280518,0,35436,8310,12140,518,29780.159288194445,7585.020833333333,0.03834104537963867,3002,974982
datatrieve,2,2,0.0124614238739013,0,399,137,137,86,392.43333333333334,137.73333333333332,0.011568069458007812,842,466
datatrieve,2,3,0.0255272388458251,0,1141,281,370,169,1116.7,278.66666666666663,0.01555013656616211,1035,4526
datatrieve,2,5,0.0415384769439697,0,2089,443,686,245,2077.638611111111,449.2022222222222,0.017196178436279297,1168,174437
jEdit_4.0_4.2,2,2,0.0125524997711181,0,368,276,181,139,368.0,280.5,0.011852741241455078,786,407
jEdit_4.0_4.2,2,3,0.0416955947875976,0,1879,638,924,258,2075.6666666666665,787.1666666666666,0.016954421997070312,1243,3683
jEdit_4.0_4.2,2,5,0.08526611328125,0,4392,866,2058,391,4462.51875,1235.5083333333332,0.018843889236450195,1319,122438
ND_LVL_1_4_NormalDist_Random-Synthetic__2_5_10000000_,0,2,8.865396976470947,0,276,276,143,135,276.0,276.0,7.426879644393921,627,326
ND_LVL_1_4_NormalDist_Random-Synthetic__2_5_10000000_,0,3,15.637283325195312,0,1526,1209,787,297,1651.0,1246.0,9.579871654510498,1102,2626
ND_LVL_1_4_NormalDist_Random-Synthetic__2_5_10000000_,0,5,29.39774250984192,0,5036,2600,2572,367,6490.0,2576.0,10.784474611282349,1410,68406
pitt1_2,WOOD,2,0.0075953006744384,0,170,45,63,27,159.16666666666666,41.833333333333336,0.49704790115356445,338,301
pitt1_2,WOOD,3,0.0103638172149658,0,324,60,121,35,328.60069444444446,66.91666666666667,0.007744550704956055,426,2325
pitt1_2,WOOD,5,0.0111293792724609,0,368,61,137,35,337.5433159722222,55.37152777777778,0.007842779159545898,415,55455
backache,2,2,0.0678188800811767,0,3293,1757,1531,357,3170.9285714285716,1721.2967032967033,0.07683467864990234,6736,4187
backache,2,3,0.7081284523010254,0,39038,17560,17751,595,40020.25183150183,16132.728937728938,0.11798834800720215,10389,125672
backache,2,5,15.458613395690918,0,873516,357034,395600,1032,1205191.9293498169,463183.6296703297,0.17276239395141602,14032,49302800
ND_LVL_3_1_NormalDist_Random-Synthetic__2_20_10000_,0,2,0.9650146961212158,0,44310,19653,18208,565,43129.82089552239,18690.373134328358,1.2657198905944824,93802,56281
ND_LVL_3_1_NormalDist_Random-Synthetic__2_20_10000_,0,3,31.42656254768372,0,1665107,209170,615246,863,1725199.9751243782,316725.0199004975,1.8579881191253662,138660,6266176
ND_LVL_3_1_NormalDist_Random-Synthetic__2_20_10000_,0,5,278.7669987678528,0,15590579,208874,5130500,870,22143250.08818408,390559.94029850746,2.0263497829437256,150096,34642576528
ED_LVL_1_3_EqualDist_Random-Synthetic__2_5_1000000_,1,2,0.904737949371338,0,276,276,134,130,276.0,276.0,0.6960692405700684,627,326
ED_LVL_1_3_EqualDist_Random-Synthetic__2_5_1000000_,1,3,1.4536287784576416,0,1526,1526,766,277,1651.0,1526.0,0.8447380065917969,1102,2626
ED_LVL_1_3_EqualDist_Random-Synthetic__2_5_1000000_,1,5,3.293306827545166,0,7776,4651,3909,367,12648.916666666666,4651.0,0.9999072551727295,1677,68406
thyroid_hypothyroid,hypothyroid,2,0.0226836204528808,0,507,348,189,166,469.4117647058824,331.6470588235294,0.07439327239990234,954,596
thyroid_hypothyroid,hypothyroid,3,0.1003799438476562,0,3947,2439,1290,359,3531.843137254902,2490.1176470588234,0.030098438262939453,1701,6580
thyroid_hypothyroid,hypothyroid,5,1.534759759902954,0,72017,40086,21274,542,52803.81930147059,32177.529411764706,0.045201778411865234,2736,331212
grammatical_a3,1,2,2.9222700595855717,0,150110,6206,100812,709,123811.37468513854,5051.608732157851,4.230933904647827,308471,709837
grammatical_a3,1,3,43.86720252037048,0,2356604,139480,1593968,1056,1328733.9763504057,111023.81821998321,5.06493878364563,349224,281569472
crx,positive,2,0.0364172458648681,0,1483,861,633,290,1460.2459016393443,843.655737704918,0.05183076858520508,3174,1892
crx,positive,3,0.142183780670166,0,6868,1933,3413,507,9838.781420765026,3228.409836065574,0.056105613708496094,4394,37882
crx,positive,5,0.3880419731140136,0,19104,2788,11561,800,81199.71915983607,21130.13442622951,0.06655716896057129,5212,6508884
GermanCredit_UCI_,2,2,0.070575475692749,0,2664,1835,1353,237,2680.06,1800.68,0.06709504127502441,5552,2851
GermanCredit_UCI_,2,3,0.5214118957519531,0,26233,9731,14192,388,38037.013333333336,19010.613333333335,0.10852408409118652,8888,70376
GermanCredit_UCI_,2,5,2.5199825763702397,0,122317,38431,75186,712,1303002.412361111,398180.43844444444,0.14236783981323242,11749,18545216
pc1,2,2,0.0636928081512451,0,2749,1512,806,336,2748.0,1496.5,0.06889462471008301,5627,2851
pc1,2,3,0.567946195602417,0,30209,10355,9516,575,32590.0,13479.0,0.10163545608520508,8387,70376
pc1,2,5,8.561830759048462,0,474655,119869,151173,1282,653595.2895833333,198415.95833333334,0.1374049186706543,10984,18545216
mfeat-pixel,8,2,18.68048501014709,0,946418,28897,343892,1092,871384.7688106796,22936.993932038837,20.71154284477234,1888610,1358777
mfeat-pixel,8,3,113.16078567504884,0,5374137,263850,3473284,1892,5463640.50621966,461439.61529126216,21.59315276145935,1922277,745969673
hv_noise,0,2,1.4496657848358154,0,79601,20209,26173,476,79601.0,20208.0,1.6707384586334229,160002,80201
hv_noise,0,3,46.20211243629456,0,2667473,667010,802364,855,2199757.75,667287.1666666666,2.0536882877349854,199219,10667001
image,WINDOW,2,0.0582997798919677,0,2134,1004,835,317,2077.612676056338,882.9718309859155,0.0663607120513916,4404,2557
image,WINDOW,3,0.2591574192047119,0,12073,2881,6002,605,13206.06690140845,3793.7699530516434,0.08071470260620117,5713,59712
image,WINDOW,5,1.50160813331604,0,75354,12079,43976,1054,119640.95341842723,30749.652582159622,0.09246563911437988,6306,14051256
ED_LVL_1_4_EqualDist_Random-Synthetic__2_5_10000000_,0,2,9.214761972427368,0,276,276,132,129,276.0,276.0,7.380017280578613,627,326
ED_LVL_1_4_EqualDist_Random-Synthetic__2_5_10000000_,0,3,15.949037313461304,0,1526,1526,747,312,1651.0,1526.0,9.49066424369812,1102,2626
ED_LVL_1_4_EqualDist_Random-Synthetic__2_5_10000000_,0,5,40.284969091415405,0,7776,4651,3885,427,11648.916666666666,4651.0,11.593984127044678,1677,68406
polish_bankruptcy_4year,1,2,0.8638455867767334,0,32361,25940,12510,552,32350.14453125,26426.869140625,1.3175113201141357,65282,32897
polish_bankruptcy_4year,1,3,38.43138837814331,0,1780025,548428,828262,1132,1949902.5395507812,743598.265625,1.4717192649841309,114140,2796417
lung,3,2,0.1136670112609863,0,5896,1268,2542,238,5001.3677419354835,1284.9225806451614,0.1309199333190918,11162,12091
lung,3,3,0.9160513877868652,0,52318,9241,20706,371,49767.56129032258,9547.812903225806,0.17661595344543457,16078,620776
lung,3,5,7.453421115875244,0,432686,60496,178600,494,1080702.4618548388,195596.0335483871,0.23145318031311035,20535,722277712
credit,+,2,0.0379986763000488,0,1483,829,640,287,1391.8360655737704,615.6229508196722,0.04033851623535156,3174,1892
credit,+,3,0.1338589191436767,0,6404,1723,3257,507,9512.325136612022,3285.382513661202,0.05563545227050781,4356,37882
credit,+,5,0.3680582046508789,0,17941,2630,10970,897,40162.57520491803,8539.016393442622,0.059670448303222656,4508,6508884
lymphography,fibrosis,2,0.0226643085479736,0,870,209,330,151,735.457627118644,210.135593220339,0.02421092987060547,1595,1771
lymphography,fibrosis,3,0.0881295204162597,0,4768,609,1537,228,3553.5063559322034,658.6864406779661,0.03464198112487793,2367,34280
lymphography,fibrosis,5,0.2648215293884277,0,15640,1096,4256,263,9983.623331567796,1073.5330508474576,0.040616750717163086,2699,5495792
I_LVL0_Interesting_Non-Random-Synthetic__2_4_62500_,1,2,0.0576717853546142,0,156,152,109,103,160.175,151.575,0.04215073585510254,382,211
I_LVL0_Interesting_Non-Random-Synthetic__2_4_62500_,1,3,0.0732560157775878,0,546,291,434,187,627.3375,559.9166666666666,0.0517733097076416,644,1351
I_LVL0_Interesting_Non-Random-Synthetic__2_4_62500_,1,5,0.0849483013153076,0,796,416,684,255,1409.7614583333334,808.5791666666667,0.05746769905090332,793,6196
ring,0,2,0.1165366172790527,0,3121,1875,1556,365,3121.0,1627.0,0.10441803932189941,6402,3241
ring,0,3,1.1924262046813965,0,48437,5234,30508,717,42669.416666666664,4931.166666666667,0.15691161155700684,9776,85401
ring,0,5,4.647965669631958,0,209337,10484,129587,1159,738429.4083333333,121909.56666666667,0.16864013671875,10606,25706997
mc1,2,2,0.1996710300445556,0,4325,2472,1248,314,4064.293367346939,2469.035714285714,0.14848041534423828,8332,4852
mc1,2,3,2.365290641784668,0,74300,31710,23426,775,68165.89413265306,36646.986394557825,0.22468113899230957,13391,156948
mc1,2,5,130.45975160598755,0,5061055,1712327,1759070,1637,5241758.297831633,2389270.9583333335,0.32514119148254395,20064,71680092
thyroid_allhyper,goitre.,2,0.0491502285003662,0,1469,924,550,279,1419.3125,871.75,0.05205678939819336,3074,2081
thyroid_allhyper,goitre.,3,0.3884530067443847,0,15813,7378,6407,623,17055.4375,10442.125,0.0889594554901123,5437,43745
thyroid_allhyper,goitre.,5,11.222042560577393,0,497610,149708,226283,1036,461485.608203125,233913.34375,0.12798666954040527,7374,8303633
mammographics,1,2,0.008904218673706,0,183,118,94,66,189.42391304347825,103.43478260869566,0.008324384689331055,439,277
mammographics,1,3,0.0184850692749023,0,672,269,305,135,607.2518115942029,256.67391304347825,0.010300874710083008,643,2048
mammographics,1,5,0.023655891418457,0,921,291,443,148,1498.4989583333333,489.5340579710145,0.012642860412597656,802,44552
dresses,1,2,0.1092681884765625,0,6894,828,1580,218,5514.593390804598,798.5459770114943,0.12645435333251953,12704,15226
dresses,1,3,0.7922878265380859,0,55799,3116,9571,382,40407.49209770115,3617.506704980843,0.1734001636505127,16288,878150
dresses,1,5,3.3443071842193604,0,244596,6023,32059,462,133965.51990840517,5755.983668582376,0.18189692497253418,16233,1292028185
U_LVL1_0_Uninteresting_Non-Random-Synthetic__2_2_4_,0,2,0.0033473968505859,0,1,0,0,0,1.0,0.0,0.0017201900482177734,2,11
U_LVL1_0_Uninteresting_Non-Random-Synthetic__2_2_4_,0,3,0.0035030841827392,0,1,0,0,0,1.0,0.0,0.0013821125030517578,2,11
U_LVL1_0_Uninteresting_Non-Random-Synthetic__2_2_4_,0,5,0.003310203552246,0,1,0,0,0,1.0,0.0,0.0013871192932128906,2,11
thyroid_new_thyroid,2,2,0.0072627067565917,0,149,59,43,31,136.5,66.25,0.005335330963134766,302,211
thyroid_new_thyroid,2,3,0.0104012489318847,0,321,72,104,44,270.75,54.75,0.006565570831298828,378,1351
thyroid_new_thyroid,2,5,0.0108053684234619,0,349,78,115,50,308.8875,64.1,0.006723165512084961,385,21700
Balance_UCI_,R,2,0.0080387592315673,0,171,165,75,75,171.0,165.0,0.007132291793823242,402,211
Balance_UCI_,R,3,0.0172815322875976,0,651,165,307,75,713.5,165.0,0.009885072708129883,670,1351
Balance_UCI_,R,5,0.0173096656799316,0,651,165,307,75,704.5,163.5,0.00986337661743164,667,6196
vert2,NO,2,0.0100312232971191,0,265,196,128,115,255.71875,194.10416666666666,0.008906841278076172,554,301
vert2,NO,3,0.0277252197265625,0,1217,320,539,176,1200.076388888889,336.7361111111111,0.01243901252746582,885,2325
vert2,NO,5,0.0370373725891113,0,1769,341,765,187,1709.9506510416666,344.12326388888886,0.013052225112915039,918,55455
U_LVL3_1_Uninteresting_Non-Random-Synthetic__2_7_8235430_,0,2,14.906400203704834,0,1079,1079,0,0,1079.0,1079.0,13.094653129577637,2403,1226
U_LVL3_1_Uninteresting_Non-Random-Synthetic__2_7_8235430_,0,3,64.4325680732727,0,13084,13084,0,0,13672.0,13084.0,19.794302940368652,4412,19650
U_LVL3_1_Uninteresting_Non-Random-Synthetic__2_7_8235430_,0,5,326.900527715683,0,97119,13084,0,0,112615.25,13084.0,24.572203159332275,6078,2138410
rmftsa_sleepdata,3,2,0.0047636032104492,0,25,22,7,7,25.0,23.0,0.5268867015838623,66,37
rmftsa_sleepdata,3,3,0.0047144889831542,0,25,22,7,7,25.0,22.5,0.0027534961700439453,66,37
rmftsa_sleepdata,3,5,0.0049362182617187,0,25,22,7,7,25.0,22.5,0.002620697021484375,66,37
thoracic-surgery,1,2,0.0252084732055664,0,885,624,463,228,869.1739130434783,650.5652173913044,0.024224519729614258,1842,1082
thoracic-surgery,1,3,0.1623470783233642,0,8166,4612,3769,354,8399.536231884058,4673.31884057971,0.04069352149963379,3211,16262
thoracic-surgery,1,5,2.366605758666992,0,127461,54320,50830,472,171870.48686594202,85661.76811594203,0.05868864059448242,4669,1550201
kc3,2,2,0.1297452449798584,0,6601,2842,2650,352,6481.881355932203,2660.0508474576272,0.13876795768737793,13218,7022
kc3,2,3,1.8541765213012693,0,105995,35897,48335,702,98491.62146892655,41749.31638418079,0.21067047119140625,18822,273938
kc3,2,5,105.73535346984865,0,6308184,1605616,2716897,1532,7248004.632344632,2769877.6192090395,0.3055248260498047,25989,182911211
tae,2,2,0.0064916610717773,0,111,70,49,33,107.703125,66.15625,0.005068540573120117,242,137
tae,2,3,0.0098772048950195,0,281,124,119,58,275.125,116.0,0.005754947662353516,332,697
tae,2,5,0.012735366821289,0,411,138,177,65,455.66650390625,153.9296875,0.006995439529418945,380,6885
leaf,32,2,0.03352952003479,0,1457,441,547,239,1368.605633802817,435.11267605633805,0.03847622871398926,3126,2557
leaf,32,3,0.1361086368560791,0,7482,1611,2758,326,8380.460093896714,1823.281690140845,0.05725979804992676,4514,59712
leaf,32,5,0.4431691169738769,0,25616,3621,10122,439,34519.53092723005,6058.03896713615,0.06649637222290039,5129,14051256
australian,1,2,0.0242350101470947,0,821,707,387,252,809.1904761904761,626.7142857142857,0.026676654815673828,1682,904
australian,1,3,0.1090147495269775,0,5123,1822,2860,496,5868.079365079365,2773.5396825396824,0.03507733345031738,2571,12384
australian,1,5,0.3599681854248047,0,17327,2995,11235,842,39951.74255952381,15396.071428571428,0.03876185417175293,2803,974982
dermatology,4,2,0.0867636203765869,0,4549,1511,1380,397,3917.8345864661655,1328.4436090225563,0.10580992698669434,8780,8912
dermatology,4,3,0.7725043296813965,0,43632,10106,16418,837,35536.96240601504,11516.676691729323,0.16175603866577148,12482,392218
dermatology,4,5,14.707332372665403,0,844567,144613,393881,1717,879376.3535479323,262174.16466165415,0.2015221118927002,15427,334251744
Heart_Statlog__UCI_,2,2,0.0213761329650878,0,758,591,379,220,753.2375,591.3625,0.021816492080688477,1562,821
Heart_Statlog__UCI_,2,3,0.0818533897399902,0,3819,1128,2360,419,5906.35625,2250.0,0.03185129165649414,2487,10701
Heart_Statlog__UCI_,2,5,0.204352855682373,0,10046,1470,7406,564,20766.86953125,3891.42875,0.032758235931396484,2469,760099
Census-Income_KDD__UCI_,50000+,2,10.639360904693604,0,82059,3331,21185,532,72520.61853448275,2373.7844827586205,14.198484420776367,160546,107881
Census-Income_KDD__UCI_,50000+,3,42.845502614974976,0,353206,18138,128319,868,317539.2943606322,20975.38577586207,14.716975688934326,166024,16649945
Census-Income_KDD__UCI_,50000+,5,723.8892481327057,0,6420210,413585,2306307,2308,6181365.259476024,616680.8080818965,14.972633600234985,168502,177318627413
japanese,+,2,0.036318302154541,0,1483,829,640,287,1439.360655737705,749.4590163934427,0.11316251754760742,3174,1892
japanese,+,3,0.1327545642852783,0,6404,1723,3257,507,6676.79781420765,1772.2677595628415,0.052249908447265625,3958,37882
japanese,+,5,0.3705172538757324,0,17941,2630,10970,897,50111.11246584699,9030.132240437159,0.06223726272583008,4733,6508884
heart_hungarian,1,2,0.0052912235260009,0,65,52,28,22,65.0,45.0,0.003786325454711914,146,79
heart_hungarian,1,3,0.0073845386505126,0,145,90,62,39,156.0,95.33333333333333,0.004559993743896484,217,299
heart_hungarian,1,5,0.0078532695770263,0,161,100,73,46,243.39583333333334,142.66666666666666,0.005132436752319336,260,794
I_LVL2_2_Interesting_Non-Random-Synthetic__2_5_312500_,1,2,0.3210439682006836,0,256,252,182,131,262.4,253.96,0.2337026596069336,602,326
I_LVL2_2_Interesting_Non-Random-Synthetic__2_5_312500_,1,3,0.4373984336853027,0,1311,686,990,274,1464.72,1030.12,0.2647058963775635,1051,2626
I_LVL2_2_Interesting_Non-Random-Synthetic__2_5_312500_,1,5,0.6382195949554443,0,3196,960,2779,304,6987.224,2404.76,0.3226938247680664,1467,68406
forest,h ,2,0.1068806648254394,0,5217,833,2171,283,5230.541666666667,1303.2453703703704,0.1413593292236328,10910,5887
forest,h ,3,0.3321576118469238,0,16641,1018,11030,404,32054.770061728395,3989.2530864197533,0.15292119979858398,12799,210043
forest,h ,5,1.5896897315979004,0,90585,6469,34045,506,107417.3915171682,5793.786419753086,0.14945197105407715,12351,117038314
robot5,bottom_collision,2,0.0142943859100341,0,317,291,140,132,329.85714285714283,284.2142857142857,0.013960123062133789,730,407
robot5,bottom_collision,3,0.0399022102355957,0,1501,761,830,325,1949.595238095238,1120.392857142857,0.02013087272644043,1251,3683
robot5,bottom_collision,5,0.1088757514953613,0,4789,1321,2649,519,7811.012797619048,2214.1880952380952,0.024090051651000977,1516,122438
pen,6,2,0.0818452835083007,0,1518,702,446,247,1510.449152542373,632.5254237288135,0.06676840782165527,3188,1771
pen,6,3,0.1956841945648193,0,5668,1414,2597,544,7237.385593220339,2774.5254237288136,0.07738828659057617,3974,34280
