dataset_name,target_value,depth,DFS_BSD_DP (PS)-real_time_taken,DFS_BSD_DP (PS)-failed,DFS_BSD_DP (PS)-sgs_evaluated,DFS_BSD_DP (PS)-sgs_eval_interesting,DFS_BSD_DP (PS)-sgs_quality_interesting,DFS_BSD_DP (PS)-sgs_top_k_interesting,DFS_BSD_DP (PS)-e_est,DFS_BSD_DP (PS)-ei_est,DFS_BSD_DP (PS)-time_to_est,DFS_BSD_DP (PS)-sdfastest-esgs,DFS_BSD_DP (PS)-ub
ND_LVL_2_3_NormalDist_Random-Synthetic__2_10_1000000_,0,3,23.480052709579468,0,76601,27704,14070,592,74933.0,27437.0,5.444139003753662,15269,166751
ND_LVL_2_3_NormalDist_Random-Synthetic__2_10_1000000_,0,5,308.9562077522278,0,1266011,90637,45172,857,1216949.6,84683.0,6.32926869392395,18694,79375496
gesture_va,P,2,0.2652239799499511,0,8065,2837,1985,453,8065.0,2734.0,0.3551015853881836,16386,8257
gesture_va,P,3,1.7066926956176758,0,76505,5150,4234,795,93045.5,13247.5,0.34914088249206543,21101,349633
gesture_va,P,5,7.179196357727051,0,390501,22739,14700,1915,407243.18333333335,38155.88333333333,0.34274983406066895,21022,275584033
connectionist_vowel,4,2,0.0325205326080322,0,1492,660,479,312,1546.5889830508474,574.3813559322034,0.045554161071777344,3365,1771
connectionist_vowel,4,3,0.0788915157318115,0,4348,1007,845,448,7189.266949152542,1635.8050847457628,0.05260324478149414,4153,34280
connectionist_vowel,4,5,0.2041985988616943,0,14698,1526,1388,812,13705.280720338984,1701.7656779661017,0.053000450134277344,4044,5495792
breast_cancer_wis_pro,R,2,0.1683011054992675,0,11507,1952,1449,420,10339.103896103896,1574.2727272727273,0.2421727180480957,20946,11936
breast_cancer_wis_pro,R,3,0.9766566753387452,0,94875,2452,1810,524,68604.80086580086,2702.160173160173,0.2590029239654541,23964,608840
breast_cancer_wis_pro,R,5,1.7455642223358154,0,177193,3534,2371,610,142921.96222943722,6020.987012987013,0.26665186882019043,24187,699135746
diggle_table_a2,8,2,0.0086324214935302,0,289,104,70,70,254.3984375,100.875,0.010335206985473633,546,529
diggle_table_a2,8,3,0.0160975456237792,0,825,223,205,200,755.7434895833334,231.65104166666666,0.013345956802368164,778,5489
diggle_table_a2,8,5,0.0323164463043212,0,1937,500,490,349,1454.1125651041666,383.40260416666666,0.01592278480529785,886,242825
page,5,2,0.0261428356170654,0,629,343,216,188,737.88125,255.9625,0.02691817283630371,1562,821
page,5,3,0.0514755249023437,0,2005,601,480,383,2546.059375,891.3375,0.03365039825439453,1924,10701
page,5,5,0.0956189632415771,0,4785,991,914,620,8502.8015625,2238.04,0.03633594512939453,2068,760099
steel-plates-fault,2,2,0.1328258514404297,0,6069,2356,1721,553,5953.7853982300885,1353.6504424778761,0.15703201293945312,12093,6442
steel-plates-fault,2,3,0.5964038372039795,0,32499,6954,5641,1142,40394.21312684366,7363.325958702065,0.19728899002075195,14422,240578
steel-plates-fault,2,5,0.6581559181213379,0,38550,9812,8972,1697,217865.70525442477,29711.45958702065,0.2068800926208496,14915,147043850
mechanical,4,2,0.021503210067749,0,372,268,152,142,348.25,258.4,0.020003795623779297,812,466
mechanical,4,3,0.060044527053833,0,2171,961,605,330,1987.7875,1025.95,0.02702045440673828,1311,4526
mechanical,4,5,0.124673843383789,0,5866,1441,1054,475,8577.720625,2598.67,0.03312349319458008,1608,174437
OnlineShoppersIntention,True,2,0.0990524291992187,0,2440,788,482,304,3312.1111111111113,763.2222222222222,0.12755656242370605,7202,4096
OnlineShoppersIntention,True,3,0.473947525024414,0,18702,3024,2092,757,24334.0,5894.037037037037,0.1587226390838623,8998,121576
OnlineShoppersIntention,True,5,3.4249801635742188,0,162384,13178,9730,1172,240243.70833333334,41072.61481481481,0.16334295272827148,9210,46626034
ED_LVL_2_1_EqualDist_Random-Synthetic__2_10_10000_,1,2,0.1373064517974853,0,4601,4601,2264,412,4601.0,4601.0,0.1568012237548828,10002,5051
ED_LVL_2_1_EqualDist_Random-Synthetic__2_10_10000_,1,3,2.069133043289185,0,124601,7254,4425,743,129176.0,5441.0,0.27426838874816895,18902,166751
ED_LVL_2_1_EqualDist_Random-Synthetic__2_10_10000_,1,5,2.9197518825531006,0,191841,7254,4425,743,151250.375,5966.0,0.28069019317626953,18988,79375496
glass,3,2,0.0114972591400146,0,414,221,145,137,397.1532258064516,225.70967741935485,0.014190912246704102,839,497
glass,3,3,0.0264351367950439,0,1494,426,355,279,1521.391129032258,478.14516129032256,0.017032861709594727,1164,4992
glass,3,5,0.0365004539489746,0,2141,581,511,346,4122.118951612903,843.3637096774194,0.019771337509155273,1326,206368
molecular_promoter,+,2,0.1600992679595947,0,13009,1135,911,466,25610.18859649123,781.063596491228,0.4845144748687744,51758,26107
molecular_promoter,+,3,0.6352977752685547,0,62593,954,876,524,48694.537097953216,805.4561403508771,0.5075423717498779,52483,1975583
molecular_promoter,+,5,0.9785149097442628,0,97273,863,820,524,66474.85398163377,1109.657711988304,0.5118827819824219,52637,5024313128
blood,1,2,0.0061872005462646,0,113,98,46,46,113.0,97.5,0.006384134292602539,258,137
blood,1,3,0.0096383094787597,0,321,179,84,84,357.25,179.5,0.006983041763305664,404,697
blood,1,5,0.0107161998748779,0,385,204,96,96,462.34375,193.70833333333334,0.007306098937988281,427,2517
weight,B,2,0.1761293411254882,0,15074,657,621,374,98218.99233390119,646.7666098807496,2.002361536026001,217192,172579
weight,B,3,0.4211263656616211,0,40235,634,622,421,133792.91127200454,984.725156161272,2.067005157470703,217802,33710824
weight,B,5,1.2165040969848633,0,122184,585,539,436,185232.48693923908,1154.6289040318002,2.142441749572754,218000,575871962176
ozone1,1,2,0.1862275600433349,0,9211,1456,1333,559,35191.61538461538,1139.5734265734266,0.871746301651001,73218,41042
ozone1,1,3,1.3433218002319336,0,79889,5032,5006,1291,87284.10955710956,5889.447552447553,0.9318156242370605,74737,3899182
ozone1,1,5,21.879481315612797,0,1410091,62603,62598,4356,769054.062004662,77738.29417249418,0.9097933769226074,75990,15671998629
U_LVL2_2_Uninteresting_Non-Random-Synthetic__2_5_312500_,0,2,0.294191837310791,0,276,276,0,0,276.0,276.0,0.21992230415344238,627,326
U_LVL2_2_Uninteresting_Non-Random-Synthetic__2_5_312500_,0,3,0.4608736038208008,0,1526,1526,0,0,1584.3333333333333,1526.0,0.2551157474517822,1102,2626
U_LVL2_2_Uninteresting_Non-Random-Synthetic__2_5_312500_,0,5,0.9963750839233398,0,7776,4651,0,0,12182.25,4651.0,0.3110971450805664,1677,68406
ionosphere,b,2,0.0861248970031738,0,5083,757,548,345,8071.5,502.5,0.18876171112060547,16386,8257
ionosphere,b,3,0.2439527511596679,0,16990,1365,957,618,23547.5,1112.5,0.1908409595489502,17243,349633
ionosphere,b,5,1.116065502166748,0,95108,7455,2125,1180,68906.68645833334,2876.4333333333334,0.20837903022766113,17535,275584033
grammatical_b7,1,2,1.4313337802886963,0,84822,5644,5327,1674,121953.07538006757,1171.9755067567567,4.1809093952178955,301922,701521
grammatical_b7,1,3,23.92757129669189,0,1514008,68239,66982,6094,309457.1436866554,11018.227618243243,4.566103219985962,309207,276633905
wine_quality,4,2,0.0421984195709228,0,1015,818,427,247,1014.0,805.0,0.049341678619384766,2118,1082
wine_quality,4,3,0.1560306549072265,0,6755,1737,1167,470,8591.833333333334,2270.6666666666665,0.05608344078063965,3279,16262
wine_quality,4,5,0.4780371189117431,0,24427,3417,2837,921,45247.76354166667,7037.825,0.06125664710998535,3600,1550201
VehicleCouponRecommendation,0,2,0.1125259399414062,0,3267,1476,835,340,3807.0,1708.0,0.15091586112976074,8283,4187
VehicleCouponRecommendation,0,3,0.6421849727630615,0,28040,6236,3142,679,30617.833333333332,7566.333333333333,0.18337678909301758,10329,125672
VehicleCouponRecommendation,0,5,4.437813520431519,0,221420,38308,15438,1377,602904.7145833333,153033.15833333333,0.20303750038146973,11726,49302800
auto7_2,class3,2,0.0211560726165771,0,734,700,333,222,737.0,688.5,0.024785518646240234,1523,781
auto7_2,class3,3,0.1230130195617675,0,6914,2613,1645,503,7737.666666666667,3536.0,0.03655576705932617,2779,9920
auto7_2,class3,5,0.4078917503356933,0,28894,3936,2515,656,41379.64270833333,6276.166666666667,0.04470348358154297,3327,667928
wave,0,2,0.1002407073974609,0,3293,1574,1116,489,3445.0,818.5,0.1120309829711914,7058,3571
wave,0,3,0.8647415637969971,0,44761,4251,3566,958,25934.5,2895.6666666666665,0.13665246963500977,8911,98855
wave,0,5,3.308642864227295,0,193729,9648,8185,1692,25903.272916666665,1376.1666666666667,0.1275339126586914,8239,32900372
cnae9,4,2,13.211993932724,0,785835,369743,261398,816,723110.3165112452,370075.23752057046,20.108904123306274,1658932,1662577
grammatical_a9,1,2,1.3208839893341064,0,81716,4928,4594,1193,61637.35612416107,2494.229865771812,2.4723141193389893,154962,711029
grammatical_a9,1,3,29.055817127227783,0,1935438,82156,81482,2792,602400.2165128635,19857.06403803132,3.057084798812866,190528,282279309
teaching,2,2,0.0080721378326416,0,340,48,21,21,400.0720338983051,49.83898305084746,0.02132892608642578,1005,1771
teaching,2,3,0.0095710754394531,0,474,60,25,25,651.5783898305085,54.112994350282484,0.016513586044311523,1146,34280
teaching,2,5,0.0096960067749023,0,494,60,25,25,732.0522598870057,55.793785310734464,0.0171048641204834,1161,5495792
auto6_1,class8,2,0.2250418663024902,0,11864,5460,4344,484,11863.5,4550.0,0.2733759880065918,24027,12091
auto6_1,class8,3,2.865155935287476,0,193653,7387,6833,828,200310.66666666666,11223.333333333334,0.3859691619873047,32525,620776
auto6_1,class8,5,4.788726329803467,0,362171,7377,6847,884,476892.31354166666,14721.208333333334,0.4051666259765625,33964,722277712
ED_LVL_2_4_EqualDist_Random-Synthetic__2_10_10000000_,1,2,42.596357345581055,0,4601,4601,2314,436,4601.0,4601.0,50.453920125961304,10002,5051
ED_LVL_2_4_EqualDist_Random-Synthetic__2_10_10000000_,1,3,499.3382978439331,0,124601,64957,32506,750,127601.0,66086.0,82.54844903945923,18902,166751
