dataset_name,target_value,depth,Apriori_DP_fixed_qf05 (PS)-real_time_taken,Apriori_DP_fixed_qf05 (PS)-failed,Apriori_DP_fixed_qf05 (PS)-sgs_evaluated,Apriori_DP_fixed_qf05 (PS)-sgs_eval_interesting,Apriori_DP_fixed_qf05 (PS)-sgs_quality_interesting,Apriori_DP_fixed_qf05 (PS)-sgs_top_k_interesting,Apriori_DP_fixed_qf05 (PS)-e_est,Apriori_DP_fixed_qf05 (PS)-ei_est,Apriori_DP_fixed_qf05 (PS)-time_to_est,Apriori_DP_fixed_qf05 (PS)-sdfastest-esgs,Apriori_DP_fixed_qf05 (PS)-ub
blood,1,2,0.0076982975006103,0,136,97,46,46,136.0,98.0,0.005720615386962891,241,137
blood,1,3,0.0101733207702636,0,281,178,102,84,298.44444444444446,164.66666666666666,0.0065615177154541016,378,697
blood,1,5,0.0106282234191894,0,306,203,114,96,327.5,196.61111111111111,0.007248878479003906,405,2517
weight,B,2,2.233067035675049,0,148827,980,68231,432,148827.0,1302.0735607675906,2.798079490661621,319371,172579
weight,B,3,2.2620444297790527,0,150039,1194,69442,551,149376.855233853,1857.72565742715,2.904301166534424,320649,33710824
weight,B,5,2.264129400253296,0,150407,1445,69810,604,149174.43244246475,2116.7265458422175,2.9035251140594482,320952,575871962176
ozone1,1,2,0.7589657306671143,0,39067,12992,13123,557,39067.0,14381.96052631579,0.9249391555786133,79516,41042
ozone1,1,3,12.45623517036438,0,465022,203172,416364,928,550843.09375,281406.9868421053,1.2468326091766357,105981,3899182
U_LVL2_2_Uninteresting_Non-Random-Synthetic__2_5_312500_,0,2,0.3718140125274658,0,325,275,0,0,325.0,275.0,0.23242974281311035,625,326
U_LVL2_2_Uninteresting_Non-Random-Synthetic__2_5_312500_,0,3,0.6886501312255859,0,1575,1525,0,0,1575.0,1525.0,0.25539422035217285,1100,2626
U_LVL2_2_Uninteresting_Non-Random-Synthetic__2_5_312500_,0,5,2.524374485015869,0,7825,4650,0,0,7825.0,4650.0,0.3264131546020508,1675,68406
ionosphere,b,2,0.1152455806732177,0,8256,427,3571,374,8256.0,614.9019607843137,0.18779444694519043,16257,8257
ionosphere,b,3,0.1378030776977539,0,9558,585,4855,447,8725.333333333334,984.4705882352941,0.18948864936828613,17313,349633
ionosphere,b,5,0.1414434909820556,0,9674,613,4971,456,9729.821138211382,1130.875816993464,0.19676899909973145,17992,275584033
grammatical_b7,1,2,1.5839474201202393,0,82187,16404,77036,1072,82187.0,17423.6858500528,6.319453001022339,476750,701521
grammatical_b7,1,3,18.567360877990723,0,722064,410774,716903,1366,835606.1510248112,516334.49419218587,7.747165679931641,568217,276633905
wine_quality,4,2,0.044713020324707,0,1081,1002,440,246,1081.0,998.5833333333334,0.04994368553161621,2071,1082
wine_quality,4,3,0.3574862480163574,0,12954,8848,5556,429,13153.018518518518,11475.722222222223,0.06244683265686035,3899,16262
wine_quality,4,5,6.601028680801392,0,62405,34601,45092,613,218098.14953703704,123504.50555555556,0.08978414535522461,5956,1550201
VehicleCouponRecommendation,0,2,0.1446375846862793,0,4186,2371,1798,333,4186.0,2374.847222222222,0.1450502872467041,8191,4187
VehicleCouponRecommendation,0,3,1.3113234043121338,0,40870,13349,23003,508,51589.125,27976.180555555555,0.22564983367919922,13182,125672
VehicleCouponRecommendation,0,5,23.12799715995789,0,143051,83626,81802,657,204291.5875,235753.02592592593,0.25838279724121094,15404,49302800
auto7_2,class3,2,0.0206677913665771,0,780,724,348,228,780.0,725.9032258064516,0.0248110294342041,1483,781
auto7_2,class3,3,0.1369998455047607,0,7960,3729,3826,414,7970.677419354839,6197.225806451613,0.03610968589782715,2774,9920
auto7_2,class3,5,0.534285306930542,0,16035,5460,10143,498,75953.26532258064,31239.062903225808,0.04736447334289551,3792,667928
wave,0,2,0.1027159690856933,0,3570,1846,1701,457,3570.0,2071.1641791044776,0.10386943817138672,6973,3571
wave,0,3,0.6911888122558594,0,26162,3123,22821,485,39890.765957446805,7166.537313432836,0.16059374809265137,11142,98855
wave,0,5,0.7887065410614014,0,28505,4076,25119,485,41474.731914893615,8105.895522388059,0.18036699295043945,12045,32900372
cnae9,4,2,7.569995164871216,0,423644,369358,295079,804,423644.0,369379.9711736445,20.182521104812622,1673501,1662577
grammatical_a9,1,2,0.3338658809661865,0,14395,5579,13749,633,14395.0,5522.501573976915,2.878814935684204,194134,711029
grammatical_a9,1,3,4.105406999588013,0,185088,173423,184442,670,191362.2772418721,179331.44263728577,3.980748414993286,272852,282279309
teaching,2,2,0.0085198879241943,0,195,47,72,21,195.0,45.3936170212766,0.020078420639038086,987,1771
teaching,2,3,0.0085237026214599,0,214,59,78,25,206.7530864197531,56.6063829787234,0.015431404113769531,1110,34280
teaching,2,5,0.0086174011230468,0,214,59,78,25,203.60493827160494,48.648936170212764,0.015259981155395508,1096,5495792
auto6_1,class8,2,0.2425622940063476,0,12090,11788,5641,499,12090.0,11781.25,0.2767930030822754,24025,12091
auto6_1,class8,3,12.151549816131592,0,575476,85585,266199,881,579916.8509615385,336808.5416666667,0.5327725410461426,47140,620776
auto6_1,class8,5,135.57334566116333,0,790483,106469,479143,913,8394517.758413462,492514.0104166667,0.6763279438018799,60392,722277712
ED_LVL_2_4_EqualDist_Random-Synthetic__2_10_10000000_,1,2,59.85931086540222,0,5050,4600,2314,437,5050.0,4600.0,34.9613139629364,5545,5051
ozone8,1,2,1.4766180515289309,0,40472,13753,15056,579,40472.0,16034.78947368421,1.8408348560333252,80941,41042
ozone8,1,3,13.721246480941772,0,523623,119688,475456,884,756338.8301282051,286000.8713450292,1.337325096130371,111851,3899182
U_LVL1_4_Uninteresting_Non-Random-Synthetic__2_2_40000_,0,2,0.0147686004638671,0,10,8,0,0,10.0,8.0,0.009357929229736328,13,11
U_LVL1_4_Uninteresting_Non-Random-Synthetic__2_2_40000_,0,3,0.014697790145874,0,10,8,0,0,10.0,8.0,0.008485078811645508,13,11
U_LVL1_4_Uninteresting_Non-Random-Synthetic__2_2_40000_,0,5,0.0151786804199218,0,10,8,0,0,10.0,8.0,0.008569002151489258,13,11
bach, C#d,2,0.0228698253631591,0,280,225,208,182,280.0,225.35897435897436,0.026624441146850586,1057,1226
bach, C#d,3,0.0539684295654296,0,1372,1314,1253,422,1442.5213675213674,1338.897435897436,0.03995990753173828,1882,19650
bach, C#d,5,0.771571159362793,0,14774,11565,14478,829,15857.946153846155,14563.877777777778,0.06070685386657715,3207,2138410
ED_LVL_3_3_EqualDist_Random-Synthetic__2_20_1000000_,1,2,59.1506609916687,0,80200,76400,38263,662,80200.0,76400.0,26.095484018325806,78604,80201
polish_bankruptcy_1year,1,2,1.8576626777648928,0,32387,23377,13123,522,32387.0,23651.25980392157,0.9581363201141357,64771,32897
polish_bankruptcy_1year,1,3,36.234675884246826,0,1176300,790440,722277,1004,1499832.427536232,775942.6078431372,1.3624253273010254,111397,2796417
coil2000,1,2,3.193985939025879,0,122915,35852,42038,725,122915.0,40394.379807692305,4.2817301750183105,321750,211576
coil2000,1,3,81.42749381065369,0,2094868,906728,1186551,1066,3222902.165,1643953.3846153845,5.7875587940216064,432188,45771376
robot2,back_col,2,0.0122344493865966,0,353,292,151,134,353.0,294.8636363636364,0.022479534149169922,703,407
robot2,back_col,3,0.0349814891815185,0,1742,659,890,250,1875.7727272727273,848.9393939393939,0.017476797103881836,1229,3683
robot2,back_col,5,0.0444428920745849,0,2053,811,1197,274,3186.675,1229.455303030303,0.01965808868408203,1397,122438
EqualDist_Random-Synthetic__2_7_5349_,1,2,0.0246901512145996,0,630,552,269,206,630.0,544.375,0.022327899932861328,1225,631
EqualDist_Random-Synthetic__2_7_5349_,1,3,0.1205909252166748,0,4799,4714,2441,440,4726.041666666667,4644.166666666667,0.036338090896606445,2222,7176
EqualDist_Random-Synthetic__2_7_5349_,1,5,1.7027056217193604,0,25891,10478,14753,543,30161.9375,9715.3125,0.048375606536865234,3210,384168
U_LVL1_1_Uninteresting_Non-Random-Synthetic__2_2_40_,1,2,0.004319429397583,0,10,8,0,0,10.0,8.0,0.0022842884063720703,13,11
U_LVL1_1_Uninteresting_Non-Random-Synthetic__2_2_40_,1,3,0.0042498111724853,0,10,8,0,0,10.0,8.0,0.00185394287109375,13,11
U_LVL1_1_Uninteresting_Non-Random-Synthetic__2_2_40_,1,5,0.0042183399200439,0,10,8,0,0,10.0,8.0,0.001737356185913086,13,11
auto6_3,class1,2,0.2198011875152588,0,12090,10526,5586,521,12090.0,10498.75,0.2594788074493408,24025,12091
auto6_3,class1,3,9.173036098480225,0,424073,35701,240913,757,478062.97275641025,58887.083333333336,0.45492005348205566,44635,620776
auto6_3,class1,5,23.078442335128784,0,454171,37508,270897,763,656634.4362980769,102399.6875,0.4856374263763428,47077,722277712
grammatical_b1,1,2,9.1424880027771,0,561410,7113,288216,1011,561410.0,7004.418143899896,14.471827268600464,1268683,719401
grammatical_b1,1,3,11.767539978027344,0,657978,42767,384784,1230,661118.7784877529,74070.185088634,14.806499242782593,1284295,287281600
grammatical_b1,1,5,885.4135556221008,0,1947363,1258910,1674169,1352,4097779.0748668797,4554125.3668404585,15.180669784545898,1298558,20563990681840
EqualDist_Random-Synthetic__2_10_7463_,1,2,0.050316572189331,0,1275,1162,567,274,1275.0,1163.125,0.056052207946777344,2500,1276
EqualDist_Random-Synthetic__2_10_7463_,1,3,0.4283630847930908,0,15749,15618,8065,531,15552.083333333334,15747.083333333334,0.08001351356506348,4675,20876
EqualDist_Random-Synthetic__2_10_7463_,1,5,25.46018886566162,0,160805,45432,94716,712,303508.8333333333,94381.64583333333,0.11629080772399902,7375,2369936
volcanoes-a1,4,2,0.0071187019348144,0,67,41,22,22,67.0,38.5,0.0054018497467041016,122,79
volcanoes-a1,4,3,0.0089821815490722,0,89,60,41,41,94.0925925925926,61.925925925925924,0.005255460739135742,171,299
volcanoes-a1,4,5,0.0087080001831054,0,89,60,41,41,100.0,68.24074074074073,0.005357503890991211,178,299
vert3,NO,2,0.0117440223693847,0,277,195,128,115,277.0,184.60526315789474,0.00874185562133789,530,301
vert3,NO,3,0.0221219062805175,0,881,312,475,164,962.1578947368421,369.00877192982455,0.01255345344543457,845,2325
vert3,NO,5,0.0204498767852783,0,927,336,514,177,1026.6587719298245,372.8421052631579,0.012777566909790039,866,55455
CongressionalVotingRecords_UCI_,republican,2,0.0231552124023437,0,1129,206,477,211,1129.0,254.17105263157896,0.027553081512451172,2210,1177
CongressionalVotingRecords_UCI_,republican,3,0.0360338687896728,0,1923,486,1270,379,1870.6929824561403,785.8070175438596,0.03271007537841797,2613,18473
CongressionalVotingRecords_UCI_,republican,5,0.0524413585662841,0,2757,868,2104,474,2586.762719298246,1417.8745614035088,0.03816509246826172,2687,1925357
pitt2_2,WOOD,2,0.0066523551940917,0,114,51,48,27,114.0,41.22222222222222,0.006078004837036133,309,277
pitt2_2,WOOD,3,0.0080699920654296,0,158,76,73,40,203.83333333333331,91.12962962962963,0.007330179214477539,413,2048
pitt2_2,WOOD,5,0.0074725151062011,0,162,78,76,41,169.15740740740742,61.31481481481482,0.007373809814453125,398,44552
statlog_vehicle,opel,2,0.0504059791564941,0,2628,1528,1044,321,2628.0,1609.8947368421052,0.06169772148132324,5113,2629
statlog_vehicle,opel,3,0.3641026020050049,0,17839,3750,11973,489,28629.08108108108,13253.894736842105,0.09941768646240234,8558,62269
statlog_vehicle,opel,5,0.8762228488922119,0,27727,11084,21323,652,67074.84324324325,55034.96842105263,0.11698174476623535,9700,15082603
pitt2_1,DECK,2,0.0076768398284912,0,159,71,76,39,159.0,73.19444444444444,0.006964683532714844,375,277
pitt2_1,DECK,3,0.0088508129119873,0,236,117,108,58,328.52777777777777,116.32407407407408,0.008261919021606445,502,2048
pitt2_1,DECK,5,0.0089445114135742,0,247,124,111,60,381.7157407407407,148.8287037037037,0.008907556533813477,530,44552
grammatical_a8,1,2,2.617611885070801,0,147801,1453,140726,785,147801.0,1315.1470588235295,8.327824831008911,644980,708646
grammatical_a8,1,3,2.7820041179656982,0,158228,10130,151153,829,155747.03791130186,9239.050420168067,8.695685863494873,648710,280860826
grammatical_a8,1,5,82.88071370124817,0,518914,363080,511839,835,570117.5912732475,464057.249719888,8.75938892364502,655524,19803075833479
grammatical_a6,1,2,0.4617917537689209,0,19151,6277,18361,699,19151.0,6333.002092050209,3.4307851791381836,227051,715807
grammatical_a6,1,3,5.084808349609375,0,214904,177675,214114,1099,212962.50284900283,183543.84239888424,4.448776960372925,299901,285130587
auto6_2,class5,2,0.2416050434112548,0,12090,11331,5726,234,12090.0,11792.5,0.31159329414367676,24025,12091
auto6_2,class5,3,11.390215396881104,0,520971,26974,269851,434,561621.3862179487,253303.95833333334,0.5376677513122559,46543,620776
auto6_2,class5,5,17.196208715438843,0,537683,30032,286506,475,2292952.43349359,265723.9583333333,0.611391544342041,53980,722277712
auto1,class1,2,0.0239338874816894,0,820,800,405,224,820.0,800.0,0.026577472686767578,1600,821
auto1,class1,3,0.2297146320343017,0,9940,9844,5015,476,9940.0,9904.166666666666,0.04227137565612793,3080,10701
auto1,class1,5,52.65678572654724,0,267338,97555,162520,773,557563.9375,487551.5,0.07201075553894043,5762,760099
ED_LVL_2_3_EqualDist_Random-Synthetic__2_10_1000000_,1,2,5.808687686920166,0,5050,4600,2297,430,5050.0,4600.0,4.039019346237183,10000,5051
ED_LVL_2_3_EqualDist_Random-Synthetic__2_10_1000000_,1,3,91.61155676841736,0,125050,65069,61808,686,125050.0,64300.0,6.318454027175903,18900,166751
ED_LVL_2_3_EqualDist_Random-Synthetic__2_10_1000000_,1,5,1079.85138630867,0,312437,65069,157401,686,680200.0,64562.5,7.319939851760864,22789,79375496
heart_cleverland,3,2,0.0747451782226562,0,822,603,373,226,822.0,598.7878787878788,0.11394286155700684,1641,904
heart_cleverland,3,3,0.1069731712341308,0,5304,1588,2849,356,5860.989898989899,3061.010101010101,0.03344535827636719,2724,12384
heart_cleverland,3,5,0.1882359981536865,0,7762,3186,5262,472,17915.989898989897,6251.080808080808,0.03924822807312012,3226,974982
analcatdata_boxing1,1,2,0.0094478130340576,0,234,31,64,14,234.0,28.18421052631579,0.00689387321472168,484,301
analcatdata_boxing1,1,3,0.0088858604431152,0,234,31,64,14,234.0,33.1578947368421,0.0069391727447509766,496,2325
analcatdata_boxing1,1,5,0.0078332424163818,0,234,31,64,14,234.0,30.94736842105263,0.006987571716308594,494,2325
qsar,RB,2,0.1940610408782959,0,6569,1971,2622,368,6569.0,2144.764705882353,0.17134451866149902,14479,8257
qsar,RB,3,0.9062790870666504,0,29047,15138,21051,591,23029.256097560974,18101.598039215685,0.22539281845092773,18383,349633
qsar,RB,5,97.05795788764954,0,421035,339726,401571,1008,469258.18170731707,971361.7651960785,0.31243062019348145,24330,275584033
internet,ad.,2,29.056050777435303,0,1435386,1209887,875942,896,1435386.0,1216472.102464332,20.4893159866333,1637580,4831387
robot4,normal,2,0.0118060111999511,0,259,185,105,104,259.0,191.5,0.06432843208312988,595,407
robot4,normal,3,0.022641897201538,0,882,269,501,217,709.1666666666666,412.8333333333333,0.015498876571655273,895,3683
robot4,normal,5,0.0247278213500976,0,963,317,582,275,1123.5666666666666,664.6666666666666,0.018740177154541016,1020,122438
mw1,2,2,0.102726936340332,0,6912,2590,2669,367,6912.0,3006.315,0.15411114692687988,14626,8002
mw1,2,3,0.7883636951446533,0,36284,14067,27823,712,46785.35625,27261.975,0.2257382869720459,20962,333502
mw1,2,5,79.62264060974121,0,460673,413311,450450,1201,375711.99,495872.091,0.2385709285736084,21121,254565277
polish_bankruptcy_5year,1,2,0.7067649364471436,0,32386,10284,10137,515,32386.0,11637.308823529413,0.7620911598205566,64770,32641
polish_bankruptcy_5year,1,3,8.29175329208374,0,296994,80275,259665,901,273908.48007246375,127500.32189542484,1.05466628074646,84893,2763776
grammatical_b8,1,2,3.11272931098938,0,178481,1633,142114,660,178481.0,1795.3226495726497,8.69811463356018,697321,686207
grammatical_b8,1,3,3.2379252910614014,0,184747,4777,148363,737,184658.3187772926,7019.024928774928,8.92031455039978,701932,267621512
grammatical_b8,1,5,4.138218402862549,0,199331,15944,162937,762,224479.95684133915,53104.54451566951,8.993630170822144,706772,18270601185176
heart_va,3,2,0.0457074642181396,0,58,39,25,22,58.0,41.5,0.010921001434326172,121,92
heart_va,3,3,0.0087888240814208,0,91,68,40,34,88.0,55.333333333333336,0.0042531490325927734,176,378
heart_va,3,5,0.0072004795074462,0,100,77,43,37,112.125,80.79166666666667,0.00460505485534668,203,1093
volcanoes-b5,4,2,0.0151004791259765,0,78,56,20,20,78.0,56.0,0.006110429763793945,133,79
volcanoes-b5,4,3,0.0136849880218505,0,128,89,37,37,137.77777777777777,96.0,0.007583141326904297,207,299
volcanoes-b5,4,5,0.0118200778961181,0,128,89,37,37,127.33333333333333,88.22222222222223,0.007285118103027344,201,299
wilt,w,2,0.0160253047943115,0,210,158,78,78,210.0,169.375,0.009683609008789062,400,211
wilt,w,3,0.0256655216217041,0,648,449,308,203,594.5833333333334,422.5,0.012232780456542969,622,1351
wilt,w,5,0.0322990417480468,0,954,586,572,240,1024.5833333333333,643.1354166666666,0.015265703201293945,801,21700
ND_LVL_1_2_NormalDist_Random-Synthetic__2_5_100000_,0,2,0.2042920589447021,0,325,275,144,134,325.0,275.0,0.08429741859436035,625,326
ND_LVL_1_2_NormalDist_Random-Synthetic__2_5_100000_,0,3,0.4104428291320801,0,1575,1313,775,307,1575.0,1320.8333333333333,0.10447549819946289,1100,2626
ND_LVL_1_2_NormalDist_Random-Synthetic__2_5_100000_,0,5,0.5846009254455566,0,4236,2849,2142,392,4837.291666666667,2876.0416666666665,0.12118744850158691,1530,68406
ED_LVL_1_1_EqualDist_Random-Synthetic__2_5_10000_,0,2,0.0214715003967285,0,325,275,136,131,325.0,275.0,0.022195100784301758,625,326
ED_LVL_1_1_EqualDist_Random-Synthetic__2_5_10000_,0,3,0.0565817356109619,0,1575,1525,782,307,1575.0,1525.0,0.02405381202697754,1100,2626
ED_LVL_1_1_EqualDist_Random-Synthetic__2_5_10000_,0,5,0.391587495803833,0,6561,4293,3794,400,7503.125,4478.125,0.030940771102905273,1662,68406
mfeat-karhunen,8,2,0.8034975528717041,0,32387,5862,13132,370,32387.0,8446.122549019608,0.7451069355010986,64771,32897
mfeat-karhunen,8,3,3.3276596069335938,0,132306,6719,112986,595,205135.759057971,28444.472222222223,0.9886159896850586,81652,2796417
mfeat-karhunen,8,5,3.410412311553955,0,133119,6823,113799,635,163783.01757246378,49925.52614379085,1.0180437564849854,83047,8987138113
I_LVL1_1_Interesting_Non-Random-Synthetic__2_2_40_,1,2,0.0043780803680419,0,7,5,4,4,7.0,5.0,0.0033168792724609375,10,11
I_LVL1_1_Interesting_Non-Random-Synthetic__2_2_40_,1,3,0.0041770935058593,0,7,5,4,4,7.0,5.5,0.0017066001892089844,10,11
I_LVL1_1_Interesting_Non-Random-Synthetic__2_2_40_,1,5,0.0041244029998779,0,7,5,4,4,7.0,5.0,0.0017707347869873047,10,11
Iris_UCI_,Iris-virginica,2,0.0060122013092041,0,82,34,42,27,82.0,35.0,0.003869771957397461,181,137
Iris_UCI_,Iris-virginica,3,0.0062894821166992,0,98,40,55,32,104.5,38.833333333333336,0.004849433898925781,229,697
Iris_UCI_,Iris-virginica,5,0.0064156055450439,0,98,40,55,32,100.91666666666667,38.333333333333336,0.004724740982055664,226,2517
I_LVL1_4_Interesting_Non-Random-Synthetic__2_2_40000_,1,2,0.0140371322631835,0,7,5,4,4,7.0,5.0,0.007444620132446289,10,11
I_LVL1_4_Interesting_Non-Random-Synthetic__2_2_40000_,1,3,0.0141780376434326,0,7,5,4,4,7.0,5.5,0.008663654327392578,10,11
I_LVL1_4_Interesting_Non-Random-Synthetic__2_2_40000_,1,5,0.0144565105438232,0,7,5,4,4,7.0,5.0,0.008602142333984375,10,11
thyroid_ann,2,2,0.0596511363983154,0,1089,895,471,257,1089.0,944.0697674418604,0.04752659797668457,2439,1486
thyroid_ann,2,3,0.3848180770874023,0,10382,4032,5248,483,10306.333333333334,8739.46511627907,0.07457494735717773,4237,26290
thyroid_ann,2,5,6.099964141845703,0,63398,47793,44605,716,230752.11666666667,261447.53449612402,0.10910987854003906,6810,3505051
seeds,2,2,0.0095627307891845,0,238,120,112,70,238.0,113.5909090909091,0.013361215591430664,568,407
seeds,2,3,0.012650728225708,0,439,182,255,148,490.0,198.70454545454547,0.012053489685058594,781,3683
seeds,2,5,0.0141990184783935,0,504,225,320,195,570.7068181818182,304.2295454545455,0.013861656188964844,845,122438
hv_no_noise,0,2,1.4224703311920166,0,80200,20200,26667,420,80200.0,20200.0,1.5156021118164062,160000,80201
hv_no_noise,0,3,22.8620183467865,0,727000,667000,350067,506,727000.0,667000.0,2.0168094635009766,199200,10667001
statlog_australian,1,2,0.027787446975708,0,1282,471,531,271,1282.0,508.8888888888889,0.03910946846008301,2801,1654
statlog_australian,1,3,0.0710022449493408,0,3819,727,2394,419,3003.6666666666665,1817.037037037037,0.0484156608581543,3824,30914
statlog_australian,1,5,0.0790603160858154,0,4094,852,2651,490,1839.7333333333333,2104.675925925926,0.05010700225830078,3776,4613030
hiv_schilling,1,2,0.2275543212890625,0,11038,804,3159,365,11038.0,1151.625,0.2573988437652588,23680,12881
hiv_schilling,1,3,0.2838897705078125,0,13384,809,5112,369,18497.382716049382,1293.265625,0.2959473133087158,26403,682801
hiv_schilling,1,5,0.2797815799713135,0,13384,809,5112,369,16319.407407407407,1129.078125,0.2913033962249756,26257,847361193
heart-long-beach,4,2,0.0166268348693847,0,637,463,303,185,637.0,443.3333333333333,0.020151615142822266,1436,904
heart-long-beach,4,3,0.0621559619903564,0,3602,2010,1840,351,4116.848484848485,2281.3636363636365,0.03048992156982422,2425,12384
heart-long-beach,4,5,0.4381425380706787,0,10207,7436,6436,480,27099.032828282827,14027.964646464647,0.04080796241760254,3155,974982
datatrieve,2,2,0.0118570327758789,0,408,136,137,86,408.0,137.08333333333334,0.011249542236328125,840,466
datatrieve,2,3,0.0150949954986572,0,597,280,283,168,681.5833333333334,291.47222222222223,0.014239072799682617,1035,4526
datatrieve,2,5,0.0193381309509277,0,766,442,422,248,909.9680555555556,497.9138888888889,0.016596317291259766,1176,174437
jEdit_4.0_4.2,2,2,0.0124332904815673,0,406,270,181,139,406.0,288.27272727272725,0.011409521102905273,757,407
jEdit_4.0_4.2,2,3,0.0286812782287597,0,1413,498,777,254,1532.1515151515152,752.1818181818182,0.016334056854248047,1179,3683
jEdit_4.0_4.2,2,5,0.0334341526031494,0,1610,606,954,307,2712.0227272727275,1100.4530303030303,0.018061399459838867,1317,122438
ND_LVL_1_4_NormalDist_Random-Synthetic__2_5_10000000_,0,2,10.169917583465576,0,325,275,143,135,325.0,275.0,7.155015230178833,625,326
ND_LVL_1_4_NormalDist_Random-Synthetic__2_5_10000000_,0,3,22.226699113845825,0,1575,1208,787,279,1575.0,1279.1666666666667,9.620611429214478,1100,2626
ND_LVL_1_4_NormalDist_Random-Synthetic__2_5_10000000_,0,5,46.01781606674194,0,3764,2599,1887,360,4206.25,2451.0416666666665,10.96152114868164,1437,68406
pitt1_2,WOOD,2,0.0067684650421142,0,115,44,56,27,115.0,43.473684210526315,0.49726343154907227,323,301
pitt1_2,WOOD,3,0.0069916248321533,0,140,59,72,35,160.19298245614036,58.08771929824562,0.007376670837402344,396,2325
pitt1_2,WOOD,5,0.0071072578430175,0,141,60,72,35,159.94736842105263,56.122807017543856,0.007253170013427734,400,55455
backache,2,2,0.047135591506958,0,2792,1604,1431,357,2792.0,1598.1944444444443,0.07389354705810547,6661,4187
backache,2,3,0.3889646530151367,0,21546,13702,12180,559,26930.46794871795,17672.296296296296,0.11369466781616211,10306,125672
backache,2,5,53.18049740791321,0,249584,216727,148694,848,298412.0621794872,436896.9935185185,0.15473246574401855,13838,49302800
ND_LVL_3_1_NormalDist_Random-Synthetic__2_20_10000_,0,2,0.9922566413879396,0,39395,18519,17666,565,39395.0,18726.044776119405,1.2481603622436523,93800,56281
ND_LVL_3_1_NormalDist_Random-Synthetic__2_20_10000_,0,3,28.60290098190308,0,930325,176510,516254,872,1033333.4677419355,274136.0199004975,1.8128211498260498,136143,6266176
ND_LVL_3_1_NormalDist_Random-Synthetic__2_20_10000_,0,5,597.374100446701,0,2899743,177807,1786263,894,6382262.350806451,391127.35074626864,1.9413790702819824,146938,34642576528
ED_LVL_1_3_EqualDist_Random-Synthetic__2_5_1000000_,1,2,1.0652570724487305,0,325,275,134,130,325.0,275.0,0.6848695278167725,625,326
ED_LVL_1_3_EqualDist_Random-Synthetic__2_5_1000000_,1,3,2.088655471801758,0,1575,1525,766,299,1575.0,1525.0,0.8320870399475098,1100,2626
ED_LVL_1_3_EqualDist_Random-Synthetic__2_5_1000000_,1,5,7.322275161743164,0,7825,4650,3909,409,7825.0,4650.0,0.9886453151702881,1675,68406
thyroid_hypothyroid,hypothyroid,2,0.0186836719512939,0,412,347,189,166,412.0,343.25925925925924,0.07045936584472656,925,596
thyroid_hypothyroid,hypothyroid,3,0.0676946640014648,0,2522,2438,1257,391,2616.740740740741,2350.098765432099,0.028026580810546875,1643,6580
thyroid_hypothyroid,hypothyroid,5,2.8101847171783447,0,40172,40085,19675,735,51181.61728395062,48169.903703703705,0.04428529739379883,2813,331212
grammatical_a3,1,2,0.6560366153717041,0,34602,4795,33968,709,34602.0,4673.29044117647,4.1445512771606445,308211,709837
grammatical_a3,1,3,3.267211437225342,0,153257,94326,152622,797,155333.145565093,106806.98406862745,4.963412523269653,350162,281569472
crx,positive,2,0.0291483402252197,0,1387,520,572,290,1387.0,808.7083333333334,0.050983428955078125,3121,1892
crx,positive,3,0.0786280632019043,0,4393,855,2754,449,5414.833333333333,2604.875,0.056801557540893555,4549,37882
crx,positive,5,0.0911235809326171,0,4867,1050,3181,532,8693.557142857144,7734.864583333333,0.06334471702575684,4961,6508884
GermanCredit_UCI_,2,2,0.0546965599060058,0,2776,1728,1352,237,2776.0,1753.1833333333334,0.06969022750854492,5550,2851
GermanCredit_UCI_,2,3,0.5348823070526123,0,26233,9756,14909,408,30937.316666666666,17926.705555555556,0.10693192481994629,8951,70376
GermanCredit_UCI_,2,5,6.788941383361816,0,82841,40960,56186,579,168587.01375,198481.67972222224,0.12950992584228516,10902,18545216
pc1,2,2,0.055931806564331,0,2850,1315,806,336,2850.0,1410.625,0.06937885284423828,5625,2851
pc1,2,3,0.3104724884033203,0,14552,9204,8461,601,15275.9375,10466.041666666666,0.09817719459533691,8016,70376
pc1,2,5,18.487197160720825,0,129799,103030,96388,983,153927.609375,163612.875,0.12800145149230957,10627,18545216
mfeat-pixel,8,2,11.114472150802612,0,657733,19497,314267,1092,657733.0,21647.2534562212,20.140727043151855,1869143,1358777
mfeat-pixel,8,3,36.48181104660034,0,1583573,134566,1236228,1898,1095094.106687898,376158.0344827586,20.5299870967865,1860350,745969673
hv_noise,0,2,1.3827035427093506,0,80200,20208,26173,476,80200.0,20206.875,1.6264915466308594,160000,80201
hv_noise,0,3,20.99667000770569,0,727002,667009,349573,849,727396.0,667462.9166666666,2.027574062347412,199223,10667001
image,WINDOW,2,0.0464301109313964,0,1962,615,835,317,1962.0,729.0535714285714,0.06630992889404297,4341,2557
image,WINDOW,3,0.11726975440979,0,5335,2022,4133,549,5481.361111111111,2918.7976190476193,0.07922506332397461,5675,59712
image,WINDOW,5,0.5122780799865723,0,13995,8908,12791,701,14361.06712962963,20124.028273809523,0.09353876113891602,6508,14051256
ED_LVL_1_4_EqualDist_Random-Synthetic__2_5_10000000_,0,2,10.09779691696167,0,325,275,132,129,325.0,275.0,7.180901527404785,625,326
