dataset_name,target_value,depth,Apriori_DP_fixed (PS)-real_time_taken,Apriori_DP_fixed (PS)-failed,Apriori_DP_fixed (PS)-sgs_evaluated,Apriori_DP_fixed (PS)-sgs_eval_interesting,Apriori_DP_fixed (PS)-sgs_quality_interesting,Apriori_DP_fixed (PS)-sgs_top_k_interesting,Apriori_DP_fixed (PS)-e_est,Apriori_DP_fixed (PS)-ei_est,Apriori_DP_fixed (PS)-time_to_est,Apriori_DP_fixed (PS)-sdfastest-esgs,Apriori_DP_fixed (PS)-ub
pima,1,3,0.0634124279022216,0,1934,404,1366,231,1658.75,425.125,0.0697627067565918,4487,4526
pima,1,5,0.0652704238891601,0,1960,409,1392,232,1502.8333333333333,342.328125,0.07332372665405273,4570,174437
Divorce,1,2,0.1210317611694336,0,6486,198,6081,414,6486.0,218.4,0.14751505851745605,11370,36586
Divorce,1,3,0.1239902973175048,0,6717,280,6312,488,6598.0,526.8666666666667,0.170363187789917,11642,3280726
Divorce,1,5,0.1248984336853027,0,6822,384,6417,494,6486.622222222222,1099.2333333333333,0.17968297004699707,11836,11740092625
asbestos,(3)_Above_legal_limit,2,0.0048780441284179,0,36,18,13,8,36.0,18.1,0.011327028274536133,708,37
asbestos,(3)_Above_legal_limit,3,0.0044748783111572,0,39,20,14,9,40.31111111111111,20.233333333333334,0.014199256896972656,858,93
asbestos,(3)_Above_legal_limit,5,0.0045092105865478,0,39,20,14,9,40.13333333333333,20.016666666666666,0.014106273651123047,855,93
bupa,1,2,0.0096983909606933,0,300,244,131,122,300.0,244.5,0.034220218658447266,2324,301
bupa,1,3,0.0253946781158447,0,1312,339,634,165,1314.3333333333333,394.5,0.04975008964538574,3978,2325
bupa,1,5,0.0261616706848144,0,1342,346,661,167,1320.7666666666667,359.1625,0.05926370620727539,4093,55455
U_LVL2_0_Uninteresting_Non-Random-Synthetic__2_5_3125_,0,2,0.0120801925659179,0,325,275,0,0,325.0,275.0,0.03626704216003418,2425,326
U_LVL2_0_Uninteresting_Non-Random-Synthetic__2_5_3125_,0,3,0.0421376228332519,0,1575,1525,0,0,1575.0,1525.0,0.06109118461608887,4325,2626
U_LVL2_0_Uninteresting_Non-Random-Synthetic__2_5_3125_,0,5,0.1511576175689697,0,4700,1525,0,0,4700.0,1525.0,0.07131099700927734,5725,68406
cardio3,2,2,0.0741641521453857,0,2213,275,742,273,2213.0,257.4,0.09205365180969238,6568,2347
cardio3,2,3,0.092419147491455,0,3130,563,1649,408,2487.633333333333,802.0375,0.10606861114501953,7307,52463
cardio3,2,5,0.110257863998413,0,3785,1020,2302,509,3675.596666666667,3531.3575,0.11760973930358887,8170,11290976
volcanoes-d4,3,2,0.0092194080352783,0,78,59,17,17,78.0,59.4,0.02072739601135254,1112,79
volcanoes-d4,3,3,0.010951280593872,0,138,94,36,36,141.33333333333334,96.025,0.035573720932006836,1795,299
volcanoes-d4,3,5,0.0108053684234619,0,138,94,36,36,141.1,94.8,0.0394136905670166,1793,299
pitt2_3,LONG,2,0.0067682266235351,0,159,71,78,40,159.0,68.425,0.024836301803588867,1623,277
pitt2_3,LONG,3,0.0082664489746093,0,241,118,116,64,254.86111111111111,105.04583333333333,0.030503273010253906,2145,2048
pitt2_3,LONG,5,0.0085492134094238,0,255,127,123,69,292.1430555555555,142.47239583333334,0.03360295295715332,2311,44552
grammatical_b5,1,2,0.5848731994628906,0,30103,1715,29350,708,30103.0,2628.40625,0.4479246139526367,25183,700337
