dataset_name,target_value,depth,Apriori_DP_fixed (PS)-real_time_taken,Apriori_DP_fixed (PS)-failed,Apriori_DP_fixed (PS)-sgs_evaluated,Apriori_DP_fixed (PS)-sgs_eval_interesting,Apriori_DP_fixed (PS)-sgs_quality_interesting,Apriori_DP_fixed (PS)-sgs_top_k_interesting,Apriori_DP_fixed (PS)-e_est,Apriori_DP_fixed (PS)-ei_est,Apriori_DP_fixed (PS)-time_to_est,Apriori_DP_fixed (PS)-sdfastest-esgs,Apriori_DP_fixed (PS)-ub
grammatical_b5,1,3,0.8316972255706787,0,41329,9927,40564,763,39993.37222222222,14548.86875,0.6814677715301514,26802,275933568
grammatical_b5,1,5,30.67976975440979,0,184613,148895,183845,772,139913.24416666667,375984.22552083334,0.7226181030273438,28868,19226968518304
ED_LVL_1_2_EqualDist_Random-Synthetic__2_5_100000_,0,2,0.1118106842041015,0,325,275,139,133,325.0,275.0,0.1760869026184082,2425,326
ED_LVL_1_2_EqualDist_Random-Synthetic__2_5_100000_,0,3,0.2459573745727539,0,1575,1525,768,216,1575.0,1525.0,0.2395036220550537,4325,2626
ED_LVL_1_2_EqualDist_Random-Synthetic__2_5_100000_,0,5,1.0904123783111572,0,7825,4650,3955,216,7825.0,4650.0,0.3264908790588379,6625,68406
pitt1_4,S,2,0.0071022510528564,0,177,65,82,34,177.0,55.2375,0.02849102020263672,1724,301
pitt1_4,S,3,0.0078237056732177,0,223,91,101,44,240.5,95.2125,0.029187679290771484,2175,2325
pitt1_4,S,5,0.0078425407409667,0,224,92,101,44,263.65,100.978125,0.03537893295288086,2263,55455
ND_LVL_2_3_NormalDist_Random-Synthetic__2_10_1000000_,0,2,5.662222385406494,0,5050,2800,2224,281,5050.0,2788.75,4.033803701400757,10000,5051
ND_LVL_2_3_NormalDist_Random-Synthetic__2_10_1000000_,0,3,43.92037630081177,0,56890,27703,28709,304,69450.0,27947.5,5.3979315757751465,15357,166751
gesture_va,P,2,0.8398106098175049,0,8256,1594,4281,398,8256.0,1832.8,0.3018348217010498,12828,8257
gesture_va,P,3,0.8450961112976074,0,24672,2024,20154,458,32066.48888888889,5129.333333333333,0.27374887466430664,16900,349633
gesture_va,P,5,0.8567099571228027,0,24982,2125,20463,482,30390.93333333333,3169.88,0.27438855171203613,17005,275584033
connectionist_vowel,4,2,0.0331294536590576,0,1655,296,583,304,1655.0,442.10625,0.06899905204772949,5659,1771
connectionist_vowel,4,3,0.0786881446838378,0,2419,420,1316,392,2134.5916666666667,594.10625,0.07793545722961426,6577,34280
connectionist_vowel,4,5,0.0794293880462646,0,2467,451,1364,401,2537.6608333333334,736.9565625,0.08361625671386719,6998,5495792
breast_cancer_wis_pro,R,2,0.1659266948699951,0,9334,964,4187,380,9334.0,1111.8,0.1423816680908203,13654,11936
breast_cancer_wis_pro,R,3,0.2132711410522461,0,11938,1357,6708,445,14969.311111111112,2510.3333333333335,0.16760706901550293,15880,608840
breast_cancer_wis_pro,R,5,0.229835033416748,0,12632,1846,7401,501,14455.382222222222,4506.6575,0.1694803237915039,15593,699135746
diggle_table_a2,8,2,0.0088124275207519,0,168,103,76,70,168.0,104.125,0.02299022674560547,1632,529
diggle_table_a2,8,3,0.0118193626403808,0,364,184,240,194,261.7833333333333,155.975,0.030212879180908203,2153,5489
diggle_table_a2,8,5,0.0149300098419189,0,505,270,381,258,258.5722222222222,154.24666666666667,0.03659558296203613,2322,242825
page,5,2,0.0307941436767578,0,781,173,244,184,781.0,203.775,0.05559682846069336,3840,821
page,5,3,0.0396583080291748,0,1133,287,590,300,946.1,311.43125,0.06405329704284668,4446,10701
page,5,5,0.0435285568237304,0,1267,380,724,343,982.045,368.3346875,0.06968975067138672,4676,760099
steel-plates-fault,2,2,0.1450529098510742,0,5784,894,3352,466,5784.0,1209.76875,0.13791966438293457,10713,6442
steel-plates-fault,2,3,0.218562364578247,0,9156,2042,6496,661,7535.827777777778,4768.633333333333,0.16530513763427734,12626,240578
steel-plates-fault,2,5,0.297137975692749,0,11390,2570,8684,862,11749.90388888889,34827.29625,0.1840219497680664,13928,147043850
mechanical,4,2,0.0230088233947753,0,381,256,155,145,381.0,256.5,0.04563498497009277,2630,466
mechanical,4,3,0.0504515171051025,0,1316,594,717,263,1159.8,596.08125,0.06416130065917969,3986,4526
mechanical,4,5,0.0610628128051757,0,1606,800,973,302,1376.69625,899.2659375,0.0777425765991211,4687,174437
OnlineShoppersIntention,True,2,0.1628327369689941,0,3250,456,1362,297,3250.0,532.5,0.13307857513427734,7990,4096
OnlineShoppersIntention,True,3,0.2636959552764892,0,5338,1383,3039,423,5088.888888888889,2120.3333333333335,0.15896892547607422,9227,121576
OnlineShoppersIntention,True,5,0.511955738067627,0,8680,4420,5938,486,7312.666666666667,13289.316666666666,0.17227554321289062,10327,46626034
ED_LVL_2_1_EqualDist_Random-Synthetic__2_10_10000_,1,2,0.1843910217285156,0,5050,4600,2264,355,5050.0,4600.0,0.1580355167388916,10000,5051
ED_LVL_2_1_EqualDist_Random-Synthetic__2_10_10000_,1,3,3.4716873168945312,0,125050,4600,68469,355,125050.0,4600.0,0.268521785736084,18900,166751
ED_LVL_2_1_EqualDist_Random-Synthetic__2_10_10000_,1,5,3.462322950363159,0,125050,4600,68469,355,125050.0,4600.0,0.2729372978210449,19006,79375496
glass,3,2,0.0117561817169189,0,382,220,174,137,382.0,224.1,0.03396272659301758,2631,497
glass,3,3,0.0218760967254638,0,1021,341,675,240,711.175,334.40625,0.04253649711608887,3548,4992
glass,3,5,0.0232372283935546,0,1089,405,743,264,646.045,334.1503125,0.046923160552978516,3643,206368
molecular_promoter,+,2,0.3918726444244385,0,25879,427,9894,442,25879.0,637.01875,0.21921253204345703,22828,26107
molecular_promoter,+,3,0.3928525447845459,0,26245,476,10260,495,26024.027777777777,928.8083333333334,0.230757474899292,23359,1975583
molecular_promoter,+,5,0.3975379467010498,0,26254,480,10269,499,26136.897222222222,1128.5919791666668,0.231475830078125,23543,5024313128
blood,1,2,0.0072486400604248,0,136,97,46,46,136.0,97.3,0.02000117301940918,1516,137
blood,1,3,0.0100235939025878,0,281,178,102,84,320.53333333333336,178.9,0.02965235710144043,2441,697
blood,1,5,0.0106112957000732,0,306,203,114,96,322.06666666666666,194.88333333333333,0.03240346908569336,2592,2517
weight,B,2,1.051807880401611,0,68852,525,48830,391,68852.0,740.0,0.3519594669342041,37487,172579
weight,B,3,1.0636796951293943,0,69214,607,49192,476,68870.5,1098.4375,0.40743160247802734,37749,33710824
weight,B,5,1.068208932876587,0,69297,690,49275,518,68859.70833333333,2521.665625,0.4116528034210205,37818,575871962176
ozone1,1,2,0.6264286041259766,0,32926,818,13093,467,32926.0,1128.0,0.330197811126709,25786,41042
ozone1,1,3,0.7449984550476074,0,36992,2517,17159,583,35534.35555555556,6000.533333333334,0.33318328857421875,26791,3899182
ozone1,1,5,2.1632046699523926,0,61170,23114,41337,648,38376.45333333333,121537.52,0.3658015727996826,27441,15671998629
U_LVL2_2_Uninteresting_Non-Random-Synthetic__2_5_312500_,0,2,0.3498854637145996,0,325,275,0,0,325.0,275.0,0.33593058586120605,2425,326
U_LVL2_2_Uninteresting_Non-Random-Synthetic__2_5_312500_,0,3,0.696265697479248,0,1575,1525,0,0,1575.0,1525.0,0.49164557456970215,4325,2626
U_LVL2_2_Uninteresting_Non-Random-Synthetic__2_5_312500_,0,5,2.609743356704712,0,7825,4650,0,0,7825.0,4650.0,0.660876989364624,6625,68406
ionosphere,b,2,0.1509122848510742,0,8256,297,3571,357,8256.0,417.6,0.15234827995300293,12828,8257
ionosphere,b,3,0.1650304794311523,0,8855,354,4169,409,8256.711111111112,452.26666666666665,0.14415264129638672,13295,349633
ionosphere,b,5,0.1580078601837158,0,8882,356,4196,410,8315.2,644.9333333333333,0.15188241004943848,13826,275584033
grammatical_b7,1,2,0.7121822834014893,0,33569,1007,32734,919,33569.0,1050.28125,0.42766737937927246,26584,701521
grammatical_b7,1,3,0.8723561763763428,0,41773,8054,40937,1067,36427.833333333336,10696.1875,0.6390876770019531,27696,276633905
grammatical_b7,1,5,59.53871941566467,0,359011,321335,358175,1134,82240.07083333333,494590.9875,0.6666600704193115,29345,19308438255017
wine_quality,4,2,0.043473482131958,0,1081,599,440,237,1081.0,664.4125,0.0821695327758789,4546,1082
wine_quality,4,3,0.1628041267395019,0,4624,912,3187,312,4438.7444444444445,1003.6625,0.09938311576843262,6792,16262
wine_quality,4,5,0.169086217880249,0,4831,1033,3385,322,5238.224444444444,1329.4575,0.10963582992553711,7232,1550201
VehicleCouponRecommendation,0,2,0.1729881763458252,0,4186,1063,1798,308,4186.0,1233.61875,0.1514601707458496,9091,4187
VehicleCouponRecommendation,0,3,0.4390475749969482,0,11991,3513,6068,415,12986.205555555556,5750.0625,0.1949782371520996,11680,125672
VehicleCouponRecommendation,0,5,1.2697830200195312,0,22426,11273,11580,474,18846.352777777778,51671.03229166666,0.2100985050201416,12704,49302800
auto7_2,class3,2,0.0196931362152099,0,780,643,348,218,780.0,654.7125,0.05156207084655762,3839,781
auto7_2,class3,3,0.1436781883239746,0,6167,1293,3364,328,6186.808333333333,2032.7125,0.07932138442993164,6697,9920
auto7_2,class3,5,0.1570415496826172,0,6678,1522,3807,352,9530.17,4307.3753125,0.09382057189941406,7830,667928
wave,0,2,0.1310305595397949,0,3570,492,1701,413,3570.0,716.625,0.11849522590637207,8384,3571
wave,0,3,0.1651613712310791,0,4748,673,2867,413,6456.8,934.15,0.14883065223693848,10356,98855
wave,0,5,0.1656312942504882,0,4939,727,3058,413,5632.76,819.6125,0.1513364315032959,10412,32900372
cnae9,4,2,7.494702577590942,0,415418,368454,295024,838,415418.0,367753.75,1.2335057258605957,92723,1662577
grammatical_a9,1,2,0.2539048194885254,0,9577,2447,8931,528,9577.0,2878.6875,0.45507287979125977,14092,711029
grammatical_a9,1,3,1.073444366455078,0,47098,19168,46452,559,57623.555555555555,33746.375,0.522550106048584,18310,282279309
grammatical_a9,1,5,163.5478012561798,0,454330,415856,453684,568,486859.5416666667,714594.684375,0.5864737033843994,21406,19970188734787
teaching,2,2,0.0077941417694091,0,195,47,72,21,195.0,39.84375,0.02821803092956543,1659,1771
teaching,2,3,0.0081932544708251,0,214,59,78,25,213.65277777777777,62.43958333333333,0.022996187210083008,1920,34280
teaching,2,5,0.0083706378936767,0,214,59,78,25,206.80555555555554,57.83541666666667,0.02246570587158203,1896,5495792
auto6_1,class8,2,0.219696044921875,0,12090,2635,5641,418,12090.0,4761.40625,0.17928004264831543,15555,12091
auto6_1,class8,3,0.6761507987976074,0,29366,3146,21840,454,89599.90277777778,6163.833333333333,0.2571589946746826,21889,620776
auto6_1,class8,5,0.6766417026519775,0,29417,3151,21891,456,83386.34027777778,6301.072916666667,0.2587168216705322,21883,722277712
ED_LVL_2_4_EqualDist_Random-Synthetic__2_10_10000000_,1,2,60.05484366416931,0,5050,4600,2314,357,5050.0,4600.0,35.06691598892212,5545,5051
ozone8,1,2,1.4676692485809326,0,30914,829,14962,500,30914.0,1319.05,1.1968069076538086,24986,41042
ozone8,1,3,0.7170147895812988,0,34606,2695,18654,610,31551.911111111112,5669.9,0.3331127166748047,25933,3899182
ozone8,1,5,1.777266502380371,0,54144,21117,38192,663,38289.72666666667,128571.05333333334,0.3485145568847656,26877,15671998629
U_LVL1_4_Uninteresting_Non-Random-Synthetic__2_2_40000_,0,2,0.0142412185668945,0,10,8,0,0,10.0,8.0,0.01634049415588379,304,11
U_LVL1_4_Uninteresting_Non-Random-Synthetic__2_2_40000_,0,3,0.0152015686035156,0,10,8,0,0,10.0,8.0,0.015266895294189453,304,11
U_LVL1_4_Uninteresting_Non-Random-Synthetic__2_2_40000_,0,5,0.0141823291778564,0,10,8,0,0,10.0,8.0,0.015325784683227539,304,11
bach, C#d,2,0.0219888687133789,0,280,164,208,171,280.0,171.1875,0.04253721237182617,2149,1226
bach, C#d,3,0.0424227714538574,0,944,450,872,340,546.2,353.1,0.053238868713378906,2799,19650
bach, C#d,5,0.1107072830200195,0,2121,1242,2049,623,1587.625,1424.01875,0.07009387016296387,3853,2138410
ED_LVL_3_3_EqualDist_Random-Synthetic__2_20_1000000_,1,2,60.0855598449707,0,80200,76400,38263,210,80200.0,76400.0,16.082837104797363,40300,80201
polish_bankruptcy_1year,1,2,1.7016119956970217,0,32387,840,13123,403,32387.0,1122.3625,0.4916362762451172,25556,32897
polish_bankruptcy_1year,1,3,0.8250603675842285,0,35827,2147,16563,523,34464.15555555555,6187.545833333334,0.3681972026824951,26855,2796417
polish_bankruptcy_1year,1,5,0.9852170944213868,0,39780,4534,20516,607,41543.77055555556,74782.045,0.3691823482513428,27827,8987138113
coil2000,1,2,2.074316024780273,0,68915,3992,31820,722,68915.0,8949.375,0.6517295837402344,37550,211576
coil2000,1,3,5.4853129386901855,0,133944,27849,67773,1003,230115.77777777778,175004.60416666666,0.7427210807800293,42802,45771376
robot2,back_col,2,0.0112936496734619,0,353,244,151,133,353.0,255.6125,0.04293012619018555,2528,407
robot2,back_col,3,0.0564875602722168,0,1251,352,782,223,682.2611111111112,282.9666666666667,0.047908782958984375,3565,3683
robot2,back_col,5,0.0592091083526611,0,1297,374,828,235,767.2811111111112,311.6533333333333,0.048837900161743164,3745,122438
EqualDist_Random-Synthetic__2_7_5349_,1,2,0.0236971378326416,0,630,552,269,197,630.0,551.6875,0.05205583572387695,3435,631
EqualDist_Random-Synthetic__2_7_5349_,1,3,0.1439807415008545,0,4799,2891,2441,257,4781.388888888889,3755.4270833333335,0.08812975883483887,6307,7176
EqualDist_Random-Synthetic__2_7_5349_,1,5,0.3514821529388428,0,9039,3000,5358,257,16153.763888888889,4229.549479166667,0.11150765419006348,8173,384168
U_LVL1_1_Uninteresting_Non-Random-Synthetic__2_2_40_,1,2,0.0041992664337158,0,10,8,0,0,10.0,8.0,0.006131887435913086,304,11
U_LVL1_1_Uninteresting_Non-Random-Synthetic__2_2_40_,1,3,0.0039741992950439,0,10,8,0,0,10.0,8.0,0.005648136138916016,304,11
U_LVL1_1_Uninteresting_Non-Random-Synthetic__2_2_40_,1,5,0.0040571689605712,0,10,8,0,0,10.0,8.0,0.0056247711181640625,304,11
auto6_3,class1,2,0.1980459690093994,0,12090,1017,5586,480,12090.0,1549.03125,0.16877150535583496,15555,12091
auto6_3,class1,3,0.255946397781372,0,14704,1319,8169,527,15282.138888888889,1986.90625,0.19811177253723145,17859,620776
auto6_3,class1,5,0.2570362091064453,0,14754,1327,8219,527,24915.819444444445,3526.8151041666665,0.20780611038208008,18526,722277712
grammatical_b1,1,2,1.517747163772583,0,85865,1640,80897,738,85865.0,3774.95,0.5968596935272217,42299,719401
grammatical_b1,1,3,1.699061393737793,0,94498,6421,89530,807,91598.66666666667,15827.666666666666,0.8100652694702148,43466,287281600
grammatical_b1,1,5,7.312918186187744,0,144285,53148,139317,819,123795.32222222222,296028.695,0.8318824768066406,44480,20563990681840
EqualDist_Random-Synthetic__2_10_7463_,1,2,0.0484325885772705,0,1275,1162,567,262,1275.0,1162.8125,0.08519911766052246,4950,1276
EqualDist_Random-Synthetic__2_10_7463_,1,3,0.4362108707427978,0,15749,7333,8065,305,15498.75,9149.166666666666,0.1345360279083252,9266,20876
EqualDist_Random-Synthetic__2_10_7463_,1,5,1.6062464714050293,0,31168,8103,17891,307,54619.86111111111,9516.536458333334,0.1650850772857666,11698,2369936
volcanoes-a1,4,2,0.0068976879119873,0,67,41,22,22,67.0,39.39375,0.017030715942382812,1012,79
volcanoes-a1,4,3,0.0075139999389648,0,89,60,41,41,91.87222222222222,58.895833333333336,0.021956443786621094,1453,299
volcanoes-a1,4,5,0.0072202682495117,0,89,60,41,41,91.23055555555555,60.68333333333333,0.022701740264892578,1470,299
vert3,NO,2,0.0096104145050048,0,277,157,128,115,277.0,162.29375,0.02812051773071289,2224,301
vert3,NO,3,0.0157632827758789,0,686,224,456,157,642.0611111111111,203.98125,0.037610530853271484,3207,2325
vert3,NO,5,0.0163788795471191,0,711,238,481,170,706.588888888889,229.63104166666668,0.0402066707611084,3325,55455
CongressionalVotingRecords_UCI_,republican,2,0.022423505783081,0,1129,169,477,211,1129.0,185.94375,0.05237317085266113,4648,1177
CongressionalVotingRecords_UCI_,republican,3,0.0606801509857177,0,1614,332,962,338,1229.5277777777778,285.4270833333333,0.05766606330871582,5030,18473
CongressionalVotingRecords_UCI_,republican,5,0.0677621364593505,0,1827,417,1175,393,1678.9522222222222,928.3675,0.0654749870300293,5533,1925357
pitt2_2,WOOD,2,0.006589651107788,0,114,51,48,27,114.0,51.1,0.01679229736328125,1323,277
pitt2_2,WOOD,3,0.0070557594299316,0,158,76,73,40,175.09444444444443,78.28333333333333,0.023087024688720703,1781,2048
pitt2_2,WOOD,5,0.0072894096374511,0,162,78,76,41,180.5388888888889,77.49583333333334,0.024419546127319336,1874,44552
statlog_vehicle,opel,2,0.0766887664794921,0,2628,364,1044,302,2628.0,486.9,0.08249425888061523,7172,2629
statlog_vehicle,opel,3,0.0931880474090576,0,3547,683,1912,403,4375.4,1394.7,0.10265350341796875,8762,62269
statlog_vehicle,opel,5,0.1248154640197753,0,4721,1798,3086,447,3338.08,2968.1775000000002,0.10208845138549805,8557,15082603
pitt2_1,DECK,2,0.0070931911468505,0,159,71,76,39,159.0,67.25625,0.01978588104248047,1623,277
pitt2_1,DECK,3,0.0085506439208984,0,236,117,108,58,238.7111111111111,102.56666666666666,0.025530099868774414,2146,2048
pitt2_1,DECK,5,0.008594274520874,0,247,124,111,60,253.30277777777778,109.7828125,0.02855682373046875,2282,44552
grammatical_a8,1,2,0.6988317966461182,0,36170,664,34745,741,36170.0,733.71875,0.4201948642730713,27590,708646
grammatical_a8,1,3,0.7393584251403809,0,38331,1471,36906,772,36594.0,4097.010416666667,0.6336395740509033,28082,280860826
grammatical_a8,1,5,0.8405680656433105,0,41572,4590,40147,775,36642.95138888889,33548.613541666666,0.6646475791931152,28844,19803075833479
grammatical_a6,1,2,0.3312368392944336,0,12521,1380,11742,716,12521.0,1592.10625,0.513267993927002,16196,715807
grammatical_a6,1,3,0.7341556549072266,0,31282,17625,30503,876,31960.57222222222,24105.891666666666,0.5523030757904053,18482,285130587
grammatical_a6,1,5,469.0086166858673,0,1307432,1266062,1306653,979,1435405.8283333334,2040741.3747916666,0.6103942394256592,22436,20307799058106
auto6_2,class5,2,0.219517707824707,0,12090,994,5726,233,12090.0,3141.65625,0.21310949325561523,15555,12091
auto6_2,class5,3,0.3030233383178711,0,14301,1071,7823,251,85367.54166666667,5739.84375,0.2609109878540039,21559,620776
auto6_2,class5,5,0.303959846496582,0,14309,1072,7831,251,13616.965277777777,985.21875,0.2015364170074463,16766,722277712
auto1,class1,2,0.0228540897369384,0,820,786,405,231,820.0,793.5,0.054709672927856445,3940,821
auto1,class1,3,0.2122282981872558,0,9515,5672,4973,373,9587.222222222223,7659.5,0.09421277046203613,7532,10701
auto1,class1,5,1.5518090724945068,0,35850,10557,23851,480,76942.78888888888,32007.425,0.13381171226501465,10944,760099
ED_LVL_2_3_EqualDist_Random-Synthetic__2_10_1000000_,1,2,5.8267982006073,0,5050,4600,2297,361,5050.0,4600.0,4.054802894592285,10000,5051
ED_LVL_2_3_EqualDist_Random-Synthetic__2_10_1000000_,1,3,91.18923592567444,0,125050,65069,61808,361,125050.0,64675.0,6.295159101486206,18900,166751
ED_LVL_2_3_EqualDist_Random-Synthetic__2_10_1000000_,1,5,1084.719973564148,0,312437,65069,157401,361,653187.5,64037.5,7.238285064697266,22754,79375496
heart_cleverland,3,2,0.0812530517578125,0,822,310,373,218,822.0,278.25,0.1419050693511963,3942,904
heart_cleverland,3,3,0.338456392288208,0,1852,436,1317,325,1549.3333333333333,683.6666666666666,0.05973410606384277,5081,12384
heart_cleverland,3,5,0.0700979232788086,0,2030,525,1495,374,1133.4333333333334,992.6333333333333,0.06110835075378418,5128,974982
analcatdata_boxing1,1,2,0.00791597366333,0,234,31,64,14,234.0,30.45,0.02013087272644043,2024,301
analcatdata_boxing1,1,3,0.0078942775726318,0,234,31,64,14,234.0,28.35,0.020682811737060547,2050,2325
analcatdata_boxing1,1,5,0.0079469680786132,0,234,31,64,14,234.0,30.975,0.021201133728027344,2072,2325
qsar,RB,2,0.1806778907775879,0,6569,696,2622,371,6569.0,931.95,0.13774967193603516,11428,8257
qsar,RB,3,0.2846121788024902,0,11922,4227,7526,585,10134.983333333334,5797.85,0.1534581184387207,12546,349633
qsar,RB,5,4.391747236251831,0,69171,48055,62705,1077,68924.18166666667,124703.6025,0.17959260940551758,14252,275584033
internet,ad.,2,27.869198322296143,0,1378419,1209613,823533,900,1378419.0,1225430.71875,2.485525608062744,168908,4831387
robot4,normal,2,0.0110070705413818,0,259,164,105,104,259.0,169.5375,0.0819399356842041,2128,407
robot4,normal,3,0.0200138092041015,0,786,225,490,198,342.72222222222223,147.95,0.038669586181640625,2644,3683
robot4,normal,5,0.0226588249206542,0,840,262,544,238,358.5683333333333,180.70020833333334,0.04256153106689453,2848,122438
mw1,2,2,0.0994365215301513,0,6912,577,2669,366,6912.0,625.21875,0.12662911415100098,11726,8002
mw1,2,3,0.1597764492034912,0,10939,3644,6683,551,8258.15,3495.61875,0.1359114646911621,12446,333502
