dataset_name,target_value,depth,Apriori_DP_fixed_qf05 (PS)-real_time_taken,Apriori_DP_fixed_qf05 (PS)-failed,Apriori_DP_fixed_qf05 (PS)-sgs_evaluated,Apriori_DP_fixed_qf05 (PS)-sgs_eval_interesting,Apriori_DP_fixed_qf05 (PS)-sgs_quality_interesting,Apriori_DP_fixed_qf05 (PS)-sgs_top_k_interesting,Apriori_DP_fixed_qf05 (PS)-e_est,Apriori_DP_fixed_qf05 (PS)-ei_est,Apriori_DP_fixed_qf05 (PS)-time_to_est,Apriori_DP_fixed_qf05 (PS)-sdfastest-esgs,Apriori_DP_fixed_qf05 (PS)-ub
U_LVL2_2_Uninteresting_Non-Random-Synthetic__2_5_312500_,0,2,0.3718140125274658,0,325,275,0,0,325.0,275.0,0.19891619682312012,625,326
U_LVL2_2_Uninteresting_Non-Random-Synthetic__2_5_312500_,0,3,0.6886501312255859,0,1575,1525,0,0,1575.0,1525.0,0.24501657485961914,1100,2626
U_LVL2_2_Uninteresting_Non-Random-Synthetic__2_5_312500_,0,5,2.524374485015869,0,7825,4650,0,0,7825.0,4650.0,0.28763437271118164,1675,68406
ionosphere,b,2,0.1152455806732177,0,8256,427,3571,374,8256.0,558.5,0.1815481185913086,16384,8257
ionosphere,b,3,0.1378030776977539,0,9558,585,4855,447,8858.469135802468,701.1666666666666,0.19722747802734375,16887,349633
ionosphere,b,5,0.1414434909820556,0,9674,613,4971,456,9624.73086419753,1058.6666666666667,0.18435025215148926,17116,275584033
grammatical_b7,1,2,1.5839474201202393,0,82187,16404,77036,1072,82187.0,15404.028293918918,6.264316558837891,477152,701521
grammatical_b7,1,3,18.567360877990723,0,722064,410774,716903,1366,889712.6758304697,491282.2442286036,7.673591375350952,569233,276633905
wine_quality,4,2,0.044713020324707,0,1081,1002,440,246,1081.0,999.0,0.04911541938781738,2116,1082
wine_quality,4,3,0.3574862480163574,0,12954,8848,5556,429,13223.820512820514,10741.0,0.061438798904418945,3980,16262
wine_quality,4,5,6.601028680801392,0,62405,34601,45092,613,196065.65256410255,113296.60833333334,0.0860593318939209,6080,1550201
VehicleCouponRecommendation,0,2,0.1446375846862793,0,4186,2371,1798,333,4186.0,2551.5,0.13970637321472168,8281,4187
VehicleCouponRecommendation,0,3,1.3113234043121338,0,40870,13349,23003,508,46169.896713615024,20566.166666666668,0.20498037338256836,12711,125672
VehicleCouponRecommendation,0,5,23.12799715995789,0,143051,83626,81802,657,291720.33415492956,283070.1583333333,0.24970674514770508,15499,49302800
auto7_2,class3,2,0.0206677913665771,0,780,724,348,228,780.0,727.5,0.02330756187438965,1521,781
auto7_2,class3,3,0.1369998455047607,0,7960,3729,3826,414,8023.333333333333,5957.666666666667,0.035004377365112305,2846,9920
auto7_2,class3,5,0.534285306930542,0,16035,5460,10143,498,48914.625,13096.075,0.045205116271972656,3840,667928
wave,0,2,0.1027159690856933,0,3570,1846,1701,457,3570.0,1902.0,0.0991678237915039,7056,3571
wave,0,3,0.6911888122558594,0,26162,3123,22821,485,37790.8125,4409.166666666667,0.14977288246154785,10835,98855
wave,0,5,0.7887065410614014,0,28505,4076,25119,485,35056.56875,6414.599999999999,0.1519162654876709,10817,32900372
cnae9,4,2,7.569995164871216,0,423644,369358,295079,804,423644.0,372799.180746023,20.162052154541016,1675337,1662577
grammatical_a9,1,2,0.3338658809661865,0,14395,5579,13749,633,14395.0,5554.101929530201,2.8562841415405273,194296,711029
grammatical_a9,1,3,4.105406999588013,0,185088,173423,184442,670,188090.78555176337,174513.76663870245,3.849776268005371,272666,282279309
teaching,2,2,0.0085198879241943,0,195,47,72,21,195.0,46.96610169491525,0.018274545669555664,1003,1771
teaching,2,3,0.0085237026214599,0,214,59,78,25,213.3803418803419,57.72316384180791,0.015428781509399414,1164,34280
teaching,2,5,0.0086174011230468,0,214,59,78,25,209.52991452991452,56.33050847457627,0.015254974365234375,1171,5495792
auto6_1,class8,2,0.2425622940063476,0,12090,11788,5641,499,12090.0,11785.0,0.26582908630371094,24025,12091
auto6_1,class8,3,12.151549816131592,0,575476,85585,266199,881,580611.438271605,193234.83333333334,0.5021486282348633,47159,620776
auto6_1,class8,5,135.57334566116333,0,790483,106469,479143,913,2798461.861419753,280909.85,0.5962636470794678,54073,722277712
ED_LVL_2_4_EqualDist_Random-Synthetic__2_10_10000000_,1,2,59.85931086540222,0,5050,4600,2314,437,5050.0,4600.0,50.758856534957886,10000,5051
ozone8,1,2,1.4766180515289309,0,40472,13753,15056,579,40472.0,13843.013986013986,1.854461431503296,81224,41042
ozone8,1,3,13.721246480941772,0,523623,119688,475456,884,710027.9799498747,218745.86946386946,1.3150877952575684,109477,3899182
U_LVL1_4_Uninteresting_Non-Random-Synthetic__2_2_40000_,0,2,0.0147686004638671,0,10,8,0,0,10.0,8.0,0.008632183074951172,16,11
U_LVL1_4_Uninteresting_Non-Random-Synthetic__2_2_40000_,0,3,0.014697790145874,0,10,8,0,0,10.0,8.0,0.008073568344116211,16,11
U_LVL1_4_Uninteresting_Non-Random-Synthetic__2_2_40000_,0,5,0.0151786804199218,0,10,8,0,0,10.0,8.0,0.008396148681640625,16,11
bach, C#d,2,0.0228698253631591,0,280,225,208,182,280.0,218.6530612244898,0.02582383155822754,1078,1226
bach, C#d,3,0.0539684295654296,0,1372,1314,1253,422,1571.4252873563219,1374.4013605442176,0.04310464859008789,1952,19650
bach, C#d,5,0.771571159362793,0,14774,11565,14478,829,13414.998850574713,15016.358163265306,0.06234335899353027,3271,2138410
ED_LVL_3_3_EqualDist_Random-Synthetic__2_20_1000000_,1,2,59.1506609916687,0,80200,76400,38263,662,80200.0,76400.0,45.636406660079956,160000,80201
polish_bankruptcy_1year,1,2,1.8576626777648928,0,32387,23377,13123,522,32387.0,23977.69921875,0.9539990425109863,65024,32897
polish_bankruptcy_1year,1,3,36.234675884246826,0,1176300,790440,722277,1004,1494123.9943502825,799164.5325520834,1.3451554775238037,111742,2796417
coil2000,1,2,3.193985939025879,0,122915,35852,42038,725,122915.0,37089.20769230769,4.160595893859863,321750,211576
coil2000,1,3,81.42749381065369,0,2094868,906728,1186551,1066,2882063.726190476,1359877.9615384615,5.518075466156006,416037,45771376
robot2,back_col,2,0.0122344493865966,0,353,292,151,134,353.0,290.17857142857144,0.02096080780029297,728,407
robot2,back_col,3,0.0349814891815185,0,1742,659,890,250,1807.297619047619,967.8809523809524,0.01738452911376953,1264,3683
robot2,back_col,5,0.0444428920745849,0,2053,811,1197,274,3363.954761904762,1285.3130952380952,0.020134687423706055,1494,122438
EqualDist_Random-Synthetic__2_7_5349_,1,2,0.0246901512145996,0,630,552,269,206,630.0,550.0,0.0219271183013916,1225,631
EqualDist_Random-Synthetic__2_7_5349_,1,3,0.1205909252166748,0,4799,4714,2441,440,4693.333333333333,4609.833333333333,0.034955501556396484,2213,7176
EqualDist_Random-Synthetic__2_7_5349_,1,5,1.7027056217193604,0,25891,10478,14753,543,35007.88333333333,10920.708333333334,0.04662203788757324,3186,384168
U_LVL1_1_Uninteresting_Non-Random-Synthetic__2_2_40_,1,2,0.004319429397583,0,10,8,0,0,10.0,8.0,0.0022096633911132812,16,11
U_LVL1_1_Uninteresting_Non-Random-Synthetic__2_2_40_,1,3,0.0042498111724853,0,10,8,0,0,10.0,8.0,0.001809835433959961,16,11
U_LVL1_1_Uninteresting_Non-Random-Synthetic__2_2_40_,1,5,0.0042183399200439,0,10,8,0,0,10.0,8.0,0.0017418861389160156,16,11
auto6_3,class1,2,0.2198011875152588,0,12090,10526,5586,521,12090.0,10544.5,0.24805474281311035,24025,12091
auto6_3,class1,3,9.173036098480225,0,424073,35701,240913,757,477733.72839506174,64756.166666666664,0.44086313247680664,44738,620776
auto6_3,class1,5,23.078442335128784,0,454171,37508,270897,763,630976.774691358,60239.833333333336,0.4793543815612793,46472,722277712
grammatical_b1,1,2,9.1424880027771,0,561410,7113,288216,1011,561410.0,7874.4908256880735,14.196045398712158,1269741,719401
grammatical_b1,1,3,11.767539978027344,0,657978,42767,384784,1230,681504.5521628499,64936.83778148457,14.56156587600708,1283498,287281600
grammatical_b1,1,5,885.4135556221008,0,1947363,1258910,1674169,1352,4504215.804919424,4368419.448853211,14.713860273361206,1294453,20563990681840
EqualDist_Random-Synthetic__2_10_7463_,1,2,0.050316572189331,0,1275,1162,567,274,1275.0,1169.0,0.05247926712036133,2500,1276
EqualDist_Random-Synthetic__2_10_7463_,1,3,0.4283630847930908,0,15749,15618,8065,531,15517.5,15539.166666666666,0.07206392288208008,4665,20876
EqualDist_Random-Synthetic__2_10_7463_,1,5,25.46018886566162,0,160805,45432,94716,712,275868.77777777775,86911.29166666667,0.10677766799926758,7359,2369936
volcanoes-a1,4,2,0.0071187019348144,0,67,41,22,22,67.0,40.791666666666664,0.004999876022338867,132,79
volcanoes-a1,4,3,0.0089821815490722,0,89,60,41,41,97.25,58.208333333333336,0.005026578903198242,187,299
volcanoes-a1,4,5,0.0087080001831054,0,89,60,41,41,78.61111111111111,45.22222222222222,0.005123138427734375,173,299
vert3,NO,2,0.0117440223693847,0,277,195,128,115,277.0,194.54166666666666,0.008373260498046875,552,301
vert3,NO,3,0.0221219062805175,0,881,312,475,164,943.6805555555555,277.75694444444446,0.011434555053710938,876,2325
vert3,NO,5,0.0204498767852783,0,927,336,514,177,1016.5618055555556,318.6458333333333,0.011930227279663086,911,55455
CongressionalVotingRecords_UCI_,republican,2,0.0231552124023437,0,1129,206,477,211,1129.0,243.8125,0.02680802345275879,2256,1177
CongressionalVotingRecords_UCI_,republican,3,0.0360338687896728,0,1923,486,1270,379,1416.595238095238,464.4513888888889,0.029963016510009766,2502,18473
CongressionalVotingRecords_UCI_,republican,5,0.0524413585662841,0,2757,868,2104,474,1795.672619047619,1664.9097222222222,0.03326988220214844,2708,1925357
pitt2_2,WOOD,2,0.0066523551940917,0,114,51,48,27,114.0,46.869565217391305,0.0059795379638671875,322,277
pitt2_2,WOOD,3,0.0080699920654296,0,158,76,73,40,202.05797101449275,80.14492753623189,0.007102012634277344,435,2048
pitt2_2,WOOD,5,0.0074725151062011,0,162,78,76,41,255.77536231884056,114.6123188405797,0.008140802383422852,497,44552
statlog_vehicle,opel,2,0.0504059791564941,0,2628,1528,1044,321,2628.0,1703.0,0.05815243721008301,5184,2629
statlog_vehicle,opel,3,0.3641026020050049,0,17839,3750,11973,489,24844.384615384617,6638.0,0.09263920783996582,8202,62269
statlog_vehicle,opel,5,0.8762228488922119,0,27727,11084,21323,652,56094.10384615385,45182.53333333333,0.10527300834655762,9292,15082603
pitt2_1,DECK,2,0.0076768398284912,0,159,71,76,39,159.0,84.6304347826087,0.006859540939331055,391,277
pitt2_1,DECK,3,0.0088508129119873,0,236,117,108,58,346.7391304347826,167.7826086956522,0.008128881454467773,541,2048
pitt2_1,DECK,5,0.0089445114135742,0,247,124,111,60,253.30072463768116,80.81159420289855,0.007834911346435547,492,44552
grammatical_a8,1,2,2.617611885070801,0,147801,1453,140726,785,147801.0,1372.990756302521,8.271222352981567,644980,708646
grammatical_a8,1,3,2.7820041179656982,0,158228,10130,151153,829,159655.203988604,12563.317086834733,8.750048160552979,649352,280860826
grammatical_a8,1,5,82.88071370124817,0,518914,363080,511839,835,683498.4896581196,535309.2567086834,8.625743627548218,655710,19803075833479
grammatical_a6,1,2,0.4617917537689209,0,19151,6277,18361,699,19151.0,6448.164715719064,3.349364757537842,227240,715807
grammatical_a6,1,3,5.084808349609375,0,214904,177675,214114,1099,233837.53628117914,183306.39214046823,4.354166507720947,304201,285130587
auto6_2,class5,2,0.2416050434112548,0,12090,11331,5726,234,12090.0,11723.5,0.3074359893798828,24025,12091
auto6_2,class5,3,11.390215396881104,0,520971,26974,269851,434,575368.2283950617,103871.5,0.5168759822845459,46893,620776
auto6_2,class5,5,17.196208715438843,0,537683,30032,286506,475,2657190.8046296295,282251.8333333333,0.5795488357543945,52925,722277712
auto1,class1,2,0.0239338874816894,0,820,800,405,224,820.0,800.0,0.025206565856933594,1600,821
auto1,class1,3,0.2297146320343017,0,9940,9844,5015,476,9940.0,9920.0,0.04084420204162598,3080,10701
auto1,class1,5,52.65678572654724,0,267338,97555,162520,773,559807.6,434654.86666666664,0.0699765682220459,5664,760099
ED_LVL_2_3_EqualDist_Random-Synthetic__2_10_1000000_,1,2,5.808687686920166,0,5050,4600,2297,430,5050.0,4600.0,3.877687931060791,10000,5051
ED_LVL_2_3_EqualDist_Random-Synthetic__2_10_1000000_,1,3,91.61155676841736,0,125050,65069,61808,686,125050.0,67450.0,6.167131662368774,18900,166751
ED_LVL_2_3_EqualDist_Random-Synthetic__2_10_1000000_,1,5,1079.85138630867,0,312437,65069,157401,686,691506.25,66220.0,7.117442607879639,22908,79375496
heart_cleverland,3,2,0.0747451782226562,0,822,603,373,226,822.0,617.1428571428571,0.10876202583312988,1680,904
heart_cleverland,3,3,0.1069731712341308,0,5304,1588,2849,356,5971.69696969697,1827.3015873015875,0.03345847129821777,2837,12384
heart_cleverland,3,5,0.1882359981536865,0,7762,3186,5262,472,9127.30303030303,4114.222222222222,0.03721141815185547,3229,974982
analcatdata_boxing1,1,2,0.0094478130340576,0,234,31,64,14,234.0,28.875,0.006596565246582031,504,301
analcatdata_boxing1,1,3,0.0088858604431152,0,234,31,64,14,234.0,31.5,0.006793498992919922,516,2325
analcatdata_boxing1,1,5,0.0078332424163818,0,234,31,64,14,234.0,31.0625,0.0069789886474609375,514,2325
qsar,RB,2,0.1940610408782959,0,6569,1971,2622,368,6569.0,1911.7265625,0.18786954879760742,14592,8257
qsar,RB,3,0.9062790870666504,0,29047,15138,21051,591,29487.222222222223,19450.65625,0.2195112705230713,18402,349633
qsar,RB,5,97.05795788764954,0,421035,339726,401571,1008,377014.5685185185,631506.480859375,0.2656276226043701,21572,275584033
internet,ad.,2,29.056050777435303,0,1435386,1209887,875942,896,1435386.0,1210041.2454954954,65.7454743385315,5261844,4831387
robot4,normal,2,0.0118060111999511,0,259,185,105,104,259.0,176.39285714285714,0.06132149696350098,616,407
robot4,normal,3,0.022641897201538,0,882,269,501,217,986.9642857142857,413.1547619047619,0.016092777252197266,1010,3683
robot4,normal,5,0.0247278213500976,0,963,317,582,275,1479.175,651.389880952381,0.017478466033935547,1101,122438
