dataset_name,target_value,depth,Apriori_DP (PS)-real_time_taken,Apriori_DP (PS)-failed,Apriori_DP (PS)-sgs_evaluated,Apriori_DP (PS)-sgs_eval_interesting,Apriori_DP (PS)-sgs_quality_interesting,Apriori_DP (PS)-sgs_top_k_interesting,Apriori_DP (PS)-e_est,Apriori_DP (PS)-ei_est,Apriori_DP (PS)-time_to_est,Apriori_DP (PS)-sdfastest-esgs,Apriori_DP (PS)-ub
grammatical_b5,1,2,0.6157402992248535,0,30103,1715,29350,708,30103.0,1771.0342349957734,3.9050440788269043,285103,700337
grammatical_b5,1,3,0.841933012008667,0,41329,9927,40564,763,42804.92261392949,10038.678782755705,4.219897508621216,298636,275933568
grammatical_b5,1,5,30.030866384506226,0,184613,148895,183845,772,247993.03407853254,192921.36071428572,4.441318035125732,314525,19226968518304
ED_LVL_1_2_EqualDist_Random-Synthetic__2_5_100000_,0,2,0.124579906463623,0,325,275,139,133,325.0,275.0,0.07747650146484375,625,326
ED_LVL_1_2_EqualDist_Random-Synthetic__2_5_100000_,0,3,0.2640221118927002,0,1575,1525,768,216,1575.0,1525.0,0.09383845329284668,1100,2626
ED_LVL_1_2_EqualDist_Random-Synthetic__2_5_100000_,0,5,1.0729420185089111,0,7825,4650,3955,216,7825.0,4650.0,0.11208605766296387,1675,68406
pitt1_4,S,2,0.0081696510314941,0,214,151,99,34,214.0,152.5,0.011781692504882812,480,301
pitt1_4,S,3,0.0151081085205078,0,621,509,380,44,739.2777777777778,550.0,0.010124683380126953,781,2325
pitt1_4,S,5,0.0360541343688964,0,1443,1306,1135,44,1624.9930555555557,1189.0,0.012617826461791992,1013,55455
ND_LVL_2_3_NormalDist_Random-Synthetic__2_10_1000000_,0,2,5.643782377243042,0,5050,2808,2224,281,5050.0,2708.5,3.874717950820923,10000,5051
ND_LVL_2_3_NormalDist_Random-Synthetic__2_10_1000000_,0,3,44.164196729660034,0,56896,36411,28715,304,67277.70833333333,36161.0,5.35861873626709,15638,166751
gesture_va,P,2,0.7342269420623779,0,8256,1594,4281,398,8256.0,1676.0,0.33924365043640137,16384,8257
gesture_va,P,3,1.3992950916290283,0,24672,2024,20154,458,28197.135802469136,2456.8333333333335,0.3106987476348877,19477,349633
gesture_va,P,5,0.8179404735565186,0,24982,2125,20463,482,35881.6,3858.7,0.3206057548522949,20205,275584033
connectionist_vowel,4,2,0.0333473682403564,0,1655,296,583,304,1655.0,427.5,0.0434422492980957,3363,1771
connectionist_vowel,4,3,0.0471563339233398,0,2419,420,1316,392,2571.3846153846152,541.5,0.0486147403717041,3911,34280
connectionist_vowel,4,5,0.04848313331604,0,2467,451,1364,401,2604.366666666667,692.6546610169491,0.04990720748901367,3976,5495792
breast_cancer_wis_pro,R,2,0.1429033279418945,0,10594,981,4649,380,10594.0,988.1655844155844,0.2387397289276123,22330,11936
breast_cancer_wis_pro,R,3,0.1925773620605468,0,13260,1388,7232,445,15123.807213930348,2241.37987012987,0.24230289459228516,24075,608840
breast_cancer_wis_pro,R,5,0.2152702808380127,0,13986,1881,7957,501,16273.148631840795,2530.6344696969695,0.24640512466430664,24404,699135746
diggle_table_a2,8,2,0.0084137916564941,0,168,113,76,70,168.0,117.9375,0.010107994079589844,544,529
diggle_table_a2,8,3,0.0130181312561035,0,437,194,293,194,493.2135416666667,249.51041666666669,0.013468503952026367,878,5489
diggle_table_a2,8,5,0.0156104564666748,0,578,280,434,258,798.89921875,384.253125,0.015503168106079102,1026,242825
page,5,2,0.0308668613433837,0,781,173,244,184,781.0,174.525,0.026470422744750977,1560,821
page,5,3,0.0394210815429687,0,1133,287,590,300,999.4,362.2125,0.03020501136779785,1784,10701
page,5,5,0.0428364276885986,0,1267,380,724,343,1053.5775,669.2075,0.0323491096496582,1908,760099
steel-plates-fault,2,2,0.1132681369781494,0,5784,894,3352,466,5784.0,1098.8805309734514,0.15442633628845215,12091,6442
steel-plates-fault,2,3,0.1879351139068603,0,9156,2042,6496,661,11627.58064516129,3401.905604719764,0.1866285800933838,14117,240578
steel-plates-fault,2,5,0.2531275749206543,0,11390,2570,8684,862,10161.028673835126,5446.063274336283,0.20391440391540527,14224,147043850
mechanical,4,2,0.0229692459106445,0,381,256,155,145,381.0,282.6,0.019682645797729492,810,466
mechanical,4,3,0.0499019622802734,0,1316,594,717,263,1367.25,748.8,0.025715112686157227,1267,4526
mechanical,4,5,0.0603854656219482,0,1606,800,973,302,2816.3175,1500.15,0.029531240463256836,1534,174437
OnlineShoppersIntention,True,2,0.1406688690185547,0,3660,461,1452,297,3660.0,399.5,0.12438702583312988,7650,4096
OnlineShoppersIntention,True,3,0.2415928840637207,0,5748,1388,3129,423,5649.0,1966.1759259259259,0.14478445053100586,8548,121576
OnlineShoppersIntention,True,5,0.4765458106994629,0,9090,4425,6028,486,8231.219047619048,10692.386111111111,0.155364990234375,9180,46626034
ED_LVL_2_1_EqualDist_Random-Synthetic__2_10_10000_,1,2,0.1451120376586914,0,5050,4600,2264,355,5050.0,4600.0,0.15255475044250488,10000,5051
ED_LVL_2_1_EqualDist_Random-Synthetic__2_10_10000_,1,3,3.385553359985352,0,125050,4600,68469,355,125050.0,4600.0,0.26851630210876465,18900,166751
ED_LVL_2_1_EqualDist_Random-Synthetic__2_10_10000_,1,5,3.3478634357452397,0,125050,4600,68469,355,125050.0,4600.0,0.26767706871032715,18900,79375496
glass,3,2,0.0121581554412841,0,382,249,174,137,382.0,255.6290322580645,0.013825416564941406,837,497
glass,3,3,0.0254948139190673,0,1278,425,875,240,1595.983870967742,815.0806451612904,0.018234729766845703,1336,4992
glass,3,5,0.0319974422454834,0,1612,759,1209,264,2394.516129032258,1302.4887096774194,0.019426822662353516,1512,206368
molecular_promoter,+,2,0.3652632236480713,0,25879,427,9894,442,25879.0,470.42763157894734,0.4933955669403076,51756,26107
molecular_promoter,+,3,0.3705158233642578,0,26245,476,10260,495,26063.4375,737.2521929824561,0.4937622547149658,52265,1975583
molecular_promoter,+,5,0.3735756874084472,0,26254,480,10269,499,26057.88982371795,589.1960891812865,0.5182147026062012,52182,5024313128
blood,1,2,0.0077693462371826,0,136,97,46,46,136.0,93.5,0.00571441650390625,256,137
blood,1,3,0.0099577903747558,0,281,204,102,84,330.6666666666667,194.33333333333334,0.00662994384765625,410,697
blood,1,5,0.0110654830932617,0,319,242,123,96,361.2916666666667,232.45833333333334,0.0072994232177734375,444,2517
weight,B,2,1.0131518840789795,0,68852,525,48830,391,68852.0,528.526405451448,1.986785650253296,217190,172579
weight,B,3,1.020491600036621,0,69214,607,49192,476,68967.93768371546,695.4571266325951,2.0846107006073,217554,33710824
weight,B,5,1.0233545303344729,0,69297,690,49275,518,69070.57407407407,1099.7677455990913,2.0632011890411377,217806,575871962176
ozone1,1,2,0.6272833347320557,0,32926,818,13093,467,32926.0,855.2727272727273,0.8612921237945557,73216,41042
ozone1,1,3,0.7110641002655029,0,36992,2517,17159,583,37204.215538847115,4075.86013986014,0.8671386241912842,74586,3899182
ozone1,1,5,2.0585038661956787,0,61170,23114,41337,648,48552.185463659145,46420.19207459207,0.8799467086791992,75046,15671998629
U_LVL2_2_Uninteresting_Non-Random-Synthetic__2_5_312500_,0,2,0.3561866283416748,0,325,275,0,0,325.0,275.0,0.19819140434265137,625,326
U_LVL2_2_Uninteresting_Non-Random-Synthetic__2_5_312500_,0,3,0.673581600189209,0,1575,1525,0,0,1575.0,1525.0,0.24750041961669922,1100,2626
U_LVL2_2_Uninteresting_Non-Random-Synthetic__2_5_312500_,0,5,2.5018160343170166,0,7825,7775,0,0,7825.0,7775.0,0.28992462158203125,1675,68406
ionosphere,b,2,0.1146185398101806,0,8256,297,3571,357,8256.0,289.5,0.1810595989227295,16384,8257
ionosphere,b,3,0.1256000995635986,0,8855,354,4169,409,8517.135802469136,412.1666666666667,0.17662930488586426,16694,349633
ionosphere,b,5,0.1313135623931884,0,8882,356,4196,410,8658.37037037037,507.6666666666667,0.17973661422729492,16772,275584033
grammatical_b7,1,2,0.6835596561431885,0,33569,1007,32734,919,33569.0,1040.8910472972973,4.141332387924194,301920,701521
grammatical_b7,1,3,0.8261792659759521,0,41773,8054,40937,1067,41153.1323024055,7484.774070945946,4.300104141235352,308058,276633905
grammatical_b7,1,5,57.05726432800293,0,359011,321335,358175,1134,460564.8715635739,433605.20724239864,4.559120178222656,320570,19308438255017
wine_quality,4,2,0.0438089370727539,0,1081,599,440,237,1081.0,621.5,0.047864437103271484,2116,1082
wine_quality,4,3,0.1255300045013427,0,4624,912,3187,312,6517.551282051282,1701.0,0.0539705753326416,3293,16262
wine_quality,4,5,0.1319441795349121,0,4831,1033,3385,322,6873.903846153846,1709.6083333333333,0.05476546287536621,3338,1550201
VehicleCouponRecommendation,0,2,0.1396691799163818,0,4186,1063,1798,308,4186.0,1141.5,0.1379680633544922,8281,4187
VehicleCouponRecommendation,0,3,0.3884572982788086,0,11991,3513,6068,415,12497.760563380281,4997.833333333333,0.1716911792755127,10149,125672
VehicleCouponRecommendation,0,5,1.2551445960998535,0,22426,11273,11580,474,20135.15985915493,18519.4,0.18046164512634277,10766,49302800
auto7_2,class3,2,0.0204720497131347,0,780,643,348,218,780.0,641.0,0.02299022674560547,1521,781
auto7_2,class3,3,0.1110374927520752,0,6167,1293,3364,328,6770.5,2237.0,0.03418588638305664,2709,9920
auto7_2,class3,5,0.1264948844909668,0,6678,1522,3807,352,12210.275,2862.866666666667,0.03767871856689453,3025,667928
wave,0,2,0.1006443500518798,0,3570,492,1701,413,3570.0,584.0,0.1015009880065918,7056,3571
wave,0,3,0.1268877983093261,0,4748,673,2867,413,4854.9375,711.1666666666666,0.11548018455505371,7877,98855
wave,0,5,0.1323423385620117,0,4939,727,3058,413,5157.140625,794.7916666666666,0.11673450469970703,7947,32900372
cnae9,4,2,7.733491659164429,0,453548,368495,330652,838,453548.0,368344.78387273726,20.6696035861969,1733673,1662577
grammatical_a9,1,2,0.2187466621398925,0,9577,2447,8931,528,9577.0,2474.5805369127515,2.29610013961792,154960,711029
grammatical_a9,1,3,1.0072081089019775,0,47098,19168,46452,559,51551.32309442548,18040.68092841163,2.835254430770874,194372,282279309
grammatical_a9,1,5,159.51626586914062,0,454330,415856,453684,568,477071.4419795222,355034.20064317674,3.171330690383911,217333,19970188734787
teaching,2,2,0.0187904834747314,0,1005,228,179,21,1005.0,224.10169491525423,0.028913021087646484,2596,1771
teaching,2,3,0.0243117809295654,0,1304,496,407,25,1149.4102564102564,378.3502824858757,0.025847673416137695,2943,34280
teaching,2,5,0.0295917987823486,0,1498,688,586,25,1242.2239316239315,554.6485875706214,0.02877664566040039,3174,5495792
auto6_1,class8,2,0.1835613250732422,0,12090,2635,5641,418,12090.0,4140.0,0.26120567321777344,24025,12091
auto6_1,class8,3,0.6350317001342773,0,29366,3146,21840,454,39903.31481481482,3430.8333333333335,0.3488469123840332,28969,620776
auto6_1,class8,5,0.6315827369689941,0,29417,3151,21891,456,79648.28086419753,4214.166666666667,0.3562431335449219,31596,722277712
ED_LVL_2_4_EqualDist_Random-Synthetic__2_10_10000000_,1,2,59.05605101585388,0,5050,4600,2314,357,5050.0,4600.0,50.747175455093384,10000,5051
ozone8,1,2,1.233447551727295,0,30914,829,14962,500,30914.0,930.0,1.712813138961792,70928,41042
ozone8,1,3,0.7242460250854492,0,34606,2695,18654,610,34315.453634085214,3459.5710955710956,0.8656919002532959,72255,3899182
ozone8,1,5,1.7441411018371582,0,54144,21117,38192,663,50847.217543859646,42989.398135198135,0.8701682090759277,73296,15671998629
U_LVL1_4_Uninteresting_Non-Random-Synthetic__2_2_40000_,0,2,0.0147376060485839,0,10,8,0,0,10.0,8.0,0.008630514144897461,16,11
U_LVL1_4_Uninteresting_Non-Random-Synthetic__2_2_40000_,0,3,0.0148558616638183,0,10,8,0,0,10.0,8.0,0.007697343826293945,16,11
U_LVL1_4_Uninteresting_Non-Random-Synthetic__2_2_40000_,0,5,0.0152046680450439,0,10,8,0,0,10.0,8.0,0.007953882217407227,16,11
bach, C#d,2,0.0224897861480712,0,280,164,208,171,280.0,178.24489795918367,0.025744199752807617,1078,1226
bach, C#d,3,0.0427508354187011,0,944,450,872,340,1160.8850574712644,529.4965986394558,0.03673195838928223,1689,19650
bach, C#d,5,0.0798134803771972,0,2121,1242,2049,623,2195.428735632184,1624.430612244898,0.04119443893432617,1996,2138410
ED_LVL_3_3_EqualDist_Random-Synthetic__2_20_1000000_,1,2,59.044819355010986,0,80200,76400,38263,210,80200.0,76400.0,45.75595140457153,160000,80201
polish_bankruptcy_1year,1,2,1.9030511379241943,0,32387,840,13123,403,32387.0,772.9140625,0.958784818649292,65024,32897
polish_bankruptcy_1year,1,3,0.8062725067138672,0,35827,2147,16563,523,34705.28813559322,3072.9700520833335,0.811786413192749,66008,2796417
polish_bankruptcy_1year,1,5,0.9569668769836426,0,39780,4534,20516,607,41894.13389830509,27731.2685546875,0.8177042007446289,67086,8987138113
coil2000,1,2,2.0477294921875,0,68915,3992,31820,722,68915.0,4033.853846153846,3.340670585632324,240500,211576
coil2000,1,3,5.503453731536865,0,133944,27849,67773,1003,164180.40740740742,35828.14358974359,3.578875780105591,253721,45771376
robot2,back_col,2,0.012319803237915,0,353,244,151,133,353.0,279.9642857142857,0.020782947540283203,728,407
robot2,back_col,3,0.0264568328857421,0,1251,354,782,223,1777.892857142857,560.2380952380952,0.017244338989257812,1248,3683
robot2,back_col,5,0.0272259712219238,0,1297,376,828,235,1964.435119047619,548.5303571428572,0.017966747283935547,1288,122438
EqualDist_Random-Synthetic__2_7_5349_,1,2,0.0237617492675781,0,630,552,269,197,630.0,553.0,0.021794795989990234,1225,631
EqualDist_Random-Synthetic__2_7_5349_,1,3,0.1133997440338134,0,4799,2891,2441,257,4931.166666666667,3964.8333333333335,0.03484082221984863,2235,7176
EqualDist_Random-Synthetic__2_7_5349_,1,5,0.319133996963501,0,9039,3000,5358,257,19116.816666666666,4808.833333333333,0.04311347007751465,2885,384168
U_LVL1_1_Uninteresting_Non-Random-Synthetic__2_2_40_,1,2,0.0042035579681396,0,10,8,0,0,10.0,8.0,0.002218961715698242,16,11
U_LVL1_1_Uninteresting_Non-Random-Synthetic__2_2_40_,1,3,0.0041644573211669,0,10,8,0,0,10.0,8.0,0.001775503158569336,16,11
U_LVL1_1_Uninteresting_Non-Random-Synthetic__2_2_40_,1,5,0.0041985511779785,0,10,8,0,0,10.0,8.0,0.001802206039428711,16,11
auto6_3,class1,2,0.1718771457672119,0,12090,1017,5586,480,12090.0,1008.0,0.2493116855621338,24025,12091
auto6_3,class1,3,0.2571208477020263,0,14704,1352,8169,527,16901.697530864196,1801.6666666666667,0.2799649238586426,25919,620776
auto6_3,class1,5,0.2623476982116699,0,14776,1400,8241,527,15231.141975308641,1261.3333333333333,0.2953205108642578,25615,722277712
grammatical_b1,1,2,1.5399925708770752,0,85865,1640,80897,738,85865.0,1793.0075062552128,6.273968935012817,493988,719401
grammatical_b1,1,3,1.6926896572113037,0,94498,6421,89530,807,96613.57562906417,7164.126772310258,6.601902961730957,500947,287281600
grammatical_b1,1,5,7.3257386684417725,0,144285,53148,139317,819,146593.79417585523,54769.51264943008,6.781465530395508,505221,20563990681840
EqualDist_Random-Synthetic__2_10_7463_,1,2,0.0484759807586669,0,1275,1162,567,262,1275.0,1162.5,0.05214571952819824,2500,1276
EqualDist_Random-Synthetic__2_10_7463_,1,3,0.4182417392730713,0,15749,7333,8065,305,15672.222222222223,9220.833333333334,0.07313752174377441,4687,20876
