dataset_name,target_value,depth,Apriori_DP (PS)-real_time_taken,Apriori_DP (PS)-failed,Apriori_DP (PS)-sgs_evaluated,Apriori_DP (PS)-sgs_eval_interesting,Apriori_DP (PS)-sgs_quality_interesting,Apriori_DP (PS)-sgs_top_k_interesting,Apriori_DP (PS)-e_est,Apriori_DP (PS)-ei_est,Apriori_DP (PS)-time_to_est,Apriori_DP (PS)-sdfastest-esgs,Apriori_DP (PS)-ub
analcatdata_creditscore,1,5,0.0216705799102783,0,841,739,605,55,810.3746031746032,589.0829365079364,0.009990692138671875,753,27896
primary,1,2,0.0212171077728271,0,1043,300,433,170,1043.0,357.45283018867923,0.02623271942138672,2385,1432
primary,1,3,0.0414240360260009,0,2443,882,1439,379,2432.7727272727275,1187.8301886792453,0.03352618217468262,2968,24858
primary,1,5,0.1001849174499511,0,4949,2553,3688,567,6713.704545454545,8637.665094339623,0.04217696189880371,3579,3187368
breast_tissue_merged,car,2,0.010699987411499,0,336,230,174,65,336.0,231.25,0.011885404586791992,900,667
breast_tissue_merged,car,3,0.0240793228149414,0,1185,965,864,103,1378.476851851852,970.0231481481482,0.017261743545532227,1468,7807
breast_tissue_merged,car,5,0.0733578205108642,0,3200,2099,2840,111,4005.9363425925926,3196.747685185185,0.021564483642578125,1929,443704
pima,1,2,0.0142087936401367,0,465,311,216,178,465.0,342.0,0.013408184051513672,900,466
pima,1,3,0.0377271175384521,0,1934,404,1366,231,2473.6666666666665,679.0,0.020137786865234375,1489,4526
pima,1,5,0.0384061336517334,0,1960,409,1392,232,2413.2916666666665,559.2916666666666,0.02035689353942871,1471,174437
Divorce,1,2,0.0944709777832031,0,6486,198,6081,414,6486.0,199.94074074074075,0.33242249488830566,30240,36586
Divorce,1,3,0.0972914695739746,0,6717,280,6312,488,6674.16,273.50123456790124,0.37103891372680664,30602,3280726
Divorce,1,5,0.0999057292938232,0,6822,384,6417,494,6690.362666666667,373.07061728395064,0.3597543239593506,30708,11740092625
asbestos,(3)_Above_legal_limit,2,0.0047810077667236,0,36,26,13,8,36.0,25.0,0.0031218528747558594,64,37
asbestos,(3)_Above_legal_limit,3,0.0051429271697998,0,48,35,19,9,51.166666666666664,40.333333333333336,0.002941608428955078,97,93
asbestos,(3)_Above_legal_limit,5,0.0051729679107666,0,48,35,19,9,48.666666666666664,33.333333333333336,0.002828836441040039,94,93
bupa,1,2,0.010089635848999,0,300,259,131,122,300.0,264.0,0.008673429489135742,576,301
bupa,1,3,0.0289986133575439,0,1505,436,730,165,1580.0,1307.3333333333333,0.013223409652709961,1032,2325
bupa,1,5,0.0327076911926269,0,1567,463,789,167,2544.5,1021.0,0.015125751495361328,1172,55455
U_LVL2_0_Uninteresting_Non-Random-Synthetic__2_5_3125_,0,2,0.0128757953643798,0,325,275,0,0,325.0,275.0,0.010025501251220703,625,326
U_LVL2_0_Uninteresting_Non-Random-Synthetic__2_5_3125_,0,3,0.0372698307037353,0,1575,1525,0,0,1575.0,1525.0,0.01553201675415039,1100,2626
U_LVL2_0_Uninteresting_Non-Random-Synthetic__2_5_3125_,0,5,0.3986430168151855,0,7825,7775,0,0,7825.0,7775.0,0.021175146102905273,1675,68406
cardio3,2,2,0.0491642951965332,0,2213,275,742,273,2213.0,259.63235294117646,0.05645465850830078,4488,2347
cardio3,2,3,0.067699909210205,0,3130,563,1649,408,2735.5,704.3235294117648,0.06559181213378906,4896,52463
cardio3,2,5,0.084726333618164,0,3785,1020,2302,509,3953.8645833333335,2513.6860294117646,0.07261490821838379,5255,11290976
volcanoes-d4,3,2,0.010129690170288,0,78,59,17,17,78.0,60.0,0.006228446960449219,144,79
volcanoes-d4,3,3,0.0116543769836425,0,138,94,36,36,142.0,93.33333333333333,0.007066011428833008,228,299
volcanoes-d4,3,5,0.0116660594940185,0,138,94,36,36,140.16666666666666,92.66666666666667,0.006979942321777344,227,299
pitt2_3,LONG,2,0.0081579685211181,0,194,137,91,40,194.0,137.1304347826087,0.006674528121948242,437,277
pitt2_3,LONG,3,0.0141122341156005,0,557,469,343,64,641.6014492753624,492.07246376811594,0.009637832641601562,704,2048
pitt2_3,LONG,5,0.0353083610534668,0,1402,1298,1065,69,1714.2065217391305,1398.503260869565,0.011764049530029297,959,44552
