dataset_name,target_value,depth,DFS_BSD_DP_FC (PS)-real_time_taken,DFS_BSD_DP_FC (PS)-failed,DFS_BSD_DP_FC (PS)-sgs_evaluated,DFS_BSD_DP_FC (PS)-sgs_eval_interesting,DFS_BSD_DP_FC (PS)-sgs_quality_interesting,DFS_BSD_DP_FC (PS)-sgs_top_k_interesting,DFS_BSD_DP_FC (PS)-e_est,DFS_BSD_DP_FC (PS)-ei_est,DFS_BSD_DP_FC (PS)-time_to_est,DFS_BSD_DP_FC (PS)-sdfastest-esgs,DFS_BSD_DP_FC (PS)-ub
thyroid_allbp,increased binding protein.,2,0.0694015026092529,0,1904,748,657,252,1901.43359375,692.4921875,0.0574185848236084,3906,2081
thyroid_allbp,increased binding protein.,3,0.3334169387817383,0,12163,3566,4783,835,8963.811848958334,3803.1744791666665,0.06802058219909668,4711,43745
thyroid_allbp,increased binding protein.,5,6.488408088684082,0,235019,47048,121966,2418,240350.97766927083,107806.12526041667,0.09104585647583008,6183,8303633
analcatdata_creditscore,1,2,0.0098063945770263,0,174,61,84,28,142.33333333333334,60.333333333333336,0.006258249282836914,296,232
analcatdata_creditscore,1,3,0.0157146453857421,0,445,108,192,46,305.3611111111111,75.66666666666667,0.0068569183349609375,386,1562
analcatdata_creditscore,1,5,0.0208499431610107,0,605,125,244,55,625.7284722222222,148.71666666666667,0.008284330368041992,471,27896
primary,1,2,0.0260436534881591,0,670,392,288,170,776.0188679245283,374.35849056603774,0.023916959762573242,1804,1432
primary,1,3,0.075650930404663,0,3179,1394,1533,406,3536.246855345912,1508.2264150943397,0.034748077392578125,2539,24858
primary,1,5,0.4378349781036377,0,19921,7251,10452,941,18742.6736831761,6954.074842767295,0.04201173782348633,3114,3187368
breast_tissue_merged,car,2,0.0152668952941894,0,433,99,174,65,410.9583333333333,99.61111111111111,0.012511253356933594,902,667
breast_tissue_merged,car,3,0.0316476821899414,0,1057,152,420,103,943.9155092592592,144.75,0.014719247817993164,1069,7807
breast_tissue_merged,car,5,0.0350391864776611,0,1325,165,516,112,1268.7390046296296,187.1226851851852,0.016494035720825195,1136,443704
pima,1,2,0.0201034545898437,0,424,395,216,178,422.0,388.5,0.014363288879394531,902,466
pima,1,3,0.0625770092010498,0,2579,898,1503,386,2475.75,770.5,0.020932912826538086,1417,4526
pima,1,5,0.1516950130462646,0,6716,1030,4046,445,8268.040625,1485.1666666666667,0.02436661720275879,1749,174437
Divorce,1,2,0.2976760864257812,0,16366,385,10815,414,13497.266666666666,217.53333333333333,0.3543283939361572,30242,36586
Divorce,1,3,0.5794007778167725,0,31051,484,18630,511,16662.303703703703,337.48395061728394,0.3765273094177246,30530,3280726
Divorce,1,5,0.8328530788421631,0,50396,561,28281,600,24319.353086419753,658.3846913580247,0.38068199157714844,30653,11740092625
asbestos,(3)_Above_legal_limit,2,0.0043456554412841,0,29,19,13,8,29.0,18.0,0.002894163131713867,66,37
asbestos,(3)_Above_legal_limit,3,0.0042624473571777,0,41,21,18,9,50.833333333333336,25.666666666666664,0.002748250961303711,85,93
asbestos,(3)_Above_legal_limit,5,0.0045104026794433,0,41,21,18,9,36.83333333333333,18.333333333333336,0.0026051998138427734,74,93
bupa,1,2,0.0097367763519287,0,265,247,131,122,265.0,243.0,0.008900880813598633,578,301
bupa,1,3,0.0318615436553955,0,1481,401,717,164,1552.0833333333333,379.1666666666667,0.013837337493896484,1012,2325
bupa,1,5,0.0396564006805419,0,1921,407,878,168,1938.3583333333333,398.75,0.014140605926513672,1028,55455
U_LVL2_0_Uninteresting_Non-Random-Synthetic__2_5_3125_,0,2,0.0055165290832519,0,1,0,0,0,1.0,0.0,0.003667116165161133,2,326
U_LVL2_0_Uninteresting_Non-Random-Synthetic__2_5_3125_,0,3,0.0056293010711669,0,1,0,0,0,1.0,0.0,0.0038394927978515625,2,2626
U_LVL2_0_Uninteresting_Non-Random-Synthetic__2_5_3125_,0,5,0.0056269168853759,0,1,0,0,0,1.0,0.0,0.004009246826171875,2,68406
cardio3,2,2,0.0557906627655029,0,2147,587,742,273,2166.4411764705883,554.7205882352941,0.06541967391967773,4490,2347
cardio3,2,3,0.2267317771911621,0,10752,2439,4769,685,11895.45588235294,4440.955882352941,0.07693791389465332,5507,52463
cardio3,2,5,1.216813087463379,0,61874,7960,35602,1494,139694.27178308825,37457.504411764705,0.07687497138977051,5411,11290976
volcanoes-d4,3,2,0.0086028575897216,0,61,60,17,17,61.0,59.5,0.006289482116699219,146,79
volcanoes-d4,3,3,0.0103404521942138,0,125,95,36,36,143.5,90.33333333333333,0.0074193477630615234,226,299
volcanoes-d4,3,5,0.0102357864379882,0,125,95,36,36,140.66666666666666,86.66666666666667,0.0075702667236328125,227,299
pitt2_3,LONG,2,0.007584810256958,0,196,72,89,40,183.09782608695653,78.23913043478261,0.007302522659301758,393,277
pitt2_3,LONG,3,0.0117495059967041,0,438,119,194,64,414.78442028985506,79.84057971014492,0.008795022964477539,501,2048
