dataset_name,target_value,depth,Apriori_DP (PS)-real_time_taken,Apriori_DP (PS)-failed,Apriori_DP (PS)-sgs_evaluated,Apriori_DP (PS)-sgs_eval_interesting,Apriori_DP (PS)-sgs_quality_interesting,Apriori_DP (PS)-sgs_top_k_interesting,Apriori_DP (PS)-e_est,Apriori_DP (PS)-ei_est,Apriori_DP (PS)-time_to_est,Apriori_DP (PS)-sdfastest-esgs,Apriori_DP (PS)-ub
page,5,2,0.0308668613433837,0,781,173,244,184,781.0,180.18,0.05524325370788574,3840,821
page,5,3,0.0394210815429687,0,1133,287,590,300,1087.6375,292.11,0.06430339813232422,4443,10701
page,5,5,0.0428364276885986,0,1267,380,724,343,1375.92875,529.38925,0.07068228721618652,4749,760099
steel-plates-fault,2,2,0.1132681369781494,0,5784,894,3352,466,5784.0,968.35,0.15926337242126465,10713,6442
steel-plates-fault,2,3,0.1879351139068603,0,9156,2042,6496,661,7810.3125,2887.7516666666666,0.1637873649597168,12208,240578
steel-plates-fault,2,5,0.2531275749206543,0,11390,2570,8684,862,12468.089375,6294.685166666667,0.17315363883972168,12800,147043850
mechanical,4,2,0.0229692459106445,0,381,256,155,145,381.0,254.07,0.04384613037109375,2630,466
mechanical,4,3,0.0499019622802734,0,1316,594,717,263,1447.55625,620.865,0.06690764427185059,4258,4526
mechanical,4,5,0.0603854656219482,0,1606,800,973,302,1790.175,1015.85925,0.07570028305053711,4693,174437
OnlineShoppersIntention,True,2,0.1406688690185547,0,3660,461,1452,297,3660.0,517.65,0.1480238437652588,8490,4096
OnlineShoppersIntention,True,3,0.2415928840637207,0,5748,1388,3129,423,6631.635416666667,2166.366666666667,0.16387152671813965,9626,121576
OnlineShoppersIntention,True,5,0.4765458106994629,0,9090,4425,6028,486,7586.079166666666,5340.40125,0.16768527030944824,9772,46626034
ED_LVL_2_1_EqualDist_Random-Synthetic__2_10_10000_,1,2,0.1451120376586914,0,5050,4600,2264,355,5050.0,4600.0,0.15616655349731445,10000,5051
ED_LVL_2_1_EqualDist_Random-Synthetic__2_10_10000_,1,3,3.385553359985352,0,125050,4600,68469,355,125050.0,4600.0,0.27428579330444336,18900,166751
ED_LVL_2_1_EqualDist_Random-Synthetic__2_10_10000_,1,5,3.3478634357452397,0,125050,4600,68469,355,125050.0,4600.0,0.27537107467651367,18900,79375496
glass,3,2,0.0121581554412841,0,382,249,174,137,382.0,253.665,0.0333099365234375,2631,497
glass,3,3,0.0254948139190673,0,1278,425,875,240,1471.9,400.68,0.04740595817565918,4186,4992
glass,3,5,0.0319974422454834,0,1612,759,1209,264,1628.213125,748.656,0.0504150390625,4387,206368
molecular_promoter,+,2,0.3652632236480713,0,25879,427,9894,442,25879.0,506.21,0.24997448921203613,22828,26107
molecular_promoter,+,3,0.3705158233642578,0,26245,476,10260,495,26164.641666666666,696.1333333333333,0.23908710479736328,23059,1975583
molecular_promoter,+,5,0.3735756874084472,0,26254,480,10269,499,25967.908333333333,915.5666666666666,0.24060463905334473,23167,5024313128
blood,1,2,0.0077693462371826,0,136,97,46,46,136.0,97.92,0.019646406173706055,1516,137
blood,1,3,0.0099577903747558,0,281,204,102,84,305.06666666666666,201.86666666666667,0.0276796817779541,2409,697
blood,1,5,0.0110654830932617,0,319,242,123,96,355.425,243.02,0.03157401084899902,2726,2517
weight,B,2,1.0131518840789795,0,68852,525,48830,391,68852.0,745.55,0.385556697845459,37487,172579
weight,B,3,1.020491600036621,0,69214,607,49192,476,69029.29166666667,1602.7166666666667,0.43602800369262695,37645,33710824
weight,B,5,1.0233545303344729,0,69297,690,49275,518,68887.45833333333,3325.8991666666666,0.45137858390808105,37704,575871962176
ozone1,1,2,0.6272833347320557,0,32926,818,13093,467,32926.0,779.52,0.3386666774749756,25786,41042
ozone1,1,3,0.7110641002655029,0,36992,2517,17159,583,36078.0,4418.56,0.33617687225341797,26375,3899182
ozone1,1,5,2.0585038661956787,0,61170,23114,41337,648,34774.0,64139.09333333333,0.3425569534301758,26642,15671998629
U_LVL2_2_Uninteresting_Non-Random-Synthetic__2_5_312500_,0,2,0.3561866283416748,0,325,275,0,0,325.0,275.0,0.34052371978759766,2425,326
U_LVL2_2_Uninteresting_Non-Random-Synthetic__2_5_312500_,0,3,0.673581600189209,0,1575,1525,0,0,1575.0,1525.0,0.4942753314971924,4325,2626
U_LVL2_2_Uninteresting_Non-Random-Synthetic__2_5_312500_,0,5,2.5018160343170166,0,7825,7775,0,0,7825.0,7775.0,0.6647348403930664,6625,68406
ionosphere,b,2,0.1146185398101806,0,8256,297,3571,357,8256.0,279.04,0.17612838745117188,12828,8257
ionosphere,b,3,0.1256000995635986,0,8855,354,4169,409,8571.2,583.68,0.14487886428833008,13172,349633
ionosphere,b,5,0.1313135623931884,0,8882,356,4196,410,8421.466666666667,430.72,0.14502596855163574,13092,275584033
grammatical_b7,1,2,0.6835596561431885,0,33569,1007,32734,919,33569.0,990.675,0.4373748302459717,26584,701521
