dataset_name,target_value,depth,DFS_BSD_DP_FC_qf05 (PS)-real_time_taken,DFS_BSD_DP_FC_qf05 (PS)-failed,DFS_BSD_DP_FC_qf05 (PS)-sgs_evaluated,DFS_BSD_DP_FC_qf05 (PS)-sgs_eval_interesting,DFS_BSD_DP_FC_qf05 (PS)-sgs_quality_interesting,DFS_BSD_DP_FC_qf05 (PS)-sgs_top_k_interesting,DFS_BSD_DP_FC_qf05 (PS)-e_est,DFS_BSD_DP_FC_qf05 (PS)-ei_est,DFS_BSD_DP_FC_qf05 (PS)-time_to_est,DFS_BSD_DP_FC_qf05 (PS)-sdfastest-esgs,DFS_BSD_DP_FC_qf05 (PS)-ub
primary,1,3,0.0863432884216308,0,4394,2271,1920,323,4816.245283018868,2403.132075471698,0.038880348205566406,2856,24858
primary,1,5,0.643805980682373,0,33647,14209,17430,780,49739.304264937105,20899.335220125788,0.0516209602355957,3916,3187368
breast_tissue_merged,car,2,0.0123884677886962,0,433,99,174,65,412.34722222222223,101.34722222222223,0.012961626052856445,902,667
breast_tissue_merged,car,3,0.0226490497589111,0,1057,152,420,103,1053.8981481481483,183.29166666666666,0.016586780548095703,1110,7807
breast_tissue_merged,car,5,0.0272455215454101,0,1325,165,516,112,1329.6316550925926,171.75810185185185,0.01730823516845703,1132,443704
pima,1,2,0.0144081115722656,0,424,418,216,180,425.5,422.5,0.01496124267578125,902,466
pima,1,3,0.0659723281860351,0,3038,1398,1641,376,3389.6666666666665,2016.3333333333333,0.022930383682250977,1640,4526
pima,1,5,0.1865694522857666,0,9422,1668,5367,433,12600.573958333332,2372.2,0.030352354049682617,1963,174437
Divorce,1,2,0.3383615016937256,0,17576,405,11551,432,14672.535185185185,251.1,0.41004300117492676,32942,36586
Divorce,1,3,0.5788586139678955,0,32326,517,19393,551,19011.725,453.75555555555553,0.4217648506164551,33289,3280726
Divorce,1,5,0.9290695190429688,0,54856,622,30613,652,26938.747484567903,709.2325925925926,0.4287455081939697,33426,11740092625
asbestos,(3)_Above_legal_limit,2,0.004439353942871,0,29,19,13,8,27.0,17.5,0.0031697750091552734,66,37
asbestos,(3)_Above_legal_limit,3,0.0047988891601562,0,41,21,18,9,43.666666666666664,20.5,0.002839326858520508,79,93
asbestos,(3)_Above_legal_limit,5,0.0047004222869873,0,41,21,18,9,34.416666666666664,16.5,0.0027611255645751953,71,93
bupa,1,2,0.0105397701263427,0,265,247,131,122,265.0,252.0,0.009453535079956055,578,301
bupa,1,3,0.0330085754394531,0,1497,414,719,165,1538.8333333333333,440.0,0.01409459114074707,999,2325
bupa,1,5,0.0418932437896728,0,1953,425,883,169,2140.3708333333334,439.25,0.01492452621459961,1046,55455
U_LVL2_0_Uninteresting_Non-Random-Synthetic__2_5_3125_,0,2,0.0057411193847656,0,1,0,0,0,1.0,0.0,0.003777742385864258,2,326
U_LVL2_0_Uninteresting_Non-Random-Synthetic__2_5_3125_,0,3,0.0057244300842285,0,1,0,0,0,1.0,0.0,0.003991127014160156,2,2626
