dataset_name,target_value,depth,Apriori_DP_fixed (PS)-real_time_taken,Apriori_DP_fixed (PS)-failed,Apriori_DP_fixed (PS)-sgs_evaluated,Apriori_DP_fixed (PS)-sgs_eval_interesting,Apriori_DP_fixed (PS)-sgs_quality_interesting,Apriori_DP_fixed (PS)-sgs_top_k_interesting,Apriori_DP_fixed (PS)-e_est,Apriori_DP_fixed (PS)-ei_est,Apriori_DP_fixed (PS)-time_to_est,Apriori_DP_fixed (PS)-sdfastest-esgs,Apriori_DP_fixed (PS)-ub
diggle_table_a2,8,2,0.0088124275207519,0,168,103,76,70,168.0,102.0,0.009687423706054688,544,529
diggle_table_a2,8,3,0.0118193626403808,0,364,184,240,194,434.15625,218.69791666666666,0.013543128967285156,844,5489
diggle_table_a2,8,5,0.0149300098419189,0,505,270,381,258,538.1661458333333,263.871875,0.013786792755126953,904,242825
page,5,2,0.0307941436767578,0,781,173,244,184,781.0,198.9,0.026257038116455078,1560,821
page,5,3,0.0396583080291748,0,1133,287,590,300,1153.125,457.925,0.03174924850463867,1872,10701
page,5,5,0.0435285568237304,0,1267,380,724,343,1300.675,680.6800000000001,0.03388476371765137,1992,760099
steel-plates-fault,2,2,0.1450529098510742,0,5784,894,3352,466,5784.0,966.3141592920354,0.15371417999267578,12091,6442
steel-plates-fault,2,3,0.218562364578247,0,9156,2042,6496,661,8082.007168458781,2212.122418879056,0.1766970157623291,13517,240578
steel-plates-fault,2,5,0.297137975692749,0,11390,2570,8684,862,21309.431541218637,17038.369100294985,0.19747591018676758,15215,147043850
mechanical,4,2,0.0230088233947753,0,381,256,155,145,381.0,270.45,0.01972031593322754,810,466
mechanical,4,3,0.0504515171051025,0,1316,594,717,263,1414.65,751.65,0.02532792091369629,1269,4526
mechanical,4,5,0.0610628128051757,0,1606,800,973,302,2830.2525,1703.7749999999999,0.02989029884338379,1527,174437
OnlineShoppersIntention,True,2,0.1628327369689941,0,3250,456,1362,297,3250.0,442.22222222222223,0.1217193603515625,7200,4096
OnlineShoppersIntention,True,3,0.2636959552764892,0,5338,1383,3039,423,4871.714285714285,1503.5555555555557,0.136552095413208,7981,121576
OnlineShoppersIntention,True,5,0.511955738067627,0,8680,4420,5938,486,5979.9047619047615,8114.444444444444,0.1424391269683838,8425,46626034
ED_LVL_2_1_EqualDist_Random-Synthetic__2_10_10000_,1,2,0.1843910217285156,0,5050,4600,2264,355,5050.0,4600.0,0.1526503562927246,10000,5051
ED_LVL_2_1_EqualDist_Random-Synthetic__2_10_10000_,1,3,3.4716873168945312,0,125050,4600,68469,355,125050.0,4600.0,0.28765082359313965,18900,166751
ED_LVL_2_1_EqualDist_Random-Synthetic__2_10_10000_,1,5,3.462322950363159,0,125050,4600,68469,355,125050.0,4600.0,0.26974940299987793,18900,79375496
glass,3,2,0.0117561817169189,0,382,220,174,137,382.0,196.40322580645162,0.013166666030883789,837,497
glass,3,3,0.0218760967254638,0,1021,341,675,240,1272.4193548387098,410.0806451612903,0.01697683334350586,1252,4992
glass,3,5,0.0232372283935546,0,1089,405,743,264,1430.1806451612904,508.7032258064516,0.01795220375061035,1304,206368
molecular_promoter,+,2,0.3918726444244385,0,25879,427,9894,442,25879.0,399.7390350877193,0.4733433723449707,51756,26107
molecular_promoter,+,3,0.3928525447845459,0,26245,476,10260,495,26122.00641025641,661.9173976608187,0.5136380195617676,52246,1975583
molecular_promoter,+,5,0.3975379467010498,0,26254,480,10269,499,25953.9391025641,462.9605263157895,0.4844517707824707,52036,5024313128
blood,1,2,0.0072486400604248,0,136,97,46,46,136.0,95.0,0.005797863006591797,256,137
blood,1,3,0.0100235939025878,0,281,178,102,84,323.8333333333333,183.83333333333334,0.006497859954833984,405,697
blood,1,5,0.0106112957000732,0,306,203,114,96,353.375,208.70833333333334,0.007138967514038086,433,2517
weight,B,2,1.051807880401611,0,68852,525,48830,391,68852.0,535.144804088586,1.9994621276855469,217190,172579
weight,B,3,1.0636796951293943,0,69214,607,49192,476,68937.26748971193,676.6524701873935,2.0474417209625244,217527,33710824
weight,B,5,1.068208932876587,0,69297,690,49275,518,69343.61493239271,1000.3972174900624,2.096653699874878,217979,575871962176
ozone1,1,2,0.6264286041259766,0,32926,818,13093,467,32926.0,986.8531468531469,0.8821475505828857,73216,41042
ozone1,1,3,0.7449984550476074,0,36992,2517,17159,583,37530.15037593985,4385.417249417249,0.8960843086242676,74684,3899182
ozone1,1,5,2.1632046699523926,0,61170,23114,41337,648,55350.364912280704,54295.18321678322,0.8840832710266113,75658,15671998629
U_LVL2_2_Uninteresting_Non-Random-Synthetic__2_5_312500_,0,2,0.3498854637145996,0,325,275,0,0,325.0,275.0,0.20042943954467773,625,326
U_LVL2_2_Uninteresting_Non-Random-Synthetic__2_5_312500_,0,3,0.696265697479248,0,1575,1525,0,0,1575.0,1525.0,0.25003910064697266,1100,2626
U_LVL2_2_Uninteresting_Non-Random-Synthetic__2_5_312500_,0,5,2.609743356704712,0,7825,4650,0,0,7825.0,4650.0,0.29001379013061523,1675,68406
ionosphere,b,2,0.1509122848510742,0,8256,297,3571,357,8256.0,338.5,0.20357346534729004,16384,8257
ionosphere,b,3,0.1650304794311523,0,8855,354,4169,409,8650.27160493827,431.6666666666667,0.177901029586792,16742,349633
ionosphere,b,5,0.1580078601837158,0,8882,356,4196,410,9092.997530864197,501.1666666666667,0.1816539764404297,16872,275584033
grammatical_b7,1,2,0.7121822834014893,0,33569,1007,32734,919,33569.0,996.6321790540541,4.1286139488220215,301920,701521
grammatical_b7,1,3,0.8723561763763428,0,41773,8054,40937,1067,41815.971649484534,8291.951013513513,4.414917707443237,308559,276633905
grammatical_b7,1,5,59.53871941566467,0,359011,321335,358175,1134,446889.3756443299,417644.74324324325,4.564433574676514,319759,19308438255017
wine_quality,4,2,0.043473482131958,0,1081,599,440,237,1081.0,593.5,0.04822850227355957,2116,1082
wine_quality,4,3,0.1628041267395019,0,4624,912,3187,312,5221.294871794872,1128.5,0.05013227462768555,3142,16262
wine_quality,4,5,0.169086217880249,0,4831,1033,3385,322,7023.846153846154,1740.1,0.05501699447631836,3388,1550201
VehicleCouponRecommendation,0,2,0.1729881763458252,0,4186,1063,1798,308,4186.0,1139.0,0.13983583450317383,8281,4187
VehicleCouponRecommendation,0,3,0.4390475749969482,0,11991,3513,6068,415,15416.596244131455,6587.0,0.17783570289611816,10554,125672
VehicleCouponRecommendation,0,5,1.2697830200195312,0,22426,11273,11580,474,22994.396948356807,15692.158333333333,0.18429207801818848,11036,49302800
auto7_2,class3,2,0.0196931362152099,0,780,643,348,218,780.0,644.0,0.022771120071411133,1521,781
auto7_2,class3,3,0.1436781883239746,0,6167,1293,3364,328,7062.5,2573.0,0.034639835357666016,2748,9920
auto7_2,class3,5,0.1570415496826172,0,6678,1522,3807,352,13637.808333333332,3374.0416666666665,0.03711509704589844,2980,667928
wave,0,2,0.1310305595397949,0,3570,492,1701,413,3570.0,495.5,0.10070300102233887,7056,3571
wave,0,3,0.1651613712310791,0,4748,673,2867,413,5380.8125,893.8333333333334,0.11899352073669434,8057,98855
wave,0,5,0.1656312942504882,0,4939,727,3058,413,5163.59375,668.0,0.11349272727966309,7923,32900372
cnae9,4,2,7.494702577590942,0,415418,368454,295024,838,415418.0,364394.84914975316,20.300668001174927,1658930,1662577
grammatical_a9,1,2,0.2539048194885254,0,9577,2447,8931,528,9577.0,2482.43288590604,2.3276450634002686,154960,711029
grammatical_a9,1,3,1.073444366455078,0,47098,19168,46452,559,53001.91751990899,18420.647371364652,2.883096694946289,195949,282279309
grammatical_a9,1,5,163.5478012561798,0,454330,415856,453684,568,532032.0976962458,399384.71126957494,3.2252352237701416,219371,19970188734787
teaching,2,2,0.0077941417694091,0,195,47,72,21,195.0,49.70338983050848,0.01862502098083496,1003,1771
teaching,2,3,0.0081932544708251,0,214,59,78,25,218.53846153846155,64.63841807909604,0.015439510345458984,1194,34280
teaching,2,5,0.0083706378936767,0,214,59,78,25,238.51709401709402,78.94915254237289,0.016030311584472656,1253,5495792
auto6_1,class8,2,0.219696044921875,0,12090,2635,5641,418,12090.0,2330.0,0.2658958435058594,24025,12091
auto6_1,class8,3,0.6761507987976074,0,29366,3146,21840,454,89682.04320987655,6119.166666666667,0.3894352912902832,32185,620776
auto6_1,class8,5,0.6766417026519775,0,29417,3151,21891,456,76506.56481481482,4058.3333333333335,0.36027097702026367,31446,722277712
ED_LVL_2_4_EqualDist_Random-Synthetic__2_10_10000000_,1,2,60.05484366416931,0,5050,4600,2314,357,5050.0,4600.0,50.54208302497864,10000,5051
ozone8,1,2,1.4676692485809326,0,30914,829,14962,500,30914.0,715.8181818181819,1.7249908447265625,70928,41042
ozone8,1,3,0.7170147895812988,0,34606,2695,18654,610,34037.619047619046,2780.895104895105,0.8760802745819092,72188,3899182
ozone8,1,5,1.777266502380371,0,54144,21117,38192,663,41063.33784461153,35438.296736596734,0.8616044521331787,72951,15671998629
U_LVL1_4_Uninteresting_Non-Random-Synthetic__2_2_40000_,0,2,0.0142412185668945,0,10,8,0,0,10.0,8.0,0.00845026969909668,16,11
U_LVL1_4_Uninteresting_Non-Random-Synthetic__2_2_40000_,0,3,0.0152015686035156,0,10,8,0,0,10.0,8.0,0.007741689682006836,16,11
U_LVL1_4_Uninteresting_Non-Random-Synthetic__2_2_40000_,0,5,0.0141823291778564,0,10,8,0,0,10.0,8.0,0.00800180435180664,16,11
bach, C#d,2,0.0219888687133789,0,280,164,208,171,280.0,165.0,0.02527928352355957,1078,1226
bach, C#d,3,0.0424227714538574,0,944,450,872,340,1080.471264367816,480.85714285714283,0.03511762619018555,1653,19650
bach, C#d,5,0.1107072830200195,0,2121,1242,2049,623,1886.5436781609194,1557.6074829931972,0.04015970230102539,1948,2138410
ED_LVL_3_3_EqualDist_Random-Synthetic__2_20_1000000_,1,2,60.0855598449707,0,80200,76400,38263,210,80200.0,76400.0,46.0876829624176,160000,80201
polish_bankruptcy_1year,1,2,1.7016119956970217,0,32387,840,13123,403,32387.0,820.04296875,0.9820938110351562,65024,32897
polish_bankruptcy_1year,1,3,0.8250603675842285,0,35827,2147,16563,523,36611.36440677966,2709.9947916666665,0.8341238498687744,66366,2796417
polish_bankruptcy_1year,1,5,0.9852170944213868,0,39780,4534,20516,607,39844.8238700565,18046.981119791668,0.842334508895874,66748,8987138113
coil2000,1,2,2.074316024780273,0,68915,3992,31820,722,68915.0,4227.961538461538,3.374293088912964,240500,211576
coil2000,1,3,5.4853129386901855,0,133944,27849,67773,1003,159620.89153439153,33728.44102564103,3.596602201461792,253498,45771376
robot2,back_col,2,0.0112936496734619,0,353,244,151,133,353.0,266.5,0.020873546600341797,728,407
robot2,back_col,3,0.0564875602722168,0,1251,352,782,223,1746.0119047619048,523.5595238095239,0.016678333282470703,1246,3683
robot2,back_col,5,0.0592091083526611,0,1297,374,828,235,1933.5369047619047,544.9011904761904,0.017524003982543945,1306,122438
EqualDist_Random-Synthetic__2_7_5349_,1,2,0.0236971378326416,0,630,552,269,197,630.0,553.5,0.021590709686279297,1225,631
EqualDist_Random-Synthetic__2_7_5349_,1,3,0.1439807415008545,0,4799,2891,2441,257,4720.833333333333,3867.3333333333335,0.03399515151977539,2216,7176
EqualDist_Random-Synthetic__2_7_5349_,1,5,0.3514821529388428,0,9039,3000,5358,257,17418.0,4121.25,0.04207777976989746,2840,384168
U_LVL1_1_Uninteresting_Non-Random-Synthetic__2_2_40_,1,2,0.0041992664337158,0,10,8,0,0,10.0,8.0,0.0021669864654541016,16,11
U_LVL1_1_Uninteresting_Non-Random-Synthetic__2_2_40_,1,3,0.0039741992950439,0,10,8,0,0,10.0,8.0,0.0017163753509521484,16,11
U_LVL1_1_Uninteresting_Non-Random-Synthetic__2_2_40_,1,5,0.0040571689605712,0,10,8,0,0,10.0,8.0,0.0017497539520263672,16,11
auto6_3,class1,2,0.1980459690093994,0,12090,1017,5586,480,12090.0,1085.0,0.24988102912902832,24025,12091
auto6_3,class1,3,0.255946397781372,0,14704,1319,8169,527,14691.12962962963,1221.1666666666667,0.27713465690612793,25517,620776
auto6_3,class1,5,0.2570362091064453,0,14754,1327,8219,527,15597.592592592593,1487.6666666666667,0.29773521423339844,25684,722277712
grammatical_b1,1,2,1.517747163772583,0,85865,1640,80897,738,85865.0,1720.6755629691409,6.338940382003784,493988,719401
grammatical_b1,1,3,1.699061393737793,0,94498,6421,89530,807,95181.18546791066,7088.587711982207,6.68629002571106,500437,287281600
grammatical_b1,1,5,7.312918186187744,0,144285,53148,139317,819,163344.32569974556,66640.91123158188,6.818714380264282,505550,20563990681840
EqualDist_Random-Synthetic__2_10_7463_,1,2,0.0484325885772705,0,1275,1162,567,262,1275.0,1163.0,0.05144834518432617,2500,1276
EqualDist_Random-Synthetic__2_10_7463_,1,3,0.4362108707427978,0,15749,7333,8065,305,15718.611111111111,10549.166666666666,0.07149648666381836,4682,20876
EqualDist_Random-Synthetic__2_10_7463_,1,5,1.6062464714050293,0,31168,8103,17891,307,43096.805555555555,10167.375,0.08360052108764648,5590,2369936
volcanoes-a1,4,2,0.0068976879119873,0,67,41,22,22,67.0,39.416666666666664,0.005002737045288086,132,79
volcanoes-a1,4,3,0.0075139999389648,0,89,60,41,41,96.18055555555556,60.958333333333336,0.005084037780761719,192,299
volcanoes-a1,4,5,0.0072202682495117,0,89,60,41,41,88.23611111111111,51.486111111111114,0.004877567291259766,176,299
vert3,NO,2,0.0096104145050048,0,277,157,128,115,277.0,179.20833333333334,0.008511066436767578,552,301
vert3,NO,3,0.0157632827758789,0,686,224,456,157,840.3402777777778,282.7083333333333,0.01104426383972168,846,2325
vert3,NO,5,0.0163788795471191,0,711,238,481,170,844.8444444444444,260.73055555555555,0.011517524719238281,853,55455
CongressionalVotingRecords_UCI_,republican,2,0.022423505783081,0,1129,169,477,211,1129.0,182.61458333333334,0.026708126068115234,2256,1177
CongressionalVotingRecords_UCI_,republican,3,0.0606801509857177,0,1614,332,962,338,1873.4464285714287,586.8472222222222,0.03187847137451172,2595,18473
CongressionalVotingRecords_UCI_,republican,5,0.0677621364593505,0,1827,417,1175,393,1713.842261904762,1026.7052083333333,0.032826900482177734,2668,1925357
pitt2_2,WOOD,2,0.006589651107788,0,114,51,48,27,114.0,56.0,0.0060083866119384766,322,277
pitt2_2,WOOD,3,0.0070557594299316,0,158,76,73,40,203.3768115942029,83.89855072463769,0.007010936737060547,439,2048
pitt2_2,WOOD,5,0.0072894096374511,0,162,78,76,41,206.7246376811594,87.95652173913044,0.0075380802154541016,456,44552
statlog_vehicle,opel,2,0.0766887664794921,0,2628,364,1044,302,2628.0,372.0,0.05991077423095703,5184,2629
statlog_vehicle,opel,3,0.0931880474090576,0,3547,683,1912,403,4671.461538461538,1051.8333333333333,0.07262706756591797,6037,62269
statlog_vehicle,opel,5,0.1248154640197753,0,4721,1798,3086,447,4161.323076923077,2571.25,0.07302451133728027,5980,15082603
pitt2_1,DECK,2,0.0070931911468505,0,159,71,76,39,159.0,70.58695652173913,0.0068285465240478516,391,277
pitt2_1,DECK,3,0.0085506439208984,0,236,117,108,58,295.6159420289855,129.59420289855072,0.007858037948608398,516,2048
pitt2_1,DECK,5,0.008594274520874,0,247,124,111,60,282.41014492753624,104.89492753623189,0.008191108703613281,523,44552
grammatical_a8,1,2,0.6988317966461182,0,36170,664,34745,741,36170.0,639.0063025210084,4.1688783168792725,315350,708646
grammatical_a8,1,3,0.7393584251403809,0,38331,1471,36906,772,38565.11680911681,1630.3067226890757,4.466748952865601,318659,280860826
grammatical_a8,1,5,0.8405680656433105,0,41572,4590,40147,775,42090.07735042735,4569.557563025211,4.4989013671875,320100,19803075833479
grammatical_a6,1,2,0.3312368392944336,0,12521,1380,11742,716,12521.0,1313.4222408026756,2.7817065715789795,180596,715807
grammatical_a6,1,3,0.7341556549072266,0,31282,17625,30503,876,30677.337585034013,16747.97477703456,3.0228350162506104,198640,285130587
grammatical_a6,1,5,469.0086166858673,0,1307432,1266062,1306653,979,1561614.6838577096,1541189.7107302118,3.429032564163208,228873,20307799058106
auto6_2,class5,2,0.219517707824707,0,12090,994,5726,233,12090.0,1081.5,0.3054232597351074,24025,12091
auto6_2,class5,3,0.3030233383178711,0,14301,1071,7823,251,38869.98148148148,3806.8333333333335,0.3592231273651123,28876,620776
auto6_2,class5,5,0.303959846496582,0,14309,1072,7831,251,13562.02160493827,932.6666666666666,0.29406046867370605,25337,722277712
auto1,class1,2,0.0228540897369384,0,820,786,405,231,820.0,786.0,0.02609729766845703,1600,821
auto1,class1,3,0.2122282981872558,0,9515,5672,4973,373,9940.0,8402.5,0.04069375991821289,3072,10701
auto1,class1,5,1.5518090724945068,0,35850,10557,23851,480,119554.81666666667,44638.583333333336,0.05977749824523926,4599,760099
ED_LVL_2_3_EqualDist_Random-Synthetic__2_10_1000000_,1,2,5.8267982006073,0,5050,4600,2297,361,5050.0,4600.0,3.9365074634552,10000,5051
ED_LVL_2_3_EqualDist_Random-Synthetic__2_10_1000000_,1,3,91.18923592567444,0,125050,65069,61808,361,125050.0,64300.0,6.220556974411011,18900,166751
ED_LVL_2_3_EqualDist_Random-Synthetic__2_10_1000000_,1,5,1084.719973564148,0,312437,65069,157401,361,659167.1875,64510.0,7.227309942245483,22794,79375496
heart_cleverland,3,2,0.0812530517578125,0,822,310,373,218,822.0,288.57142857142856,0.10963010787963867,1680,904
heart_cleverland,3,3,0.338456392288208,0,1852,436,1317,325,1881.3939393939395,734.7619047619048,0.029034852981567383,2230,12384
heart_cleverland,3,5,0.0700979232788086,0,2030,525,1495,374,1646.090909090909,1263.079365079365,0.029790401458740234,2262,974982
analcatdata_boxing1,1,2,0.00791597366333,0,234,31,64,14,234.0,31.5,0.0063838958740234375,504,301
analcatdata_boxing1,1,3,0.0078942775726318,0,234,31,64,14,234.0,29.3125,0.006618022918701172,510,2325
analcatdata_boxing1,1,5,0.0079469680786132,0,234,31,64,14,234.0,32.8125,0.006769657135009766,516,2325
qsar,RB,2,0.1806778907775879,0,6569,696,2622,371,6569.0,803.34375,0.1700897216796875,14592,8257
qsar,RB,3,0.2846121788024902,0,11922,4227,7526,585,12802.75925925926,5696.734375,0.1944751739501953,16083,349633
qsar,RB,5,4.391747236251831,0,69171,48055,62705,1077,68269.74074074074,105442.9640625,0.22697854042053223,17295,275584033
internet,ad.,2,27.869198322296143,0,1378419,1209613,823533,900,1378419.0,1206478.6587837837,64.03596425056458,5156172,4831387
robot4,normal,2,0.0110070705413818,0,259,164,105,104,259.0,182.67857142857142,0.06051325798034668,616,407
robot4,normal,3,0.0200138092041015,0,786,225,490,198,815.1547619047619,273.29761904761904,0.015192747116088867,942,3683
robot4,normal,5,0.0226588249206542,0,840,262,544,238,1143.5833333333333,417.6857142857143,0.016350746154785156,1047,122438
mw1,2,2,0.0994365215301513,0,6912,577,2669,366,6912.0,516.75,0.1515650749206543,14742,8002
mw1,2,3,0.1597764492034912,0,10939,3644,6683,551,9907.641509433963,3791.6666666666665,0.16843104362487793,15623,333502
mw1,2,5,4.356310844421387,0,74609,62357,70347,840,45539.641981132074,65728.9130952381,0.18288898468017578,16613,254565277
polish_bankruptcy_5year,1,2,0.679861307144165,0,32386,868,10137,424,32386.0,740.5843137254902,0.742546796798706,64770,32641
polish_bankruptcy_5year,1,3,0.7773361206054688,0,36981,2943,14732,611,36793.35035460993,4171.576470588236,0.7714431285858154,66074,2763776
polish_bankruptcy_5year,1,5,2.84334135055542,0,70806,34445,48557,809,68318.06496453901,66220.21549019607,0.7947933673858643,67232,8812312832
grammatical_b8,1,2,0.7790107727050781,0,43366,723,42610,531,43366.0,650.8360375747225,4.5304036140441895,340761,686207
grammatical_b8,1,3,0.8040781021118164,0,44366,1168,43597,593,45866.425716768026,1213.4526046114431,4.778343677520752,344191,267621512
grammatical_b8,1,5,0.8162338733673096,0,44849,1611,44074,607,46066.45977410947,1429.0601622544834,4.827663421630859,344745,18270601185176
heart_va,3,2,0.0585591793060302,0,58,39,25,22,58.0,42.30769230769231,0.00939321517944336,130,92
heart_va,3,3,0.008352518081665,0,91,68,40,34,85.56410256410257,58.333333333333336,0.004079580307006836,187,378
heart_va,3,5,0.0082192420959472,0,100,77,43,37,99.0576923076923,62.243589743589745,0.004341602325439453,197,1093
volcanoes-b5,4,2,0.0135512351989746,0,78,56,20,20,78.0,56.0,0.006002187728881836,144,79
volcanoes-b5,4,3,0.0141384601593017,0,128,89,37,37,130.5,86.66666666666667,0.007052421569824219,218,299
volcanoes-b5,4,5,0.0122654438018798,0,128,89,37,37,130.83333333333334,86.33333333333333,0.007217884063720703,219,299
wilt,w,2,0.025364875793457,0,210,158,78,78,210.0,166.5,0.009238243103027344,400,211
wilt,w,3,0.0265944004058837,0,648,245,308,179,697.5,380.3333333333333,0.01250314712524414,655,1351
wilt,w,5,0.0241625308990478,0,678,255,338,186,965.5583333333334,442.56666666666666,0.013889074325561523,742,21700
ND_LVL_1_2_NormalDist_Random-Synthetic__2_5_100000_,0,2,0.1844146251678466,0,325,275,144,134,325.0,275.0,0.07278299331665039,625,326
ND_LVL_1_2_NormalDist_Random-Synthetic__2_5_100000_,0,3,0.6353499889373779,0,1575,1275,775,225,1575.0,1245.0,0.09103178977966309,1100,2626
ND_LVL_1_2_NormalDist_Random-Synthetic__2_5_100000_,0,5,0.5646181106567383,0,4021,2741,2079,234,5216.833333333333,3115.0,0.10597896575927734,1511,68406
ED_LVL_1_1_EqualDist_Random-Synthetic__2_5_10000_,0,2,0.0213136672973632,0,325,275,136,132,325.0,275.0,0.019707441329956055,625,326
ED_LVL_1_1_EqualDist_Random-Synthetic__2_5_10000_,0,3,0.0570795536041259,0,1575,1525,782,218,1575.0,1525.0,0.022211313247680664,1100,2626
ED_LVL_1_1_EqualDist_Random-Synthetic__2_5_10000_,0,5,0.1690719127655029,0,4700,1530,2493,218,4777.5,1887.5,0.027224302291870117,1465,68406
mfeat-karhunen,8,2,1.1194822788238523,0,31631,491,13132,348,31631.0,497.09765625,0.7510111331939697,64256,32897
mfeat-karhunen,8,3,0.6461501121520996,0,32215,535,13716,383,31839.812146892655,526.8385416666666,0.754629373550415,64680,2796417
mfeat-karhunen,8,5,0.6510660648345947,0,32221,536,13722,384,31857.006355932204,590.0787760416666,0.7701694965362549,64636,8987138113
I_LVL1_1_Interesting_Non-Random-Synthetic__2_2_40_,1,2,0.0041208267211914,0,7,5,4,4,7.0,4.875,0.0031440258026123047,12,11
I_LVL1_1_Interesting_Non-Random-Synthetic__2_2_40_,1,3,0.0039911270141601,0,7,5,4,4,7.0,5.625,0.0017390251159667969,12,11
I_LVL1_1_Interesting_Non-Random-Synthetic__2_2_40_,1,5,0.0042695999145507,0,7,5,4,4,7.0,4.875,0.0017287731170654297,12,11
Iris_UCI_,Iris-virginica,2,0.00606369972229,0,82,34,42,27,82.0,33.375,0.0037665367126464844,192,137
Iris_UCI_,Iris-virginica,3,0.0064055919647216,0,98,40,55,32,104.5,40.75,0.004634857177734375,235,697
Iris_UCI_,Iris-virginica,5,0.0064766407012939,0,98,40,55,32,101.5,32.75,0.004485130310058594,231,2517
I_LVL1_4_Interesting_Non-Random-Synthetic__2_2_40000_,1,2,0.0139157772064208,0,7,5,4,4,7.0,4.875,0.007155418395996094,12,11
I_LVL1_4_Interesting_Non-Random-Synthetic__2_2_40000_,1,3,0.0136475563049316,0,7,5,4,4,7.0,5.25,0.007810354232788086,12,11
I_LVL1_4_Interesting_Non-Random-Synthetic__2_2_40000_,1,5,0.0144522190093994,0,7,5,4,4,7.0,4.875,0.007831335067749023,12,11
thyroid_ann,2,2,0.0533287525177001,0,1089,486,471,235,1089.0,478.74074074074076,0.0454254150390625,2484,1486
thyroid_ann,2,3,0.1725232601165771,0,4208,1032,2540,484,5318.068627450981,2049.5555555555557,0.06301546096801758,3530,26290
thyroid_ann,2,5,0.3922450542449951,0,8689,4872,6407,656,16450.000980392157,19513.824691358022,0.07160735130310059,4063,3505051
seeds,2,2,0.0090072154998779,0,238,120,112,70,238.0,102.75,0.009896278381347656,588,407
seeds,2,3,0.0122361183166503,0,439,182,255,147,557.625,227.0,0.01169729232788086,846,3683
seeds,2,5,0.013967752456665,0,504,225,320,192,590.35625,253.275,0.012867212295532227,894,122438
hv_no_noise,0,2,1.3611223697662354,0,80200,20200,26667,365,80200.0,20200.0,1.5444362163543701,160000,80201
hv_no_noise,0,3,22.12311196327209,0,727000,667000,350067,431,727000.0,667000.0,2.0201549530029297,199200,10667001
statlog_australian,1,2,0.0259275436401367,0,1282,291,531,252,1282.0,294.29824561403507,0.03848576545715332,2850,1654
statlog_australian,1,3,0.0421829223632812,0,2222,408,1309,372,2290.7837837837837,680.4093567251462,0.04308962821960449,3510,30914
statlog_australian,1,5,0.0441231727600097,0,2311,458,1395,414,2006.7297297297298,703.3771929824561,0.04254770278930664,3409,4613030
hiv_schilling,1,2,0.1849265098571777,0,11038,271,3159,310,11038.0,259.4625,0.24982690811157227,23680,12881
hiv_schilling,1,3,0.188056468963623,0,11162,271,3279,310,11085.219047619048,254.375,0.25844311714172363,23863,682801
hiv_schilling,1,5,0.1867070198059082,0,11162,271,3279,310,11122.747619047619,321.4375,0.2816507816314697,23992,847361193
heart-long-beach,4,2,0.0153291225433349,0,637,375,303,188,637.0,385.0,0.019990921020507812,1470,904
heart-long-beach,4,3,0.0434575080871582,0,2487,1139,1633,320,2669.3863636363635,1271.111111111111,0.027513980865478516,2195,12384
heart-long-beach,4,5,0.1076745986938476,0,4544,2431,3566,400,5596.55303030303,5231.951388888889,0.03539872169494629,2796,974982
datatrieve,2,2,0.0110619068145751,0,408,136,137,86,408.0,150.26666666666668,0.011042118072509766,840,466
datatrieve,2,3,0.0142445564270019,0,597,216,283,168,697.3333333333334,293.84444444444443,0.013441801071166992,1049,4526
datatrieve,2,5,0.0167133808135986,0,700,313,386,238,955.1744444444444,400.72666666666663,0.01568746566772461,1177,174437
jEdit_4.0_4.2,2,2,0.0111196041107177,0,406,230,181,139,406.0,259.0,0.011407136917114258,784,407
jEdit_4.0_4.2,2,3,0.0224289894104003,0,1105,343,714,234,1553.6666666666667,563.8333333333334,0.016327381134033203,1222,3683
jEdit_4.0_4.2,2,5,0.0245110988616943,0,1183,389,787,273,2162.3333333333335,771.6583333333333,0.017230510711669922,1306,122438
ND_LVL_1_4_NormalDist_Random-Synthetic__2_5_10000000_,0,2,10.012898206710815,0,325,275,143,134,325.0,275.0,7.131499528884888,625,326
ND_LVL_1_4_NormalDist_Random-Synthetic__2_5_10000000_,0,3,22.12784695625305,0,1575,1208,787,227,1575.0,1148.3333333333333,9.527092218399048,1100,2626
ND_LVL_1_4_NormalDist_Random-Synthetic__2_5_10000000_,0,5,45.778703927993774,0,3764,2599,1887,234,3968.3333333333335,2228.3333333333335,10.615700006484985,1404,68406
pitt1_2,WOOD,2,0.0064671039581298,0,115,44,56,27,115.0,36.75,0.4901409149169922,336,301
pitt1_2,WOOD,3,0.0069098472595214,0,140,59,72,35,141.25,45.986111111111114,0.006997585296630859,393,2325
pitt1_2,WOOD,5,0.0071091651916503,0,141,60,72,35,194.96527777777777,74.13194444444444,0.007711887359619141,458,55455
backache,2,2,0.0458660125732421,0,2792,968,1431,358,2792.0,944.5164835164835,0.0726010799407959,6734,4187
backache,2,3,0.1635553836822509,0,10332,3425,6106,570,11216.535211267606,5883.677655677656,0.09804081916809082,8886,125672
backache,2,5,1.264134645462036,0,31926,17463,11672,753,71245.96056338029,102649.40494505495,0.11749625205993652,10651,49302800
ND_LVL_3_1_NormalDist_Random-Synthetic__2_20_10000_,0,2,0.952651023864746,0,39116,10199,17628,410,39116.0,9303.608955223881,1.2418084144592285,93465,56281
