dataset_name,target_value,depth,DFS_BSD_DP_FC (PS)-real_time_taken,DFS_BSD_DP_FC (PS)-failed,DFS_BSD_DP_FC (PS)-sgs_evaluated,DFS_BSD_DP_FC (PS)-sgs_eval_interesting,DFS_BSD_DP_FC (PS)-sgs_quality_interesting,DFS_BSD_DP_FC (PS)-sgs_top_k_interesting,DFS_BSD_DP_FC (PS)-e_est,DFS_BSD_DP_FC (PS)-ei_est,DFS_BSD_DP_FC (PS)-time_to_est,DFS_BSD_DP_FC (PS)-sdfastest-esgs,DFS_BSD_DP_FC (PS)-ub
ozone8,1,3,2.6437904834747314,0,130543,5424,86322,909,103536.47435897436,6348.701631701631,0.9133732318878174,73085,3899182
ozone8,1,5,30.609426021575928,0,1564433,61825,1148044,1621,749273.8075029138,68094.21258741259,0.940894365310669,73901,15671998629
U_LVL1_4_Uninteresting_Non-Random-Synthetic__2_2_40000_,0,2,0.0139446258544921,0,9,9,0,0,9.0,9.0,0.009209871292114258,18,11
U_LVL1_4_Uninteresting_Non-Random-Synthetic__2_2_40000_,0,3,0.0136795043945312,0,9,9,0,0,9.0,9.0,0.008392572402954102,18,11
U_LVL1_4_Uninteresting_Non-Random-Synthetic__2_2_40000_,0,5,0.013099193572998,0,9,9,0,0,9.0,9.0,0.00847172737121582,18,11
bach, C#d,2,0.0307035446166992,0,609,190,208,171,498.3061224489796,175.6530612244898,0.027426958084106445,1080,1226
bach, C#d,3,0.1032741069793701,0,3657,700,1195,407,1881.5187074829932,594.0272108843537,0.03644251823425293,1544,19650
bach, C#d,5,0.6258323192596436,0,29473,2859,8564,988,10531.758290816326,2931.916326530612,0.045352935791015625,2006,2138410
ED_LVL_3_3_EqualDist_Random-Synthetic__2_20_1000000_,1,2,33.57186579704285,0,76401,76401,38263,210,76401.0,76401.0,26.521100521087646,78207,80201
polish_bankruptcy_1year,1,2,0.7675402164459229,0,32173,1470,13123,403,32176.912109375,1283.40234375,0.9898161888122559,65026,32897
polish_bankruptcy_1year,1,3,2.5030665397644043,0,114785,4412,65729,642,81439.55891927083,4304.1171875,0.8716142177581787,66430,2796417
polish_bankruptcy_1year,1,5,23.714529752731323,0,1243073,124189,546864,983,1176508.4096476238,109736.60677083333,0.8730123043060303,68028,8987138113
coil2000,1,2,3.051623821258545,0,131569,10352,38688,722,109728.9923076923,4929.115384615385,3.473594903945923,240502,211576
coil2000,1,3,15.59272837638855,0,645993,85468,209707,1318,692496.8044871795,76287.22051282051,3.7760932445526123,254793,45771376
coil2000,1,5,499.3387734889984,0,19322677,4043617,6981544,3781,25283627.32513622,4645120.641794872,3.8788235187530518,261097,959528325406
robot2,back_col,2,0.0113430023193359,0,317,287,151,133,329.85714285714283,282.82142857142856,0.022229909896850586,730,407
robot2,back_col,3,0.0294139385223388,0,1229,382,735,202,1876.0833333333333,720.952380952381,0.01806020736694336,1216,3683
robot2,back_col,5,0.0524032115936279,0,2461,431,1523,236,3851.9276041666667,787.7244047619047,0.019691944122314453,1294,122438
EqualDist_Random-Synthetic__2_7_5349_,1,2,0.0237324237823486,0,553,553,269,197,554.5,554.5,0.023112058639526367,1227,631
EqualDist_Random-Synthetic__2_7_5349_,1,3,0.1132497787475586,0,4722,3935,2441,430,5030.666666666667,4392.333333333333,0.036879539489746094,2238,7176
EqualDist_Random-Synthetic__2_7_5349_,1,5,0.6813366413116455,0,32602,5596,19168,512,35521.191666666666,6872.916666666667,0.04689645767211914,3021,384168
U_LVL1_1_Uninteresting_Non-Random-Synthetic__2_2_40_,1,2,0.0035247802734375,0,9,9,0,0,9.0,9.0,0.0021669864654541016,18,11
U_LVL1_1_Uninteresting_Non-Random-Synthetic__2_2_40_,1,3,0.0037226676940917,0,9,9,0,0,9.0,9.0,0.0017437934875488281,18,11
U_LVL1_1_Uninteresting_Non-Random-Synthetic__2_2_40_,1,5,0.0034029483795166,0,9,9,0,0,9.0,9.0,0.0017478466033935547,18,11
auto6_3,class1,2,0.2216622829437255,0,11864,2467,5586,480,11863.0,1913.5,0.27025890350341797,24027,12091
auto6_3,class1,3,1.7334983348846436,0,96356,2947,61815,624,83934.58333333333,3429.3333333333335,0.3219475746154785,27381,620776
auto6_3,class1,5,2.6654512882232666,0,149901,2994,93045,634,120659.553125,3322.7916666666665,0.32385754585266113,27715,722277712
grammatical_b1,1,2,4.996332406997681,0,247493,4737,173545,738,206014.25437864888,1849.3302752293578,6.623852729797363,493990,719401
grammatical_b1,1,3,38.20656156539917,0,1950306,42038,1521012,1039,582767.2219905477,9844.04309146511,7.060128211975098,502123,287281600
EqualDist_Random-Synthetic__2_10_7463_,1,2,0.0473971366882324,0,1163,1163,567,262,1170.0,1170.0,0.05472373962402344,2502,1276
EqualDist_Random-Synthetic__2_10_7463_,1,3,0.3646676540374756,0,15637,11107,8065,552,16347.166666666666,12295.166666666666,0.07746005058288574,4696,20876
EqualDist_Random-Synthetic__2_10_7463_,1,5,2.609809875488281,0,120548,16690,70676,666,163391.64583333334,23277.666666666668,0.09443354606628418,5956,2369936
volcanoes-a1,4,2,0.0064845085144042,0,61,42,22,22,57.458333333333336,39.5,0.005194425582885742,134,79
volcanoes-a1,4,3,0.0081410408020019,0,121,61,41,41,112.87847222222223,65.93055555555556,0.0054302215576171875,193,299
volcanoes-a1,4,5,0.0078697204589843,0,121,61,41,41,116.65972222222223,65.31944444444444,0.0054569244384765625,194,299
vert3,NO,2,0.0098583698272705,0,265,191,128,115,255.95833333333334,197.45833333333334,0.008961915969848633,554,301
vert3,NO,3,0.0251474380493164,0,1137,293,516,177,1165.9756944444443,305.59027777777777,0.012584924697875977,864,2325
vert3,NO,5,0.0331668853759765,0,1589,299,724,186,1369.3879340277779,294.31388888888887,0.012930154800415039,861,55455
CongressionalVotingRecords_UCI_,republican,2,0.0265040397644042,0,1111,349,490,211,1102.828125,298.6666666666667,0.027919292449951172,2258,1177
CongressionalVotingRecords_UCI_,republican,3,0.0636467933654785,0,3079,559,1936,348,3339.6935763888887,1105.173611111111,0.03913545608520508,2593,18473
CongressionalVotingRecords_UCI_,republican,5,0.1834461688995361,0,9394,1127,7583,653,23130.352191840277,6852.310763888889,0.04191756248474121,3027,1925357
pitt2_2,WOOD,2,0.0072157382965087,0,161,52,58,27,152.1304347826087,50.91304347826087,0.0065364837646484375,324,277
pitt2_2,WOOD,3,0.0098376274108886,0,340,77,123,40,358.8586956521739,89.46376811594203,0.007921695709228516,440,2048
pitt2_2,WOOD,5,0.0114808082580566,0,401,79,145,41,446.7315217391304,90.93478260869566,0.008524894714355469,460,44552
statlog_vehicle,opel,2,0.0557320117950439,0,2521,887,1044,302,2521.0,782.5,0.06338644027709961,5186,2629
statlog_vehicle,opel,3,0.2225089073181152,0,11817,1439,5978,492,13477.083333333334,2304.0,0.07726693153381348,6269,62269
statlog_vehicle,opel,5,0.7695684432983398,0,41349,3731,24810,798,83456.02604166667,12570.591666666667,0.0847475528717041,6463,15082603
pitt2_1,DECK,2,0.0074265003204345,0,192,72,76,39,182.3586956521739,68.26086956521739,0.007321834564208984,393,277
pitt2_1,DECK,3,0.0116541385650634,0,421,118,169,58,468.4945652173913,122.83333333333333,0.008607864379882812,525,2048
pitt2_1,DECK,5,0.0128264427185058,0,492,125,196,60,574.5066576086957,118.4909420289855,0.009322166442871094,537,44552
grammatical_a8,1,2,3.3675339221954346,0,162800,2081,126582,741,130419.64180672269,724.0714285714286,4.464943170547485,315352,708646
grammatical_a8,1,3,17.889995574951172,0,913579,10574,744282,1125,215936.9511554622,1776.5,4.724102735519409,318515,280860826
grammatical_a8,1,5,398.3273251056671,0,20290781,189788,16718397,1338,1182165.1059129902,22577.90325630252,4.795925855636597,320980,19803075833479
grammatical_a6,1,2,2.0405216217041016,0,96141,2587,70677,716,72680.09698996655,1438.1513377926422,3.0352232456207275,180598,715807
