dataset_name,target_value,depth,DFS_BSD_DP_qf05 (PS)-real_time_taken,DFS_BSD_DP_qf05 (PS)-failed,DFS_BSD_DP_qf05 (PS)-sgs_evaluated,DFS_BSD_DP_qf05 (PS)-sgs_eval_interesting,DFS_BSD_DP_qf05 (PS)-sgs_quality_interesting,DFS_BSD_DP_qf05 (PS)-sgs_top_k_interesting,DFS_BSD_DP_qf05 (PS)-e_est,DFS_BSD_DP_qf05 (PS)-ei_est,DFS_BSD_DP_qf05 (PS)-time_to_est,DFS_BSD_DP_qf05 (PS)-sdfastest-esgs,DFS_BSD_DP_qf05 (PS)-ub
Stroke_Kaggle_,1,5,0.5980165004730225,0,30290,13782,10776,532,37333.22515625,17660.635,0.10706853866577148,7334,242825
spambase,1,2,0.1592297554016113,0,4577,3335,1816,830,9499.0,2201.2,0.17710018157958984,12124,24754
spambase,1,3,1.6351652145385742,0,57617,33339,12951,588,104337.9,47138.2,0.2464752197265625,15985,1823694
spambase,1,5,244.8997271060944,0,8874766,3737191,1647497,989,8669333.21,5005251.74,0.31227707862854004,20534,4394565333
echocardio,1,2,0.010988712310791,0,486,69,33,33,487.05,88.75,0.0341646671295166,2937,631
echocardio,1,3,0.0152060985565185,0,923,75,34,34,912.7625,88.15,0.03586769104003906,3173,7176
echocardio,1,5,0.0156888961791992,0,958,75,34,34,836.7265625,78.85,0.03483867645263672,3091,384168
phoneme,1,2,0.0134248733520507,0,181,175,84,84,181.0,176.1,0.030696630477905273,1922,211
phoneme,1,3,0.0262134075164794,0,749,525,321,219,696.8166666666666,423.56666666666666,0.04747128486633301,3048,1351
phoneme,1,5,0.0418422222137451,0,1613,781,543,320,1590.1556249999999,565.9283333333333,0.05616164207458496,3574,21700
texture,14,2,0.2550766468048095,0,9701,4396,3520,597,12344.985,3636.335,0.21202754974365234,15762,12881
texture,14,3,2.0069022178649902,0,107029,12928,12664,1070,202678.89791666667,59535.138333333336,0.2999153137207031,21140,682801
texture,14,5,9.31611156463623,0,566377,44927,36834,3010,4457936.768796875,1081763.7345,0.32873964309692383,22139,847361193
statlog_is,7,2,0.0436277389526367,0,1584,711,507,317,1873.66,452.92,0.07822251319885254,5573,2557
statlog_is,7,3,0.1043157577514648,0,5210,1296,1173,667,7103.616666666667,1743.3466666666666,0.09016728401184082,6538,59712
statlog_is,7,5,0.1482112407684326,0,8437,1366,1359,1136,30116.676375,5674.140666666667,0.09444332122802734,6725,14051256
banknote,1,2,0.0071668624877929,0,101,86,53,53,104.45,85.45,0.02116847038269043,1418,137
banknote,1,3,0.0111134052276611,0,265,175,123,115,295.875,168.65,0.03221702575683594,2212,697
banknote,1,5,0.0118253231048583,0,329,192,147,129,389.18828125,164.51875,0.03813481330871582,2361,2517
NormalDist_Random-Synthetic__2_6_5132_,1,2,0.0123803615570068,0,132,132,71,71,133.43,133.43,0.027289867401123047,1619,154
NormalDist_Random-Synthetic__2_6_5132_,1,3,0.0232782363891601,0,524,524,278,205,565.6266666666667,519.3866666666667,0.04563403129577637,2847,834
NormalDist_Random-Synthetic__2_6_5132_,1,5,0.0563142299652099,0,1980,1754,916,333,2858.0224791666665,1836.5594166666667,0.06896615028381348,4385,9402
ilpd,2,2,0.0199418067932128,0,687,623,337,228,686.14,578.79,0.04807901382446289,3740,742
ilpd,2,3,0.098179817199707,0,5903,2480,1722,444,6001.675,2117.0933333333332,0.07528281211853027,6401,9178
ilpd,2,5,0.345543622970581,0,26695,4308,3307,452,25160.686395833334,4177.979,0.09073233604431152,7528,584935
EqualDist_Random-Synthetic__2_7_7307_,0,2,0.0211367607116699,0,325,325,168,144,327.025,327.025,0.04429960250854492,2629,379
EqualDist_Random-Synthetic__2_7_7307_,0,3,0.0632557868957519,0,2050,2050,1055,362,2148.31,2052.955,0.07267403602600098,4723,3304
EqualDist_Random-Synthetic__2_7_7307_,0,5,0.3969151973724365,0,18570,13368,7150,573,25146.931375,14794.1065,0.11136770248413086,7553,101584
ND_LVL_1_3_NormalDist_Random-Synthetic__2_5_1000000_,1,2,0.8972711563110352,0,276,276,132,127,276.0,276.0,1.1310229301452637,2427,326
ND_LVL_1_3_NormalDist_Random-Synthetic__2_5_1000000_,1,3,1.353069305419922,0,1526,1274,598,288,1623.9166666666667,1255.1666666666667,1.6482055187225342,4327,2626
ND_LVL_1_3_NormalDist_Random-Synthetic__2_5_1000000_,1,5,2.3449673652648926,0,5261,2745,1320,369,7760.125,2772.25,2.0225040912628174,5816,68406
satimage,5,2,0.1561849117279052,0,5417,1866,1191,455,9957.895,1441.315,0.25301361083984375,14146,10441
satimage,5,3,1.077558517456055,0,53757,16194,11065,1504,63095.7425,19578.85,0.24799275398254395,15991,497785
satimage,5,5,28.17353701591492,0,1735765,207462,173628,3952,1315667.347078125,314737.24025,0.24936532974243164,16661,498685189
