dataset_name,target_value,depth,Apriori_DP (PS)-real_time_taken,Apriori_DP (PS)-failed,Apriori_DP (PS)-sgs_evaluated,Apriori_DP (PS)-sgs_eval_interesting,Apriori_DP (PS)-sgs_quality_interesting,Apriori_DP (PS)-sgs_top_k_interesting,Apriori_DP (PS)-e_est,Apriori_DP (PS)-ei_est,Apriori_DP (PS)-time_to_est,Apriori_DP (PS)-sdfastest-esgs,Apriori_DP (PS)-ub
pitt1_4,S,3,0.0151081085205078,0,621,509,380,44,715.4035087719299,482.280701754386,0.009824275970458984,734,2325
pitt1_4,S,5,0.0360541343688964,0,1443,1306,1135,44,1466.0263157894738,1088.2105263157896,0.012509346008300781,969,55455
ND_LVL_2_3_NormalDist_Random-Synthetic__2_10_1000000_,0,2,5.643782377243042,0,5050,2808,2224,281,5050.0,2873.125,4.003057479858398,10000,5051
ND_LVL_2_3_NormalDist_Random-Synthetic__2_10_1000000_,0,3,44.164196729660034,0,56896,36411,28715,304,63764.72222222222,37038.333333333336,5.518833875656128,15905,166751
gesture_va,P,2,0.7342269420623779,0,8256,1594,4281,398,8256.0,2480.3137254901962,0.34967517852783203,16257,8257
gesture_va,P,3,1.3992950916290283,0,24672,2024,20154,458,25818.0162601626,3673.3071895424837,0.3486824035644531,20723,349633
gesture_va,P,5,0.8179404735565186,0,24982,2125,20463,482,44960.98861788618,4916.423529411764,0.3684077262878418,22407,275584033
connectionist_vowel,4,2,0.0333473682403564,0,1655,296,583,304,1655.0,412.3404255319149,0.0451664924621582,3307,1771
connectionist_vowel,4,3,0.0471563339233398,0,2419,420,1316,392,2239.777777777778,860.0531914893617,0.051097869873046875,3974,34280
connectionist_vowel,4,5,0.04848313331604,0,2467,451,1364,401,2521.1185185185186,995.5898936170213,0.06092429161071777,4330,5495792
breast_cancer_wis_pro,R,2,0.1429033279418945,0,10594,981,4649,380,10594.0,1320.9146341463415,0.22740960121154785,22186,11936
breast_cancer_wis_pro,R,3,0.1925773620605468,0,13260,1388,7232,445,14010.181229773463,1536.8428184281843,0.26094651222229004,24901,608840
breast_cancer_wis_pro,R,5,0.2152702808380127,0,13986,1881,7957,501,18439.532362459548,4257.636178861789,0.27220988273620605,26008,699135746
diggle_table_a2,8,2,0.0084137916564941,0,168,113,76,70,168.0,117.3,0.010251760482788086,528,529
diggle_table_a2,8,3,0.0130181312561035,0,437,194,293,194,410.1933333333333,283.7866666666667,0.013045310974121094,791,5489
diggle_table_a2,8,5,0.0156104564666748,0,578,280,434,258,547.984,408.4873333333333,0.016748428344726562,967,242825
page,5,2,0.0308668613433837,0,781,173,244,184,781.0,266.90625,0.027650833129882812,1560,821
page,5,3,0.0394210815429687,0,1133,287,590,300,1620.921875,650.8125,0.03519892692565918,2003,10701
page,5,5,0.0428364276885986,0,1267,380,724,343,1629.7578125,750.23203125,0.03817558288574219,2112,760099
steel-plates-fault,2,2,0.1132681369781494,0,5784,894,3352,466,5784.0,1177.5944444444444,0.16232824325561523,11985,6442
steel-plates-fault,2,3,0.1879351139068603,0,9156,2042,6496,661,7440.971428571429,4010.9148148148147,0.19343948364257812,14464,240578
steel-plates-fault,2,5,0.2531275749206543,0,11390,2570,8684,862,12507.217619047618,9361.955092592592,0.21880817413330078,15841,147043850
mechanical,4,2,0.0229692459106445,0,381,256,155,145,381.0,260.4375,0.02049708366394043,810,466
mechanical,4,3,0.0499019622802734,0,1316,594,717,263,1395.375,951.0,0.027386903762817383,1262,4526
mechanical,4,5,0.0603854656219482,0,1606,800,973,302,4516.603125,2544.196875,0.03421378135681152,1649,174437
OnlineShoppersIntention,True,2,0.1406688690185547,0,3660,461,1452,297,3660.0,520.625,0.13303875923156738,7650,4096
OnlineShoppersIntention,True,3,0.2415928840637207,0,5748,1388,3129,423,5374.4391025641025,2427.8125,0.15333199501037598,8745,121576
OnlineShoppersIntention,True,5,0.4765458106994629,0,9090,4425,6028,486,8446.5625,7781.523726851851,0.16782569885253906,9454,46626034
ED_LVL_2_1_EqualDist_Random-Synthetic__2_10_10000_,1,2,0.1451120376586914,0,5050,4600,2264,355,5050.0,4600.0,0.15872454643249512,10000,5051
ED_LVL_2_1_EqualDist_Random-Synthetic__2_10_10000_,1,3,3.385553359985352,0,125050,4600,68469,355,125050.0,4600.0,0.27630162239074707,18900,166751
ED_LVL_2_1_EqualDist_Random-Synthetic__2_10_10000_,1,5,3.3478634357452397,0,125050,4600,68469,355,125050.0,4600.0,0.2852962017059326,19055,79375496
glass,3,2,0.0121581554412841,0,382,249,174,137,382.0,261.5625,0.013965606689453125,811,497
glass,3,3,0.0254948139190673,0,1278,425,875,240,1295.6875,836.4375,0.01745891571044922,1222,4992
glass,3,5,0.0319974422454834,0,1612,759,1209,264,3446.125,2539.95,0.0213010311126709,1555,206368
molecular_promoter,+,2,0.3652632236480713,0,25879,427,9894,442,25879.0,645.4532967032967,0.48741912841796875,51530,26107
molecular_promoter,+,3,0.3705158233642578,0,26245,476,10260,495,25992.9670781893,596.6025641025641,0.513159990310669,52766,1975583
molecular_promoter,+,5,0.3735756874084472,0,26254,480,10269,499,26007.096193415637,572.5929487179487,0.5220086574554443,52499,5024313128
blood,1,2,0.0077693462371826,0,136,97,46,46,136.0,93.33333333333333,0.005713701248168945,241,137
blood,1,3,0.0099577903747558,0,281,204,102,84,313.55555555555554,205.55555555555554,0.0066564083099365234,378,697
blood,1,5,0.0110654830932617,0,319,242,123,96,353.44444444444446,226.11111111111111,0.0072515010833740234,416,2517
weight,B,2,1.0131518840789795,0,68852,525,48830,391,68852.0,577.8784648187633,2.021594285964966,216821,172579
weight,B,3,1.020491600036621,0,69214,607,49192,476,69082.18559762435,954.3212508884151,2.1064682006835938,218705,33710824
weight,B,5,1.0233545303344729,0,69297,690,49275,518,69062.35337787676,1158.8994314143567,2.1018521785736084,219162,575871962176
ozone1,1,2,0.6272833347320557,0,32926,818,13093,467,32926.0,892.6315789473684,0.8865652084350586,72961,41042
ozone1,1,3,0.7110641002655029,0,36992,2517,17159,583,34471.02564102564,3184.46783625731,0.8818562030792236,74352,3899182
ozone1,1,5,2.0585038661956787,0,61170,23114,41337,648,56677.364102564105,69358.016374269,0.9167978763580322,76196,15671998629
U_LVL2_2_Uninteresting_Non-Random-Synthetic__2_5_312500_,0,2,0.3561866283416748,0,325,275,0,0,325.0,275.0,0.23179101943969727,625,326
U_LVL2_2_Uninteresting_Non-Random-Synthetic__2_5_312500_,0,3,0.673581600189209,0,1575,1525,0,0,1575.0,1525.0,0.2563138008117676,1100,2626
U_LVL2_2_Uninteresting_Non-Random-Synthetic__2_5_312500_,0,5,2.5018160343170166,0,7825,7775,0,0,7825.0,7775.0,0.3234591484069824,1675,68406
ionosphere,b,2,0.1146185398101806,0,8256,297,3571,357,8256.0,296.15686274509807,0.18767857551574707,16257,8257
ionosphere,b,3,0.1256000995635986,0,8855,354,4169,409,8618.146341463415,606.3267973856209,0.18765830993652344,17147,349633
ionosphere,b,5,0.1313135623931884,0,8882,356,4196,410,8350.69918699187,507.55555555555554,0.19395136833190918,17537,275584033
grammatical_b7,1,2,0.6835596561431885,0,33569,1007,32734,919,33569.0,1038.0411826821542,4.0797693729400635,301666,701521
grammatical_b7,1,3,0.8261792659759521,0,41773,8054,40937,1067,42304.46925566343,9328.637803590285,4.440397500991821,309673,276633905
grammatical_b7,1,5,57.05726432800293,0,359011,321335,358175,1134,369128.2313915858,351191.9351900739,4.586287021636963,318345,19308438255017
wine_quality,4,2,0.0438089370727539,0,1081,599,440,237,1081.0,703.4166666666666,0.0505671501159668,2071,1082
wine_quality,4,3,0.1255300045013427,0,4624,912,3187,312,5861.37962962963,1624.0555555555557,0.0553593635559082,3252,16262
wine_quality,4,5,0.1319441795349121,0,4831,1033,3385,322,5422.526851851852,1535.026388888889,0.054349422454833984,3141,1550201
VehicleCouponRecommendation,0,2,0.1396691799163818,0,4186,1063,1798,308,4186.0,1349.201388888889,0.14519762992858887,8191,4187
VehicleCouponRecommendation,0,3,0.3884572982788086,0,11991,3513,6068,415,16016.583333333334,8430.981481481482,0.18977069854736328,10850,125672
VehicleCouponRecommendation,0,5,1.2551445960998535,0,22426,11273,11580,474,20774.585416666665,21104.869560185187,0.20222091674804688,11748,49302800
auto7_2,class3,2,0.0204720497131347,0,780,643,348,218,780.0,649.1612903225806,0.024055957794189453,1483,781
auto7_2,class3,3,0.1110374927520752,0,6167,1293,3364,328,6659.564516129032,2369.7741935483873,0.034902095794677734,2661,9920
auto7_2,class3,5,0.1264948844909668,0,6678,1522,3807,352,23976.067741935483,7503.631451612903,0.04267764091491699,3287,667928
wave,0,2,0.1006443500518798,0,3570,492,1701,413,3570.0,751.6119402985074,0.10200047492980957,6973,3571
wave,0,3,0.1268877983093261,0,4748,673,2867,413,5393.276595744681,883.6716417910447,0.12729477882385254,8591,98855
wave,0,5,0.1323423385620117,0,4939,727,3058,413,5488.595744680851,721.1567164179105,0.1255171298980713,8399,32900372
cnae9,4,2,7.733491659164429,0,453548,368495,330652,838,453548.0,362768.4074585635,20.17610764503479,1723223,1662577
grammatical_a9,1,2,0.2187466621398925,0,9577,2447,8931,528,9577.0,2502.5341028331586,2.3715100288391113,154831,711029
grammatical_a9,1,3,1.0072081089019775,0,47098,19168,46452,559,44279.56877456234,18966.99545295558,2.885272979736328,193116,282279309
grammatical_a9,1,5,159.51626586914062,0,454330,415856,453684,568,557665.100035727,426237.0839454355,3.3315162658691406,223186,19970188734787
teaching,2,2,0.0187904834747314,0,1005,228,179,21,1005.0,202.68085106382978,0.029880046844482422,2553,1771
teaching,2,3,0.0243117809295654,0,1304,496,407,25,1137.5432098765432,418.0,0.027260303497314453,2944,34280
teaching,2,5,0.0295917987823486,0,1498,688,586,25,1235.9456790123456,608.3234042553191,0.029636621475219727,3110,5495792
auto6_1,class8,2,0.1835613250732422,0,12090,2635,5641,418,12090.0,4297.5,0.2769787311553955,24025,12091
auto6_1,class8,3,0.6350317001342773,0,29366,3146,21840,454,73778.26121794872,6210.416666666667,0.38831162452697754,33120,620776
auto6_1,class8,5,0.6315827369689941,0,29417,3151,21891,456,86372.25961538461,5739.635416666667,0.38913893699645996,32887,722277712
ED_LVL_2_4_EqualDist_Random-Synthetic__2_10_10000000_,1,2,59.05605101585388,0,5050,4600,2314,357,5050.0,4600.0,35.15884757041931,5644,5051
ozone8,1,2,1.233447551727295,0,30914,829,14962,500,30914.0,758.140350877193,1.7196550369262695,70681,41042
ozone8,1,3,0.7242460250854492,0,34606,2695,18654,610,34803.307692307695,4477.959064327485,0.9004955291748047,72677,3899182
ozone8,1,5,1.7441411018371582,0,54144,21117,38192,663,53901.25512820513,72356.36578947368,0.9001646041870117,74129,15671998629
U_LVL1_4_Uninteresting_Non-Random-Synthetic__2_2_40000_,0,2,0.0147376060485839,0,10,8,0,0,10.0,8.0,0.009749889373779297,13,11
U_LVL1_4_Uninteresting_Non-Random-Synthetic__2_2_40000_,0,3,0.0148558616638183,0,10,8,0,0,10.0,8.0,0.008436203002929688,13,11
U_LVL1_4_Uninteresting_Non-Random-Synthetic__2_2_40000_,0,5,0.0152046680450439,0,10,8,0,0,10.0,8.0,0.008611679077148438,13,11
bach, C#d,2,0.0224897861480712,0,280,164,208,171,280.0,161.05128205128204,0.026363849639892578,1057,1226
bach, C#d,3,0.0427508354187011,0,944,450,872,340,511.6581196581197,309.03418803418805,0.03218650817871094,1375,19650
bach, C#d,5,0.0798134803771972,0,2121,1242,2049,623,1875.0470085470085,1679.9444444444443,0.04230952262878418,1959,2138410
ED_LVL_3_3_EqualDist_Random-Synthetic__2_20_1000000_,1,2,59.044819355010986,0,80200,76400,38263,210,80200.0,76400.0,26.068764448165894,78604,80201
polish_bankruptcy_1year,1,2,1.9030511379241943,0,32387,840,13123,403,32387.0,950.0098039215686,0.9555528163909912,64771,32897
polish_bankruptcy_1year,1,3,0.8062725067138672,0,35827,2147,16563,523,37614.24637681159,4530.911764705882,0.845508337020874,66890,2796417
polish_bankruptcy_1year,1,5,0.9569668769836426,0,39780,4534,20516,607,38665.5625,20521.456862745097,0.8386781215667725,67413,8987138113
coil2000,1,2,2.0477294921875,0,68915,3992,31820,722,68915.0,4157.875,3.394343852996826,240500,211576
coil2000,1,3,5.503453731536865,0,133944,27849,67773,1003,97078.04333333333,31774.81730769231,3.6008858680725098,251143,45771376
robot2,back_col,2,0.012319803237915,0,353,244,151,133,353.0,277.1363636363636,0.022263765335083008,703,407
robot2,back_col,3,0.0264568328857421,0,1251,354,782,223,1676.0454545454545,1053.1969696969697,0.016852378845214844,1181,3683
robot2,back_col,5,0.0272259712219238,0,1297,376,828,235,2715.5333333333333,1401.2227272727273,0.01928091049194336,1361,122438
EqualDist_Random-Synthetic__2_7_5349_,1,2,0.0237617492675781,0,630,552,269,197,630.0,548.125,0.022570133209228516,1225,631
EqualDist_Random-Synthetic__2_7_5349_,1,3,0.1133997440338134,0,4799,2891,2441,257,4761.666666666667,3991.6666666666665,0.03631877899169922,2214,7176
EqualDist_Random-Synthetic__2_7_5349_,1,5,0.319133996963501,0,9039,3000,5358,257,22302.208333333332,5779.791666666667,0.04615044593811035,3079,384168
