dataset_name,target_value,depth,Apriori_DP (PS)-real_time_taken,Apriori_DP (PS)-failed,Apriori_DP (PS)-sgs_evaluated,Apriori_DP (PS)-sgs_eval_interesting,Apriori_DP (PS)-sgs_quality_interesting,Apriori_DP (PS)-sgs_top_k_interesting,Apriori_DP (PS)-e_est,Apriori_DP (PS)-ei_est,Apriori_DP (PS)-time_to_est,Apriori_DP (PS)-sdfastest-esgs,Apriori_DP (PS)-ub
volcanoes-d4,3,2,0.010129690170288,0,78,59,17,17,78.0,58.666666666666664,0.006651163101196289,133,79
volcanoes-d4,3,3,0.0116543769836425,0,138,94,36,36,138.66666666666666,86.22222222222223,0.007178544998168945,208,299
volcanoes-d4,3,5,0.0116660594940185,0,138,94,36,36,142.0,97.33333333333333,0.00702977180480957,210,299
pitt2_3,LONG,2,0.0081579685211181,0,194,137,91,40,194.0,130.88888888888889,0.00675201416015625,419,277
pitt2_3,LONG,3,0.0141122341156005,0,557,469,343,64,536.0,404.80555555555554,0.009243249893188477,652,2048
pitt2_3,LONG,5,0.0353083610534668,0,1402,1298,1065,69,1807.3550925925927,1344.0212962962962,0.012326955795288086,921,44552
grammatical_b5,1,2,0.6157402992248535,0,30103,1715,29350,708,30103.0,1678.9751585623678,3.8973705768585205,284863,700337
grammatical_b5,1,3,0.841933012008667,0,41329,9927,40564,763,42150.83117350612,10354.593023255815,4.345336675643921,298711,275933568
grammatical_b5,1,5,30.030866384506226,0,184613,148895,183845,772,230859.24456443483,182827.27266560958,4.543994903564453,316496,19226968518304
ED_LVL_1_2_EqualDist_Random-Synthetic__2_5_100000_,0,2,0.124579906463623,0,325,275,139,133,325.0,275.0,0.08872842788696289,625,326
ED_LVL_1_2_EqualDist_Random-Synthetic__2_5_100000_,0,3,0.2640221118927002,0,1575,1525,768,216,1575.0,1525.0,0.10865330696105957,1100,2626
ED_LVL_1_2_EqualDist_Random-Synthetic__2_5_100000_,0,5,1.0729420185089111,0,7825,4650,3955,216,7825.0,4931.25,0.12279796600341797,1675,68406
pitt1_4,S,2,0.0081696510314941,0,214,151,99,34,214.0,154.73684210526315,0.012693166732788086,461,301
