dataset_name,target_value,depth,DFS_BSD_DP_qf05 (PS)-real_time_taken,DFS_BSD_DP_qf05 (PS)-failed,DFS_BSD_DP_qf05 (PS)-sgs_evaluated,DFS_BSD_DP_qf05 (PS)-sgs_eval_interesting,DFS_BSD_DP_qf05 (PS)-sgs_quality_interesting,DFS_BSD_DP_qf05 (PS)-sgs_top_k_interesting,DFS_BSD_DP_qf05 (PS)-e_est,DFS_BSD_DP_qf05 (PS)-ei_est,DFS_BSD_DP_qf05 (PS)-time_to_est,DFS_BSD_DP_qf05 (PS)-sdfastest-esgs,DFS_BSD_DP_qf05 (PS)-ub
pitt2_2,WOOD,5,0.0093803405761718,0,401,79,41,41,388.4802989130435,75.69202898550725,0.008031606674194336,441,44552
statlog_vehicle,opel,2,0.0556299686431884,0,2521,1829,984,337,2521.0,1720.5,0.061901092529296875,5186,2629
statlog_vehicle,opel,3,0.3979842662811279,0,25309,5286,4241,404,34528.083333333336,11006.666666666666,0.09934186935424805,8316,62269
statlog_vehicle,opel,5,1.6170742511749268,0,110549,12105,10809,775,338368.23541666666,74322.60833333334,0.11681699752807617,9370,15082603
pitt2_1,DECK,2,0.0070648193359375,0,192,72,39,39,183.4673913043478,68.26086956521739,0.0071299076080322266,393,277
pitt2_1,DECK,3,0.0100719928741455,0,421,118,58,58,454.20471014492756,93.02173913043478,0.008339166641235352,511,2048
pitt2_1,DECK,5,0.0109124183654785,0,492,125,60,60,651.0736413043478,138.81702898550725,0.009306669235229492,563,44552
grammatical_a8,1,2,1.6894032955169678,0,101891,6395,5881,1316,280598.7180672269,1554.809243697479,8.47951364517212,644982,708646
grammatical_a8,1,3,33.63768815994263,0,2191491,99723,99310,3448,526352.6958683473,12551.412324929972,8.846578121185303,648996,280860826
grammatical_a6,1,2,1.6197052001953125,0,97003,8694,8189,1091,91287.14423076923,6203.880434782609,3.5519814491271973,227242,715807
grammatical_a6,1,3,44.69654822349548,0,2868326,222768,222300,3255,1604559.6654821627,180955.53316610926,4.696269512176514,297345,285130587
auto6_2,class5,2,0.2525322437286377,0,11864,11418,5726,157,11867.0,11497.5,0.3155701160430908,24027,12091
auto6_2,class5,3,6.567876577377319,0,420589,38746,26876,953,565691.0,258014.16666666666,0.5392603874206543,46513,620776
auto6_2,class5,5,23.80505919456482,0,2057257,50611,28540,1019,12634240.786458334,458098.2166666667,0.6490318775177002,55952,722277712
auto1,class1,2,0.0273165702819824,0,801,801,405,216,801.0,801.0,0.026473522186279297,1602,821
auto1,class1,3,0.2234714031219482,0,9919,9873,5013,499,10041.333333333334,9914.666666666666,0.04420948028564453,3082,10701
auto1,class1,5,7.108026504516602,0,388535,154447,102612,929,612466.6541666667,499253.65,0.07500243186950684,5781,760099
ED_LVL_2_3_EqualDist_Random-Synthetic__2_10_1000000_,1,2,3.946446418762207,0,4601,4601,2297,419,4601.0,4601.0,4.106989860534668,10002,5051
ED_LVL_2_3_EqualDist_Random-Synthetic__2_10_1000000_,1,3,35.10490894317627,0,124601,65070,32205,659,127976.0,63761.0,6.348570346832275,18902,166751
ED_LVL_2_3_EqualDist_Random-Synthetic__2_10_1000000_,1,5,284.2221214771271,0,1181851,65070,32205,659,1238465.375,68021.0,7.4131691455841064,23030,79375496
heart_cleverland,3,2,0.0212328433990478,0,802,604,306,223,798.952380952381,608.6190476190476,0.122589111328125,1682,904
heart_cleverland,3,3,0.1058669090270996,0,6980,2293,1458,401,7179.507936507936,3039.5714285714284,0.03530430793762207,2821,12384
heart_cleverland,3,5,0.3356115818023681,0,25461,3811,3141,469,27678.666666666668,4776.8650793650795,0.041116952896118164,3178,974982
analcatdata_boxing1,1,2,0.0067813396453857,0,189,32,14,14,173.75,31.625,0.0068187713623046875,506,301
analcatdata_boxing1,1,3,0.0079224109649658,0,309,32,14,14,222.02083333333334,32.9375,0.007346630096435547,512,2325
analcatdata_boxing1,1,5,0.007847785949707,0,309,32,14,14,226.83333333333334,32.9375,0.007325649261474609,514,2325
qsar,RB,2,0.1295063495635986,0,6231,2843,1838,387,7074.5390625,2167.4453125,0.17325139045715332,14594,8257
qsar,RB,3,1.0985450744628906,0,58876,15938,14489,547,89978.21875,31851.234375,0.2546255588531494,19694,349633
qsar,RB,5,24.294437170028687,0,1433925,336030,326286,918,4484481.103027344,1433324.016796875,0.32356858253479004,24892,275584033
internet,ad.,2,45.0935742855072,0,2417099,1210801,673973,899,2288364.6981770834,1208669.4348958333,20.496901750564575,1608230,4831387
robot4,normal,2,0.0122454166412353,0,261,186,104,104,271.5892857142857,172.28571428571428,0.06443452835083008,618,407
robot4,normal,3,0.0197811126708984,0,717,287,273,205,906.7738095238095,419.5238095238095,0.015190839767456055,856,3683
robot4,normal,5,0.0295162200927734,0,1365,363,357,322,2690.966443452381,824.3041666666667,0.018587827682495117,1020,122438
mw1,2,2,0.1258509159088134,0,7025,3247,2103,370,7198.767857142857,2806.6785714285716,0.1574397087097168,14744,8002
mw1,2,3,1.1559746265411377,0,81791,16812,13840,778,96430.14880952382,25595.678571428572,0.2223203182220459,20081,333502
mw1,2,5,34.23866558074951,0,2783593,549969,489654,1614,2593971.77421875,772221.993452381,0.2766129970550537,23627,254565277
polish_bankruptcy_5year,1,2,0.6868171691894531,0,31068,13262,8795,519,32102.61960784314,11246.725490196079,0.7622988224029541,64772,32641
polish_bankruptcy_5year,1,3,8.735752820968628,0,478352,105787,89720,1256,741199.1924836602,170848.3725490196,1.0539462566375732,84509,2763776
polish_bankruptcy_5year,1,5,907.8362889289856,0,61091267,10387341,9178779,2818,65477680.37093137,19202700.271764707,1.2130448818206787,95018,8812312832
grammatical_b8,1,2,1.7335655689239502,0,101298,4838,4344,1238,305207.07258753205,1934.8189581554227,8.88260555267334,697918,686207
grammatical_b8,1,3,20.770581245422363,0,1308448,42707,37245,3086,642351.3405920865,11748.460290350127,9.11321210861206,702634,267621512
ND_LVL_3_4_NormalDist_Random-Synthetic__2_20_10000000_,0,2,279.14589738845825,0,53601,21561,10545,594,49561.0,21561.0,84.58037233352661,6261,80201
heart_va,3,2,0.0054569244384765,0,63,40,22,22,58.61538461538461,36.38461538461539,1.7104716300964355,132,92
heart_va,3,3,0.0061566829681396,0,115,69,34,34,139.76923076923077,76.38461538461539,0.004860639572143555,206,378
heart_va,3,5,0.0065870285034179,0,133,78,37,37,188.12660256410257,89.81410256410257,0.004970550537109375,232,1093
volcanoes-b5,4,2,0.0099899768829345,0,61,57,20,20,61.0,54.0,0.006214141845703125,146,79
volcanoes-b5,4,3,0.0112805366516113,0,125,90,37,37,133.25,88.33333333333333,0.007509708404541016,223,299
volcanoes-b5,4,5,0.0116052627563476,0,125,90,37,37,141.08333333333334,95.5,0.0075626373291015625,225,299
wilt,w,2,0.0123486518859863,0,181,159,78,78,181.0,162.5,0.009466171264648438,402,211
wilt,w,3,0.0240073204040527,0,701,504,292,203,832.3333333333334,595.1666666666666,0.01371145248413086,688,1351
wilt,w,5,0.0362567901611328,0,1369,721,480,252,2062.790625,817.1416666666667,0.015589714050292969,820,21700
ND_LVL_1_2_NormalDist_Random-Synthetic__2_5_100000_,0,2,0.1175858974456787,0,276,276,144,135,276.0,276.0,0.08184647560119629,627,326
ND_LVL_1_2_NormalDist_Random-Synthetic__2_5_100000_,0,3,0.1817669868469238,0,1526,1314,666,284,1584.3333333333333,1292.6666666666667,0.09956932067871094,1102,2626
ND_LVL_1_2_NormalDist_Random-Synthetic__2_5_100000_,0,5,0.3457314968109131,0,5431,2850,1438,357,7844.166666666666,2977.6666666666665,0.11676335334777832,1495,68406
ED_LVL_1_1_EqualDist_Random-Synthetic__2_5_10000_,0,2,0.01973557472229,0,276,276,136,129,276.0,276.0,0.02144026756286621,627,326
ED_LVL_1_1_EqualDist_Random-Synthetic__2_5_10000_,0,3,0.05080246925354,0,1526,1526,782,302,1659.3333333333333,1526.0,0.023690462112426758,1102,2626
ED_LVL_1_1_EqualDist_Random-Synthetic__2_5_10000_,0,5,0.1688060760498047,0,7601,4462,2433,403,12209.541666666666,4488.5,0.03170633316040039,1664,68406
mfeat-karhunen,8,2,0.5410661697387695,0,27361,6907,6729,289,32138.9609375,10397.140625,0.747816801071167,65026,32897
mfeat-karhunen,8,3,1.863544464111328,0,109513,3258,3132,632,740960.19140625,73581.79036458333,1.0375783443450928,84246,2796417
mfeat-karhunen,8,5,6.865189790725708,0,509077,7007,6446,1370,17391994.582307942,472777.32675781247,1.0452616214752197,84988,8987138113
I_LVL1_1_Interesting_Non-Random-Synthetic__2_2_40_,1,2,0.0037593841552734,0,7,6,4,4,8.0,6.25,0.0031495094299316406,14,11
I_LVL1_1_Interesting_Non-Random-Synthetic__2_2_40_,1,3,0.0038683414459228,0,7,6,4,4,7.625,5.875,0.0017161369323730469,14,11
I_LVL1_1_Interesting_Non-Random-Synthetic__2_2_40_,1,5,0.003770112991333,0,7,6,4,4,7.625,5.875,0.0017008781433105469,14,11
Iris_UCI_,Iris-virginica,2,0.0055341720581054,0,105,35,27,27,90.5,37.75,0.0040645599365234375,194,137
Iris_UCI_,Iris-virginica,3,0.0064756870269775,0,177,41,32,32,153.375,43.0,0.0048639774322509766,236,697
Iris_UCI_,Iris-virginica,5,0.0065391063690185,0,185,41,32,32,177.671875,43.875,0.005120992660522461,245,2517
I_LVL1_4_Interesting_Non-Random-Synthetic__2_2_40000_,1,2,0.0135014057159423,0,7,6,4,4,8.0,6.25,0.007314443588256836,14,11
I_LVL1_4_Interesting_Non-Random-Synthetic__2_2_40000_,1,3,0.0138297080993652,0,7,6,4,4,7.625,5.875,0.008489608764648438,14,11
I_LVL1_4_Interesting_Non-Random-Synthetic__2_2_40000_,1,5,0.0139424800872802,0,7,6,4,4,7.625,5.875,0.008313179016113281,14,11
thyroid_ann,2,2,0.0586700439453125,0,1219,966,466,252,1178.3796296296296,958.0555555555555,0.048478126525878906,2486,1486
thyroid_ann,2,3,0.333547830581665,0,10515,6561,3585,600,13388.398148148148,8856.141975308641,0.075836181640625,4332,26290
thyroid_ann,2,5,6.293246507644653,0,226419,80779,59998,1049,318546.4533757716,165940.77530864198,0.10445713996887207,6092,3505051
seeds,2,2,0.0086481571197509,0,257,121,70,70,262.625,127.0,0.011424541473388672,590,407
seeds,2,3,0.0158028602600097,0,813,210,153,143,870.25,206.75,0.013696432113647461,848,3683
seeds,2,5,0.0219137668609619,0,1261,245,201,184,1348.366796875,296.8375,0.015208005905151367,896,122438
hv_no_noise,0,2,1.1306366920471191,0,79601,20201,10100,288,79601.0,20201.0,1.5253994464874268,160002,80201
hv_no_noise,0,3,36.17449998855591,0,2666801,667001,333500,360,2203340.75,667001.0,2.0287084579467773,199202,10667001
statlog_australian,1,2,0.0301272869110107,0,1239,805,436,276,1284.5350877192982,604.0701754385965,0.03967428207397461,2852,1654
statlog_australian,1,3,0.0911469459533691,0,5131,1690,1132,517,8082.195906432748,2652.1695906432747,0.04856681823730469,3888,30914
statlog_australian,1,5,0.2610330581665039,0,16418,3041,1988,906,47590.32775950292,11333.814327485381,0.05536150932312012,4296,4613030
hiv_schilling,1,2,0.1408424377441406,0,9101,1715,1232,386,10334.38125,1349.1875,0.2593836784362793,23682,12881
hiv_schilling,1,3,0.9136674404144288,0,81541,1719,1233,389,48045.475,1177.4458333333334,0.2849295139312744,25790,682801
hiv_schilling,1,5,0.9098665714263916,0,81761,1719,1233,389,56166.666666666664,1406.5375,0.29236841201782227,26265,847361193
heart-long-beach,4,2,0.0180013179779052,0,728,464,249,189,693.625,464.3333333333333,0.020761728286743164,1472,904
heart-long-beach,4,3,0.0921497344970703,0,6295,2144,1204,324,5810.152777777777,2338.0833333333335,0.03305816650390625,2522,12384
heart-long-beach,4,5,0.447192907333374,0,35411,8308,5354,506,30376.303385416668,7248.361111111111,0.038565635681152344,3003,974982
datatrieve,2,2,0.0106399059295654,0,399,137,86,86,394.06666666666666,124.2,0.011345148086547852,842,466
datatrieve,2,3,0.0201561450958251,0,1141,281,187,166,1034.9944444444445,260.0,0.01395869255065918,1017,4526
datatrieve,2,5,0.0322983264923095,0,2089,443,319,235,2106.3308333333334,447.63111111111107,0.01691722869873047,1175,174437
jEdit_4.0_4.2,2,2,0.0117394924163818,0,368,276,148,137,367.0,276.0,0.011688709259033203,786,407
jEdit_4.0_4.2,2,3,0.0323126316070556,0,1883,652,417,262,2060.3333333333335,904.0,0.017087459564208984,1251,3683
jEdit_4.0_4.2,2,5,0.0637989044189453,0,4449,883,564,395,4973.065625,1136.3916666666667,0.018763065338134766,1337,122438
ND_LVL_1_4_NormalDist_Random-Synthetic__2_5_10000000_,0,2,9.031505584716797,0,276,276,143,134,276.0,276.0,7.395605564117432,627,326
ND_LVL_1_4_NormalDist_Random-Synthetic__2_5_10000000_,0,3,15.377008438110352,0,1526,1209,623,297,1634.3333333333333,1269.3333333333333,9.576669216156006,1102,2626
ND_LVL_1_4_NormalDist_Random-Synthetic__2_5_10000000_,0,5,28.61505770683289,0,5036,2600,1330,366,8327.041666666666,3271.0,11.116495609283447,1509,68406
pitt1_2,WOOD,2,0.0067794322967529,0,170,45,27,27,158.4375,46.5,0.4941575527191162,338,301
pitt1_2,WOOD,3,0.0083293914794921,0,324,60,35,35,293.38194444444446,51.06944444444444,0.0076067447662353516,409,2325
pitt1_2,WOOD,5,0.0087792873382568,0,368,61,35,35,277.7109375,45.138888888888886,0.007505178451538086,393,55455
backache,2,2,0.0598838329315185,0,3293,1757,907,360,3182.5164835164837,1785.9450549450548,0.07553577423095703,6736,4187
backache,2,3,0.5903525352478027,0,40179,17980,9469,614,40249.706043956045,17183.908424908426,0.11812376976013184,10444,125672
backache,2,5,12.690213203430176,0,873150,357026,190586,1087,1828237.6454784798,743237.5648351648,0.16658353805541992,14630,49302800
ND_LVL_3_1_NormalDist_Random-Synthetic__2_20_10000_,0,2,0.8368055820465088,0,44044,19664,10459,581,43113.522388059704,19731.805970149253,1.2487361431121826,93802,56281
ND_LVL_3_1_NormalDist_Random-Synthetic__2_20_10000_,0,3,23.56045699119568,0,1660786,209195,126931,864,1768032.0696517413,333855.447761194,1.8614277839660645,139602,6266176
ND_LVL_3_1_NormalDist_Random-Synthetic__2_20_10000_,0,5,190.92821335792544,0,15610002,209131,130857,869,23421522.029291045,435664.0746268657,1.9946093559265137,149496,34642576528
ED_LVL_1_3_EqualDist_Random-Synthetic__2_5_1000000_,1,2,0.9223122596740724,0,276,276,134,131,276.0,276.0,0.6997513771057129,627,326
ED_LVL_1_3_EqualDist_Random-Synthetic__2_5_1000000_,1,3,1.418507099151611,0,1526,1526,766,277,1626.0,1526.0,0.8451647758483887,1102,2626
ED_LVL_1_3_EqualDist_Random-Synthetic__2_5_1000000_,1,5,2.9810574054718018,0,7776,4651,2331,372,11830.166666666666,4651.0,1.0023908615112305,1677,68406
thyroid_hypothyroid,hypothyroid,2,0.0212323665618896,0,507,348,186,163,470.8529411764706,357.1764705882353,0.07477545738220215,954,596
thyroid_hypothyroid,hypothyroid,3,0.0927004814147949,0,3947,2439,1241,340,3495.401960784314,2411.607843137255,0.02933359146118164,1688,6580
thyroid_hypothyroid,hypothyroid,5,1.4241342544555664,0,72017,40086,19656,501,58458.06887254902,37111.91862745098,0.04443073272705078,2781,331212
grammatical_a3,1,2,1.7430334091186523,0,112998,7918,7657,1284,123316.91519731318,4830.773719563392,4.262670278549194,308471,709837
grammatical_a3,1,3,39.732351303100586,0,2787034,198933,197680,3323,1328552.5748670585,109956.43087041701,5.077888250350952,349064,281569472
crx,positive,2,0.032275915145874,0,1392,879,463,298,1416.344262295082,671.4590163934427,0.051317691802978516,3174,1892
crx,positive,3,0.1130430698394775,0,6405,1991,1316,536,10195.109289617487,3178.8251366120217,0.05665302276611328,4447,37882
crx,positive,5,0.2968065738677978,0,18580,2946,2306,858,88212.50877732241,17103.089617486337,0.06773948669433594,5167,6508884
GermanCredit_UCI_,2,2,0.0793952941894531,0,2612,1845,1021,220,2676.8533333333335,1801.1733333333334,0.06882095336914062,5552,2851
GermanCredit_UCI_,2,3,0.4284336566925049,0,25801,9755,6311,394,39451.317777777775,18561.844444444443,0.10890841484069824,9017,70376
GermanCredit_UCI_,2,5,2.006945848464966,0,122670,38956,28877,873,645408.5266388889,141239.50488888889,0.1506028175354004,11181,18545216
pc1,2,2,0.0586121082305908,0,2730,1511,751,337,2745.5,1548.5,0.0693056583404541,5627,2851
pc1,2,3,0.491896390914917,0,29956,10372,6963,556,29259.416666666668,11865.333333333334,0.11106228828430176,8088,70376
pc1,2,5,6.820048809051514,0,474420,120038,86867,1356,592929.65625,209347.325,0.14047622680664062,10767,18545216
mfeat-pixel,8,2,4.216297149658203,0,241337,29229,25884,1075,871248.7943925234,23217.317757009347,20.12039828300476,1839375,1358777
mfeat-pixel,8,3,68.6086106300354,0,4248237,264155,261889,1940,6473864.255480335,596373.4397163121,20.525105953216553,1816100,745969673
hv_noise,0,2,1.1026747226715088,0,79601,20209,10101,650,79601.0,20213.0,1.6550445556640625,160002,80201
hv_noise,0,3,34.68694829940796,0,2667473,667010,333501,1030,2213040.5,667388.1666666666,2.045795202255249,199225,10667001
image,WINDOW,2,0.0506563186645507,0,1979,1039,699,315,2079.5774647887324,804.3802816901408,0.06630301475524902,4404,2557
image,WINDOW,3,0.2078931331634521,0,11399,3044,2835,608,11668.765258215963,3546.0610328638495,0.07773542404174805,5543,59712
image,WINDOW,5,1.1429073810577393,0,71905,12075,12003,1043,139413.12909330986,34875.024882629106,0.09474968910217285,6573,14051256
ED_LVL_1_4_EqualDist_Random-Synthetic__2_5_10000000_,0,2,9.12919020652771,0,276,276,132,131,276.0,276.0,7.383923053741455,627,326
ED_LVL_1_4_EqualDist_Random-Synthetic__2_5_10000000_,0,3,15.644508838653564,0,1526,1526,747,310,1642.6666666666665,1526.0,9.582114219665527,1102,2626
ED_LVL_1_4_EqualDist_Random-Synthetic__2_5_10000000_,0,5,38.27384185791016,0,7776,4651,2318,426,12171.833333333332,4651.0,11.598417520523071,1677,68406
polish_bankruptcy_4year,1,2,0.8470792770385742,0,32049,26027,12235,605,32351.638671875,26484.14453125,1.2998313903808594,65282,32897
polish_bankruptcy_4year,1,3,33.6044864654541,0,1775561,548600,468556,1327,1916168.1645507812,730273.8515625,1.4416241645812988,113438,2796417
lung,3,2,0.0813915729522705,0,5896,1268,416,227,4992.541935483871,1259.141935483871,0.13176369667053223,11162,12091
lung,3,3,0.6144099235534668,0,51928,9236,2783,353,46242.69677419355,10279.812903225806,0.17730474472045898,15888,620776
lung,3,5,4.909205913543701,0,430492,60466,30423,494,882698.9750806452,169348.76258064515,0.22500324249267578,19792,722277712
credit,+,2,0.032313585281372,0,1361,846,458,294,1428.4918032786886,684.2459016393443,0.04147982597351074,3174,1892
credit,+,3,0.1072659492492675,0,5938,1806,1226,538,10683.0,3613.0109289617485,0.056887149810791016,4526,37882
credit,+,5,0.2747590541839599,0,17182,2820,2114,951,49946.07240437158,7740.191256830602,0.06287050247192383,4712,6508884
lymphography,fibrosis,2,0.0183503627777099,0,870,209,174,151,714.75,195.72033898305085,0.023830652236938477,1595,1771
lymphography,fibrosis,3,0.0628693103790283,0,4768,609,552,225,3604.8368644067796,628.9406779661017,0.0345616340637207,2393,34280
lymphography,fibrosis,5,0.1761019229888916,0,15640,1096,1032,264,10438.468697033899,1071.4966101694915,0.041443824768066406,2774,5495792
I_LVL0_Interesting_Non-Random-Synthetic__2_4_62500_,1,2,0.0567574501037597,0,156,152,109,104,161.125,153.475,0.0419156551361084,382,211
I_LVL0_Interesting_Non-Random-Synthetic__2_4_62500_,1,3,0.0755290985107421,0,546,300,258,183,624.5270833333333,542.025,0.05154848098754883,637,1351
I_LVL0_Interesting_Non-Random-Synthetic__2_4_62500_,1,5,0.0878143310546875,0,796,450,408,292,1382.1619791666667,787.5208333333334,0.05645155906677246,787,6196
ring,0,2,0.1138277053833007,0,3121,1987,1287,383,3121.0,1504.5,0.10666799545288086,6402,3241
ring,0,3,1.069098711013794,0,51565,5961,3456,883,33723.666666666664,6072.5,0.14772677421569824,9042,85401
ring,0,5,4.304098606109619,0,251849,13208,8085,1688,559406.9,47164.2,0.16985416412353516,10823,25706997
mc1,2,2,0.1953184604644775,0,4172,2471,1185,310,4050.1989795918366,2441.714285714286,0.14746737480163574,8332,4852
mc1,2,3,2.2304675579071045,0,73691,31698,20147,822,68235.31802721089,36459.784013605444,0.22566747665405273,13385,156948
mc1,2,5,119.13464045524596,0,5059922,1712303,1400665,1827,5159698.981611394,2575596.957482993,0.3156297206878662,18999,71680092
thyroid_allhyper,goitre.,2,0.046844482421875,0,1469,924,533,277,1452.875,944.875,0.05276679992675781,3074,2081
thyroid_allhyper,goitre.,3,0.3443202972412109,0,15573,7357,5116,619,16533.75,9558.5,0.07901430130004883,5346,43745
thyroid_allhyper,goitre.,5,9.609729290008543,0,496926,149665,127133,1026,667637.532421875,369435.41875,0.12467050552368164,8536,8303633
mammographics,1,2,0.0084776878356933,0,183,118,66,66,188.80434782608697,116.65217391304348,0.008252143859863281,439,277
mammographics,1,3,0.0156664848327636,0,672,270,150,135,603.5344202898551,227.34782608695653,0.010062932968139648,632,2048
mammographics,1,5,0.0214560031890869,0,1058,337,207,146,1288.0817028985507,395.25,0.012195110321044922,744,44552
dresses,1,2,0.0820491313934326,0,6894,828,383,228,5536.30459770115,860.6379310344828,0.13764262199401855,12704,15226
dresses,1,3,0.5638813972473145,0,55548,3120,1526,391,33369.51245210728,2845.972222222222,0.1659228801727295,15738,878150
dresses,1,5,2.346013307571411,0,246223,6088,2994,481,125090.20140984196,4986.186781609195,0.17828106880187988,16549,1292028185
U_LVL1_0_Uninteresting_Non-Random-Synthetic__2_2_4_,0,2,0.00350022315979,0,1,0,0,0,1.0,0.0,0.0016491413116455078,2,11
U_LVL1_0_Uninteresting_Non-Random-Synthetic__2_2_4_,0,3,0.0038208961486816,0,1,0,0,0,1.0,0.0,0.0013883113861083984,2,11
U_LVL1_0_Uninteresting_Non-Random-Synthetic__2_2_4_,0,5,0.0036039352416992,0,1,0,0,0,1.0,0.0,0.001390695571899414,2,11
thyroid_new_thyroid,2,2,0.0066986083984375,0,149,59,31,31,139.3125,61.75,0.00532221794128418,302,211
thyroid_new_thyroid,2,3,0.0086588859558105,0,321,72,44,44,324.71875,65.25,0.006937980651855469,402,1351
thyroid_new_thyroid,2,5,0.0090522766113281,0,349,78,50,50,339.828125,76.375,0.00702977180480957,405,21700
Balance_UCI_,R,2,0.0080292224884033,0,171,165,75,75,171.0,160.5,0.006971597671508789,402,211
Balance_UCI_,R,3,0.0137686729431152,0,651,165,75,75,728.75,165.0,0.009951353073120117,670,1351
Balance_UCI_,R,5,0.0136563777923583,0,651,165,75,75,720.0,168.0,0.010103225708007812,676,6196
vert2,NO,2,0.0097937583923339,0,265,196,115,115,255.71875,199.375,0.008716344833374023,554,301
vert2,NO,3,0.0223076343536376,0,1217,320,205,178,1216.6875,345.36111111111114,0.012831449508666992,892,2325
vert2,NO,5,0.0284619331359863,0,1781,344,226,190,1669.2224826388888,331.20972222222224,0.013398170471191406,923,55455
U_LVL3_1_Uninteresting_Non-Random-Synthetic__2_7_8235430_,0,2,14.504125356674194,0,1079,1079,0,0,1079.0,1079.0,13.07712459564209,2403,1226
U_LVL3_1_Uninteresting_Non-Random-Synthetic__2_7_8235430_,0,3,58.6943736076355,0,13084,13084,0,0,13745.5,13084.0,19.75969672203064,4412,19650
U_LVL3_1_Uninteresting_Non-Random-Synthetic__2_7_8235430_,0,5,286.25727248191833,0,97119,13084,0,0,109877.375,13084.0,24.482340574264526,6078,2138410
rmftsa_sleepdata,3,2,0.0048098564147949,0,25,22,7,7,25.0,23.0,0.5273256301879883,66,37
rmftsa_sleepdata,3,3,0.004685640335083,0,25,22,7,7,25.0,23.5,0.0027234554290771484,66,37
rmftsa_sleepdata,3,5,0.0048353672027587,0,25,22,7,7,25.0,22.5,0.002616405487060547,66,37
thoracic-surgery,1,2,0.0239126682281494,0,885,624,330,230,873.0869565217391,649.695652173913,0.0247499942779541,1842,1082
thoracic-surgery,1,3,0.138308048248291,0,8166,4613,2353,355,7331.746376811594,4401.869565217391,0.03863930702209473,3037,16262
thoracic-surgery,1,5,1.926706314086914,0,127489,54358,28867,488,178323.24048913043,75111.60869565218,0.06076955795288086,4895,1550201
kc3,2,2,0.1045174598693847,0,5655,2897,2200,356,6494.932203389831,3274.1525423728813,0.1451277732849121,13218,7022
kc3,2,3,1.594916582107544,0,103973,35897,31465,817,85074.24293785311,34248.32203389831,0.20073199272155762,17970,273938
kc3,2,5,84.59371376037598,0,6308422,1608310,1526530,1747,6969470.254378531,2734597.0576271187,0.295015811920166,25216,182911211
tae,2,2,0.0062639713287353,0,111,70,33,33,112.390625,72.25,0.005034208297729492,242,137
tae,2,3,0.0110526084899902,0,281,124,58,58,262.9375,117.40625,0.005791664123535156,334,697
tae,2,5,0.0100984573364257,0,411,138,65,65,449.7978515625,142.875,0.006481647491455078,373,6885
leaf,32,2,0.027156114578247,0,1457,441,421,229,1366.4366197183099,470.7464788732394,0.03921246528625488,3126,2557
leaf,32,3,0.1014404296875,0,7482,1611,1582,305,7259.338028169014,1560.5211267605634,0.05448031425476074,4265,59712
leaf,32,5,0.303750991821289,0,25368,3615,3606,387,34261.496361502344,5722.5802816901405,0.06564903259277344,5084,14051256
australian,1,2,0.0233843326568603,0,814,710,352,256,814.1904761904761,672.4285714285714,0.024756669998168945,1682,904
australian,1,3,0.1006937026977539,0,5165,1906,1265,518,4578.357142857143,1748.6190476190477,0.033111572265625,2344,12384
australian,1,5,0.29022216796875,0,17720,3206,2385,933,56735.39285714286,16353.507936507936,0.06349015235900879,3235,974982
dermatology,4,2,0.0712676048278808,0,4225,1545,1182,382,3900.342105263158,1463.421052631579,0.10715222358703613,8780,8912
dermatology,4,3,0.5916037559509277,0,41207,10089,9433,826,31587.83834586466,10509.473684210527,0.15202879905700684,12063,392218
dermatology,4,5,11.272228240966797,0,833297,144439,144330,1834,1212346.6613721806,400771.5304511278,0.21183204650878906,16377,334251744
Heart_Statlog__UCI_,2,2,0.0197746753692626,0,758,595,306,218,750.55625,578.6875,0.022040605545043945,1562,821
Heart_Statlog__UCI_,2,3,0.0639328956604003,0,3799,1188,912,441,5602.15625,2121.7875,0.031264543533325195,2455,10701
Heart_Statlog__UCI_,2,5,0.1438794136047363,0,10264,1587,1384,612,30671.8127734375,8073.75625,0.03648185729980469,2837,760099
Census-Income_KDD__UCI_,50000+,2,6.015978097915649,0,39908,3527,2775,549,72926.27370689655,2649.689655172414,14.19813084602356,160546,107881
Census-Income_KDD__UCI_,50000+,3,31.82582783699036,0,293256,20151,13847,1081,278380.3653017241,16215.524425287356,14.698292016983032,165159,16649945
Census-Income_KDD__UCI_,50000+,5,616.5236468315125,0,6515722,430765,291268,3076,7486269.33983926,611316.962966954,15.124054670333862,169882,177318627413
japanese,+,2,0.0347480773925781,0,1361,846,458,294,1420.3934426229507,636.5081967213115,0.111785888671875,3174,1892
japanese,+,3,0.1049849987030029,0,5938,1806,1226,538,9969.349726775956,2947.098360655738,0.05661725997924805,4439,37882
japanese,+,5,0.2739312648773193,0,17182,2820,2114,951,68573.40522540984,23349.85956284153,0.06051182746887207,4630,6508884
heart_hungarian,1,2,0.0054121017456054,0,65,52,22,22,64.0,51.5,0.0038657188415527344,146,79
heart_hungarian,1,3,0.0067625045776367,0,145,90,39,39,143.5,70.5,0.004302978515625,206,299
heart_hungarian,1,5,0.0073587894439697,0,161,100,46,46,244.55208333333334,122.91666666666667,0.004945993423461914,256,794
I_LVL2_2_Interesting_Non-Random-Synthetic__2_5_312500_,1,2,0.3129944801330566,0,256,252,182,131,261.44,253.48,0.23470139503479004,602,326
