dataset_name,target_value,depth,DFS_BSD_DP_qf05 (PS)-real_time_taken,DFS_BSD_DP_qf05 (PS)-failed,DFS_BSD_DP_qf05 (PS)-sgs_evaluated,DFS_BSD_DP_qf05 (PS)-sgs_eval_interesting,DFS_BSD_DP_qf05 (PS)-sgs_quality_interesting,DFS_BSD_DP_qf05 (PS)-sgs_top_k_interesting,DFS_BSD_DP_qf05 (PS)-e_est,DFS_BSD_DP_qf05 (PS)-ei_est,DFS_BSD_DP_qf05 (PS)-time_to_est,DFS_BSD_DP_qf05 (PS)-sdfastest-esgs,DFS_BSD_DP_qf05 (PS)-ub
I_LVL2_2_Interesting_Non-Random-Synthetic__2_5_312500_,1,3,0.4266641139984131,0,1311,711,566,278,1440.64,1307.88,0.263516902923584,1051,2626
I_LVL2_2_Interesting_Non-Random-Synthetic__2_5_312500_,1,5,0.6442468166351318,0,3396,1016,882,357,7089.07,2700.92,0.3252863883972168,1483,68406
forest,h ,2,0.0661513805389404,0,3561,925,692,262,5236.152777777777,995.5694444444445,0.14152073860168457,10910,5887
forest,h ,3,0.1841702461242675,0,12257,1025,718,389,29697.869598765432,4683.472222222223,0.1510002613067627,12591,210043
forest,h ,5,1.0164153575897217,0,86725,6554,913,556,148740.57710744598,14103.80300925926,0.1573472023010254,12702,117038314
robot5,bottom_collision,2,0.0140998363494873,0,317,291,140,134,329.85714285714283,289.32142857142856,0.01385188102722168,730,407
robot5,bottom_collision,3,0.0358302593231201,0,1489,776,593,337,1890.8630952380952,1119.9285714285713,0.0204007625579834,1224,3683
robot5,bottom_collision,5,0.0858843326568603,0,4793,1366,1079,556,7483.703943452381,2152.902380952381,0.023988008499145508,1502,122438
pen,6,2,0.0709221363067627,0,1235,717,410,245,1510.449152542373,650.8305084745763,0.06694936752319336,3188,1771
pen,6,3,0.1519033908843994,0,4578,1472,1099,544,6693.9152542372885,2459.2203389830506,0.07681870460510254,3914,34280
pen,6,5,0.2681231498718261,0,10939,2114,2017,1122,53206.245127118644,14819.492372881356,0.08613133430480957,4400,5495792
U_LVL3_0_Uninteresting_Non-Random-Synthetic__2_7_823543_,0,2,0.7925505638122559,0,1,0,0,0,1.0,0.0,0.6987030506134033,2,1226
U_LVL3_0_Uninteresting_Non-Random-Synthetic__2_7_823543_,0,3,0.765871524810791,0,1,0,0,0,1.0,0.0,0.7387077808380127,2,19650
U_LVL3_0_Uninteresting_Non-Random-Synthetic__2_7_823543_,0,5,0.7957596778869629,0,1,0,0,0,1.0,0.0,0.7581732273101807,2,2138410
robot3,slightly_moved,2,0.0126171112060546,0,341,327,164,146,348.17857142857144,327.89285714285717,0.07023382186889648,758,407
robot3,slightly_moved,3,0.0413136482238769,0,2189,943,640,173,2350.7589285714284,1270.9642857142858,0.019008398056030273,1352,3683
robot3,slightly_moved,5,0.0767867565155029,0,5281,1160,827,204,6533.508928571428,1429.830357142857,0.022052526473999023,1571,122438
DefaultofCreditCard,1,2,0.3506782054901123,0,5094,2836,1511,358,6655.56015037594,2966.5375939849623,0.347198486328125,14499,8912
DefaultofCreditCard,1,3,2.8449220657348637,0,79442,19993,11590,690,103169.0159774436,29274.739348370927,0.4780449867248535,21275,392218
DefaultofCreditCard,1,5,41.29610967636109,0,1417834,167367,100293,1278,2025292.8398848684,401362.93082706764,0.5726099014282227,25179,334251744
zoo,7,2,0.0122253894805908,0,433,220,142,129,406.8333333333333,223.0,0.021536588668823242,866,667
zoo,7,3,0.0357160568237304,0,1989,749,637,291,2050.277777777778,956.1111111111111,0.021192312240600586,1369,7807
zoo,7,5,0.113696813583374,0,7843,2095,2088,421,11712.318402777777,3523.2555555555555,0.0281832218170166,1821,443704
breast_tissue,gla,2,0.0119059085845947,0,473,93,53,53,447.8125,98.875,0.013010501861572266,974,667
breast_tissue,gla,3,0.0170869827270507,0,1025,160,106,106,1039.625,187.125,0.015588045120239258,1142,7807
breast_tissue,gla,5,0.0215463638305664,0,1353,215,179,150,1107.81875,170.35,0.015689373016357422,1140,443704
flare, B,2,0.0137217044830322,0,444,171,84,84,383.5853658536585,180.5121951219512,0.015058517456054688,822,862
flare, B,3,0.0331685543060302,0,1719,449,313,117,1596.5528455284552,670.0243902439024,0.02222728729248047,1302,11522
flare, B,5,0.0672307014465332,0,4304,973,456,317,7605.40650406504,2402.1260162601625,0.029014110565185547,1715,862190
banana,1,2,0.0061779022216796,0,25,25,13,13,25.0,25.0,0.0036721229553222656,66,37
banana,1,3,0.0063135623931884,0,25,25,13,13,25.0,25.0,0.0035789012908935547,66,37
banana,1,5,0.0061073303222656,0,25,25,13,13,25.0,25.0,0.0036382675170898438,66,37
polish_bankruptcy_2year,1,2,0.7969708442687988,0,32140,27522,13127,573,32105.607843137255,27507.207843137254,0.8023388385772705,64772,32641
polish_bankruptcy_2year,1,3,30.977516889572144,0,1715376,586408,519596,1228,2193178.4885620917,1193826.067973856,1.4671235084533691,119116,2763776
polish_bankruptcy_3year,1,2,0.8654282093048096,0,32260,29136,13805,678,32258.5,29023.0,0.8462674617767334,65027,32641
polish_bankruptcy_3year,1,3,37.12027525901794,0,1971777,802832,659795,1325,2248856.3333333335,1274064.1666666667,1.520491123199463,120195,2763776
qualitative,B,2,0.0069639682769775,0,151,96,52,52,146.97222222222223,97.80555555555556,0.009562969207763672,308,172
qualitative,B,3,0.012148380279541,0,463,184,127,126,490.47453703703707,216.0185185185185,0.007835865020751953,469,988
qualitative,B,5,0.015364646911621,0,643,224,189,175,715.6359953703704,216.44351851851852,0.00847625732421875,491,12616
mfeat-morphological,8,2,0.0094695091247558,0,172,102,39,39,178.29761904761904,104.14285714285714,0.007863521575927734,401,232
mfeat-morphological,8,3,0.0160498619079589,0,510,242,111,110,528.0257936507936,225.38095238095238,0.009778499603271484,549,1562
mfeat-morphological,8,5,0.0176670551300048,0,572,279,210,175,1180.7163194444445,413.134126984127,0.012014150619506836,681,27896
fourclass,1,2,0.0046038627624511,0,25,20,12,12,25.0,21.0,0.0027217864990234375,66,37
fourclass,1,3,0.0045361518859863,0,25,20,12,12,25.0,20.5,0.0026230812072753906,66,37
fourclass,1,5,0.0045697689056396,0,25,20,12,12,25.0,21.5,0.0026717185974121094,66,37
liver,1,2,0.0102465152740478,0,265,247,123,122,265.0,250.5,0.008983135223388672,578,301
liver,1,3,0.0255007743835449,0,1497,414,200,168,1568.6666666666667,427.0,0.013590335845947266,1010,2325
liver,1,5,0.0309269428253173,0,1953,425,205,168,2037.1822916666667,404.625,0.014025449752807617,1023,55455
badges2,1,2,0.0128140449523925,0,404,283,155,147,375.5,281.3666666666667,0.012220144271850586,782,466
badges2,1,3,0.0379061698913574,0,2157,814,445,274,2486.6277777777777,1204.0777777777778,0.01941084861755371,1369,4526
badges2,1,5,0.0715155601501464,0,4825,1230,611,450,12526.507465277778,3656.563888888889,0.02420783042907715,1727,174437
kc1-binary,1,2,0.3799545764923095,0,27281,5908,5173,427,34255.54137931034,5224.258620689655,0.7302854061126709,71342,42196
kc1-binary,1,3,5.8856751918792725,0,480907,49705,47114,620,413165.6655172414,63890.73448275862,0.8843297958374023,82398,4065076
kc1-binary,1,5,172.5388069152832,0,14835888,671417,642707,945,21298697.818502154,3170977.645517241,0.9785335063934326,89281,16803008524
tao,black,2,0.0050008296966552,0,25,23,12,12,25.0,23.0,0.003269672393798828,66,37
tao,black,3,0.0054991245269775,0,25,23,12,12,25.0,22.5,0.0028085708618164062,66,37
tao,black,5,0.0051355361938476,0,25,23,12,12,25.0,23.5,0.002811908721923828,66,37
ND_LVL_2_4_NormalDist_Random-Synthetic__2_10_10000000_,0,2,41.48588037490845,0,4601,2801,1421,355,4601.0,2706.2631578947367,35.484565019607544,5745,5051
ND_LVL_2_4_NormalDist_Random-Synthetic__2_10_10000000_,0,3,313.4933891296387,0,76601,27761,13782,583,68990.47368421052,23658.894736842107,36.16671180725098,5708,166751
breast_cancer_wis_pro2,R,2,0.1667048931121826,0,10903,5073,2737,343,9771.16,4749.92,1.0884084701538086,19802,11326
breast_cancer_wis_pro2,R,3,2.5700714588165283,0,260403,9876,6615,370,200616.39333333334,12001.266666666666,0.3085603713989258,29576,562626
breast_cancer_wis_pro2,R,5,5.183843374252319,0,525753,13141,11184,439,564022.6636666667,28281.296,0.3194444179534912,30650,612422931
soybean_small,D3,2,0.0185840129852294,0,837,262,188,169,780.8103448275862,285.7413793103448,0.0274960994720459,1742,1712
soybean_small,D3,3,0.0502538681030273,0,3162,863,787,335,3307.103448275862,909.7931034482758,0.03498339653015137,2432,32568
soybean_small,D3,5,0.0913569927215576,0,6413,1633,1561,400,14811.695581896553,3649.676724137931,0.04388236999511719,3000,5038954
U_LVL1_3_Uninteresting_Non-Random-Synthetic__2_2_4000_,0,2,0.0050046443939208,0,9,9,0,0,9.0,9.0,0.0024559497833251953,18,11
U_LVL1_3_Uninteresting_Non-Random-Synthetic__2_2_4000_,0,3,0.0052227973937988,0,9,9,0,0,9.0,9.0,0.0023469924926757812,18,11
U_LVL1_3_Uninteresting_Non-Random-Synthetic__2_2_4000_,0,5,0.0051977634429931,0,9,9,0,0,9.0,9.0,0.002336740493774414,18,11
semeion,8,2,2.704486846923828,0,116233,89211,54625,778,129443.9912109375,87506.5263671875,3.0034537315368652,259586,131329
semeion,8,3,161.9792516231537,0,7922033,3079796,2768039,1415,12343013.174316406,7561073.3779296875,5.075313329696655,414803,22370049
ED_LVL_3_0_EqualDist_Random-Synthetic__2_20_1000_,0,2,0.7791855335235596,0,76401,425,203,171,76401.0,431.0,1.4772520065307617,160002,80201
ED_LVL_3_0_EqualDist_Random-Synthetic__2_20_1000_,0,3,0.8216958045959473,0,79501,425,203,171,78882.0,427.0,1.5147802829742432,160004,10667001
ED_LVL_3_0_EqualDist_Random-Synthetic__2_20_1000_,0,5,0.8125028610229492,0,79501,425,203,171,78300.91666666667,421.5,1.5130367279052734,160002,84280006981
molecular_splice,IE,2,0.683265209197998,0,33313,15100,9635,634,33142.578993055555,7884.265625,0.851794958114624,68834,41617
molecular_splice,IE,3,11.086747407913208,0,696036,29291,26824,1201,656092.0334201389,77990.37905092593,1.1209030151367188,86887,3981553
molecular_splice,IE,5,32.72955250740051,0,2155817,23589,23292,2176,28963087.581313293,943350.9568287038,1.1791207790374756,89070,16229622985
audiology_std,cochlear_noise_and_heredity,2,0.0742759704589843,0,3966,1831,1830,177,3478.5384615384614,1831.0,0.12266874313354492,7802,8516
audiology_std,cochlear_noise_and_heredity,3,1.1758735179901123,0,79944,36051,36050,284,63030.13461538462,36051.0,0.21063685417175293,15342,366276
audiology_std,cochlear_noise_and_heredity,5,203.3779728412628,0,13845630,5985197,5985196,709,9963788.820673076,5985198.0,0.40117669105529785,30032,297968932
automobile,-1,2,0.0492486953735351,0,2780,895,674,283,3205.7155963302753,865.9724770642201,0.08388257026672363,7414,5996
automobile,-1,3,0.2634944915771484,0,20497,3334,2991,404,21541.04740061162,4258.382262996942,0.1141202449798584,9654,215930
automobile,-1,5,1.5754001140594482,0,144926,12631,12112,822,143200.75718654433,21780.297859327216,0.12722349166870117,10505,122607452
volcanoes-d2,3,2,0.0095343589782714,0,61,56,17,17,61.0,54.0,0.006275177001953125,146,79
volcanoes-d2,3,3,0.011045217514038,0,125,87,36,36,130.66666666666666,74.5,0.007212400436401367,213,299
volcanoes-d2,3,5,0.0114538669586181,0,125,87,36,36,123.08333333333333,83.16666666666667,0.00723719596862793,212,299
grammatical_a2,1,2,1.454545974731445,0,86367,6966,6633,1372,95926.02086811353,4501.228714524207,3.429415464401245,234810,718202
grammatical_a2,1,3,39.227081060409546,0,2583578,164819,164599,4125,1274154.1915692822,112562.78018920423,4.377351522445679,286604,286563398
U_LVL2_3_Uninteresting_Non-Random-Synthetic__2_5_3125000_,0,2,2.693392515182495,0,276,276,0,0,276.0,276.0,2.088955879211426,627,326
U_LVL2_3_Uninteresting_Non-Random-Synthetic__2_5_3125000_,0,3,4.453583478927612,0,1526,1526,0,0,1651.0,1526.0,2.5668749809265137,1102,2626
U_LVL2_3_Uninteresting_Non-Random-Synthetic__2_5_3125000_,0,5,9.835726976394652,0,7776,4651,0,0,11455.166666666666,4651.0,3.0051839351654053,1677,68406
analcatdata_authorship,4,2,0.3551793098449707,0,19768,4310,3300,717,34692.42723880597,2937.7462686567164,0.9226233959197998,70218,36047
analcatdata_authorship,4,3,1.6434807777404783,0,106698,8933,7190,1392,214923.1722636816,26432.531094527363,0.8750007152557373,75118,3208363
analcatdata_authorship,4,5,6.473596096038818,0,478662,10037,8322,2226,2313756.525886194,74043.93526119403,0.8453812599182129,73793,11310135666
I_LVL3_1_Interesting_Non-Random-Synthetic__2_7_8235430_,1,2,13.824304819107056,0,995,991,811,122,1021.1734693877551,992.3163265306123,13.949934244155884,2305,1226
I_LVL3_1_Interesting_Non-Random-Synthetic__2_7_8235430_,1,3,53.11880373954773,0,11460,1087,907,196,12237.707482993197,5678.727891156463,20.26188588142395,4224,19650
I_LVL3_1_Interesting_Non-Random-Synthetic__2_7_8235430_,1,5,56.95294642448425,0,12916,1087,907,196,47521.16900510204,5301.1292517006805,22.008081197738647,4876,2138410
EqualDist_Random-Synthetic__2_7_8520_,0,2,0.029170274734497,0,494,494,244,188,494.0,494.0,0.5518472194671631,1091,562
EqualDist_Random-Synthetic__2_7_8520_,0,3,0.1140048503875732,0,4000,4000,1973,395,4123.333333333333,3923.6666666666665,0.036565542221069336,1970,6018
EqualDist_Random-Synthetic__2_7_8520_,0,5,0.9197986125946044,0,50602,16727,9749,558,71248.65416666667,18484.2,0.05366349220275879,3149,284274
cmc,3,2,0.0163862705230712,0,427,389,183,159,428.0,399.0,0.017189502716064453,902,466
cmc,3,3,0.0654890537261962,0,2967,2045,1072,286,3182.0,2138.3333333333335,0.024708032608032227,1582,4526
cmc,3,5,0.3199536800384521,0,17841,7146,4842,522,25224.95,9220.325,0.029801130294799805,2095,174437
Adult_UCI_,>50K,2,0.179487943649292,0,3127,670,296,221,3326.3954081632655,613.8724489795918,0.22840666770935059,7940,4852
Adult_UCI_,>50K,3,0.4799768924713135,0,16001,1466,866,450,11853.022959183674,1376.484693877551,0.25031447410583496,8702,156948
Adult_UCI_,>50K,5,1.0474812984466553,0,43313,2121,1602,641,76794.77511160714,10420.26556122449,0.2740640640258789,9500,71680092
I_LVL1_2_Interesting_Non-Random-Synthetic__2_2_400_,1,2,0.0041935443878173,0,7,6,4,4,8.75,7.0,0.005243778228759766,14,11
I_LVL1_2_Interesting_Non-Random-Synthetic__2_2_400_,1,3,0.0043139457702636,0,7,6,4,4,7.625,5.875,0.0017762184143066406,14,11
I_LVL1_2_Interesting_Non-Random-Synthetic__2_2_400_,1,5,0.0043203830718994,0,7,6,4,4,8.0,6.25,0.001783132553100586,14,11
monks1,0,2,0.0077295303344726,0,135,120,80,80,131.88235294117646,119.58823529411765,0.005512714385986328,274,154
monks1,0,3,0.0162878036499023,0,519,462,363,204,541.8823529411765,456.2156862745098,0.008882999420166016,476,834
monks1,0,5,0.0307226181030273,0,1373,727,585,223,1488.4529411764706,592.7647058823529,0.01116800308227539,638,9402
ND_LVL_3_0_NormalDist_Random-Synthetic__2_20_1000_,0,2,0.3921282291412353,0,28514,7215,3986,441,26781.34429065744,7821.517301038062,0.6096470355987549,59825,41906
ND_LVL_3_0_NormalDist_Random-Synthetic__2_20_1000_,0,3,6.601991653442383,0,640010,8123,4680,467,503815.50043252594,7437.600346020761,0.7880153656005859,77786,4023170
ND_LVL_3_0_NormalDist_Random-Synthetic__2_20_1000_,0,5,7.038307905197144,0,701543,8123,4680,467,569033.3110942907,7920.122837370242,0.819586992263794,78277,16514324978
grammatical_a1,1,2,2.128730058670044,0,124318,12510,11884,1214,197107.54823825503,9073.148489932886,6.279025554656982,479186,711029
grammatical_a1,1,3,74.43193650245667,0,4492810,350110,347804,3572,2785470.5746644298,321016.99832214764,7.343352317810059,534606,282279309
mfeat-zernike,8,2,0.3900659084320068,0,17449,12202,7273,540,17485.0,11381.5,0.458099365234375,35346,17767
mfeat-zernike,8,3,9.736493825912476,0,571609,92679,88401,768,683926.0833333334,192609.33333333334,0.7170555591583252,58533,1107603
mfeat-zernike,8,5,136.35923957824707,0,9268477,523327,519165,1313,33705406.41458333,4407725.408333333,0.8565599918365479,67146,1906413390
twonorm,1,2,0.1137537956237793,0,3121,1181,923,380,3121.0,1034.5,0.10837006568908691,6402,3241
twonorm,1,3,0.6394877433776855,0,29125,1739,1642,621,18028.75,2551.5,0.12677669525146484,7728,85401
twonorm,1,5,1.183598518371582,0,57905,2566,2470,1332,67791.75,3656.0,0.13289785385131836,8120,25706997
auto7_1,class3,2,0.0236067771911621,0,734,734,382,244,735.0,735.0,0.025714397430419922,1523,781
auto7_1,class3,3,0.1661152839660644,0,8148,6991,3772,501,8346.666666666666,7492.833333333333,0.03925824165344238,2872,9920
auto7_1,class3,5,1.482440948486328,0,105326,19787,13782,532,175412.09791666668,42340.333333333336,0.05799722671508789,4344,667928
grammatical_b4,1,2,3.7724931240081783,0,223881,18775,18049,1374,364699.01013513515,10756.22972972973,10.324638366699219,814594,701521
grammatical_b4,1,3,83.28914642333984,0,5068071,371570,368746,3109,2654705.751126126,218043.8310810811,11.143733263015747,842863,276633905
wave2,2,2,0.303591251373291,0,11441,3823,2952,526,12641.0,3934.5,0.38266754150390625,25602,12881
wave2,2,3,3.64313530921936,0,193001,10662,9707,1030,190342.33333333334,7699.833333333333,0.4640929698944092,32980,682801
wave2,2,5,19.35770320892334,0,1131109,18615,17926,1690,5585453.895833334,444234.10000000003,0.46431565284729004,32877,847361193
volcanoes-d1,3,2,0.0094022750854492,0,61,57,15,15,61.0,58.5,0.00824737548828125,146,79
volcanoes-d1,3,3,0.0118575096130371,0,125,90,35,35,141.08333333333334,91.33333333333333,0.00731968879699707,223,299
volcanoes-d1,3,5,0.01116943359375,0,125,90,35,35,144.58333333333334,85.0,0.007376432418823242,225,299
mfeat-fourier,8,2,0.933758020401001,0,44405,26303,19824,488,45905.0,28336.0,1.0953423976898193,92418,46361
mfeat-fourier,8,3,17.871503353118896,0,1091697,115397,64333,1116,2679735.0833333335,415076.5,1.8125550746917725,148957,4682665
mfeat-fourier,8,5,158.8051414489746,0,13340761,293518,224334,1903,117384883.87708333,4421311.616666666,1.9610240459442139,160206,21286477101
breast,recurrence-events,2,0.0143828392028808,0,510,275,140,131,537.7317073170732,285.6341463414634,0.019499540328979492,1232,862
breast,recurrence-events,3,0.0399811267852783,0,2298,896,398,267,3006.1768292682927,1003.8048780487804,0.024981260299682617,1921,11522
breast,recurrence-events,5,0.0961012840270996,0,6714,1916,634,324,8376.50762195122,1816.5731707317073,0.028553485870361328,2199,862190
I_LVL2_3_Interesting_Non-Random-Synthetic__2_5_3125000_,1,2,2.7992560863494877,0,256,252,182,145,261.92,253.0,2.0820133686065674,602,326
I_LVL2_3_Interesting_Non-Random-Synthetic__2_5_3125000_,1,3,4.144973516464233,0,1301,343,274,119,1432.4,1318.12,2.57356858253479,1053,2626
I_LVL2_3_Interesting_Non-Random-Synthetic__2_5_3125000_,1,5,4.760392189025879,0,1876,424,355,200,5858.229,1902.28,2.9107093811035156,1424,68406
U_LVL2_4_Uninteresting_Non-Random-Synthetic__2_5_31250000_,1,2,28.1977219581604,0,276,276,0,0,276.0,276.0,22.925432205200195,627,326
U_LVL2_4_Uninteresting_Non-Random-Synthetic__2_5_31250000_,1,3,49.5947790145874,0,1526,1526,0,0,1617.6666666666667,1526.0,29.67061495780945,1102,2626
U_LVL2_4_Uninteresting_Non-Random-Synthetic__2_5_31250000_,1,5,128.86960530281067,0,7776,4651,0,0,13251.0,4651.0,36.051703691482544,1677,68406
horse_colic_outcome,2,2,0.0059924125671386,0,1,0,0,0,1.0,0.0,1.4854979515075684,2,2486
horse_colic_outcome,2,3,0.0059418678283691,0,1,0,0,0,1.0,0.0,0.005832672119140625,2,57226
horse_colic_outcome,2,5,0.006061315536499,0,1,0,0,0,1.0,0.0,0.005776643753051758,2,13077135
ND_LVL_2_0_NormalDist_Random-Synthetic__2_10_1000_,1,2,0.0602951049804687,0,3644,1431,703,314,3524.6464646464647,1406.2525252525252,0.08708620071411133,7922,4951
ND_LVL_2_0_NormalDist_Random-Synthetic__2_10_1000_,1,3,0.4636168479919433,0,38677,4258,2142,422,34979.93265993266,3201.6734006734005,0.12085103988647461,11034,161800
ND_LVL_2_0_NormalDist_Random-Synthetic__2_10_1000_,1,5,0.9489076137542723,0,87671,4272,2154,423,72975.54124579125,3786.7912457912457,0.12258768081665039,11210,75449320
wall4,Slight-Right-Turn,2,0.0083200931549072,0,77,60,33,33,81.6875,59.5,0.006620645523071289,194,137
wall4,Slight-Right-Turn,3,0.0105555057525634,0,165,121,75,75,205.8125,130.125,0.008177995681762695,305,697
wall4,Slight-Right-Turn,5,0.0114538669586181,0,209,139,90,90,275.10546875,121.75,0.00856637954711914,337,2517
hayes,2,2,0.0058133602142333,0,88,49,29,29,83.6,53.4,0.0044214725494384766,182,121
hayes,2,3,0.0072236061096191,0,192,65,44,44,199.4,65.93333333333334,0.0052111148834228516,262,576
hayes,2,5,0.0074515342712402,0,208,65,44,44,234.87916666666666,71.13333333333334,0.005495548248291016,274,1941
analcatdata_germangss,4,2,0.0074036121368408,0,144,135,25,25,144.5,135.0,0.005545139312744141,326,172
analcatdata_germangss,4,3,0.0133967399597167,0,560,270,71,71,557.8333333333334,257.3333333333333,0.007950067520141602,542,988
analcatdata_germangss,4,5,0.015765905380249,0,720,287,77,77,849.075,278.9166666666667,0.008789300918579102,589,12616
thyroid_allhypo,primary hypothyroid.,2,0.0485036373138427,0,1545,925,548,284,1404.9296875,927.46875,0.04727363586425781,2946,2081
thyroid_allhypo,primary hypothyroid.,3,0.3566250801086426,0,15698,7610,5372,729,13810.10546875,8249.854166666666,0.07372117042541504,4839,43745
thyroid_allhypo,primary hypothyroid.,5,10.361854553222656,0,494958,174603,157088,1774,495488.66899414064,260705.59270833334,0.1120140552520752,7417,8303633
user,High,2,0.0078873634338378,0,181,148,71,71,173.95,152.525,0.007505893707275391,382,211
user,High,3,0.0145735740661621,0,805,150,71,71,744.3458333333333,157.11666666666667,0.00913381576538086,637,1351
user,High,5,0.014639139175415,0,805,150,71,71,733.7276041666667,146.19166666666666,0.009256362915039062,620,21700
thyroid_dis,discordant.,2,0.04988694190979,0,1530,1164,575,287,1532.578125,1122.25,0.04904937744140625,3330,2081
thyroid_dis,discordant.,3,0.4726631641387939,0,20561,12603,7130,746,20274.346354166668,13638.40625,0.08429312705993652,5911,43745
thyroid_dis,discordant.,5,18.699546575546265,0,920763,395101,289496,1638,994095.8011393229,601864.2885416667,0.1291804313659668,9223,8303633
synthetic_control,4,2,0.2292368412017822,0,13553,3534,3349,979,17350.225,1158.7,0.456554651260376,36722,28921
synthetic_control,4,3,2.1957385540008545,0,161349,21023,20806,2559,91837.4515625,15205.375,0.521761417388916,40728,2304201
synthetic_control,4,5,6.444087266921997,0,519869,45223,45171,4210,1462009.944765625,265358.2978125,0.538262128829956,42641,6500162589
titanic,1,2,0.0054936408996582,0,29,27,16,16,29.0,27.5,0.0038428306579589844,66,37
titanic,1,3,0.0058908462524414,0,41,39,24,24,43.83333333333333,35.33333333333333,0.0035486221313476562,92,93
titanic,1,5,0.0060095787048339,0,41,39,24,24,41.916666666666664,35.0,0.003537416458129883,91,93
secom,1,2,0.4363479614257812,0,19019,18685,8988,630,19016.0,18673.5,0.46616339683532715,38418,19307
secom,1,3,22.231749296188354,0,1167946,628082,496594,1128,1180320.8333333333,908655.5,0.8898251056671143,75177,1255087
secom,1,5,934.928704738617,0,71296453,5242178,4926556,1309,225579717.884375,32659175.433333334,1.2437281608581543,105060,2350534656
wine,1,2,0.0238587856292724,0,1001,422,329,228,1031.923076923077,335.78846153846155,0.030780553817749023,2186,1379
wine,1,3,0.0479109287261962,0,3577,311,284,226,4577.557692307692,435.9423076923077,0.03564023971557617,2810,23479
wine,1,5,0.0492346286773681,0,3629,290,284,221,4700.095973557693,414.53846153846155,0.03473329544067383,2609,2893164
thyroid_allrep,overreplacement.,2,0.0448365211486816,0,1359,741,561,284,1202.03125,760.0625,0.04501771926879883,2562,2081
thyroid_allrep,overreplacement.,3,0.3413648605346679,0,15282,7204,5631,653,12451.822916666666,7182.5625,0.07206034660339355,4541,43745
thyroid_allrep,overreplacement.,5,9.992289304733276,0,502008,172885,160785,1277,492859.333984375,270203.3385416667,0.11820554733276367,7627,8303633
post,S,2,0.0082447528839111,0,228,113,51,51,201.45652173913044,111.34782608695652,0.007846832275390625,416,277
post,S,3,0.0168755054473876,0,846,274,128,123,785.3478260869565,313.5217391304348,0.010120153427124023,656,2048
post,S,5,0.030165672302246,0,1905,458,217,174,1791.28125,474.6608695652174,0.011579036712646484,750,44552
human,1,2,22.835925579071045,0,913152,62691,62212,1265,1314504.8888608871,56014.046875,20.557947874069214,1295802,2492029
human,1,3,463.4614081382752,0,22103972,501375,501258,2162,20440990.784450896,852033.2492080253,21.329533576965332,1290374,1853240389
connectionist_sonar,R,2,0.4003863334655761,0,27233,4022,2930,611,28561.0,3307.5,0.7147257328033447,57602,28921
connectionist_sonar,R,3,2.200782537460327,0,207453,3208,2177,685,144357.83333333334,3375.8333333333335,0.6505813598632812,61030,2304201
connectionist_sonar,R,5,4.151800870895386,0,410057,3511,2066,713,474121.57083333336,16391.55,0.6825828552246094,61700,6500162589
hiv_746,-1,2,0.1062860488891601,0,9841,385,123,120,9646.88125,351.10625,0.2002851963043213,22242,12881
hiv_746,-1,3,0.2043216228485107,0,19701,610,125,122,18737.48125,632.8708333333333,0.21326780319213867,22750,682801
hiv_746,-1,5,0.2912354469299316,0,28361,969,126,123,25658.508889973957,954.7065104166667,0.2142329216003418,22862,847361193
madelon,1,2,43.97809886932373,0,1988347,1972605,955478,1138,1988934.9617647058,1971399.5964705881,20.229126930236816,1696050,1997002
NormalDist_Random-Synthetic__2_14_7418_,0,2,0.0694713592529296,0,1770,1728,866,319,1771.0,1737.0,0.08797812461853027,3723,1892
NormalDist_Random-Synthetic__2_14_7418_,0,3,0.6659431457519531,0,29974,23692,12367,600,31112.083333333332,24889.166666666668,0.10889196395874023,7037,37882
NormalDist_Random-Synthetic__2_14_7418_,0,5,18.39789843559265,0,1079176,332996,193773,864,1700975.7604166667,697616.4583333334,0.15924572944641113,10762,6508884
led,2,2,0.0067341327667236,0,99,91,40,40,99.0,89.0,0.005898237228393555,198,106
led,2,3,0.0119385719299316,0,353,286,136,130,366.3333333333333,291.8333333333333,0.0068013668060302734,338,470
led,2,5,0.022707462310791,0,937,525,285,221,917.4020833333334,478.9916666666667,0.008237123489379883,444,3473
ND_LVL_1_0_NormalDist_Random-Synthetic__2_5_1000_,1,2,0.010948896408081,0,276,234,110,110,276.0,211.0,0.01085519790649414,627,326
ND_LVL_1_0_NormalDist_Random-Synthetic__2_5_1000_,1,3,0.026710033416748,0,1311,539,270,194,1328.1666666666667,482.3333333333333,0.01605057716369629,1000,2626
ND_LVL_1_0_NormalDist_Random-Synthetic__2_5_1000_,1,5,0.0380244255065918,0,2201,646,326,209,2979.015625,717.7083333333334,0.01621222496032715,1137,68406
auto4,class1,2,1.7152388095855713,0,74847,74297,37032,850,74852.5,73698.5,1.8309109210968018,150546,75467
auto4,class1,3,153.88046002388,0,9082659,1221895,772826,1216,9349498.916666666,3541482.0,3.587406873703003,296784,9735503
Tic-Tac-ToeEndgame_UCI_,negative,2,0.013744831085205,0,352,352,151,143,352.0,352.0,0.01675724983215332,731,379
Tic-Tac-ToeEndgame_UCI_,negative,3,0.0574831962585449,0,2590,1966,1037,337,2692.0,2404.0,0.02088332176208496,1352,3304
