dataset_name,target_value,depth,DFS_BSD_DP (PS)-real_time_taken,DFS_BSD_DP (PS)-failed,DFS_BSD_DP (PS)-sgs_evaluated,DFS_BSD_DP (PS)-sgs_eval_interesting,DFS_BSD_DP (PS)-sgs_quality_interesting,DFS_BSD_DP (PS)-sgs_top_k_interesting,DFS_BSD_DP (PS)-e_est,DFS_BSD_DP (PS)-ei_est,DFS_BSD_DP (PS)-time_to_est,DFS_BSD_DP (PS)-sdfastest-esgs,DFS_BSD_DP (PS)-ub
bupa,1,2,0.0147325992584228,0,265,247,123,122,265.0,250.0,0.009125709533691406,578,301
bupa,1,3,0.0323269367218017,0,1481,405,200,170,1525.8333333333333,396.6666666666667,0.013367176055908203,999,2325
bupa,1,5,0.0374774932861328,0,1933,414,205,170,2159.984375,449.0,0.01410222053527832,1036,55455
U_LVL2_0_Uninteresting_Non-Random-Synthetic__2_5_3125_,0,2,0.0081222057342529,0,1,0,0,0,1.0,0.0,0.003650188446044922,2,326
U_LVL2_0_Uninteresting_Non-Random-Synthetic__2_5_3125_,0,3,0.0076324939727783,0,1,0,0,0,1.0,0.0,0.0038428306579589844,2,2626
U_LVL2_0_Uninteresting_Non-Random-Synthetic__2_5_3125_,0,5,0.0067882537841796,0,1,0,0,0,1.0,0.0,0.003890514373779297,2,68406
cardio3,2,2,0.0435025691986084,0,1225,596,370,271,2171.5367647058824,484.3529411764706,0.05957198143005371,4490,2347
cardio3,2,3,0.1804685592651367,0,8527,2619,1300,745,8897.025735294117,2838.029411764706,0.07262086868286133,5204,52463
cardio3,2,5,1.0419361591339111,0,59882,8622,6818,1798,89818.05661764706,24568.780147058824,0.07727789878845215,5558,11290976
volcanoes-d4,3,2,0.0108764171600341,0,61,60,17,17,61.0,60.5,0.00638890266418457,146,79
volcanoes-d4,3,3,0.0127379894256591,0,125,95,36,36,136.33333333333334,100.83333333333333,0.0075719356536865234,228,299
volcanoes-d4,3,5,0.0130045413970947,0,125,95,36,36,140.25,90.0,0.007551431655883789,226,299
pitt2_3,LONG,2,0.0079579353332519,0,196,72,40,40,182.91304347826087,76.76086956521739,0.007489919662475586,393,277
pitt2_3,LONG,3,0.0118076801300048,0,438,119,64,64,459.7173913043478,112.6086956521739,0.009188413619995117,517,2048
pitt2_3,LONG,5,0.0112452507019042,0,515,128,69,69,511.42033514492755,101.79891304347827,0.009108781814575195,518,44552
grammatical_b5,1,2,2.296348810195923,0,128371,5251,4865,1405,116242.85967878276,1859.735418427726,4.00895357131958,285105,700337
grammatical_b5,1,3,31.820104122161865,0,1802632,50769,49635,3551,512750.7325655114,11814.278106508877,4.49458122253418,299697,275933568
ED_LVL_1_2_EqualDist_Random-Synthetic__2_5_100000_,0,2,0.1035540103912353,0,276,276,139,136,276.0,276.0,0.08990025520324707,627,326
ED_LVL_1_2_EqualDist_Random-Synthetic__2_5_100000_,0,3,0.1748440265655517,0,1526,1526,768,303,1642.6666666666665,1526.0,0.09991335868835449,1102,2626
ED_LVL_1_2_EqualDist_Random-Synthetic__2_5_100000_,0,5,0.4276039600372314,0,7776,4651,2291,448,11898.916666666666,4651.0,0.12316250801086426,1677,68406
