dataset_name,target_value,depth,DFS_BSD_DP_FC (PS)-real_time_taken,DFS_BSD_DP_FC (PS)-failed,DFS_BSD_DP_FC (PS)-sgs_evaluated,DFS_BSD_DP_FC (PS)-sgs_eval_interesting,DFS_BSD_DP_FC (PS)-sgs_quality_interesting,DFS_BSD_DP_FC (PS)-sgs_top_k_interesting
ring,0,2,0.11588931083679199,0,3121,1025,1556,365
ring,0,3,0.7493886947631836,0,30221,2212,20491,639
ring,0,5,1.973423957824707,0,86945,3964,55064,867
mc1,2,2,0.20168733596801758,0,4325,868,1248,331
mc1,2,3,0.9058873653411865,0,27477,7875,10587,826
mc1,2,5,24.151743173599243,0,832684,234756,304335,2598
thyroid_allhyper,goitre.,2,0.049131155014038086,0,1469,606,550,271
thyroid_allhyper,goitre.,3,0.25813746452331543,0,10020,2836,4081,823
thyroid_allhyper,goitre.,5,4.917938709259033,0,219861,49498,93863,1637
mammographics,1,2,0.008191823959350586,0,183,118,94,66
mammographics,1,3,0.01722240447998047,0,642,252,299,133
mammographics,1,5,0.019919157028198242,0,761,227,408,157
dresses,1,2,0.10563969612121582,0,6894,728,1580,224
dresses,1,3,0.6789765357971191,0,47435,2106,8731,404
dresses,1,5,2.201796770095825,0,156737,3455,23334,473
U_LVL1_0_Uninteresting_Non-Random-Synthetic__2_2_4_,0,2,0.0034322738647460938,0,1,0,0,0
U_LVL1_0_Uninteresting_Non-Random-Synthetic__2_2_4_,0,3,0.0034584999084472656,0,1,0,0,0
U_LVL1_0_Uninteresting_Non-Random-Synthetic__2_2_4_,0,5,0.003422260284423828,0,1,0,0,0
thyroid_new_thyroid,2,2,0.006968021392822266,0,149,59,43,31
thyroid_new_thyroid,2,3,0.009726762771606445,0,321,72,104,44
thyroid_new_thyroid,2,5,0.010500669479370117,0,349,78,115,50
Balance_UCI_,R,2,0.008147716522216797,0,171,165,75,75
Balance_UCI_,R,3,0.016478538513183594,0,651,165,307,75
Balance_UCI_,R,5,0.016630887985229492,0,651,165,307,75
vert2,NO,2,0.010222673416137695,0,265,191,128,115
vert2,NO,3,0.025410890579223633,0,1137,293,516,177
vert2,NO,5,0.03306436538696289,0,1589,299,724,186
U_LVL3_1_Uninteresting_Non-Random-Synthetic__2_7_8235430_,0,2,15.004858493804932,0,1079,1079,0,0
U_LVL3_1_Uninteresting_Non-Random-Synthetic__2_7_8235430_,0,3,65.65212559700012,0,13084,13084,0,0
U_LVL3_1_Uninteresting_Non-Random-Synthetic__2_7_8235430_,0,5,335.3133146762848,0,97119,13084,0,0
rmftsa_sleepdata,3,2,0.004482746124267578,0,25,22,7,7
rmftsa_sleepdata,3,3,0.004393815994262695,0,25,22,7,7
rmftsa_sleepdata,3,5,0.004476785659790039,0,25,22,7,7
thoracic-surgery,1,2,0.023769617080688477,0,885,596,463,232
thoracic-surgery,1,3,0.12686800956726074,0,6513,2803,3179,398
thoracic-surgery,1,5,1.043285608291626,0,56608,17692,24300,724
kc3,2,2,0.12372589111328125,0,6601,1081,2650,347
kc3,2,3,0.6791212558746338,0,39548,5710,17321,616
kc3,2,5,11.847536087036133,0,708805,126193,314032,1307
tae,2,2,0.006058454513549805,0,111,70,49,33
tae,2,3,0.009401559829711914,0,281,124,119,58
tae,2,5,0.012038946151733398,0,411,138,177,65
leaf,32,2,0.03269553184509277,0,1457,321,547,235
leaf,32,3,0.0728297233581543,0,3883,398,1578,324
leaf,32,5,0.13418078422546387,0,7529,509,3428,405
australian,1,2,0.02379155158996582,0,821,590,387,242
australian,1,3,0.07938885688781738,0,3744,1111,2071,449
australian,1,5,0.23940539360046387,0,11894,1794,7678,781
dermatology,4,2,0.08693647384643555,0,4549,808,1380,417
dermatology,4,3,0.46973490715026855,0,27201,4225,10412,942
dermatology,4,5,5.480583190917969,0,322683,46271,154375,2338
Heart_Statlog__UCI_,2,2,0.020566701889038086,0,758,474,379,219
Heart_Statlog__UCI_,2,3,0.06579232215881348,0,3221,785,2044,411
Heart_Statlog__UCI_,2,5,0.13873052597045898,0,6986,899,5232,535
Census-Income_KDD__UCI_,50000+,2,7.302738428115845,0,46488,933,17229,485
Census-Income_KDD__UCI_,50000+,3,15.416582584381104,0,97641,3230,39750,812
Census-Income_KDD__UCI_,50000+,5,189.17084741592407,0,1217339,75336,361780,1719
japanese,+,2,0.03405165672302246,0,1483,604,640,266
japanese,+,3,0.10354161262512207,0,5151,1054,2636,455
japanese,+,5,0.26255178451538086,0,13313,1634,8027,773
heart_hungarian,1,2,0.005202531814575195,0,65,52,28,22
heart_hungarian,1,3,0.007109880447387695,0,145,90,62,39
heart_hungarian,1,5,0.007323503494262695,0,161,100,73,46
I_LVL2_2_Interesting_Non-Random-Synthetic__2_5_312500_,1,2,0.3049483299255371,0,256,252,182,131
I_LVL2_2_Interesting_Non-Random-Synthetic__2_5_312500_,1,3,0.44136810302734375,0,1311,596,990,275
I_LVL2_2_Interesting_Non-Random-Synthetic__2_5_312500_,1,5,0.61920166015625,0,3026,881,2704,384
forest,h ,2,0.10203909873962402,0,5217,388,2171,263
forest,h ,3,0.23381924629211426,0,12581,731,7616,360
forest,h ,5,1.3233215808868408,0,78581,6145,23532,422
robot5,bottom_collision,2,0.013352394104003906,0,317,278,140,131
robot5,bottom_collision,3,0.03298211097717285,0,1245,506,729,309
robot5,bottom_collision,5,0.07388854026794434,0,3353,787,1933,463
pen,6,2,0.07971954345703125,0,1518,483,446,229
pen,6,3,0.1518397331237793,0,4274,763,1771,480
pen,6,5,0.2912449836730957,0,10247,1045,5572,840
U_LVL3_0_Uninteresting_Non-Random-Synthetic__2_7_823543_,0,2,0.781177282333374,0,1,0,0,0
U_LVL3_0_Uninteresting_Non-Random-Synthetic__2_7_823543_,0,3,0.7701656818389893,0,1,0,0,0
U_LVL3_0_Uninteresting_Non-Random-Synthetic__2_7_823543_,0,5,0.7756121158599854,0,1,0,0,0
robot3,slightly_moved,2,0.011832475662231445,0,341,325,167,145
robot3,slightly_moved,3,0.03905463218688965,0,1797,522,925,194
robot3,slightly_moved,5,0.06364893913269043,0,3085,527,1661,221
DefaultofCreditCard,1,2,0.3861877918243408,0,6599,1933,3177,315
DefaultofCreditCard,1,3,2.29058575630188,0,56194,6110,26590,508
DefaultofCreditCard,1,5,12.62754201889038,0,340511,20303,158635,578
zoo,7,2,0.013172626495361328,0,433,197,224,129
zoo,7,3,0.035423994064331055,0,1553,450,980,275
zoo,7,5,0.07582378387451172,0,3739,757,2711,407
breast_tissue,gla,2,0.012598752975463867,0,473,93,159,53
breast_tissue,gla,3,0.02147388458251953,0,1025,160,338,106
breast_tissue,gla,5,0.024608612060546875,0,1197,190,468,144
flare, B,2,0.014371395111083984,0,444,171,90,84
flare, B,3,0.03261208534240723,0,1495,355,343,162
flare, B,5,0.08095288276672363,0,4585,948,685,302
banana,1,2,0.005680084228515625,0,25,25,13,13
banana,1,3,0.005863189697265625,0,25,25,13,13
banana,1,5,0.005810976028442383,0,25,25,13,13
polish_bankruptcy_2year,1,2,0.8092174530029297,0,31752,1639,13179,398
polish_bankruptcy_2year,1,3,2.750223398208618,0,120501,3922,77642,595
polish_bankruptcy_2year,1,5,13.598583698272705,0,629545,13996,448854,1147
polish_bankruptcy_3year,1,2,0.8620257377624512,0,31988,2137,13844,422
polish_bankruptcy_3year,1,3,3.6263599395751953,0,153444,6354,101997,637
polish_bankruptcy_3year,1,5,37.14035940170288,0,1642480,61275,1282504,1169
qualitative,B,2,0.007139444351196289,0,151,96,60,52
qualitative,B,3,0.013362884521484375,0,454,178,205,127
qualitative,B,5,0.01765894889831543,0,664,214,374,173
mfeat-morphological,8,2,0.009171247482299805,0,172,102,42,39
mfeat-morphological,8,3,0.01635599136352539,0,510,240,121,109
mfeat-morphological,8,5,0.01804828643798828,0,598,228,221,170
fourclass,1,2,0.004417896270751953,0,25,20,12,12
fourclass,1,3,0.004424333572387695,0,25,20,12,12
fourclass,1,5,0.004373311996459961,0,25,20,12,12
liver,1,2,0.009871244430541992,0,265,247,131,122
liver,1,3,0.03207278251647949,0,1481,401,717,164
liver,1,5,0.03979301452636719,0,1921,407,878,168
badges2,1,2,0.012674570083618164,0,404,278,189,138
badges2,1,3,0.04402470588684082,0,2171,718,971,267
badges2,1,5,0.08599090576171875,0,4558,1090,1811,452
kc1-binary,1,2,0.6062135696411133,0,33388,1758,18402,393
kc1-binary,1,3,3.0273962020874023,0,172024,7241,104694,463
kc1-binary,1,5,54.33807325363159,0,3125487,80677,1857266,573
tao,black,2,0.004469633102416992,0,25,23,12,12
tao,black,3,0.004644870758056641,0,25,23,12,12
tao,black,5,0.0045511722564697266,0,25,23,12,12
ND_LVL_2_4_NormalDist_Random-Synthetic__2_10_10000000_,0,2,41.90933609008789,0,4601,2801,2327,325
ND_LVL_2_4_NormalDist_Random-Synthetic__2_10_10000000_,0,3,322.68464708328247,0,76601,27761,38419,522
ND_LVL_2_4_NormalDist_Random-Synthetic__2_10_10000000_,0,5,-1.0,1,-1,-1,-1,-1
breast_cancer_wis_pro2,R,2,0.19307899475097656,0,10903,1514,4385,339
breast_cancer_wis_pro2,R,3,1.0390005111694336,0,62465,1607,29109,413
breast_cancer_wis_pro2,R,5,1.8623037338256836,0,114417,2383,52343,430
soybean_small,D3,2,0.021127700805664062,0,837,244,361,165
soybean_small,D3,3,0.05074286460876465,0,2411,571,1167,339
soybean_small,D3,5,0.09706306457519531,0,5195,1053,2662,475
U_LVL1_3_Uninteresting_Non-Random-Synthetic__2_2_4000_,0,2,0.004576206207275391,0,9,9,0,0
U_LVL1_3_Uninteresting_Non-Random-Synthetic__2_2_4000_,0,3,0.0047969818115234375,0,9,9,0,0
U_LVL1_3_Uninteresting_Non-Random-Synthetic__2_2_4000_,0,5,0.004673480987548828,0,9,9,0,0
semeion,8,2,2.6387619972229004,0,108317,20083,56052,762
semeion,8,3,35.30354619026184,0,1462401,186408,1145879,1447
semeion,8,5,1130.5670247077942,0,48813607,2321573,44618080,3064
ED_LVL_3_0_EqualDist_Random-Synthetic__2_20_1000_,0,2,1.3902273178100586,0,76401,416,41287,167
ED_LVL_3_0_EqualDist_Random-Synthetic__2_20_1000_,0,3,1.4231302738189697,0,78661,416,41896,167
ED_LVL_3_0_EqualDist_Random-Synthetic__2_20_1000_,0,5,1.4127247333526611,0,78661,416,41896,167
molecular_splice,IE,2,0.7773747444152832,0,34549,2904,13134,448
molecular_splice,IE,3,2.7935354709625244,0,137383,1854,81736,715
molecular_splice,IE,5,5.405047416687012,0,268021,1884,185771,874
audiology_std,cochlear_noise_and_heredity,2,0.0803382396697998,0,3966,1831,1894,234
audiology_std,cochlear_noise_and_heredity,3,1.3555572032928467,0,79944,36051,37573,391
audiology_std,cochlear_noise_and_heredity,5,234.20487546920776,0,13845630,5985197,6327901,874
automobile,-1,2,0.06209421157836914,0,3186,520,1195,283
automobile,-1,3,0.2138056755065918,0,12496,1162,5746,470
automobile,-1,5,0.8501789569854736,0,50795,2591,24657,774
volcanoes-d2,3,2,0.008932352066040039,0,61,56,17,17
volcanoes-d2,3,3,0.010850667953491211,0,125,87,36,36
volcanoes-d2,3,5,0.011085271835327148,0,125,87,36,36
grammatical_a2,1,2,1.9727387428283691,0,93710,2099,68000,765
grammatical_a2,1,3,20.040398359298706,0,1024935,29063,792839,1190
grammatical_a2,1,5,-1.0,1,-1,-1,-1,-1
U_LVL2_3_Uninteresting_Non-Random-Synthetic__2_5_3125000_,0,2,2.9062283039093018,0,276,276,0,0
U_LVL2_3_Uninteresting_Non-Random-Synthetic__2_5_3125000_,0,3,4.905232906341553,0,1526,1526,0,0
U_LVL2_3_Uninteresting_Non-Random-Synthetic__2_5_3125000_,0,5,12.348926544189453,0,7776,4651,0,0
analcatdata_authorship,4,2,0.6730971336364746,0,32781,1147,14275,514
analcatdata_authorship,4,3,1.6294071674346924,0,81437,1834,50059,879
analcatdata_authorship,4,5,4.07319450378418,0,207461,2762,158880,1386
I_LVL3_1_Interesting_Non-Random-Synthetic__2_7_8235430_,1,2,14.409330129623413,0,995,991,811,138
I_LVL3_1_Interesting_Non-Random-Synthetic__2_7_8235430_,1,3,58.1421217918396,0,11460,1026,9658,188
I_LVL3_1_Interesting_Non-Random-Synthetic__2_7_8235430_,1,5,60.35771727561951,0,11950,1026,10148,188
EqualDist_Random-Synthetic__2_7_8520_,0,2,0.028087139129638672,0,494,494,244,182
EqualDist_Random-Synthetic__2_7_8520_,0,3,0.10962629318237305,0,4000,3797,1973,383
EqualDist_Random-Synthetic__2_7_8520_,0,5,0.6977477073669434,0,30789,6969,17538,508
cmc,3,2,0.015992403030395508,0,427,364,195,158
cmc,3,3,0.059989213943481445,0,2581,1225,1203,311
cmc,3,5,0.1752769947052002,0,8105,2563,4394,548
Adult_UCI_,>50K,2,0.19355559349060059,0,3540,501,986,223
Adult_UCI_,>50K,3,0.4364597797393799,0,12051,844,3865,418
Adult_UCI_,>50K,5,0.8332822322845459,0,27464,1194,8595,681
I_LVL1_2_Interesting_Non-Random-Synthetic__2_2_400_,1,2,0.00371551513671875,0,7,6,4,4
I_LVL1_2_Interesting_Non-Random-Synthetic__2_2_400_,1,3,0.003816843032836914,0,7,6,4,4
I_LVL1_2_Interesting_Non-Random-Synthetic__2_2_400_,1,5,0.0036995410919189453,0,7,6,4,4
monks1,0,2,0.007341861724853516,0,135,120,80,80
monks1,0,3,0.015847444534301758,0,519,458,363,197
monks1,0,5,0.032776594161987305,0,1289,561,1002,235
ND_LVL_3_0_NormalDist_Random-Synthetic__2_20_1000_,0,2,0.5219132900238037,0,28514,3833,11594,355
ND_LVL_3_0_NormalDist_Random-Synthetic__2_20_1000_,0,3,5.80821418762207,0,362627,3894,130860,358
ND_LVL_3_0_NormalDist_Random-Synthetic__2_20_1000_,0,5,5.900160074234009,0,370070,3894,133264,358
grammatical_a1,1,2,2.153960943222046,0,106279,3741,78078,626
grammatical_a1,1,3,31.061158180236816,0,1629287,56501,1247631,912
grammatical_a1,1,5,-1.0,1,-1,-1,-1,-1
mfeat-zernike,8,2,0.3939087390899658,0,17485,1587,7357,413
mfeat-zernike,8,3,1.708878517150879,0,82449,2473,55605,530
mfeat-zernike,8,5,3.9469351768493652,0,194437,4086,141444,622
twonorm,1,2,0.11490440368652344,0,3121,543,1538,311
twonorm,1,3,0.4128096103668213,0,15933,603,13072,375
twonorm,1,5,0.45646095275878906,0,17925,603,15064,375
auto7_1,class3,2,0.022645950317382812,0,734,719,382,238
auto7_1,class3,3,0.16283345222473145,0,7603,3315,3896,479
auto7_1,class3,5,0.6682939529418945,0,33727,4233,20451,548
grammatical_b4,1,2,2.4229636192321777,0,116512,3853,87757,566
grammatical_b4,1,3,20.90433955192566,0,1063681,42882,857048,788
grammatical_b4,1,5,-1.0,1,-1,-1,-1,-1
wave2,2,2,0.34894728660583496,0,12641,1476,6245,419
wave2,2,3,2.1964967250823975,0,94769,2136,78110,682
wave2,2,5,4.540604591369629,0,205569,2384,187188,716
volcanoes-d1,3,2,0.00910043716430664,0,61,57,15,15
volcanoes-d1,3,3,0.011178970336914062,0,125,90,35,35
volcanoes-d1,3,5,0.01089334487915039,0,125,90,35,35
mfeat-fourier,8,2,0.9989397525787354,0,44441,1428,20436,396
mfeat-fourier,8,3,3.077670097351074,0,148681,1862,83001,518
mfeat-fourier,8,5,4.7033607959747314,0,231773,1965,155120,574
breast,recurrence-events,2,0.014971733093261719,0,510,271,246,132
breast,recurrence-events,3,0.0508265495300293,0,2164,771,1056,254
breast,recurrence-events,5,0.11516046524047852,0,5839,1480,2498,312
I_LVL2_3_Interesting_Non-Random-Synthetic__2_5_3125000_,1,2,2.8473117351531982,0,256,252,182,148
I_LVL2_3_Interesting_Non-Random-Synthetic__2_5_3125000_,1,3,4.520924091339111,0,1301,326,990,150
I_LVL2_3_Interesting_Non-Random-Synthetic__2_5_3125000_,1,5,5.099746465682983,0,1801,381,1490,209
U_LVL2_4_Uninteresting_Non-Random-Synthetic__2_5_31250000_,1,2,28.041364908218384,0,276,276,0,0
U_LVL2_4_Uninteresting_Non-Random-Synthetic__2_5_31250000_,1,3,50.93867611885071,0,1526,1526,0,0
U_LVL2_4_Uninteresting_Non-Random-Synthetic__2_5_31250000_,1,5,134.61768889427185,0,7776,4651,0,0
horse_colic_outcome,2,2,0.005633115768432617,0,1,0,0,0
horse_colic_outcome,2,3,0.005410432815551758,0,1,0,0,0
horse_colic_outcome,2,5,0.005514383316040039,0,1,0,0,0
ND_LVL_2_0_NormalDist_Random-Synthetic__2_10_1000_,1,2,0.07034945487976074,0,3644,1277,1675,274
ND_LVL_2_0_NormalDist_Random-Synthetic__2_10_1000_,1,3,0.5637495517730713,0,33565,2490,12976,371
ND_LVL_2_0_NormalDist_Random-Synthetic__2_10_1000_,1,5,0.9521467685699463,0,59288,2505,22141,371
wall4,Slight-Right-Turn,2,0.007889270782470703,0,77,60,33,33
wall4,Slight-Right-Turn,3,0.010675668716430664,0,165,121,78,75
wall4,Slight-Right-Turn,5,0.011434316635131836,0,209,139,100,90
hayes,2,2,0.005590915679931641,0,88,49,35,29
hayes,2,3,0.007627725601196289,0,192,65,81,44
hayes,2,5,0.007976293563842773,0,208,65,87,44
analcatdata_germangss,4,2,0.006922483444213867,0,144,135,27,25
analcatdata_germangss,4,3,0.01491403579711914,0,560,270,142,71
analcatdata_germangss,4,5,0.01812434196472168,0,720,287,204,77
thyroid_allhypo,primary hypothyroid.,2,0.05230903625488281,0,1560,698,556,297
thyroid_allhypo,primary hypothyroid.,3,0.27445268630981445,0,10709,3187,4552,789
thyroid_allhypo,primary hypothyroid.,5,5.171658039093018,0,212169,47915,97689,2641
user,High,2,0.00782632827758789,0,181,148,73,71
user,High,3,0.01916360855102539,0,805,150,338,71
user,High,5,0.018659114837646484,0,805,150,338,71
thyroid_dis,discordant.,2,0.050177574157714844,0,1530,817,578,293
thyroid_dis,discordant.,3,0.31214404106140137,0,12296,4263,5145,740
thyroid_dis,discordant.,5,6.247593641281128,0,255828,58423,112110,1981
synthetic_control,4,2,0.4100310802459717,0,20057,1508,7894,890
synthetic_control,4,3,1.385775089263916,0,77441,3475,35341,1626
synthetic_control,4,5,2.2057623863220215,0,124721,5147,57637,2101
titanic,1,2,0.005218982696533203,0,29,27,17,16
titanic,1,3,0.005793333053588867,0,41,39,25,24
titanic,1,5,0.005528926849365234,0,41,39,25,24
secom,1,2,0.41161680221557617,0,19019,8871,8999,506
secom,1,3,8.270063400268555,0,416580,34196,247308,875
secom,1,5,60.928083419799805,0,3072394,96782,2027620,1339
wine,1,2,0.02606987953186035,0,1121,330,540,222
wine,1,3,0.05519604682922363,0,2701,238,1576,214
wine,1,5,0.06812334060668945,0,3565,253,2115,232
thyroid_allrep,overreplacement.,2,0.04864239692687988,0,1359,576,575,273
thyroid_allrep,overreplacement.,3,0.24856877326965332,0,9776,2909,4682,682
thyroid_allrep,overreplacement.,5,5.804904937744141,0,257235,60520,129851,2414
post,S,2,0.008368492126464844,0,228,113,99,51
post,S,3,0.019424915313720703,0,846,274,329,125
post,S,5,0.038283348083496094,0,1897,452,716,181
human,1,2,13.84783124923706,0,484554,3334,299736,561
human,1,3,47.42879366874695,0,1779784,8988,1112998,669
human,1,5,323.4949016571045,0,12192824,44357,7609509,790
connectionist_sonar,R,2,0.5470750331878662,0,28561,1242,13968,430
connectionist_sonar,R,3,2.0522732734680176,0,114045,1260,84046,524
connectionist_sonar,R,5,2.9041671752929688,0,161149,1286,125191,545
hiv_746,-1,2,0.16400623321533203,0,9841,354,4395,115
hiv_746,-1,3,0.28802943229675293,0,18841,555,5353,116
hiv_746,-1,5,0.4199533462524414,0,26861,888,5568,117
madelon,1,2,45.020763635635376,0,1988347,1258519,959934,784
madelon,1,3,-1.0,1,-1,-1,-1,-1
madelon,1,5,-1.0,1,-1,-1,-1,-1
NormalDist_Random-Synthetic__2_14_7418_,0,2,0.0792086124420166,0,1770,1548,892,269
NormalDist_Random-Synthetic__2_14_7418_,0,3,0.6511437892913818,0,25212,13290,13163,441
NormalDist_Random-Synthetic__2_14_7418_,0,5,10.92698049545288,0,482691,80053,260214,790
led,2,2,0.00679326057434082,0,99,91,40,40
led,2,3,0.013621330261230469,0,345,269,146,132
led,2,5,0.02289724349975586,0,761,391,395,208
ND_LVL_1_0_NormalDist_Random-Synthetic__2_5_1000_,1,2,0.015232563018798828,0,276,234,131,110
ND_LVL_1_0_NormalDist_Random-Synthetic__2_5_1000_,1,3,0.0396265983581543,0,1296,533,643,191
ND_LVL_1_0_NormalDist_Random-Synthetic__2_5_1000_,1,5,0.0552976131439209,0,2156,630,1089,211
auto4,class1,2,1.989255428314209,0,74847,44557,37080,607
auto4,class1,3,99.84530687332153,0,4700770,191942,2575971,747
auto4,class1,5,617.8665807247162,0,28401894,336500,16969495,840
Tic-Tac-ToeEndgame_UCI_,negative,2,0.01475214958190918,0,352,352,151,142
Tic-Tac-ToeEndgame_UCI_,negative,3,0.06437253952026367,0,2245,1079,1071,308
Tic-Tac-ToeEndgame_UCI_,negative,5,0.1770164966583252,0,7111,1570,4245,482
Covertype,7,2,5.372529983520508,0,6841,3066,2425,331
Covertype,7,3,17.51429319381714,0,45163,17408,18988,736
Covertype,7,5,1146.1619658470154,0,3688633,1548920,1601160,2789
pc4,2,2,0.1854841709136963,0,7282,1213,3117,371
pc4,2,3,0.8118462562561035,0,38361,4038,21091,562
pc4,2,5,6.806583881378174,0,332947,29644,186214,886
ED_LVL_3_4_EqualDist_Random-Synthetic__2_20_10000000_,0,2,419.0858211517334,0,76401,76401,38113,204
ED_LVL_3_4_EqualDist_Random-Synthetic__2_20_10000000_,0,3,-1.0,1,-1,-1,-1,-1
ED_LVL_3_4_EqualDist_Random-Synthetic__2_20_10000000_,0,5,-1.0,1,-1,-1,-1,-1
firm,1,2,0.054033756256103516,0,719,621,353,233
firm,1,3,0.31078410148620605,0,7809,3197,3786,540
firm,1,5,0.4378821849822998,0,13907,4842,7476,1160
ND_LVL_2_2_NormalDist_Random-Synthetic__2_10_100000_,0,2,0.47116971015930176,0,4601,2627,2402,330
ND_LVL_2_2_NormalDist_Random-Synthetic__2_10_100000_,0,3,3.4176974296569824,0,69401,22868,35274,449
ND_LVL_2_2_NormalDist_Random-Synthetic__2_10_100000_,0,5,39.52040243148804,0,949231,63620,462620,550
ND_LVL_3_2_NormalDist_Random-Synthetic__2_20_100000_,1,2,3.0794687271118164,0,49130,16991,22035,416
ND_LVL_3_2_NormalDist_Random-Synthetic__2_20_100000_,1,3,80.41727328300476,0,1899692,224524,789780,468
ND_LVL_3_2_NormalDist_Random-Synthetic__2_20_100000_,1,5,783.2970910072327,0,19091485,226703,7464842,468
Stroke_Kaggle_,1,2,0.0238955020904541,0,445,343,218,159
Stroke_Kaggle_,1,3,0.06548500061035156,0,2102,862,1255,322
Stroke_Kaggle_,1,5,0.2109816074371338,0,8240,1323,5740,432
spambase,1,2,0.20353293418884277,0,6546,2780,3675,731
spambase,1,3,1.5002655982971191,0,50416,23101,19856,658
spambase,1,5,195.78816151618958,0,6469262,2319233,2789387,879
echocardio,1,2,0.013594627380371094,0,486,69,244,33
echocardio,1,3,0.02091693878173828,0,923,75,460,34
echocardio,1,5,0.021397113800048828,0,958,75,484,34
phoneme,1,2,0.012926101684570312,0,181,175,84,84
phoneme,1,3,0.02509593963623047,0,677,416,331,220
phoneme,1,5,0.040557861328125,0,1373,561,704,315
texture,14,2,0.32556986808776855,0,12389,1131,4638,452
texture,14,3,1.1122925281524658,0,46449,2200,25782,761
texture,14,5,3.087350845336914,0,138545,4311,81663,1076
statlog_is,7,2,0.05439949035644531,0,2003,490,650,317
statlog_is,7,3,0.1288313865661621,0,5742,780,2259,598
statlog_is,7,5,0.23005223274230957,0,10959,1083,5015,995
banknote,1,2,0.006802082061767578,0,101,86,56,53
banknote,1,3,0.010483741760253906,0,261,165,140,117
banknote,1,5,0.012360095977783203,0,325,186,175,132
NormalDist_Random-Synthetic__2_6_5132_,1,2,0.011779546737670898,0,132,132,71,71
NormalDist_Random-Synthetic__2_6_5132_,1,3,0.022371292114257812,0,524,522,278,191
NormalDist_Random-Synthetic__2_6_5132_,1,5,0.05645489692687988,0,1980,1569,1074,318
ilpd,2,2,0.018970966339111328,0,687,462,348,219
ilpd,2,3,0.08987069129943848,0,4335,1206,2542,379
ilpd,2,5,0.24936699867248535,0,12903,1471,8506,416
EqualDist_Random-Synthetic__2_7_7307_,0,2,0.0206453800201416,0,325,325,168,151
EqualDist_Random-Synthetic__2_7_7307_,0,3,0.0632932186126709,0,2050,2044,1055,388
EqualDist_Random-Synthetic__2_7_7307_,0,5,0.35110998153686523,0,14941,7231,8019,617
ND_LVL_1_3_NormalDist_Random-Synthetic__2_5_1000000_,1,2,0.9018361568450928,0,276,276,132,124
ND_LVL_1_3_NormalDist_Random-Synthetic__2_5_1000000_,1,3,1.429478406906128,0,1526,1274,743,271
ND_LVL_1_3_NormalDist_Random-Synthetic__2_5_1000000_,1,5,2.560994863510132,0,5261,2745,2581,383
satimage,5,2,0.27231526374816895,0,9993,938,3233,422
satimage,5,3,1.0843992233276367,0,48317,4686,23287,1194
satimage,5,5,8.434107303619385,0,405393,25108,227920,2350
turkiye,11,2,0.2945067882537842,0,11479,2686,4926,459
turkiye,11,3,1.984360933303833,0,88269,14397,41535,547
turkiye,11,5,54.71699142456055,0,2621814,505892,1061747,1326
I_LVL3_0_Interesting_Non-Random-Synthetic__2_7_823543_,1,2,1.3543519973754883,0,911,168,377,139
I_LVL3_0_Interesting_Non-Random-Synthetic__2_7_823543_,1,3,1.9614007472991943,0,2976,203,2431,193
I_LVL3_0_Interesting_Non-Random-Synthetic__2_7_823543_,1,5,2.0926294326782227,0,3466,203,2921,193
auto2, class2,2,11.800710678100586,0,303676,303270,151921,713
auto2, class2,3,-1.0,1,-1,-1,-1,-1
auto2, class2,5,-1.0,1,-1,-1,-1,-1
oil_spill,2,2,0.3368697166442871,0,17439,982,7016,350
oil_spill,2,3,0.735152006149292,0,37365,1202,21606,455
oil_spill,2,5,1.2239809036254883,0,63164,2068,40934,600
DryBeans,HOROZ,2,0.08562397956848145,0,1821,481,507,261
DryBeans,HOROZ,3,0.1735241413116455,0,5353,1025,1868,550
DryBeans,HOROZ,5,0.5186595916748047,0,21293,3233,7950,1444
spectf_heart,0,2,0.27646398544311523,0,15213,2189,7395,484
spectf_heart,0,3,2.150627851486206,0,121705,2552,79548,547
spectf_heart,0,5,2.680671453475952,0,153277,2624,101026,555
I_LVL2_4_Interesting_Non-Random-Synthetic__2_5_31250000_,1,2,27.981244802474976,0,256,252,182,131
I_LVL2_4_Interesting_Non-Random-Synthetic__2_5_31250000_,1,3,46.81224012374878,0,1311,401,990,159
I_LVL2_4_Interesting_Non-Random-Synthetic__2_5_31250000_,1,5,54.261372089385986,0,1916,474,1497,253
planning,2,2,0.02646327018737793,0,1105,720,494,215
planning,2,3,0.17234492301940918,0,9869,907,4324,244
planning,2,5,0.22205162048339844,0,12669,942,5611,248
I_LVL1_3_Interesting_Non-Random-Synthetic__2_2_4000_,1,2,0.00455164909362793,0,7,6,4,4
I_LVL1_3_Interesting_Non-Random-Synthetic__2_2_4000_,1,3,0.004654645919799805,0,7,6,4,4
I_LVL1_3_Interesting_Non-Random-Synthetic__2_2_4000_,1,5,0.004785060882568359,0,7,6,4,4
trains,west,2,0.007508993148803711,0,81,1,32,0
trains,west,3,0.00759124755859375,0,81,1,32,0
trains,west,5,0.007592439651489258,0,81,1,32,0
ED_LVL_3_1_EqualDist_Random-Synthetic__2_20_10000_,0,2,1.7404539585113525,0,76401,6261,40530,191
ED_LVL_3_1_EqualDist_Random-Synthetic__2_20_10000_,0,3,17.386333465576172,0,878781,6261,496639,191
