dataset_name,target_value,depth,Apriori_DP (PS)-real_time_taken,Apriori_DP (PS)-failed,Apriori_DP (PS)-sgs_evaluated,Apriori_DP (PS)-sgs_eval_interesting,Apriori_DP (PS)-sgs_quality_interesting,Apriori_DP (PS)-sgs_top_k_interesting
Balance_UCI_,R,5,0.025331735610961914,0,980,824,595,75
vert2,NO,2,0.009833574295043945,0,277,166,128,115
vert2,NO,3,0.01866769790649414,0,723,263,487,157
vert2,NO,5,0.018165111541748047,0,773,286,537,170
U_LVL3_1_Uninteresting_Non-Random-Synthetic__2_7_8235430_,0,2,18.17110514640808,0,1225,1078,0,0
U_LVL3_1_Uninteresting_Non-Random-Synthetic__2_7_8235430_,0,3,111.17787671089172,0,13230,13083,0,0
U_LVL3_1_Uninteresting_Non-Random-Synthetic__2_7_8235430_,0,5,-1.0,1,-1,-1,-1,-1
rmftsa_sleepdata,3,2,0.06415891647338867,0,36,21,7,7
rmftsa_sleepdata,3,3,0.0058345794677734375,0,36,21,7,7
rmftsa_sleepdata,3,5,0.006486415863037109,0,36,21,7,7
thoracic-surgery,1,2,0.05777120590209961,0,907,481,482,232
thoracic-surgery,1,3,0.07990288734436035,0,3498,2448,1970,379
thoracic-surgery,1,5,1.6129710674285889,0,19045,14780,10201,551
kc3,2,2,0.09469270706176758,0,6334,788,2650,347
kc3,2,3,0.22185468673706055,0,11834,4408,7861,486
kc3,2,5,8.041651010513306,0,98641,88653,93990,626
tae,2,2,0.007161140441894531,0,121,95,49,33
tae,2,3,0.010099649429321289,0,318,246,142,58
tae,2,5,0.013982057571411133,0,463,387,250,65
leaf,32,2,0.021881103515625,0,1017,217,547,235
leaf,32,3,0.0316314697265625,0,1661,289,1191,344
leaf,32,5,0.033629417419433594,0,1754,340,1284,394
australian,1,2,0.021163463592529297,0,903,322,406,242
australian,1,3,0.04284048080444336,0,2062,453,1309,364
australian,1,5,0.04377102851867676,0,2164,509,1405,408
dermatology,4,2,0.04288792610168457,0,2411,552,1407,417
dermatology,4,3,0.10782790184020996,0,6505,2053,5490,760
dermatology,4,5,1.3673810958862305,0,32839,27247,31824,1244
Heart_Statlog__UCI_,2,2,0.018486738204956055,0,820,252,385,219
Heart_Statlog__UCI_,2,3,0.029842853546142578,0,1542,352,1009,313
Heart_Statlog__UCI_,2,5,0.031659603118896484,0,1635,392,1100,337
Census-Income_KDD__UCI_,50000+,2,5.45137882232666,0,13344,460,7602,485
Census-Income_KDD__UCI_,50000+,3,7.510023832321167,0,15482,1898,9550,688
Census-Income_KDD__UCI_,50000+,5,30.35011911392212,0,36750,21673,30394,869
japanese,+,2,0.03516793251037598,0,1891,302,733,266
japanese,+,3,0.051038265228271484,0,2834,452,1517,395
japanese,+,5,0.05750322341918945,0,3000,533,1677,455
heart_hungarian,1,2,0.006189823150634766,0,78,60,28,22
heart_hungarian,1,3,0.00766754150390625,0,157,128,65,39
heart_hungarian,1,5,0.008337020874023438,0,188,157,86,46
I_LVL2_2_Interesting_Non-Random-Synthetic__2_5_312500_,1,2,0.3779938220977783,0,301,251,182,131
I_LVL2_2_Interesting_Non-Random-Synthetic__2_5_312500_,1,3,0.6184847354888916,0,1356,436,990,186
I_LVL2_2_Interesting_Non-Random-Synthetic__2_5_312500_,1,5,0.652155876159668,0,1356,436,990,186
forest,h ,2,0.07817625999450684,0,5158,237,2171,263
forest,h ,3,0.08512687683105469,0,5450,301,2463,347
forest,h ,5,0.08664345741271973,0,5493,325,2506,371
robot5,bottom_collision,2,0.0136260986328125,0,353,197,140,131
robot5,bottom_collision,3,0.02595663070678711,0,940,279,640,214
robot5,bottom_collision,5,0.025570154190063477,0,978,297,678,226
pen,6,2,0.07956314086914062,0,1490,182,446,229
pen,6,3,0.09147787094116211,0,1891,256,847,338
pen,6,5,0.09394669532775879,0,1973,294,929,386
U_LVL3_0_Uninteresting_Non-Random-Synthetic__2_7_823543_,0,2,1.8187482357025146,0,1225,1078,0,0
U_LVL3_0_Uninteresting_Non-Random-Synthetic__2_7_823543_,0,3,9.562268733978271,0,13230,13083,0,0
U_LVL3_0_Uninteresting_Non-Random-Synthetic__2_7_823543_,0,5,-1.0,1,-1,-1,-1,-1
robot3,slightly_moved,2,0.0693197250366211,0,379,309,167,145
robot3,slightly_moved,3,0.047164201736450195,0,1853,428,999,234
robot3,slightly_moved,5,0.03766679763793945,0,1881,454,1027,247
DefaultofCreditCard,1,2,0.8609180450439453,0,8648,1460,3844,315
DefaultofCreditCard,1,3,1.441953182220459,0,19223,3616,9975,341
DefaultofCreditCard,1,5,2.067413330078125,0,25657,8517,14053,344
zoo,7,2,0.011586904525756836,0,387,167,239,129
zoo,7,3,0.02187347412109375,0,1031,405,853,286
zoo,7,5,0.03741788864135742,0,1859,727,1681,436
breast_tissue,gla,2,0.011133909225463867,0,387,212,159,53
breast_tissue,gla,3,0.02127861976623535,0,1008,789,707,106
breast_tissue,gla,5,0.04399824142456055,0,2088,863,1778,150
flare, B,2,0.011029720306396484,0,231,178,90,84
flare, B,3,0.023571491241455078,0,928,343,446,207
flare, B,5,0.03331589698791504,0,1374,539,892,344
banana,1,2,0.006484508514404297,0,36,24,13,13
banana,1,3,0.006531238555908203,0,36,24,13,13
banana,1,5,0.0064239501953125,0,36,24,13,13
polish_bankruptcy_2year,1,2,0.7772500514984131,0,31881,1003,13178,398
polish_bankruptcy_2year,1,3,0.8790102005004883,0,35450,1986,16747,496
polish_bankruptcy_2year,1,5,1.021005392074585,0,38578,4336,19875,575
polish_bankruptcy_3year,1,2,0.8249485492706299,0,32133,1251,13844,422
polish_bankruptcy_3year,1,3,1.0123064517974854,0,38341,3581,20050,513
polish_bankruptcy_3year,1,5,3.4521422386169434,0,69920,31949,51629,560
qualitative,B,2,0.007864952087402344,0,154,103,60,52
qualitative,B,3,0.011107683181762695,0,358,169,225,127
qualitative,B,5,0.012241601943969727,0,409,197,276,159
mfeat-morphological,8,2,0.009541749954223633,0,192,104,42,39
mfeat-morphological,8,3,0.013156890869140625,0,371,190,141,109
mfeat-morphological,8,5,0.015523433685302734,0,465,237,221,159
fourclass,1,2,0.005228519439697266,0,36,19,12,12
fourclass,1,3,0.005072116851806641,0,36,19,12,12
fourclass,1,5,0.0049746036529541016,0,36,19,12,12
liver,1,2,0.010305643081665039,0,300,259,131,122
liver,1,3,0.028598546981811523,0,1505,436,730,165
liver,1,5,0.03043079376220703,0,1567,463,789,167
badges2,1,2,0.01200103759765625,0,381,273,190,138
badges2,1,3,0.03010845184326172,0,1588,429,974,291
badges2,1,5,0.03308987617492676,0,1751,502,1099,353
kc1-binary,1,2,0.38056373596191406,0,26625,1412,18200,393
kc1-binary,1,3,0.5681357383728027,0,34726,6658,25395,467
kc1-binary,1,5,10.324309587478638,0,105258,76455,82454,528
tao,black,2,0.005662202835083008,0,36,22,12,12
tao,black,3,0.0053021907806396484,0,36,22,12,12
tao,black,5,0.005319356918334961,0,36,22,12,12
ND_LVL_2_4_NormalDist_Random-Synthetic__2_10_10000000_,0,2,58.46104955673218,0,5050,3703,2327,325
ND_LVL_2_4_NormalDist_Random-Synthetic__2_10_10000000_,0,3,-1.0,1,-1,-1,-1,-1
ND_LVL_2_4_NormalDist_Random-Synthetic__2_10_10000000_,0,5,-1.0,1,-1,-1,-1,-1
breast_cancer_wis_pro2,R,2,0.24312329292297363,0,10020,944,4385,339
breast_cancer_wis_pro2,R,3,0.8524630069732666,0,12598,1350,6880,404
breast_cancer_wis_pro2,R,5,0.23983192443847656,0,13324,1843,7605,460
soybean_small,D3,2,0.01718926429748535,0,688,275,450,165
soybean_small,D3,3,0.037137746810913086,0,2079,485,1830,336
soybean_small,D3,5,0.05018949508666992,0,2781,947,2532,428
U_LVL1_3_Uninteresting_Non-Random-Synthetic__2_2_4000_,0,2,0.0056955814361572266,0,10,8,0,0
U_LVL1_3_Uninteresting_Non-Random-Synthetic__2_2_4000_,0,3,0.00521087646484375,0,10,8,0,0
U_LVL1_3_Uninteresting_Non-Random-Synthetic__2_2_4000_,0,5,0.005163431167602539,0,10,8,0,0
semeion,8,2,2.4203999042510986,0,92318,15226,55399,762
semeion,8,3,20.847869396209717,0,694498,118950,655606,1443
semeion,8,5,-1.0,1,-1,-1,-1,-1
ED_LVL_3_0_EqualDist_Random-Synthetic__2_20_1000_,0,2,1.2833898067474365,0,80200,1046,41287,167
ED_LVL_3_0_EqualDist_Random-Synthetic__2_20_1000_,0,3,1.2896676063537598,0,80231,1046,41317,167
ED_LVL_3_0_EqualDist_Random-Synthetic__2_20_1000_,0,5,1.302825927734375,0,80231,1046,41317,167
molecular_splice,IE,2,0.6034798622131348,0,27316,594,13007,448
molecular_splice,IE,3,0.6472785472869873,0,27616,722,13307,545
molecular_splice,IE,5,0.6392712593078613,0,27645,749,13336,562
audiology_std,cochlear_noise_and_heredity,2,0.040819406509399414,0,2021,1953,1953,234
audiology_std,cochlear_noise_and_heredity,3,0.7554645538330078,0,39841,39773,39773,397
audiology_std,cochlear_noise_and_heredity,5,-1.0,1,-1,-1,-1,-1
automobile,-1,2,0.046716928482055664,0,2884,335,1294,283
automobile,-1,3,0.0652914047241211,0,3972,589,2355,422
automobile,-1,5,0.08344650268554688,0,4810,1128,3187,539
volcanoes-d2,3,2,0.009740352630615234,0,78,55,17,17
volcanoes-d2,3,3,0.010986328125,0,125,86,36,36
volcanoes-d2,3,5,0.011224746704101562,0,125,86,36,36
grammatical_a2,1,2,0.3244621753692627,0,11929,1001,11175,765
grammatical_a2,1,3,0.49236559867858887,0,21333,7615,20579,826
grammatical_a2,1,5,38.58219599723816,0,232134,215015,231380,852
U_LVL2_3_Uninteresting_Non-Random-Synthetic__2_5_3125000_,0,2,3.227445363998413,0,325,275,0,0
U_LVL2_3_Uninteresting_Non-Random-Synthetic__2_5_3125000_,0,3,6.9444520473480225,0,1575,1525,0,0
U_LVL2_3_Uninteresting_Non-Random-Synthetic__2_5_3125000_,0,5,27.335514545440674,0,7825,7775,0,0
analcatdata_authorship,4,2,0.5213825702667236,0,30403,445,14271,514
analcatdata_authorship,4,3,0.541534423828125,0,31106,580,14974,621
analcatdata_authorship,4,5,0.534358024597168,0,31223,658,15091,665
I_LVL3_1_Interesting_Non-Random-Synthetic__2_7_8235430_,1,2,17.2952139377594,0,1130,990,811,138
I_LVL3_1_Interesting_Non-Random-Synthetic__2_7_8235430_,1,3,97.47069120407104,0,11595,990,9658,138
I_LVL3_1_Interesting_Non-Random-Synthetic__2_7_8235430_,1,5,97.74131560325623,0,11595,990,9658,138
EqualDist_Random-Synthetic__2_7_8520_,0,2,0.02869868278503418,0,561,493,244,182
EqualDist_Random-Synthetic__2_7_8520_,0,3,0.11511468887329102,0,4067,3424,1973,238
EqualDist_Random-Synthetic__2_7_8520_,0,5,0.5547935962677002,0,13342,3841,7615,238
cmc,3,2,0.015491247177124023,0,465,329,195,158
cmc,3,3,0.04549384117126465,0,2163,886,1147,290
cmc,3,5,0.07433438301086426,0,3133,1494,1902,338
Adult_UCI_,>50K,2,0.3022761344909668,0,4754,296,1006,223
Adult_UCI_,>50K,3,0.34254908561706543,0,5273,425,1405,342
Adult_UCI_,>50K,5,0.36282801628112793,0,5437,502,1562,405
I_LVL1_2_Interesting_Non-Random-Synthetic__2_2_400_,1,2,0.004263877868652344,0,7,5,4,4
I_LVL1_2_Interesting_Non-Random-Synthetic__2_2_400_,1,3,0.004189968109130859,0,7,5,4,4
I_LVL1_2_Interesting_Non-Random-Synthetic__2_2_400_,1,5,0.00418543815612793,0,7,5,4,4
monks1,0,2,0.007283449172973633,0,137,119,80,80
monks1,0,3,0.012891054153442383,0,479,415,363,172
monks1,0,5,0.021516799926757812,0,861,426,702,173
ND_LVL_3_0_NormalDist_Random-Synthetic__2_20_1000_,0,2,0.5645673274993896,0,35534,2922,12683,355
ND_LVL_3_0_NormalDist_Random-Synthetic__2_20_1000_,0,3,1.2554409503936768,0,68235,2924,36816,355
ND_LVL_3_0_NormalDist_Random-Synthetic__2_20_1000_,0,5,1.2476634979248047,0,68235,2924,36816,355
grammatical_a1,1,2,0.3404049873352051,0,16070,2909,15374,626
grammatical_a1,1,3,1.337101936340332,0,64672,36970,63976,715
grammatical_a1,1,5,-1.0,1,-1,-1,-1,-1
mfeat-zernike,8,2,0.3447110652923584,0,17766,858,7357,413
mfeat-zernike,8,3,0.4109644889831543,0,21143,1303,10734,449
mfeat-zernike,8,5,0.4301011562347412,0,21612,1751,11203,453
twonorm,1,2,0.1090078353881836,0,3240,269,1538,311
twonorm,1,3,0.137650728225708,0,4362,269,2660,311
twonorm,1,5,0.13847947120666504,0,4362,269,2660,311
auto7_1,class3,2,0.020786762237548828,0,780,694,382,238
auto7_1,class3,3,0.12712430953979492,0,7169,1636,3875,325
auto7_1,class3,5,0.16554617881774902,0,8147,1892,4618,339
grammatical_b4,1,2,0.44001269340515137,0,22094,1542,21445,566
grammatical_b4,1,3,0.6250267028808594,0,29888,2979,29237,652
grammatical_b4,1,5,0.7478561401367188,0,32922,5052,32271,679
wave2,2,2,0.34696316719055176,0,12880,374,6245,419
wave2,2,3,0.36223626136779785,0,13556,465,6921,438
wave2,2,5,0.3681070804595947,0,13652,481,7017,438
volcanoes-d1,3,2,0.00968790054321289,0,78,56,15,15
volcanoes-d1,3,3,0.011435270309448242,0,128,89,35,35
volcanoes-d1,3,5,0.011106491088867188,0,128,89,35,35
mfeat-fourier,8,2,0.8534727096557617,0,43964,673,20433,396
mfeat-fourier,8,3,0.8797383308410645,0,44992,842,21461,443
mfeat-fourier,8,5,0.878960371017456,0,45115,921,21584,459
breast,recurrence-events,2,0.019733428955078125,0,707,316,291,132
breast,recurrence-events,3,0.037961483001708984,0,2064,647,1158,208
breast,recurrence-events,5,0.04663586616516113,0,2443,871,1361,215
I_LVL2_3_Interesting_Non-Random-Synthetic__2_5_3125000_,1,2,3.140166997909546,0,301,251,182,148
I_LVL2_3_Interesting_Non-Random-Synthetic__2_5_3125000_,1,3,6.246718645095825,0,1356,436,990,187
I_LVL2_3_Interesting_Non-Random-Synthetic__2_5_3125000_,1,5,6.270440101623535,0,1356,436,990,187
U_LVL2_4_Uninteresting_Non-Random-Synthetic__2_5_31250000_,1,2,33.08050847053528,0,325,275,0,0
U_LVL2_4_Uninteresting_Non-Random-Synthetic__2_5_31250000_,1,3,71.25305104255676,0,1575,1525,0,0
U_LVL2_4_Uninteresting_Non-Random-Synthetic__2_5_31250000_,1,5,457.6094379425049,0,7825,7775,0,0
horse_colic_outcome,2,2,0.11515259742736816,0,1246,676,608,0
horse_colic_outcome,2,3,0.11037969589233398,0,5711,5141,4963,0
horse_colic_outcome,2,5,13.715174198150635,0,106140,105570,105185,0
ND_LVL_2_0_NormalDist_Random-Synthetic__2_10_1000_,1,2,0.07352924346923828,0,4470,1122,1772,274
ND_LVL_2_0_NormalDist_Random-Synthetic__2_10_1000_,1,3,0.2793581485748291,0,14373,1566,7341,300
ND_LVL_2_0_NormalDist_Random-Synthetic__2_10_1000_,1,5,0.2837848663330078,0,14470,1566,7435,300
wall4,Slight-Right-Turn,2,0.00878453254699707,0,82,59,33,33
wall4,Slight-Right-Turn,3,0.00998067855834961,0,156,123,78,75
wall4,Slight-Right-Turn,5,0.010946273803710938,0,184,151,102,90
hayes,2,2,0.0057489871978759766,0,81,62,35,29
hayes,2,3,0.007308006286621094,0,168,135,92,44
hayes,2,5,0.007977724075317383,0,202,166,120,44
analcatdata_germangss,4,2,0.007849693298339844,0,171,140,27,25
analcatdata_germangss,4,3,0.014135360717773438,0,560,478,142,71
analcatdata_germangss,4,5,0.02825140953063965,0,1064,932,415,77
thyroid_allhypo,primary hypothyroid.,2,0.03597545623779297,0,1099,412,556,297
thyroid_allhypo,primary hypothyroid.,3,0.11744308471679688,0,4095,1950,3353,624
thyroid_allhypo,primary hypothyroid.,5,1.5349457263946533,0,26831,22250,25193,1037
user,High,2,0.008406639099121094,0,191,149,73,71
user,High,3,0.014653444290161133,0,614,452,342,71
user,High,5,0.02413797378540039,0,950,758,648,71
thyroid_dis,discordant.,2,0.04207134246826172,0,1390,570,578,293
thyroid_dis,discordant.,3,0.15165972709655762,0,5965,2020,4356,533
thyroid_dis,discordant.,5,1.7320020198822021,0,32842,28048,30748,854
synthetic_control,4,2,0.1716306209564209,0,11118,438,7893,890
synthetic_control,4,3,0.19296884536743164,0,12335,655,9110,941
synthetic_control,4,5,0.1997082233428955,0,12609,760,9384,943
titanic,1,2,0.0056285858154296875,0,36,27,17,16
titanic,1,3,0.006033658981323242,0,50,41,27,24
titanic,1,5,0.006036281585693359,0,50,41,27,24
secom,1,2,0.37865304946899414,0,19306,6747,8999,506
secom,1,3,3.325875759124756,0,118582,18667,103037,643
secom,1,5,10.650251388549805,0,153109,44175,136034,767
wine,1,2,0.019300460815429688,0,913,149,540,222
wine,1,3,0.02423715591430664,0,1189,188,816,263
wine,1,5,0.023450851440429688,0,1200,192,827,264
thyroid_allrep,overreplacement.,2,0.030516386032104492,0,844,337,575,273
thyroid_allrep,overreplacement.,3,0.08326458930969238,0,3078,1667,2604,452
thyroid_allrep,overreplacement.,5,1.180654764175415,0,24567,22016,23855,908
post,S,2,0.00904393196105957,0,233,181,102,51
post,S,3,0.01884174346923828,0,884,742,456,126
post,S,5,0.048183441162109375,0,2197,1324,1374,174
human,1,2,4.3585426807403564,0,117672,2441,116478,561
human,1,3,4.9319398403167725,0,131857,7284,130663,647
human,1,5,8.706976652145386,0,167276,30126,166082,737
connectionist_sonar,R,2,0.44010305404663086,0,28920,444,13968,430
connectionist_sonar,R,3,0.4400291442871094,0,29216,502,14264,450
connectionist_sonar,R,5,0.443772554397583,0,29224,509,14272,450
hiv_746,-1,2,0.2176661491394043,0,12880,629,4793,115
hiv_746,-1,3,0.22977352142333984,0,13529,851,5202,115
hiv_746,-1,5,0.2350013256072998,0,13773,1095,5323,115
madelon,1,2,38.58716940879822,0,1985034,354067,958033,784
madelon,1,3,-1.0,1,-1,-1,-1,-1
madelon,1,5,-1.0,1,-1,-1,-1,-1
NormalDist_Random-Synthetic__2_14_7418_,0,2,0.06945681571960449,0,1891,1459,892,269
NormalDist_Random-Synthetic__2_14_7418_,0,3,0.5703811645507812,0,20744,12252,10586,349
NormalDist_Random-Synthetic__2_14_7418_,0,5,23.309815645217896,0,162999,53057,86002,357
led,2,2,0.006886720657348633,0,105,90,40,40
led,2,3,0.012264013290405273,0,320,202,146,130
led,2,5,0.014293670654296875,0,463,276,273,195
ND_LVL_1_0_NormalDist_Random-Synthetic__2_5_1000_,1,2,0.011129617691040039,0,325,268,131,110
ND_LVL_1_0_NormalDist_Random-Synthetic__2_5_1000_,1,3,0.03016066551208496,0,1479,610,706,184
ND_LVL_1_0_NormalDist_Random-Synthetic__2_5_1000_,1,5,0.04049992561340332,0,1893,734,946,196
auto4,class1,2,1.540693759918213,0,75466,28898,37080,607
auto4,class1,3,41.55966758728027,0,1306608,74135,818937,638
auto4,class1,5,90.38018584251404,0,1565792,81426,988360,638
Tic-Tac-ToeEndgame_UCI_,negative,2,0.013095855712890625,0,378,339,151,142
Tic-Tac-ToeEndgame_UCI_,negative,3,0.04620790481567383,0,2430,603,1083,234
Tic-Tac-ToeEndgame_UCI_,negative,5,0.05131053924560547,0,2620,615,1273,246
Covertype,7,2,5.962894439697266,0,5693,1776,2432,331
Covertype,7,3,26.6368510723114,0,33240,12411,25102,720
Covertype,7,5,-1.0,1,-1,-1,-1,-1
pc4,2,2,0.24128484725952148,0,7626,788,3187,371
pc4,2,3,0.4474756717681885,0,12283,2965,7537,478
pc4,2,5,0.8736162185668945,0,24169,10808,18521,550
ED_LVL_3_4_EqualDist_Random-Synthetic__2_20_10000000_,0,2,-1.0,1,-1,-1,-1,-1
ED_LVL_3_4_EqualDist_Random-Synthetic__2_20_10000000_,0,3,-1.0,1,-1,-1,-1,-1
ED_LVL_3_4_EqualDist_Random-Synthetic__2_20_10000000_,0,5,-1.0,1,-1,-1,-1,-1
firm,1,2,0.15305685997009277,0,704,616,353,233
firm,1,3,0.8601934909820557,0,6721,1249,3864,445
firm,1,5,0.32909154891967773,0,7304,1337,4447,532
ND_LVL_2_2_NormalDist_Random-Synthetic__2_10_100000_,0,2,0.6915419101715088,0,5050,2446,2402,330
ND_LVL_2_2_NormalDist_Random-Synthetic__2_10_100000_,0,3,4.326390504837036,0,42683,20999,21201,355
ND_LVL_2_2_NormalDist_Random-Synthetic__2_10_100000_,0,5,38.72691249847412,0,239120,42463,126287,355
ND_LVL_3_2_NormalDist_Random-Synthetic__2_20_100000_,1,2,4.529448986053467,0,45818,16182,21869,416
ND_LVL_3_2_NormalDist_Random-Synthetic__2_20_100000_,1,3,74.92139220237732,0,792964,172886,415973,416
ND_LVL_3_2_NormalDist_Random-Synthetic__2_20_100000_,1,5,-1.0,1,-1,-1,-1,-1
Stroke_Kaggle_,1,2,0.09832048416137695,0,467,289,218,159
Stroke_Kaggle_,1,3,0.10199451446533203,0,1808,591,1201,258
Stroke_Kaggle_,1,5,0.07412886619567871,0,2200,776,1529,285
spambase,1,2,1.0090506076812744,0,18177,1728,7615,731
spambase,1,3,1.163938045501709,0,43644,20999,15364,795
spambase,1,5,1060.0993750095367,0,2129273,2106628,632414,795
echocardio,1,2,0.013793468475341797,0,531,344,246,33
echocardio,1,3,0.038996219635009766,0,2073,1617,1439,34
echocardio,1,5,0.350200891494751,0,8719,8239,8039,34
phoneme,1,2,0.013260602951049805,0,210,174,84,84
phoneme,1,3,0.026473522186279297,0,782,266,356,193
phoneme,1,5,0.02812647819519043,0,825,274,398,195
texture,14,2,0.3096044063568115,0,12406,530,4638,452
texture,14,3,0.3730039596557617,0,13617,693,5849,503
texture,14,5,0.37831878662109375,0,13682,721,5914,508
statlog_is,7,2,0.042255401611328125,0,1667,164,661,317
statlog_is,7,3,0.049507856369018555,0,2050,240,1044,444
statlog_is,7,5,0.05125117301940918,0,2150,293,1144,521
banknote,1,2,0.007627725601196289,0,121,88,56,53
banknote,1,3,0.010505437850952148,0,268,155,143,117
banknote,1,5,0.01073765754699707,0,289,168,164,133
NormalDist_Random-Synthetic__2_6_5132_,1,2,0.012379169464111328,0,153,131,71,71
NormalDist_Random-Synthetic__2_6_5132_,1,3,0.02277827262878418,0,545,511,278,186
NormalDist_Random-Synthetic__2_6_5132_,1,5,0.059226274490356445,0,1707,1386,876,248
ilpd,2,2,0.017823457717895508,0,741,344,348,219
ilpd,2,3,0.04185962677001953,0,2156,563,1649,271
ilpd,2,5,0.04653310775756836,0,2274,619,1767,277
EqualDist_Random-Synthetic__2_7_7307_,0,2,0.021285533905029297,0,378,324,168,151
EqualDist_Random-Synthetic__2_7_7307_,0,3,0.06602764129638672,0,2103,1826,1055,267
EqualDist_Random-Synthetic__2_7_7307_,0,5,0.30853271484375,0,7158,3885,3905,277
ND_LVL_1_3_NormalDist_Random-Synthetic__2_5_1000000_,1,2,1.041731357574463,0,325,275,132,124
ND_LVL_1_3_NormalDist_Random-Synthetic__2_5_1000000_,1,3,2.103663921356201,0,1575,1446,743,224
ND_LVL_1_3_NormalDist_Random-Synthetic__2_5_1000000_,1,5,5.289579629898071,0,5443,4344,2684,238
satimage,5,2,0.2608470916748047,0,10014,431,3233,422
satimage,5,3,0.31879377365112305,0,11769,1333,4988,501
satimage,5,5,0.5441703796386719,0,16520,5265,9739,511
turkiye,11,2,0.2827177047729492,0,11781,1873,4926,459
turkiye,11,3,0.8424789905548096,0,26800,13580,15366,589
turkiye,11,5,126.76841187477112,0,460499,444774,345892,680
I_LVL3_0_Interesting_Non-Random-Synthetic__2_7_823543_,1,2,1.6700892448425293,0,1039,166,377,139
I_LVL3_0_Interesting_Non-Random-Synthetic__2_7_823543_,1,3,1.649376392364502,0,1039,166,377,139
I_LVL3_0_Interesting_Non-Random-Synthetic__2_7_823543_,1,5,1.6746573448181152,0,1039,166,377,139
auto2, class2,2,12.061130046844482,0,304590,303024,151921,713
auto2, class2,3,-1.0,1,-1,-1,-1,-1
auto2, class2,5,-1.0,1,-1,-1,-1,-1
oil_spill,2,2,0.29260706901550293,0,17025,587,7016,350
oil_spill,2,3,0.3128032684326172,0,18205,923,8195,469
oil_spill,2,5,0.3258805274963379,0,18789,1373,8779,510
DryBeans,HOROZ,2,0.08284592628479004,0,1717,159,507,261
DryBeans,HOROZ,3,0.09673523902893066,0,2054,231,844,384
DryBeans,HOROZ,5,0.09745478630065918,0,2166,312,956,437
spectf_heart,0,2,0.23725461959838867,0,15054,874,7395,484
spectf_heart,0,3,0.27716588973999023,0,17221,912,9562,506
spectf_heart,0,5,0.27912020683288574,0,17229,915,9570,509
I_LVL2_4_Interesting_Non-Random-Synthetic__2_5_31250000_,1,2,32.00249528884888,0,301,251,182,131
I_LVL2_4_Interesting_Non-Random-Synthetic__2_5_31250000_,1,3,64.10010504722595,0,1356,436,990,181
I_LVL2_4_Interesting_Non-Random-Synthetic__2_5_31250000_,1,5,64.08333373069763,0,1356,436,990,181
planning,2,2,0.023545265197753906,0,1176,703,494,215
planning,2,3,0.08519196510314941,0,4927,1714,3275,237
planning,2,5,0.1376349925994873,0,6118,2816,4453,237
I_LVL1_3_Interesting_Non-Random-Synthetic__2_2_4000_,1,2,0.005322694778442383,0,7,5,4,4
I_LVL1_3_Interesting_Non-Random-Synthetic__2_2_4000_,1,3,0.00514674186706543,0,7,5,4,4
I_LVL1_3_Interesting_Non-Random-Synthetic__2_2_4000_,1,5,0.0053141117095947266,0,7,5,4,4
trains,west,2,0.03024911880493164,0,1676,1132,776,0
trains,west,3,0.24190139770507812,0,13047,12118,9734,0
trains,west,5,125.14735555648804,0,452288,451293,417045,0
ED_LVL_3_1_EqualDist_Random-Synthetic__2_20_10000_,0,2,1.8239707946777344,0,80200,4198,40530,191
ED_LVL_3_1_EqualDist_Random-Synthetic__2_20_10000_,0,3,2.221649408340454,0,82680,4198,42740,191
ED_LVL_3_1_EqualDist_Random-Synthetic__2_20_10000_,0,5,2.2073397636413574,0,82680,4198,42740,191
appendicitis,1,2,0.011112213134765625,0,379,193,105,34
appendicitis,1,3,0.018166780471801758,0,852,545,422,64
appendicitis,1,5,0.03521013259887695,0,1512,1205,1068,84
mc2,2,2,0.1307053565979004,0,9870,574,3916,353
mc2,2,3,0.20872282981872559,0,13071,2525,7066,481
mc2,2,5,0.8213045597076416,0,28142,14206,22108,541
breast_cancer_wis_ori,M,2,0.10843491554260254,0,7141,206,2887,327
breast_cancer_wis_ori,M,3,0.11243915557861328,0,7426,257,3172,405
breast_cancer_wis_ori,M,5,0.11237573623657227,0,7479,298,3225,449
urban,shadow ,2,1.8714401721954346,0,113163,853,63176,539
urban,shadow ,3,1.9229915142059326,0,116439,3633,66452,760
urban,shadow ,5,8.747856140136719,0,200775,87969,150788,1013
parkinsons,0,2,0.0548858642578125,0,3658,255,1462,294
parkinsons,0,3,0.06333422660827637,0,4208,402,2012,378
parkinsons,0,5,0.06542158126831055,0,4382,487,2186,416
haberman,2,2,0.006765127182006836,0,66,51,29,28
haberman,2,3,0.00685429573059082,0,114,87,53,29
haberman,2,5,0.0068814754486083984,0,114,87,53,29
pitt1_3,LONG,2,0.011044025421142578,0,234,161,103,37
pitt1_3,LONG,3,0.015846967697143555,0,679,554,397,50
pitt1_3,LONG,5,0.041785478591918945,0,1625,1478,1204,51
NormalDist_Random-Synthetic__2_8_5616_,0,2,0.027452707290649414,0,741,582,315,206
NormalDist_Random-Synthetic__2_8_5616_,0,3,0.11788010597229004,0,5198,2600,2575,309
NormalDist_Random-Synthetic__2_8_5616_,0,5,0.4451773166656494,0,12635,4442,6875,323
musk,2,2,4.083249092102051,0,161787,1617,85183,602
musk,2,3,4.320537567138672,0,169306,4479,92701,673
musk,2,5,6.562150716781616,0,200158,32417,123553,683
